rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.71270025083612,76.96641025641026,600418,江淮汽车,bottom_area,2022-01-20,13.8,2022-01-20,13.65,1.0989010989011014,4.4688644688644645,27.122263747997867,False,-2.7484,2.4525,1,1,1,100.0,24.365079365079367,24.365079365079367,13.9010989010989,1.0989010989011014,历史1/1次成功; 当前距低点1.10%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
2,82.32669654799744,72.06602704445692,688317,之江生物,bottom_area,2022-01-20,53.6,2022-01-20,53.41,0.3557386257255286,8.59389627410598,32.69909274193549,False,-6.4246,10.7046,1,1,1,100.0,38.96296296296296,38.96296296296296,14.64426137427447,0.3557386257255286,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-6.42%; 状态bottom_area; 底部未确认
3,82.23233183222833,74.13124672599719,600032,浙江新能,bottom_area,2022-01-20,13.2,2022-01-20,12.95,1.9305019305019304,5.328185328185339,28.92425905598244,False,-2.583,5.0452,1,1,1,100.0,19.31608133086876,19.31608133086876,13.06949806949807,1.9305019305019304,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
4,80.87041519549919,71.34890616433186,300484,蓝海华腾,bottom_area,2022-01-20,14.29,2022-01-20,14.18,0.7757404795486561,5.430183356840618,30.896686159844055,False,-4.5424,3.2461,2,2,2,100.0,23.589217514531214,28.708133971291865,14.224259520451344,0.7757404795486561,历史2/2次成功; 当前距低点0.78%; 最新日涨幅-4.54%; 状态bottom_area; 底部未确认
5,80.32416509077713,70.20375906283337,002256,兆新股份,bottom_area,2022-01-20,3.68,2022-01-20,3.67,0.27247956403270385,6.811989100817439,28.039215686274506,False,-5.1546,8.7309,1,1,1,100.0,27.930174563591027,27.930174563591027,14.727520435967294,0.27247956403270385,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-5.15%; 状态bottom_area; 底部未确认
6,77.50422862453532,67.39498141263941,601798,蓝科高新,bottom_area,2022-01-20,7.63,2022-01-20,7.63,0.0,4.849279161205768,28.0188679245283,False,-3.9043,2.7557,1,1,1,100.0,21.74721189591078,21.74721189591078,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.90%; 状态bottom_area; 底部未确认
7,75.96438390321386,66.89458992697297,002240,盛新锂能,bottom_area,2022-01-20,44.74,2022-01-20,44.44,0.6750675067506847,5.355535553555361,27.027914614121514,False,-3.7435,2.9331,1,1,1,100.0,15.073891625615756,15.073891625615756,14.324932493249316,0.6750675067506847,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-3.74%; 状态bottom_area; 底部未确认
8,75.88857378892884,66.91261204095683,688286,敏芯股份,bottom_area,2022-01-20,74.58,2022-01-20,74.03,0.7429420505200556,4.822369309739286,30.48826291079812,False,-3.606,2.6806,1,1,1,100.0,16.00279524807827,16.00279524807827,14.257057949479943,0.7429420505200556,历史1/1次成功; 当前距低点0.74%; 最新日涨幅-3.61%; 状态bottom_area; 底部未确认
9,69.89819746974351,65.92722175809895,688075,安旭生物,confirmed_rebound,2022-01-20,219.15,2022-01-20,210.0,4.35714285714286,25.238095238095237,30.638129211256437,False,-3.5941,19.7633,1,1,1,100.0,25.384448776261635,25.384448776261635,10.64285714285714,4.35714285714286,历史1/1次成功; 当前距低点4.36%; 最新日涨幅-3.59%; 状态confirmed_rebound; 底部未确认
10,64.39090597790708,56.739116654438746,601778,晶科科技,bottom_area,2022-01-20,7.1,2022-01-20,7.05,0.7092198581560258,3.546099290780142,27.692307692307693,False,-2.6063,1.7044,1,2,1,50.0,42.344827586206904,42.344827586206904,14.290780141843973,0.7092198581560258,历史1/2次成功; 当前距低点0.71%; 最新日涨幅-2.61%; 状态bottom_area; 底部未确认
11,62.792462811211024,55.25015771752615,300421,力星股份,bottom_area,2022-01-20,15.94,2022-01-20,15.84,0.631313131313129,6.376262626262637,30.220264317180618,False,-4.9493,3.8109,1,2,1,50.0,43.59974009096816,43.59974009096816,14.36868686868687,0.631313131313129,历史1/2次成功; 当前距低点0.63%; 最新日涨幅-4.95%; 状态bottom_area; 底部未确认
