rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
134,53.210570301965525,47.58740845923175,002829,星网宇达,bottom_area,2024-02-02,16.13,2024-02-02,15.53,3.8634900193174477,13.972955569864778,31.61602818141788,False,-5.3959,5.1907,1,3,1,33.33333333333333,21.628131021194598,21.628131021194598,16.136509980682554,3.8634900193174477,历史1/3次成功; 当前距低点3.86%; 最新日涨幅-5.40%; 状态bottom_area; 底部未确认
135,52.74982878722722,47.775899521930356,603026,石大胜华,bottom_area,2024-02-02,32.12,2024-02-02,30.72,4.5572916666666625,11.979166666666666,30.513458493553497,False,-5.7235,1.9919,1,3,1,33.33333333333333,31.14618918600542,31.14618918600542,15.442708333333337,4.5572916666666625,历史1/3次成功; 当前距低点4.56%; 最新日涨幅-5.72%; 状态bottom_area; 底部未确认
136,52.679520579569534,47.6004457351167,300620,光库科技,bottom_area,2024-02-02,33.72,2024-02-02,32.29,4.428615670486217,12.9451842675751,29.804347826086957,False,-5.2277,4.4017,2,7,2,28.57142857142857,22.27636424483637,22.444343480236245,15.571384329513782,4.428615670486217,历史2/7次成功; 当前距低点4.43%; 最新日涨幅-5.23%; 状态bottom_area; 底部未确认
137,52.56884849410537,47.34069745069747,688021,奥福科技,bottom_area,2024-02-02,13.51,2024-02-02,12.96,4.243827160493819,17.97839506172838,30.28509951586874,False,-7.6555,2.8989,1,3,1,33.33333333333333,24.96392496392497,24.96392496392497,15.756172839506183,4.243827160493819,历史1/3次成功; 当前距低点4.24%; 最新日涨幅-7.66%; 状态bottom_area; 底部未确认
138,52.503997509623424,47.09850341328078,002735,王子新材,bottom_area,2024-02-02,8.26,2024-02-02,7.94,4.030226700251881,12.468513853904273,31.84549356223176,False,-5.6,3.9813,1,3,1,33.33333333333333,21.043478260869563,21.043478260869563,15.96977329974812,4.030226700251881,历史1/3次成功; 当前距低点4.03%; 最新日涨幅-5.60%; 状态bottom_area; 底部未确认
139,52.15036403754664,46.91081863647951,603290,斯达半导,bottom_area,2024-02-02,125.56,2024-02-02,120.52,4.181878526385668,10.429804181878533,32.27311042427648,False,-4.9004,1.6253,1,4,1,25.0,23.2822670787034,23.2822670787034,15.818121473614333,4.181878526385668,历史1/4次成功; 当前距低点4.18%; 最新日涨幅-4.90%; 状态bottom_area; 底部未确认
140,51.87342580647157,46.92334351203314,300651,金陵体育,bottom_area,2024-02-02,14.2,2024-02-02,13.59,4.488594554819716,13.46578366445916,30.307692307692307,False,-6.0847,3.6032,1,3,1,33.33333333333333,25.720461095100855,25.720461095100855,15.511405445180285,4.488594554819716,历史1/3次成功; 当前距低点4.49%; 最新日涨幅-6.08%; 状态bottom_area; 底部未确认
141,51.84920178599181,47.19556124938995,002068,黑猫股份,bottom_area,2024-02-02,7.16,2024-02-02,6.83,4.831625183016106,13.616398243045383,28.331584470094434,False,-5.6653,2.9057,1,4,1,25.0,32.77777777777777,32.77777777777777,15.168374816983896,4.831625183016106,历史1/4次成功; 当前距低点4.83%; 最新日涨幅-5.67%; 状态bottom_area; 底部未确认
142,51.83080956921674,46.63667726697115,688259,创耀科技,bottom_area,2024-02-02,42.2,2024-02-02,40.5,4.197530864197538,14.296296296296292,27.794615796042077,False,-6.0134,2.861,1,4,1,25.0,22.000256114739393,22.000256114739393,15.802469135802463,4.197530864197538,历史1/4次成功; 当前距低点4.20%; 最新日涨幅-6.01%; 状态bottom_area; 底部未确认
143,51.639418249583485,46.60171397894784,688202,美迪西,bottom_area,2024-02-02,39.5,2024-02-02,37.85,4.35931307793923,13.579920739762219,30.499449136981273,False,-6.4646,2.7382,1,4,1,25.0,23.795418261555337,23.795418261555337,15.64068692206077,4.35931307793923,历史1/4次成功; 当前距低点4.36%; 最新日涨幅-6.46%; 状态bottom_area; 底部未确认
144,50.87275558861826,46.01150144034056,002115,三维通信,bottom_area,2024-02-02,5.13,2024-02-02,4.91,4.480651731160891,14.663951120162928,27.366863905325438,False,-6.044,4.2667,1,3,1,33.33333333333333,20.720720720720706,20.720720720720706,15.519348268839112,4.480651731160891,历史1/3次成功; 当前距低点4.48%; 最新日涨幅-6.04%; 状态bottom_area; 底部未确认
145,50.59833880683746,45.8347293780292,002622,皓宸医疗,bottom_area,2024-02-02,2.29,2024-02-02,2.19,4.566210045662104,15.068493150684937,29.807692307692314,False,-5.7613,2.5923,1,3,1,33.33333333333333,20.819112627986343,20.819112627986343,15.433789954337895,4.566210045662104,历史1/3次成功; 当前距低点4.57%; 最新日涨幅-5.76%; 状态bottom_area; 底部未确认
146,50.35665026982149,45.79778409090909,000545,金浦钛业,bottom_area,2024-02-02,2.19,2024-02-02,2.09,4.7846889952153155,14.354066985645947,28.17869415807561,False,-5.6034,1.6169,1,4,1,25.0,24.6875,24.6875,15.215311004784684,4.7846889952153155,历史1/4次成功; 当前距低点4.78%; 最新日涨幅-5.60%; 状态bottom_area; 底部未确认
147,49.79734842039065,44.98995412844037,300658,延江股份,bottom_area,2024-02-02,4.96,2024-02-02,4.75,4.421052631578946,13.052631578947372,27.25880551301685,False,-5.1625,4.0576,1,5,1,20.0,26.72018348623853,26.72018348623853,15.578947368421057,4.421052631578946,历史1/5次成功; 当前距低点4.42%; 最新日涨幅-5.16%; 状态bottom_area; 底部未确认
148,49.69605395422835,45.25441675427203,002425,凯撒文化,bottom_area,2024-02-02,3.24,2024-02-02,3.09,4.854368932038847,15.210355987055024,28.472222222222232,False,-4.142,3.4831,1,3,1,33.33333333333333,21.231422505307858,21.231422505307858,15.145631067961155,4.854368932038847,历史1/3次成功; 当前距低点4.85%; 最新日涨幅-4.14%; 状态bottom_area; 底部未确认
149,49.37465722705643,45.07189727154402,000670,盈方微,bottom_area,2024-02-02,4.63,2024-02-02,4.41,4.988662131519268,13.605442176870739,28.640776699029118,False,-5.317,3.0073,1,4,1,25.0,23.28519855595668,23.28519855595668,15.011337868480734,4.988662131519268,历史1/4次成功; 当前距低点4.99%; 最新日涨幅-5.32%; 状态bottom_area; 底部未确认
150,49.17404009701272,44.47583574878147,000995,皇台酒业,bottom_area,2024-02-02,11.89,2024-02-02,11.38,4.481546572934971,12.565905096660805,30.312308634415174,False,-4.0355,3.2915,1,5,1,20.0,24.697644812221508,24.697644812221508,15.51845342706503,4.481546572934971,历史1/5次成功; 当前距低点4.48%; 最新日涨幅-4.04%; 状态bottom_area; 底部未确认
