rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.6885525209784,81.53928498019857,300538,同益股份,bottom_area,2023-12-12,18.98,2023-12-11,18.54,2.3732470334412152,5.285868392664512,29.23664122137405,False,0.5297,7.1739,2,2,2,100.0,25.431657077658826,30.150753768844226,17.626752966558787,2.3732470334412152,历史2/2次成功; 当前距低点2.37%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
2,91.78112585158632,78.20578247803978,688303,大全能源,bottom_area,2023-12-12,29.15,2023-12-07,28.8,1.2152777777777704,3.819444444444437,32.10749646393211,False,-1.487,1.0727,1,1,1,100.0,32.45492371705965,32.45492371705965,18.784722222222232,1.2152777777777704,历史1/1次成功; 当前距低点1.22%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
3,85.5237099307808,75.96011984230209,601628,中国人寿,bottom_area,2023-12-12,28.8,2023-12-11,27.83,3.4854473589651547,4.132231404958685,27.41262389149714,False,0.1043,0.0437,1,1,1,100.0,25.736235595390532,25.736235595390532,16.514552641034847,3.4854473589651547,历史1/1次成功; 当前距低点3.49%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
4,82.79193532381869,73.42496453900709,002137,实益达,bottom_area,2023-12-12,7.29,2023-11-30,7.05,3.404255319148939,5.6737588652482325,27.31958762886598,False,0.5517,5.5274,2,3,2,66.66666666666666,55.55040286140998,89.3034825870647,16.595744680851062,3.404255319148939,历史2/3次成功; 当前距低点3.40%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
5,80.54739076693178,73.31259518906366,002142,宁波银行,bottom_area,2023-12-12,21.28,2023-12-11,20.3,4.827586206896553,5.123152709359601,30.19257221458046,False,2.0134,0.6598,1,1,1,100.0,27.95425667090217,27.95425667090217,15.172413793103448,4.827586206896553,历史1/1次成功; 当前距低点4.83%; 最新日涨幅2.01%; 状态bottom_area; 底部未确认
6,60.438308131647524,52.38141051440435,000301,东方盛虹,bottom_area,2023-12-12,9.05,2023-12-12,8.86,2.1444695259593827,4.966139954853288,28.14274128142742,False,-2.4784,0.8035,1,5,1,20.0,28.337639965546952,28.337639965546952,17.855530474040616,2.1444695259593827,历史1/5次成功; 当前距低点2.14%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
