rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
94,66.3624238187031,61.32136560979019,002256,兆新股份,bottom_area,2025-01-10,2.22,2025-01-06,2.15,3.2558139534883854,8.83720930232558,31.9620253164557,True,-3.4783,2.2745,3,6,3,50.0,26.04635174055759,31.775700934579426,11.744186046511615,3.2558139534883854,历史3/6次成功; 当前距低点3.26%; 最新日涨幅-3.48%; 状态bottom_area; 底部已确认
95,66.35553931825018,59.581372063051454,300427,红相股份,bottom_area,2025-01-10,5.33,2025-01-06,5.24,1.7175572519083944,8.015267175572518,30.59602649006622,True,-4.8214,2.4697,1,2,1,50.0,31.168831168831172,31.168831168831172,13.282442748091604,1.7175572519083944,历史1/2次成功; 当前距低点1.72%; 最新日涨幅-4.82%; 状态bottom_area; 底部已确认
96,66.31323845578457,59.4124891762271,300706,阿石创,bottom_area,2025-01-10,20.96,2025-01-06,20.63,1.5996122152205619,9.112942317014069,28.566481994459835,True,-4.2922,4.3763,1,2,1,50.0,28.81508078994613,28.81508078994613,13.400387784779438,1.5996122152205619,历史1/2次成功; 当前距低点1.60%; 最新日涨幅-4.29%; 状态bottom_area; 底部已确认
97,66.28198761575985,61.89049307067174,688216,气派科技,bottom_area,2025-01-10,19.04,2025-01-06,18.34,3.816793893129767,11.45038167938932,27.509881422924902,True,-3.4972,1.0887,2,3,2,66.66666666666666,16.538260646994306,17.447495961227773,11.183206106870234,3.816793893129767,历史2/3次成功; 当前距低点3.82%; 最新日涨幅-3.50%; 状态bottom_area; 底部已确认
98,66.03181005591486,60.14091248308393,002457,青龙管业,bottom_area,2025-01-10,10.74,2025-01-06,10.48,2.480916030534349,6.393129770992366,27.72413793103448,False,-2.8933,2.065,1,2,1,50.0,42.51290877796902,42.51290877796902,12.51908396946565,2.480916030534349,历史1/2次成功; 当前距低点2.48%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
99,65.81139250716654,58.6189414385903,002624,完美世界,bottom_area,2025-01-10,9.45,2025-01-08,9.33,1.286173633440506,6.109324758842447,31.54805575935437,False,-2.4768,1.3937,1,2,1,50.0,19.685039370078737,19.685039370078737,13.713826366559493,1.286173633440506,历史1/2次成功; 当前距低点1.29%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
100,65.71422350507393,60.14604465090194,300768,迪普科技,bottom_area,2025-01-10,16.1,2025-01-06,15.67,2.7440970006381717,6.892150606253988,31.51223776223776,False,-2.3058,1.0018,1,2,1,50.0,45.76659038901602,45.76659038901602,12.255902999361828,2.7440970006381717,历史1/2次成功; 当前距低点2.74%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
101,65.6817341903182,57.11455146984191,002466,天齐锂业,bottom_area,2025-01-10,31.0,2025-01-10,31.0,0.0,4.000000000000006,28.024146737868588,False,-3.3365,1.0512,2,4,2,50.0,24.809416504526403,34.31563565513881,15.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
102,65.20542305648965,60.32286600360498,688107,安路科技,bottom_area,2025-01-10,25.84,2025-01-08,25.01,3.3186725309875977,9.83606557377048,30.720221606648195,True,-1.6368,1.0183,2,6,2,33.33333333333333,47.34465613399662,67.95615731785945,11.6813274690124,3.3186725309875977,历史2/6次成功; 当前距低点3.32%; 最新日涨幅-1.64%; 状态bottom_area; 底部已确认
103,65.00578752078614,56.81900514290534,605168,三人行,bottom_area,2025-01-10,29.08,2025-01-10,29.0,0.27586206896551135,7.5862068965517215,30.952380952380953,False,-5.9508,2.7699,1,2,1,50.0,47.67726161369193,47.67726161369193,14.72413793103449,0.27586206896551135,历史1/2次成功; 当前距低点0.28%; 最新日涨幅-5.95%; 状态bottom_area; 底部未确认
104,64.93951080116719,61.79883505557503,603079,圣达生物,bottom_area,2025-01-10,12.79,2025-01-06,12.2,4.83606557377049,10.491803278688534,32.44739756367663,True,-3.8346,1.4782,2,3,2,66.66666666666666,28.539773640349868,34.84698914116485,10.16393442622951,4.83606557377049,历史2/3次成功; 当前距低点4.84%; 最新日涨幅-3.83%; 状态bottom_area; 底部已确认
105,64.50839819897935,57.179115757606255,001219,青岛食品,bottom_area,2025-01-10,12.81,2025-01-06,12.68,1.025236593059943,6.0725552050473155,27.749287749287753,False,-3.3208,1.5053,2,6,2,33.33333333333333,21.73828955080431,27.212020033388985,13.974763406940054,1.025236593059943,历史2/6次成功; 当前距低点1.03%; 最新日涨幅-3.32%; 状态bottom_area; 底部未确认
106,63.415705292722784,55.37363618009288,601865,福莱特,bottom_area,2025-01-10,18.04,2025-01-10,18.0,0.2222222222222175,6.88888888888888,32.88590604026846,False,-6.0417,1.0382,1,2,1,50.0,39.24894003634159,39.24894003634159,14.777777777777782,0.2222222222222175,历史1/2次成功; 当前距低点0.22%; 最新日涨幅-6.04%; 状态bottom_area; 底部未确认
107,63.331150839985696,55.070565947813655,002495,佳隆股份,bottom_area,2025-01-10,2.16,2025-01-10,2.16,0.0,9.259259259259247,29.64169381107491,False,-4.8458,9.366,2,5,2,40.0,35.48691369792286,38.07339449541283,15.0,0.0,历史2/5次成功; 当前距低点0.00%; 最新日涨幅-4.85%; 状态bottom_area; 底部未确认
108,63.26770477437569,60.3225452139308,002622,皓宸医疗,bottom_area,2025-01-10,2.55,2025-01-06,2.43,4.938271604938257,11.934156378600825,31.161473087818685,True,-4.4944,2.0408,3,5,3,60.0,19.63335738274207,20.819112627986343,10.061728395061742,4.938271604938257,历史3/5次成功; 当前距低点4.94%; 最新日涨幅-4.49%; 状态bottom_area; 底部已确认
109,63.263378892184825,56.56295106985154,002183,怡亚通,bottom_area,2025-01-10,4.09,2025-01-06,4.03,1.4888337468982533,5.707196029776663,27.90697674418604,False,-2.619,1.0151,1,4,1,25.0,31.948881789137378,31.948881789137378,13.511166253101747,1.4888337468982533,历史1/4次成功; 当前距低点1.49%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
110,63.12011796722534,56.40129526146937,000676,智度股份,bottom_area,2025-01-10,7.66,2025-01-06,7.55,1.4569536423841103,7.284768211920528,31.363636363636367,True,-4.25,2.5998,1,3,1,33.33333333333333,30.321592649310862,30.321592649310862,13.54304635761589,1.4569536423841103,历史1/3次成功; 当前距低点1.46%; 最新日涨幅-4.25%; 状态bottom_area; 底部已确认
111,63.04488977485932,55.77538461538464,000420,吉林化纤,bottom_area,2025-01-10,3.28,2025-01-08,3.25,0.9230769230769171,5.230769230769228,30.257510729613735,False,-3.2448,1.3893,1,2,1,50.0,53.9249146757679,53.9249146757679,14.076923076923082,0.9230769230769171,历史1/2次成功; 当前距低点0.92%; 最新日涨幅-3.24%; 状态bottom_area; 底部未确认
112,63.03231473168567,59.35311574404325,300637,扬帆新材,bottom_area,2025-01-10,8.55,2025-01-06,8.2,4.268292682926847,10.975609756097567,29.794520547945208,True,-4.4693,2.5478,3,6,3,50.0,27.8753928017014,31.810193321616865,10.731707317073152,4.268292682926847,历史3/6次成功; 当前距低点4.27%; 最新日涨幅-4.47%; 状态bottom_area; 底部已确认
113,62.71133919989544,54.53159930425691,688121,卓然股份,bottom_area,2025-01-10,10.0,2025-01-10,10.0,0.0,3.100000000000005,27.953890489913547,False,-2.5341,0.8686,2,6,2,33.33333333333333,36.818634252277256,55.206611570247944,15.0,0.0,历史2/6次成功; 当前距低点0.00%; 最新日涨幅-2.53%; 状态bottom_area; 底部未确认
114,62.5002,54.348000000000006,300725,药石科技,bottom_area,2025-01-10,29.11,2025-01-10,29.11,0.0,4.946753692889047,27.999010635666583,False,-3.4494,2.2386,1,2,1,50.0,43.26881720430109,43.26881720430109,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
115,62.37510276074511,58.52310574752195,000695,滨海能源,bottom_area,2025-01-10,9.45,2025-01-06,9.08,4.074889867841401,8.590308370044045,27.591706539074956,True,-3.3742,1.5071,2,4,2,50.0,21.042229280647017,21.910112359550556,10.925110132158599,4.074889867841401,历史2/4次成功; 当前距低点4.07%; 最新日涨幅-3.37%; 状态bottom_area; 底部已确认
116,62.25344718102977,57.66044449262792,002803,吉宏股份,bottom_area,2025-01-10,11.92,2025-01-06,11.53,3.382480485689511,9.106678230702522,29.52322738386308,True,-4.4872,1.9783,1,2,1,50.0,41.25000000000001,41.25000000000001,11.617519514310489,3.382480485689511,历史1/2次成功; 当前距低点3.38%; 最新日涨幅-4.49%; 状态bottom_area; 底部已确认
117,61.957172366442904,56.14597701149424,688247,宣泰医药,bottom_area,2025-01-10,9.71,2025-01-06,9.5,2.2105263157894828,6.526315789473676,28.08478425435277,False,-2.0182,1.2743,1,2,1,50.0,17.72030651340996,17.72030651340996,12.789473684210517,2.2105263157894828,历史1/2次成功; 当前距低点2.21%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
118,61.875767867616354,54.531501511966695,002312,川发龙蟒,bottom_area,2025-01-10,12.63,2025-01-08,12.54,0.7177033492823097,7.416267942583745,31.061022539857074,True,-4.7511,3.8965,2,5,2,40.0,19.93475886199119,21.638330757341585,14.28229665071769,0.7177033492823097,历史2/5次成功; 当前距低点0.72%; 最新日涨幅-4.75%; 状态bottom_area; 底部已确认
119,61.657779791350194,55.60150966356476,002605,姚记科技,bottom_area,2025-01-10,24.6,2025-01-08,24.13,1.9477828429341169,7.210940737670958,32.4468085106383,True,-2.7284,2.447,1,4,1,25.0,23.2121212121212,23.2121212121212,13.052217157065883,1.9477828429341169,历史1/4次成功; 当前距低点1.95%; 最新日涨幅-2.73%; 状态bottom_area; 底部已确认
120,61.24169009544561,57.28722505567572,300397,天和防务,bottom_area,2025-01-10,10.09,2025-01-06,9.71,3.9134912461379914,8.856848609680736,31.667839549612946,True,-3.074,2.3661,1,2,1,50.0,45.75260804769001,45.75260804769001,11.086508753862008,3.9134912461379914,历史1/2次成功; 当前距低点3.91%; 最新日涨幅-3.07%; 状态bottom_area; 底部已确认
121,60.93635161290322,54.9775,000068,华控赛格,bottom_area,2025-01-10,3.1,2025-01-06,3.04,1.9736842105263175,6.907894736842104,32.29398663697105,False,-4.0248,1.1358,1,2,1,50.0,18.750000000000007,18.750000000000007,13.026315789473683,1.9736842105263175,历史1/2次成功; 当前距低点1.97%; 最新日涨幅-4.02%; 状态bottom_area; 底部未确认
122,60.88234753535649,53.724560050126534,605186,健麾信息,bottom_area,2025-01-10,17.95,2025-01-06,17.81,0.7860752386299864,5.109489051094892,31.42087023488641,False,-3.2866,1.3504,1,2,1,50.0,37.29468599033817,37.29468599033817,14.213924761370015,0.7860752386299864,历史1/2次成功; 当前距低点0.79%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
123,60.78950728512407,57.27107812476058,002455,百川股份,bottom_area,2025-01-10,7.04,2025-01-06,6.75,4.296296296296297,7.4074074074074066,27.57510729613734,True,-2.3578,2.1293,2,5,2,40.0,28.476525162989986,35.42600896860987,10.703703703703702,4.296296296296297,历史2/5次成功; 当前距低点4.30%; 最新日涨幅-2.36%; 状态bottom_area; 底部已确认
124,60.725234572356534,57.208588957055206,000607,华媒控股,bottom_area,2025-01-10,3.4,2025-01-06,3.26,4.2944785276073665,11.656441717791424,31.656184486373164,True,-3.4091,1.8671,1,2,1,50.0,59.82721382289418,59.82721382289418,10.705521472392633,4.2944785276073665,历史1/2次成功; 当前距低点4.29%; 最新日涨幅-3.41%; 状态bottom_area; 底部已确认
125,60.46189196896399,55.69957804602854,000925,众合科技,bottom_area,2025-01-10,7.0,2025-01-08,6.79,3.0927835051546384,8.247422680412365,28.97489539748954,True,-1.9608,4.3711,1,2,1,50.0,16.94152923538231,16.94152923538231,11.907216494845361,3.0927835051546384,历史1/2次成功; 当前距低点3.09%; 最新日涨幅-1.96%; 状态bottom_area; 底部已确认
126,60.45983508558814,53.05370851753541,601858,中国科传,bottom_area,2025-01-10,18.6,2025-01-06,18.51,0.48622366288492624,4.700162074554281,27.6387802971071,False,-3.2258,0.5988,2,5,2,40.0,18.34569069308085,21.243523316062173,14.513776337115072,0.48622366288492624,历史2/5次成功; 当前距低点0.49%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
127,59.970507462686555,54.87799999999999,603273,天元智能,bottom_area,2025-01-10,15.41,2025-01-06,15.0,2.7333333333333343,8.933333333333332,32.43243243243243,True,-3.6875,4.5559,1,5,1,20.0,201.34228187919464,201.34228187919464,12.266666666666664,2.7333333333333343,历史1/5次成功; 当前距低点2.73%; 最新日涨幅-3.69%; 状态bottom_area; 底部已确认
128,59.4270381986581,54.418136724960256,688251,井松智能,bottom_area,2025-01-10,15.21,2025-01-06,14.8,2.770270270270271,7.499999999999996,27.557513460597153,True,-3.1827,1.268,1,2,1,50.0,16.313725490196084,16.313725490196084,12.229729729729728,2.770270270270271,历史1/2次成功; 当前距低点2.77%; 最新日涨幅-3.18%; 状态bottom_area; 底部已确认
129,59.107207048772345,51.81603117217002,002419,天虹股份,bottom_area,2025-01-10,4.63,2025-01-10,4.61,0.43383947939261547,6.507592190889366,27.968749999999996,False,-5.123,2.2722,1,2,1,50.0,22.71604938271605,22.71604938271605,14.566160520607385,0.43383947939261547,历史1/2次成功; 当前距低点0.43%; 最新日涨幅-5.12%; 状态bottom_area; 底部未确认
130,58.95549775805167,51.93528052805281,600307,酒钢宏兴,bottom_area,2025-01-10,1.45,2025-01-10,1.44,0.6944444444444451,3.472222222222225,28.712871287128717,False,-2.6846,0.602,1,2,1,50.0,16.33663366336634,16.33663366336634,14.305555555555555,0.6944444444444451,历史1/2次成功; 当前距低点0.69%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
131,58.8163418813228,52.062899702882824,002153,石基信息,bottom_area,2025-01-10,6.36,2025-01-08,6.3,0.9523809523809603,5.71428571428572,27.33564013840831,False,-2.6034,0.5678,1,3,1,33.33333333333333,39.629005059021914,39.629005059021914,14.047619047619039,0.9523809523809603,历史1/3次成功; 当前距低点0.95%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
132,58.75020107238607,51.08713136729224,603001,奥康国际,bottom_area,2025-01-10,5.16,2025-01-10,5.16,0.0,3.6821705426356495,29.98643147896879,False,-9.9476,10.2187,1,2,1,50.0,25.737265415549608,25.737265415549608,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
133,58.36914004914004,50.755773955773954,600158,中体产业,bottom_area,2025-01-10,7.3,2025-01-10,7.3,0.0,4.520547945205481,32.96602387511479,False,-3.6939,1.9014,1,2,1,50.0,23.955773955773946,23.955773955773946,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-3.69%; 状态bottom_area; 底部未确认
134,58.347908285974334,54.676682425488224,000503,国新健康,bottom_area,2025-01-10,10.12,2025-01-08,9.73,4.008221993833492,6.269270298047271,32.89655172413793,False,-0.3937,1.9673,1,2,1,50.0,31.85714285714286,31.85714285714286,10.99177800616651,4.008221993833492,历史1/2次成功; 当前距低点4.01%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
135,58.23793713524444,53.935308853582974,688335,复洁科技,bottom_area,2025-01-10,7.96,2025-01-06,7.7,3.3766233766233738,8.831168831168839,27.22117202268431,True,-3.632,0.3774,1,2,1,50.0,21.15059221658205,21.15059221658205,11.623376623376625,3.3766233766233738,历史1/2次成功; 当前距低点3.38%; 最新日涨幅-3.63%; 状态bottom_area; 底部已确认
136,58.22411110388106,51.335358898721715,300451,创业慧康,bottom_area,2025-01-10,4.08,2025-01-08,4.05,0.7407407407407469,6.913580246913586,31.58783783783784,False,-4.0,2.0852,1,2,1,50.0,23.89380530973452,23.89380530973452,14.259259259259252,0.7407407407407469,历史1/2次成功; 当前距低点0.74%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
137,57.50305398406416,50.484655599940574,300683,海特生物,bottom_area,2025-01-10,21.54,2025-01-08,21.43,0.5132991133924378,6.812879141390578,30.714516650501132,False,-3.1039,0.8252,1,2,1,50.0,16.532137518684582,16.532137518684582,14.486700886607562,0.5132991133924378,历史1/2次成功; 当前距低点0.51%; 最新日涨幅-3.10%; 状态bottom_area; 底部未确认
138,57.00247966341786,53.31983324303171,300507,苏奥传感,bottom_area,2025-01-10,6.11,2025-01-06,5.88,3.9115646258503474,8.843537414965995,30.823529411764707,True,-2.5518,2.7684,1,3,1,33.33333333333333,33.6283185840708,33.6283185840708,11.088435374149652,3.9115646258503474,历史1/3次成功; 当前距低点3.91%; 最新日涨幅-2.55%; 状态bottom_area; 底部已确认
139,56.958447069670335,53.57035695027158,603057,紫燕食品,bottom_area,2025-01-10,17.1,2025-01-08,16.41,4.204753199268747,9.50639853747714,27.325066430469434,True,-2.3973,7.0976,1,2,1,50.0,19.124700239808163,19.124700239808163,10.795246800731254,4.204753199268747,历史1/2次成功; 当前距低点4.20%; 最新日涨幅-2.40%; 状态bottom_area; 底部已确认
140,56.622368421052634,49.236842105263165,601588,北辰实业,bottom_area,2025-01-10,1.71,2025-01-10,1.71,0.0,5.263157894736847,30.204081632653068,False,-4.4693,0.8373,1,2,1,50.0,15.789473684210531,15.789473684210531,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-4.47%; 状态bottom_area; 底部未确认
141,56.069817302031055,52.383566337537665,300721,怡达股份,bottom_area,2025-01-10,11.34,2025-01-06,10.92,3.846153846153846,8.791208791208799,27.00534759358289,True,-3.4894,1.4781,2,6,2,33.33333333333333,21.34120308298442,22.270742358078603,11.153846153846153,3.846153846153846,历史2/6次成功; 当前距低点3.85%; 最新日涨幅-3.49%; 状态bottom_area; 底部已确认
142,55.88306191703848,53.09684597857511,300658,延江股份,bottom_area,2025-01-10,4.85,2025-01-06,4.63,4.751619870410362,10.367170626349901,27.54303599374022,True,-4.1502,2.009,2,5,2,40.0,21.830856360810415,26.72018348623853,10.248380129589638,4.751619870410362,历史2/5次成功; 当前距低点4.75%; 最新日涨幅-4.15%; 状态bottom_area; 底部已确认
143,55.82806457610467,52.162669811235865,300517,海波重科,bottom_area,2025-01-10,7.82,2025-01-06,7.53,3.851261620185923,9.030544488711827,27.526467757459095,True,-3.4568,1.4037,1,3,1,33.33333333333333,36.88286544046467,36.88286544046467,11.148738379814077,3.851261620185923,历史1/3次成功; 当前距低点3.85%; 最新日涨幅-3.46%; 状态bottom_area; 底部已确认
144,55.81378330280275,51.2452233009709,300334,津膜科技,bottom_area,2025-01-10,5.3,2025-01-06,5.15,2.9126213592232904,8.932038834951456,30.872483221476504,True,-4.1591,1.1644,1,3,1,33.33333333333333,20.444444444444457,20.444444444444457,12.08737864077671,2.9126213592232904,历史1/3次成功; 当前距低点2.91%; 最新日涨幅-4.16%; 状态bottom_area; 底部已确认
145,55.58616484577008,48.58430860555739,300601,康泰生物,bottom_area,2025-01-10,14.62,2025-01-10,14.58,0.2743484224965648,3.5665294924554156,28.283325135268072,False,-2.338,1.3328,1,5,1,20.0,24.837758112094402,24.837758112094402,14.725651577503434,0.2743484224965648,历史1/5次成功; 当前距低点0.27%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
146,54.37712837837838,47.28445945945946,002314,南山控股,bottom_area,2025-01-10,2.2,2025-01-10,2.2,0.0,4.999999999999994,29.260450160771693,False,-3.9301,1.5709,1,4,1,25.0,26.12612612612611,26.12612612612611,15.0,0.0,历史1/4次成功; 当前距低点0.00%; 最新日涨幅-3.93%; 状态bottom_area; 底部未确认
147,54.11296315784508,51.30822202579848,600171,上海贝岭,bottom_area,2025-01-10,34.73,2025-01-08,33.19,4.639951792708645,11.117806568243461,30.082157151885404,True,-1.8372,9.7583,1,3,1,33.33333333333333,31.741821396993807,31.741821396993807,10.360048207291355,4.639951792708645,历史1/3次成功; 当前距低点4.64%; 最新日涨幅-1.84%; 状态bottom_area; 底部已确认
148,53.98406368972666,51.14650652024708,603038,华立股份,bottom_area,2025-01-10,15.24,2025-01-06,14.57,4.598490048043925,10.020590253946471,31.788389513108612,True,-4.0302,1.8462,1,2,1,50.0,21.134751773049636,21.134751773049636,10.401509951956074,4.598490048043925,历史1/2次成功; 当前距低点4.60%; 最新日涨幅-4.03%; 状态bottom_area; 底部已确认
149,53.06472795995504,46.62948717948718,002416,爱施德,bottom_area,2025-01-10,12.55,2025-01-10,12.48,0.5608974358974381,8.253205128205122,28.31705916140149,False,-6.9681,7.0133,1,4,1,25.0,17.222222222222214,17.222222222222214,14.43910256410256,0.5608974358974381,历史1/4次成功; 当前距低点0.56%; 最新日涨幅-6.97%; 状态bottom_area; 底部未确认
150,52.85448645921569,50.05107902735561,603032,德新科技,bottom_area,2025-01-10,12.81,2025-01-06,12.25,4.571428571428576,9.142857142857135,29.557216791259343,True,-2.8073,1.3853,1,4,1,25.0,25.53191489361702,25.53191489361702,10.428571428571423,4.571428571428576,历史1/4次成功; 当前距低点4.57%; 最新日涨幅-2.81%; 状态bottom_area; 底部已确认
151,52.65083333333334,45.78333333333334,000965,天保基建,bottom_area,2025-01-10,2.8,2025-01-06,2.8,0.0,5.000000000000004,27.083333333333336,False,-3.7801,1.6993,1,3,1,33.33333333333333,16.666666666666664,16.666666666666664,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
152,50.93228670267065,47.85401157480377,001324,长青科技,bottom_area,2025-01-10,15.81,2025-01-06,15.18,4.150197628458503,10.474308300395256,28.362435110901373,True,-3.4209,1.7162,1,3,1,33.33333333333333,17.38241308793455,17.38241308793455,10.849802371541497,4.150197628458503,历史1/3次成功; 当前距低点4.15%; 最新日涨幅-3.42%; 状态bottom_area; 底部已确认
