rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
70,70.86751957071311,62.24901034969032,605218,伟时电子,bottom_area,2025-01-10,20.48,2025-01-10,20.37,0.540009818360331,7.51104565537554,28.52631578947368,False,-5.8391,3.7277,3,5,3,60.0,25.10877814812839,42.36874236874236,14.459990181639668,0.540009818360331,历史3/5次成功; 当前距低点0.54%; 最新日涨幅-5.84%; 状态bottom_area; 底部未确认
71,70.71966374269005,61.49535977625222,600325,华发股份,bottom_area,2025-01-10,5.3,2025-01-10,5.3,0.0,3.7735849056603805,28.184281842818432,False,-3.1079,1.0246,2,3,2,66.66666666666666,28.917704890244938,32.553606237816766,15.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
72,70.65204896379981,63.79575764740804,300654,世纪天鸿,bottom_area,2025-01-10,9.1,2025-01-06,8.92,2.0179372197309386,8.96860986547086,29.874213836477992,True,-4.9112,4.0419,2,4,2,50.0,24.17556187308909,29.61325966850828,12.982062780269061,2.0179372197309386,历史2/4次成功; 当前距低点2.02%; 最新日涨幅-4.91%; 状态bottom_area; 底部已确认
73,70.46129159233668,62.179901375607685,688277,天智航,bottom_area,2025-01-10,8.95,2025-01-06,8.88,0.7882882882882714,7.319819819819803,32.67626990144048,True,-3.7634,0.5742,2,3,2,66.66666666666666,20.809311861496127,21.148825065274142,14.211711711711727,0.7882882882882714,历史2/3次成功; 当前距低点0.79%; 最新日涨幅-3.76%; 状态bottom_area; 底部已确认
74,70.45505518353174,61.26526537698413,600162,香江控股,bottom_area,2025-01-10,1.75,2025-01-10,1.75,0.0,5.142857142857148,27.685950413223136,False,-4.3716,0.8975,2,3,2,66.66666666666666,27.68063822751323,28.90624999999999,15.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
75,70.37454502768244,62.18326506826508,002375,亚厦股份,bottom_area,2025-01-10,3.53,2025-01-06,3.5,0.8571428571428517,5.999999999999999,29.149797570850204,False,-3.5519,0.6625,2,3,2,66.66666666666666,30.864968364968366,36.9047619047619,14.14285714285715,0.8571428571428517,历史2/3次成功; 当前距低点0.86%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
76,69.9922153116839,60.86279592320341,002761,浙江建投,bottom_area,2025-01-10,7.94,2025-01-10,7.94,0.0,4.408060453400488,29.107142857142847,False,-3.1707,1.3614,4,7,4,57.14285714285714,29.485077928128906,43.73730534867976,15.0,0.0,历史4/7次成功; 当前距低点0.00%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
77,69.94168436978362,60.818855973724894,300603,立昂技术,bottom_area,2025-01-10,8.61,2025-01-10,8.61,0.0,6.968641114982595,27.03389830508475,False,-5.9016,6.0171,4,7,4,57.14285714285714,29.24884164060999,49.427168576104755,15.0,0.0,历史4/7次成功; 当前距低点0.00%; 最新日涨幅-5.90%; 状态bottom_area; 底部未确认
78,69.69631305862748,62.75155279503106,300424,航新科技,bottom_area,2025-01-10,14.76,2025-01-08,14.49,1.8633540372670776,8.005521048999311,27.404809619238478,True,-4.3422,4.6753,1,2,1,50.0,52.29885057471265,52.29885057471265,13.13664596273292,1.8633540372670776,历史1/2次成功; 当前距低点1.86%; 最新日涨幅-4.34%; 状态bottom_area; 底部已确认
79,69.5895986690041,60.60505651284564,300347,泰格医药,bottom_area,2025-01-10,49.07,2025-01-10,49.03,0.08158270446665133,3.93636549051601,29.04486251808972,False,-2.3483,1.5049,2,4,2,50.0,22.102500424890394,23.423271500843175,14.918417295533349,0.08158270446665133,历史2/4次成功; 当前距低点0.08%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
80,69.58691048118921,64.70392122600038,000058,深赛格,bottom_area,2025-01-10,7.5,2025-01-06,7.24,3.5911602209944724,6.767955801104975,29.227761485826004,False,-1.7038,1.4884,2,3,2,66.66666666666666,27.87688098495213,34.82352941176472,11.408839779005527,3.5911602209944724,历史2/3次成功; 当前距低点3.59%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
81,69.54740530169681,63.46295040611732,300490,华自科技,bottom_area,2025-01-10,7.15,2025-01-06,6.97,2.582496413199435,9.03873744619799,31.126482213438734,True,-4.4118,1.2619,2,4,2,50.0,29.306678646301293,32.06349206349206,12.417503586800564,2.582496413199435,历史2/4次成功; 当前距低点2.58%; 最新日涨幅-4.41%; 状态bottom_area; 底部已确认
82,69.52321562590944,62.931293541751444,300648,星云股份,bottom_area,2025-01-10,20.43,2025-01-06,20.0,2.1499999999999986,7.750000000000004,32.432432432432435,True,-4.2194,1.9452,3,6,3,50.0,21.14673947178195,26.78362573099414,12.85,2.1499999999999986,历史3/6次成功; 当前距低点2.15%; 最新日涨幅-4.22%; 状态bottom_area; 底部已确认
83,69.4667935349318,63.07739994796921,002777,久远银海,bottom_area,2025-01-10,15.45,2025-01-08,15.1,2.3178807947019844,8.145695364238401,29.66930600838379,True,-2.9523,2.2107,2,5,2,40.0,35.44176430048242,51.99999999999999,12.682119205298015,2.3178807947019844,历史2/5次成功; 当前距低点2.32%; 最新日涨幅-2.95%; 状态bottom_area; 底部已确认
84,69.4164784386155,63.93899923982389,688308,欧科亿,bottom_area,2025-01-10,16.71,2025-01-06,16.21,3.084515731030228,7.279457125231337,28.337754199823166,True,-2.6224,0.8259,2,4,2,50.0,27.8048124009291,40.26548672566372,11.915484268969772,3.084515731030228,历史2/4次成功; 当前距低点3.08%; 最新日涨幅-2.62%; 状态bottom_area; 底部已确认
85,69.06807833609344,60.05919855312474,000829,天音控股,bottom_area,2025-01-10,9.98,2025-01-10,9.98,0.0,5.811623246492986,28.097982708933717,False,-4.68,2.5804,2,4,2,50.0,40.640852436154454,46.4765100671141,15.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-4.68%; 状态bottom_area; 底部未确认
86,68.34317119591404,64.81438785703124,603178,圣龙股份,bottom_area,2025-01-10,17.1,2025-01-08,16.34,4.6511627906976845,8.690330477356193,30.46808510638298,True,-0.6969,2.1087,3,5,3,60.0,30.048596880763135,44.66270354096666,10.348837209302314,4.6511627906976845,历史3/5次成功; 当前距低点4.65%; 最新日涨幅-0.70%; 状态bottom_area; 底部已确认
87,68.12241107525809,63.28163633033106,002855,捷荣技术,bottom_area,2025-01-10,17.55,2025-01-06,16.95,3.5398230088495657,8.495575221238946,32.73809523809524,True,-3.8356,1.3992,2,3,2,66.66666666666666,20.62239851527635,21.093749999999993,11.460176991150433,3.5398230088495657,历史2/3次成功; 当前距低点3.54%; 最新日涨幅-3.84%; 状态bottom_area; 底部已确认
88,67.89463404474657,59.78900988574017,603222,济民健康,bottom_area,2025-01-10,5.96,2025-01-10,5.92,0.6756756756756763,6.4189189189189175,28.415961305925023,False,-5.0955,2.2779,4,8,4,50.0,35.21263670043394,68.46504559270518,14.324324324324323,0.6756756756756763,历史4/8次成功; 当前距低点0.68%; 最新日涨幅-5.10%; 状态bottom_area; 底部未确认
89,67.78004532588034,62.403175551949516,300496,中科创达,bottom_area,2025-01-10,51.53,2025-01-08,50.0,3.0600000000000023,8.540000000000006,28.44876931883228,True,-2.8469,4.5006,2,4,2,50.0,19.24718038682546,21.017452655031576,11.939999999999998,3.0600000000000023,历史2/4次成功; 当前距低点3.06%; 最新日涨幅-2.85%; 状态bottom_area; 底部已确认
90,67.7638714270247,62.46390382938031,603232,格尔软件,bottom_area,2025-01-10,11.88,2025-01-06,11.52,3.12500000000001,6.33680555555556,29.32515337423314,False,-2.061,2.5846,3,6,3,50.0,29.563999082689925,48.01488833746897,11.874999999999988,3.12500000000001,历史3/6次成功; 当前距低点3.13%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
91,67.26914883312311,63.46203080975934,002796,世嘉科技,bottom_area,2025-01-10,10.51,2025-01-06,10.07,4.369414101290959,12.115193644488569,30.599586492074426,True,-5.7399,5.9137,2,3,2,66.66666666666666,31.7614424410541,36.33841886269071,10.630585898709041,4.369414101290959,历史2/3次成功; 当前距低点4.37%; 最新日涨幅-5.74%; 状态bottom_area; 底部已确认
92,66.82688668074464,59.311270780410965,600939,重庆建工,bottom_area,2025-01-10,2.77,2025-01-06,2.74,1.0948905109488978,6.934306569343063,27.894736842105257,False,-3.8194,0.515,1,2,1,50.0,31.277533039647576,31.277533039647576,13.905109489051101,1.0948905109488978,历史1/2次成功; 当前距低点1.09%; 最新日涨幅-3.82%; 状态bottom_area; 底部未确认
93,66.47999710722813,58.02935006104952,300363,博腾股份,bottom_area,2025-01-10,14.75,2025-01-08,14.72,0.20380434782608262,5.095108695652174,29.93812470252261,False,-3.1517,1.1275,2,5,2,40.0,41.63453749512357,46.29503738953092,14.796195652173916,0.20380434782608262,历史2/5次成功; 当前距低点0.20%; 最新日涨幅-3.15%; 状态bottom_area; 底部未确认
