rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.14363192360834,84.39743557434971,002176,江特电机,bottom_area,2025-12-08,9.65,2025-12-05,9.34,3.31905781584583,4.817987152034254,27.428127428127425,False,0.9414,4.001,5,5,5,100.0,19.058534378915056,39.01808785529715,6.680942184154171,3.31905781584583,历史5/5次成功; 当前距低点3.32%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
17,76.13762878324295,75.42276744547101,603173,福斯达,bottom_area,2025-12-08,38.51,2025-11-24,36.85,4.504748982360914,5.6445047489823565,32.86573146292585,False,0.9172,3.9577,1,1,1,100.0,35.34190927555856,35.34190927555856,5.495251017639087,4.504748982360914,历史1/1次成功; 当前距低点4.50%; 最新日涨幅0.92%; 状态bottom_area; 底部未确认
18,75.91461637422768,69.51985141575553,002321,华英农业,bottom_area,2025-12-08,2.62,2025-12-08,2.61,0.3831417624521162,4.5977011494252915,32.38341968911917,False,-4.3796,4.3926,1,1,1,100.0,25.609756097560986,25.609756097560986,9.616858237547884,0.3831417624521162,历史1/1次成功; 当前距低点0.38%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
19,74.80978622487604,74.16487427466156,002418,康盛股份,bottom_area,2025-12-08,4.6,2025-12-05,4.4,4.545454545454529,5.227272727272717,27.031509121061358,False,1.3216,3.4078,1,1,1,100.0,29.078014184397176,29.078014184397176,5.454545454545472,4.545454545454529,历史1/1次成功; 当前距低点4.55%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
20,74.28217070990702,73.18280594215076,603938,三孚股份,bottom_area,2025-12-08,18.04,2025-11-21,17.31,4.21721548238013,8.08781051415368,27.45180217937972,False,1.2346,1.9416,1,1,1,100.0,19.774501300954046,19.774501300954046,5.78278451761987,4.21721548238013,历史1/1次成功; 当前距低点4.22%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
21,72.93116830014726,71.87752103962445,002291,遥望科技,bottom_area,2025-12-08,6.89,2025-12-05,6.61,4.236006051437206,5.143721633888046,28.77155172413792,False,0.4373,5.2425,3,4,3,75.0,17.153843209146633,27.107438016528935,5.763993948562794,4.236006051437206,历史3/4次成功; 当前距低点4.24%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
22,72.91746022646619,72.74608074300465,003038,鑫铂股份,bottom_area,2025-12-08,16.13,2025-11-24,15.38,4.8764629388816525,5.7867360208062335,28.76331635016211,False,1.2555,2.0877,1,1,1,100.0,25.507614213197975,25.507614213197975,5.123537061118348,4.8764629388816525,历史1/1次成功; 当前距低点4.88%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
23,70.94739544842702,70.27706041066375,300768,迪普科技,bottom_area,2025-12-08,19.5,2025-12-05,18.66,4.5016077170418,5.359056806002144,27.05238467552775,False,1.3514,2.1768,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,5.498392282958201,4.5016077170418,历史2/3次成功; 当前距低点4.50%; 最新日涨幅1.35%; 状态bottom_area; 底部未确认
24,68.71310666070326,64.1975184953522,000695,滨海能源,bottom_area,2025-12-08,14.16,2025-12-08,13.96,1.4326647564469863,3.1518624641833775,27.480519480519476,False,-0.8403,9.3856,3,6,3,50.0,18.13975344113619,21.910112359550556,8.567335243553014,1.4326647564469863,历史3/6次成功; 当前距低点1.43%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
25,67.19823814506023,63.56065291701902,000002,万科A,bottom_area,2025-12-08,4.91,2025-12-05,4.81,2.07900207900209,3.534303534303552,32.63305322128851,False,-0.8081,2.0112,2,4,2,50.0,22.638589554536463,28.255902513328245,7.920997920997911,2.07900207900209,历史2/4次成功; 当前距低点2.08%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
26,66.98371141754619,63.513966927963025,600383,金地集团,bottom_area,2025-12-08,3.24,2025-12-05,3.17,2.208201892744489,4.416403785488963,30.482456140350873,False,-1.5198,2.301,2,4,2,50.0,23.971329265701364,32.594936708860764,7.791798107255511,2.208201892744489,历史2/4次成功; 当前距低点2.21%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
27,66.25338944143634,65.49004089403797,688337,普源精电,bottom_area,2025-12-08,37.32,2025-12-04,35.75,4.391608391608393,5.398601398601397,28.499999999999996,False,1.8837,1.4261,3,6,3,50.0,38.886602295188766,54.46153846153845,5.608391608391608,4.391608391608393,历史3/6次成功; 当前距低点4.39%; 最新日涨幅1.88%; 状态bottom_area; 底部未确认
28,62.256434367238604,62.22507092423245,002706,良信股份,bottom_area,2025-12-08,9.92,2025-11-24,9.45,4.973544973544981,6.560846560846572,27.083333333333343,False,-0.7007,1.8967,4,6,4,66.66666666666666,14.828423641120084,19.37406855439642,5.026455026455019,4.973544973544981,历史4/6次成功; 当前距低点4.97%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
29,59.009591450326496,58.13685466732059,002017,东信和平,bottom_area,2025-12-08,21.25,2025-12-04,20.39,4.217753800882782,5.394801373222157,29.373051610668515,False,1.4804,2.62,1,3,1,33.33333333333333,50.390015600624025,50.390015600624025,5.7822461991172185,4.217753800882782,历史1/3次成功; 当前距低点4.22%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
30,57.19471669335666,55.76759324419422,600104,上汽集团,bottom_area,2025-12-08,15.24,2025-11-21,14.7,3.673469387755109,7.959183673469387,28.74454677653902,True,-1.3592,0.6665,1,2,1,50.0,24.425287356321842,24.425287356321842,6.326530612244892,3.673469387755109,历史1/2次成功; 当前距低点3.67%; 最新日涨幅-1.36%; 状态bottom_area; 底部已确认
31,56.22779435812371,55.42927008771046,002468,申通快递,bottom_area,2025-12-08,14.23,2025-11-21,13.65,4.249084249084249,6.2271062271062245,31.988041853512705,False,0.0703,0.9238,1,2,1,50.0,16.382699868938413,16.382699868938413,5.750915750915751,4.249084249084249,历史1/2次成功; 当前距低点4.25%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
32,50.930896588125655,50.67746091794999,688348,昱能科技,bottom_area,2025-12-08,52.39,2025-12-05,50.02,4.738104758096756,5.497800879648141,30.796900940785832,False,0.5566,1.0684,1,3,1,33.33333333333333,16.27422813482398,16.27422813482398,5.261895241903244,4.738104758096756,历史1/3次成功; 当前距低点4.74%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
