rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.14363192360834,84.39743557434971,002176,江特电机,bottom_area,2025-12-08,9.65,2025-12-05,9.34,3.31905781584583,4.817987152034254,27.428127428127425,False,0.9414,4.001,5,5,5,100.0,19.058534378915056,39.01808785529715,6.680942184154171,3.31905781584583,历史5/5次成功; 当前距低点3.32%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
2,86.77640101274625,84.74039534464445,300598,诚迈科技,bottom_area,2025-12-08,46.99,2025-12-05,45.29,3.7535879885184436,4.393905939500998,29.234375,False,1.1408,3.1551,5,5,5,100.0,26.22890300250812,45.24950099800398,6.246412011481557,3.7535879885184436,历史5/5次成功; 当前距低点3.75%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
3,84.83146607617681,81.06387947393972,000803,山高环能,bottom_area,2025-12-08,6.67,2025-12-05,6.5,2.615384615384614,3.8461538461538463,32.22106360792492,False,0.1502,1.9899,2,2,2,100.0,25.843851596863644,36.1111111111111,7.384615384615387,2.615384615384614,历史2/2次成功; 当前距低点2.62%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
4,83.60577369014247,79.90451121416844,601127,赛力斯,bottom_area,2025-12-08,125.58,2025-11-24,122.37,2.6231919588134294,7.232164746261334,28.854651162790695,True,-0.4203,0.9107,8,9,8,88.88888888888889,23.726702462585248,42.19143576826195,7.376808041186571,2.6231919588134294,历史8/9次成功; 当前距低点2.62%; 最新日涨幅-0.42%; 状态bottom_area; 底部已确认
5,83.43968457821097,79.43986643461186,002459,晶澳科技,bottom_area,2025-12-08,11.42,2025-12-05,11.15,2.421524663677126,3.139013452914795,27.12418300653595,False,0.6167,1.1972,5,6,5,83.33333333333334,17.51402867990521,26.683937823834192,7.5784753363228745,2.421524663677126,历史5/6次成功; 当前距低点2.42%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
6,82.2630698535822,79.96218849960026,603178,圣龙股份,bottom_area,2025-12-08,18.28,2025-12-05,17.66,3.510758776896948,3.850509626274064,28.182187881252542,False,0.9387,0.9366,6,7,6,85.71428571428571,28.51538369929118,47.51869476546566,6.489241223103052,3.510758776896948,历史6/7次成功; 当前距低点3.51%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
7,82.16613906766158,78.39270012514574,000661,长春高新,bottom_area,2025-12-08,99.2,2025-12-05,96.75,2.53229974160207,3.8242894056847576,31.755660576990905,False,-0.5314,1.3681,3,3,3,100.0,16.270664172034742,25.03526756324649,7.46770025839793,2.53229974160207,历史3/3次成功; 当前距低点2.53%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
8,80.42514309491166,79.22417596550957,603127,昭衍新药,bottom_area,2025-12-08,27.97,2025-11-21,26.84,4.210134128166911,8.792846497764529,29.33122696155871,True,0.467,1.6243,2,2,2,100.0,26.307966546936147,41.08695652173912,5.789865871833089,4.210134128166911,历史2/2次成功; 当前距低点4.21%; 最新日涨幅0.47%; 状态bottom_area; 底部已确认
9,79.89416079558906,74.27308469883145,301177,迪阿股份,bottom_area,2025-12-08,29.36,2025-12-05,29.02,1.1716057891109575,2.4465885596140624,29.682578143930222,False,-0.7773,0.2696,1,1,1,100.0,10.776053215077603,10.776053215077603,8.828394210889043,1.1716057891109575,历史1/1次成功; 当前距低点1.17%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
10,78.64546568506712,76.53417801566933,300358,楚天科技,bottom_area,2025-12-08,9.28,2025-12-05,8.96,3.5714285714285547,4.575892857142839,27.74193548387096,False,0.76,2.3104,3,4,3,75.0,34.04319977702382,38.205499276411004,6.428571428571446,3.5714285714285547,历史3/4次成功; 当前距低点3.57%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
11,78.28109543623988,72.17459561846793,000998,隆平高科,bottom_area,2025-12-08,9.55,2025-12-04,9.48,0.7383966244725768,1.7932489451476785,27.020785219399535,False,0.0,0.982,1,1,1,100.0,11.549139367018313,11.549139367018313,9.261603375527423,0.7383966244725768,历史1/1次成功; 当前距低点0.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,77.76439069155911,74.31173092649885,688050,爱博医疗,bottom_area,2025-12-08,61.19,2025-11-21,59.63,2.6161328190508053,3.5552574207613574,28.86794703566742,False,-0.1469,0.9106,2,2,2,100.0,12.024267494272554,12.90770757525636,7.383867180949196,2.6161328190508053,历史2/2次成功; 当前距低点2.62%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
13,77.2973874258662,76.12010612353191,600550,保变电气,bottom_area,2025-12-08,9.44,2025-12-04,9.06,4.194260485651203,5.077262693156722,30.307692307692303,False,0.5325,2.753,1,1,1,100.0,35.285053929121716,35.285053929121716,5.805739514348797,4.194260485651203,历史1/1次成功; 当前距低点4.19%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
14,76.97461092217611,73.20822247174476,688190,云路股份,bottom_area,2025-12-08,96.02,2025-12-05,93.8,2.3667377398720673,3.7100213219616247,27.73497688751927,False,-0.0728,0.5104,1,1,1,100.0,19.70099203576919,19.70099203576919,7.633262260127934,2.3667377398720673,历史1/1次成功; 当前距低点2.37%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
15,76.52899204335034,74.71644749021004,688766,普冉股份,bottom_area,2025-12-08,124.49,2025-11-21,120.0,3.7416666666666627,7.816666666666664,28.22966507177033,False,0.0,0.0,1,1,1,100.0,22.190577904355056,22.190577904355056,6.258333333333338,3.7416666666666627,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
16,76.39390477946687,75.35554102518284,603197,保隆科技,bottom_area,2025-12-08,35.56,2025-11-21,34.1,4.281524926686219,5.014662756598243,27.431368376250266,False,0.3669,0.8821,5,6,5,83.33333333333334,18.355293143516597,23.07435811937312,5.7184750733137815,4.281524926686219,历史5/6次成功; 当前距低点4.28%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
