rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.15667736529502,84.77936944462746,688195,腾景科技,bottom_area,2023-07-12,41.06,2023-07-11,40.5,1.3827160493827217,6.8148148148148096,29.626411815812332,False,-1.2981,8.0143,7,7,7,100.0,19.849258264623995,38.77410468319559,6.617283950617278,1.3827160493827217,历史7/7次成功; 当前距低点1.38%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
2,85.57430132770443,80.96811521755046,688156,路德科技,bottom_area,2023-07-12,26.1,2023-07-11,25.81,1.123595505617988,3.7969779155366155,28.285634898582945,False,-1.2859,1.031,2,2,2,100.0,29.515661130964897,44.22535211267606,6.876404494382012,1.123595505617988,历史2/2次成功; 当前距低点1.12%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
3,84.23106630309486,77.99172805842116,605266,健之佳,bottom_area,2023-07-12,58.45,2023-07-12,58.45,0.0,2.104362703165093,32.9932362719248,False,-1.7647,0.7328,4,4,4,100.0,18.503914292586888,33.154615273148806,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
4,83.87730728890632,83.88410640594023,603222,济民健康,bottom_area,2023-07-12,9.87,2023-07-10,9.49,4.004214963119062,6.111696522655427,27.112135176651304,False,2.5988,3.3245,7,7,7,100.0,24.697400655116585,68.46504559270518,3.995785036880938,4.004214963119062,历史7/7次成功; 当前距低点4.00%; 最新日涨幅2.60%; 状态bottom_area; 底部未确认
5,81.40364425363107,76.29529698805675,688258,卓易信息,bottom_area,2023-07-12,60.59,2023-07-12,60.21,0.6311243979405458,3.670486630127887,30.33668864977439,False,-2.3372,1.6353,3,3,3,100.0,21.528282878285978,27.716894977168955,7.368875602059455,0.6311243979405458,历史3/3次成功; 当前距低点0.63%; 最新日涨幅-2.34%; 状态bottom_area; 底部未确认
6,81.37648836753192,76.87138588935358,002825,纳尔股份,bottom_area,2023-07-12,8.75,2023-07-07,8.66,1.0392609699769038,2.886836027713626,32.55451713395638,False,-1.2415,0.937,1,1,1,100.0,23.123123123123136,23.123123123123136,6.960739030023097,1.0392609699769038,历史1/1次成功; 当前距低点1.04%; 最新日涨幅-1.24%; 状态bottom_area; 底部未确认
7,80.21187006642738,79.29990048427678,000792,盐湖股份,bottom_area,2023-07-12,19.13,2023-05-30,18.5,3.4054054054054,7.5675675675675595,29.49695121951219,True,0.0,0.3947,2,2,2,100.0,16.850671013984325,24.904214559386965,4.5945945945946,3.4054054054054,历史2/2次成功; 当前距低点3.41%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
8,80.08293962074865,76.77970604511866,002507,涪陵榨菜,bottom_area,2023-07-12,18.0,2023-06-26,17.68,1.8099547511312233,4.8076923076923155,28.967456809963842,False,0.3344,0.6617,1,1,1,100.0,9.604316546762583,9.604316546762583,6.190045248868777,1.8099547511312233,历史1/1次成功; 当前距低点1.81%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
9,79.56679440206378,76.91029688970036,688236,春立医疗,bottom_area,2023-07-12,24.25,2023-06-28,23.72,2.2344013490725176,7.082630691399662,32.228571428571435,True,-0.98,1.7433,1,1,1,100.0,28.788881535407025,28.788881535407025,5.765598650927482,2.2344013490725176,历史1/1次成功; 当前距低点2.23%; 最新日涨幅-0.98%; 状态bottom_area; 底部已确认
10,78.88110078448067,73.49236560300024,688318,财富趋势,bottom_area,2023-07-12,90.35,2023-07-12,90.06,0.32200755052186547,5.3519875638463175,27.17127607957302,False,-5.1842,2.0181,3,3,3,100.0,12.884638807473594,22.012826837691176,7.677992449478134,0.32200755052186547,历史3/3次成功; 当前距低点0.32%; 最新日涨幅-5.18%; 状态bottom_area; 底部未确认
11,78.63456889549062,72.98310296892066,002755,奥赛康,bottom_area,2023-07-12,8.11,2023-07-12,8.1,0.12345679012345416,2.345679012345673,27.41935483870968,False,-2.1713,0.3459,1,1,1,100.0,30.831099195710454,30.831099195710454,7.876543209876546,0.12345679012345416,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
12,76.13931975259717,76.88502315044362,603178,圣龙股份,bottom_area,2023-07-12,12.29,2023-07-11,11.76,4.50680272108843,7.90816326530612,28.11735941320293,True,1.7384,9.1981,2,2,2,100.0,17.36845889529691,21.994535519125673,3.49319727891157,4.50680272108843,历史2/2次成功; 当前距低点4.51%; 最新日涨幅1.74%; 状态bottom_area; 底部已确认
13,74.8449668971937,69.77829430204685,601669,中国电建,bottom_area,2023-07-12,5.63,2023-06-07,5.61,0.35650623885917243,5.882352941176471,29.78723404255319,False,-1.4011,0.763,1,1,1,100.0,16.457680250783696,16.457680250783696,7.643493761140828,0.35650623885917243,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
14,74.60794513281344,72.13610171505935,600990,四创电子,bottom_area,2023-07-12,23.65,2023-07-10,23.13,2.2481625594466044,6.917423259835717,27.921470863197268,False,-1.7857,1.1344,1,1,1,100.0,12.483399734395755,12.483399734395755,5.751837440553396,2.2481625594466044,历史1/1次成功; 当前距低点2.25%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
15,74.5640327102804,69.45750000000001,002153,石基信息,bottom_area,2023-07-12,12.84,2023-07-07,12.8,0.31249999999999334,5.156250000000001,27.683615819209034,False,-1.9847,0.6651,1,1,1,100.0,14.193548387096769,14.193548387096769,7.687500000000007,0.31249999999999334,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
