rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.5034774977603,82.35339014338508,605133,嵘泰股份,bottom_area,2024-01-03,25.72,2024-01-03,25.4,1.2598425196850405,6.9685039370078865,29.070092153029886,False,-5.7875,7.3809,2,2,2,100.0,48.8485542379945,60.01483679525222,13.74015748031496,1.2598425196850405,历史2/2次成功; 当前距低点1.26%; 最新日涨幅-5.79%; 状态bottom_area; 底部未确认
2,89.91471999569193,82.72456647831284,300480,光力科技,bottom_area,2024-01-03,20.79,2023-12-28,20.18,3.022794846382554,6.045589692765108,29.85749044143205,False,-1.0942,1.6799,4,4,4,100.0,28.906122193898153,39.69465648854962,11.977205153617446,3.022794846382554,历史4/4次成功; 当前距低点3.02%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
3,85.82404081632656,77.59000000000002,001239,永达股份,bottom_area,2024-01-03,22.05,2024-01-03,21.6,2.08333333333333,9.72222222222221,27.999999999999996,False,-8.125,47.5474,1,1,1,100.0,62.04678362573098,62.04678362573098,12.916666666666671,2.08333333333333,历史1/1次成功; 当前距低点2.08%; 最新日涨幅-8.12%; 状态bottom_area; 底部未确认
4,85.66676731161151,79.18425359315758,688182,灿勤科技,bottom_area,2024-01-03,17.04,2023-12-26,16.5,3.2727272727272676,8.727272727272736,29.001721170395868,True,-2.4055,2.4487,2,2,2,100.0,37.0756547041707,49.999999999999986,11.727272727272732,3.2727272727272676,历史2/2次成功; 当前距低点3.27%; 最新日涨幅-2.41%; 状态bottom_area; 底部已确认
5,84.26979427230121,76.6198176968893,301499,维科精密,bottom_area,2024-01-03,28.72,2023-12-27,28.05,2.3885918003564997,5.347593582887701,32.73381294964029,False,-0.6916,4.0441,2,2,2,100.0,21.64412366506522,21.950454687989964,12.6114081996435,2.3885918003564997,历史2/2次成功; 当前距低点2.39%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
6,84.15164045051529,77.44472839525918,000070,特发信息,bottom_area,2024-01-03,7.8,2023-12-26,7.57,3.0383091149273387,5.680317040951119,27.00096432015428,False,-1.1407,1.2718,2,2,2,100.0,34.04340417899739,50.60532687651331,11.961690885072661,3.0383091149273387,历史2/2次成功; 当前距低点3.04%; 最新日涨幅-1.14%; 状态bottom_area; 底部未确认
7,83.80318990377948,77.1969957601454,603013,亚普股份,bottom_area,2024-01-03,17.02,2023-12-28,16.51,3.0890369473046517,5.330102967898237,27.428571428571423,False,-0.9313,0.6461,1,1,1,100.0,53.30739299610896,53.30739299610896,11.910963052695347,3.0890369473046517,历史1/1次成功; 当前距低点3.09%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
8,79.98895473714582,74.88475047163021,601628,中国人寿,bottom_area,2024-01-03,28.11,2023-12-27,27.04,3.9571005917159776,6.656804733727814,29.47313510693793,False,0.4287,0.0643,1,1,1,100.0,25.736235595390532,25.736235595390532,11.04289940828402,3.9571005917159776,历史1/1次成功; 当前距低点3.96%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
9,79.6590292957789,74.66744848542716,600199,金种子酒,bottom_area,2024-01-03,18.1,2023-12-21,17.4,4.022988505747143,8.10344827586207,27.1356783919598,True,-0.1104,0.9179,2,2,2,100.0,21.988506873820672,23.70304114490161,10.977011494252856,4.022988505747143,历史2/2次成功; 当前距低点4.02%; 最新日涨幅-0.11%; 状态bottom_area; 底部已确认
10,78.73320828874826,69.25478081159957,002821,凯莱英,bottom_area,2024-01-03,111.29,2024-01-03,110.61,0.6147726245366666,2.1245818642075713,30.214511041009462,False,-0.4562,1.0833,1,1,1,100.0,16.80893761044718,16.80893761044718,14.385227375463334,0.6147726245366666,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
11,78.26760180690721,71.57928262136208,301509,金凯生科,bottom_area,2024-01-03,61.96,2023-12-28,60.33,2.7018067296535766,5.221282943809048,28.35767723548272,False,-0.8799,4.5486,1,1,1,100.0,15.05054819877544,15.05054819877544,12.298193270346424,2.7018067296535766,历史1/1次成功; 当前距低点2.70%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
12,76.75866014957562,68.14613138087402,603286,日盈电子,bottom_area,2024-01-03,24.58,2024-01-03,24.31,1.1106540518305208,3.907856849033332,27.777777777777775,False,-2.7305,7.0433,2,3,2,66.66666666666666,15.97718253968253,16.874999999999986,13.88934594816948,1.1106540518305208,历史2/3次成功; 当前距低点1.11%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
13,74.74139050943644,69.46753909393688,688308,欧科亿,bottom_area,2024-01-03,26.41,2023-12-25,25.5,3.5686274509803924,9.725490196078432,28.571428571428577,True,-3.7887,1.0337,1,1,1,100.0,15.344138076194483,15.344138076194483,11.431372549019606,3.5686274509803924,历史1/1次成功; 当前距低点3.57%; 最新日涨幅-3.79%; 状态bottom_area; 底部已确认
14,74.44696658545787,70.30605888022431,600130,波导股份,bottom_area,2024-01-03,4.72,2023-12-26,4.52,4.424778761061951,7.300884955752214,27.564102564102573,True,-1.2552,1.8819,1,1,1,100.0,20.13201320132014,20.13201320132014,10.575221238938049,4.424778761061951,历史1/1次成功; 当前距低点4.42%; 最新日涨幅-1.26%; 状态bottom_area; 底部已确认
15,73.67823202649718,69.16175954698924,301393,昊帆生物,bottom_area,2024-01-03,59.4,2023-12-28,57.06,4.100946372239741,6.6947073256221525,30.056386369208134,False,-0.967,3.6452,1,1,1,100.0,19.203856320945413,19.203856320945413,10.899053627760258,4.100946372239741,历史1/1次成功; 当前距低点4.10%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
16,68.81418526183806,63.46625425697964,300363,博腾股份,bottom_area,2024-01-03,24.53,2023-12-26,23.78,3.153910849453322,7.232968881412948,27.18922229026331,True,0.4505,1.0137,1,2,1,50.0,36.97403760071621,36.97403760071621,11.846089150546677,3.153910849453322,历史1/2次成功; 当前距低点3.15%; 最新日涨幅0.45%; 状态bottom_area; 底部已确认
17,68.78672061084319,63.92123805765726,000980,众泰汽车,bottom_area,2024-01-03,2.91,2023-12-27,2.81,3.5587188612099676,8.540925266903907,28.31632653061224,True,-1.0204,1.4658,2,4,2,50.0,33.52213473772031,43.49775784753364,11.441281138790032,3.5587188612099676,历史2/4次成功; 当前距低点3.56%; 最新日涨幅-1.02%; 状态bottom_area; 底部已确认
18,63.940000000000005,55.60000000000001,002021,中捷资源,bottom_area,2024-01-03,2.4,2024-01-03,2.4,0.0,0.0,32.01133144475921,False,-5.1383,0.0152,1,2,1,50.0,50.76923076923077,50.76923076923077,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-5.14%; 状态bottom_area; 底部未确认
19,63.08348696174535,57.85663121730082,000829,天音控股,bottom_area,2024-01-03,9.37,2023-12-27,9.11,2.8540065861690427,5.2689352360043955,29.105058365758758,False,-1.056,2.3372,1,2,1,50.0,34.80519480519481,34.80519480519481,12.145993413830956,2.8540065861690427,历史1/2次成功; 当前距低点2.85%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
20,58.230060087546455,54.77065977973192,000058,深赛格,bottom_area,2024-01-03,7.18,2023-12-27,6.89,4.2089985486211905,5.370101596516692,27.320675105485236,False,-0.2778,0.6337,1,2,1,50.0,34.82352941176472,34.82352941176472,10.79100145137881,4.2089985486211905,历史1/2次成功; 当前距低点4.21%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
21,57.470863390239494,53.75263594164454,600960,渤海汽车,bottom_area,2024-01-03,3.99,2023-12-28,3.84,3.9062500000000098,7.291666666666674,30.935251798561147,True,-1.2376,1.6531,1,2,1,50.0,16.445623342175058,16.445623342175058,11.09374999999999,3.9062500000000098,历史1/2次成功; 当前距低点3.91%; 最新日涨幅-1.24%; 状态bottom_area; 底部已确认
22,56.22755535264638,52.981393766328466,002406,远东传动,bottom_area,2024-01-03,6.3,2023-12-26,6.04,4.304635761589401,6.95364238410596,27.66467065868263,False,-1.0989,2.2034,1,2,1,50.0,26.376146788990813,26.376146788990813,10.695364238410598,4.304635761589401,历史1/2次成功; 当前距低点4.30%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
23,53.793286242012165,51.33497279787365,301371,敷尔佳,bottom_area,2024-01-03,38.11,2023-12-26,36.3,4.986225895316811,6.859504132231412,27.544910179640723,False,-0.6776,2.8456,1,2,1,50.0,25.879396984924636,25.879396984924636,10.013774104683188,4.986225895316811,历史1/2次成功; 当前距低点4.99%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
