rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.81295683583707,76.02033994618496,603221,爱丽家居,bottom_area,2025-04-17,10.71,2025-04-17,10.67,0.37488284910966185,2.061855670103099,27.167235494880547,False,-1.7431,4.0556,3,3,3,100.0,16.908993775026747,17.92336217552533,14.625117150890338,0.37488284910966185,历史3/3次成功; 当前距低点0.37%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
2,62.31973640911642,58.783927064772634,601233,桐昆股份,bottom_area,2025-04-17,10.05,2025-04-09,9.63,4.361370716510902,7.892004153686393,27.045454545454533,True,0.0996,0.5098,1,2,1,50.0,26.601356443104756,26.601356443104756,10.638629283489099,4.361370716510902,历史1/2次成功; 当前距低点4.36%; 最新日涨幅0.10%; 状态bottom_area; 底部已确认
