rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.92461198261132,89.6234113738259,002819,东方中科,bottom_area,2025-06-03,28.29,2025-05-30,27.89,1.4342058085335194,4.195051989960553,31.575073601570164,False,1.1441,3.2019,5,5,5,100.0,24.050540953130696,51.677148846960186,8.56579419146648,1.4342058085335194,历史5/5次成功; 当前距低点1.43%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
2,89.60418120929515,81.89285033098483,002779,中坚科技,bottom_area,2025-06-03,97.15,2025-06-03,96.88,0.27869529314617075,3.5301403798513644,28.916281458654343,False,-2.7528,3.7948,4,4,4,100.0,30.635890319129533,38.253119429590015,9.72130470685383,0.27869529314617075,历史4/4次成功; 当前距低点0.28%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
3,89.55161062154329,85.83122824612663,000715,中兴商业,bottom_area,2025-06-03,5.56,2025-06-03,5.41,2.7726432532347403,2.7726432532347403,28.815789473684205,False,1.4599,1.8646,4,4,4,100.0,20.069112169364704,29.105691056910565,7.227356746765261,2.7726432532347403,历史4/4次成功; 当前距低点2.77%; 最新日涨幅1.46%; 状态bottom_area; 底部未确认
4,89.12321607553234,82.7508004225546,002136,安纳达,bottom_area,2025-06-03,10.96,2025-06-03,10.84,1.1070110701107103,2.214022140221404,27.491638795986617,False,-0.0912,8.0158,3,3,3,100.0,22.230030443048534,42.29299363057326,8.89298892988929,1.1070110701107103,历史3/3次成功; 当前距低点1.11%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
5,88.06598607543422,81.76281624154088,600770,综艺股份,bottom_area,2025-06-03,5.5,2025-06-03,5.44,1.102941176470581,1.8382352941176405,27.94701986754966,False,0.7326,5.2528,1,1,1,100.0,27.72861356932153,27.72861356932153,8.897058823529418,1.102941176470581,历史1/1次成功; 当前距低点1.10%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
6,87.98761033043002,82.44390393242931,002304,洋河股份,bottom_area,2025-06-03,66.03,2025-05-29,65.0,1.5846153846153863,1.9384615384615462,31.57894736842105,False,0.5023,0.3454,2,2,2,100.0,20.62810220081931,20.781426953567394,8.415384615384614,1.5846153846153863,历史2/2次成功; 当前距低点1.58%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
7,87.7024037191294,82.10191015081925,002041,登海种业,bottom_area,2025-06-03,9.91,2025-06-03,9.76,1.5368852459016429,1.6393442622950833,28.023598820059004,False,0.5071,0.6138,2,2,2,100.0,18.2043468358871,21.395106715252467,8.463114754098358,1.5368852459016429,历史2/2次成功; 当前距低点1.54%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
8,87.70124884089185,81.91246304471508,002811,郑中设计,bottom_area,2025-06-03,10.74,2025-06-03,10.59,1.416430594900853,1.9830028328611977,28.203389830508474,False,0.9398,7.7483,2,2,2,100.0,15.709273124134537,16.78832116788322,8.583569405099148,1.416430594900853,历史2/2次成功; 当前距低点1.42%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
9,87.01388467685196,82.89963335716368,301518,长华化学,bottom_area,2025-06-03,22.93,2025-06-03,22.38,2.4575513851653294,3.127792672028594,27.005870841487283,False,1.1023,7.4875,2,2,2,100.0,33.77876621150887,55.817490494296564,7.5424486148346706,2.4575513851653294,历史2/2次成功; 当前距低点2.46%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
10,86.26979458326008,79.90330541024984,000811,冰轮环境,bottom_area,2025-06-03,9.3,2025-06-03,9.21,0.9771986970684022,2.1715526601520008,28.54926299456943,False,-1.7951,2.0682,5,5,5,100.0,28.501712040676264,47.451868629671566,9.0228013029316,0.9771986970684022,历史5/5次成功; 当前距低点0.98%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
11,85.56167736619062,80.43075019836397,688135,利扬芯片,bottom_area,2025-06-03,19.14,2025-05-30,18.81,1.7543859649122906,4.199893673577899,27.290297642056444,False,0.3145,2.6722,4,5,4,80.0,21.885753754645094,40.41850220264317,8.24561403508771,1.7543859649122906,历史4/5次成功; 当前距低点1.75%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
12,85.32402310290166,78.70852201225165,002490,山东墨龙,bottom_area,2025-06-03,3.95,2025-05-30,3.92,0.765306122448986,2.5510204081632564,29.36936936936937,False,0.2538,2.1476,3,3,3,100.0,13.674300921695417,14.885496183206094,9.234693877551015,0.765306122448986,历史3/3次成功; 当前距低点0.77%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
13,83.51470470177688,77.84998879365176,002889,东方嘉盛,bottom_area,2025-06-03,14.65,2025-05-30,14.46,1.3139695712309785,3.73443983402489,32.65020959478341,False,-0.4755,2.2317,1,1,1,100.0,31.751824817518237,31.751824817518237,8.686030428769023,1.3139695712309785,历史1/1次成功; 当前距低点1.31%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
14,82.31407781345047,79.18636363636362,301058,中粮科工,bottom_area,2025-06-03,10.76,2025-04-30,10.45,2.9665071770334976,8.038277511961722,29.77150537634409,True,-0.278,1.0461,1,1,1,100.0,57.794273594909875,57.794273594909875,7.033492822966503,2.9665071770334976,历史1/1次成功; 当前距低点2.97%; 最新日涨幅-0.28%; 状态bottom_area; 底部已确认
15,80.75374321866163,74.54350192172714,688448,磁谷科技,bottom_area,2025-06-03,28.94,2025-06-03,28.71,0.801114594218044,2.577499129223262,27.113480578827115,False,0.1384,2.6267,1,1,1,100.0,25.053995680345576,25.053995680345576,9.198885405781956,0.801114594218044,历史1/1次成功; 当前距低点0.80%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
16,80.07004166389844,73.34883378700185,300819,聚杰微纤,bottom_area,2025-06-03,22.59,2025-06-03,22.5,0.3999999999999994,3.1999999999999953,27.419354838709676,False,-0.4846,2.2239,2,2,2,100.0,19.520611758074537,26.54716175842936,9.600000000000001,0.3999999999999994,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
17,77.91855793386216,74.97756179807106,301392,汇成真空,bottom_area,2025-06-03,102.97,2025-06-03,99.99,2.9802980298029844,3.5103510351035156,30.54320644623507,False,2.0313,3.5668,1,1,1,100.0,14.261512397967028,14.261512397967028,7.0197019701970165,2.9802980298029844,历史1/1次成功; 当前距低点2.98%; 最新日涨幅2.03%; 状态bottom_area; 底部未确认
18,77.2854846638969,72.70086781268526,688205,德科立,bottom_area,2025-06-03,53.44,2025-06-03,52.5,1.7904761904761861,7.5809523809523744,30.527987296546243,False,-4.0747,6.1183,1,1,1,100.0,20.12448132780082,20.12448132780082,8.209523809523814,1.7904761904761861,历史1/1次成功; 当前距低点1.79%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
