rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.36657394284593,78.46824045692642,603800,洪田股份,bottom_area,2026-02-10,39.32,53.2,2026-02-06,38.0,3.4736842105263164,6.5526315789473735,28.571428571428577,26.09022556390978,False,-1.6754,1.3664,3,3,3,100.0,28.216346542615163,32.08300079808461,16.526315789473685,3.4736842105263164,历史3/3次成功; 当前距低点3.47%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
2,83.06670271463256,72.78225380710661,600271,航天信息,bottom_area,2026-02-10,10.12,13.99,2026-02-02,9.85,2.7411167512690313,5.1776649746192875,29.592566118656187,27.662616154396,False,-1.1719,1.2195,1,1,1,100.0,21.999999999999996,21.999999999999996,17.258883248730967,2.7411167512690313,历史1/1次成功; 当前距低点2.74%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
3,78.28494915119376,71.18729359123842,600435,北方导航,bottom_area,2026-02-10,16.89,22.55,2026-01-30,16.12,4.776674937965257,7.133995037220835,28.514412416851435,25.099778270509976,True,-0.4127,1.7289,1,1,1,100.0,29.183400267737625,29.183400267737625,15.223325062034743,4.776674937965257,历史1/1次成功; 当前距低点4.78%; 最新日涨幅-0.41%; 状态bottom_area; 底部已确认
4,78.07003250370612,70.32464703931281,301023,奕帆传动,bottom_area,2026-02-10,47.25,65.18,2026-02-06,45.32,4.258605472197704,5.4060017652250725,30.469469162319733,27.508438171218174,False,-0.0423,5.7535,1,1,1,100.0,27.388535031847127,27.388535031847127,15.741394527802296,4.258605472197704,历史1/1次成功; 当前距低点4.26%; 最新日涨幅-0.04%; 状态bottom_area; 底部未确认
5,75.09567804688027,66.08620997021032,300561,汇金科技,bottom_area,2026-02-10,13.13,18.6,2026-02-06,12.75,2.9803921568627514,7.215686274509803,31.45161290322581,29.40860215053764,False,0.7675,6.8176,2,4,2,50.0,24.79303273041607,27.62128325508607,17.019607843137248,2.9803921568627514,历史2/4次成功; 当前距低点2.98%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
6,72.62076273454257,64.13407185628745,300652,雷迪克,bottom_area,2026-02-10,51.69,74.21,2026-02-06,50.1,3.173652694610771,3.932135728542912,32.48888289987871,30.346314512868883,False,0.2327,1.7933,1,2,1,50.0,54.41115272575945,54.41115272575945,16.82634730538923,3.173652694610771,历史1/2次成功; 当前距低点3.17%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
7,66.33658439475587,59.255732517254856,300723,一品红,bottom_area,2026-02-10,34.16,45.88,2026-02-02,32.91,3.7982376177453667,6.95837131570953,28.269398430688764,25.544899738448134,False,0.5001,1.7268,1,2,1,50.0,31.428571428571427,31.428571428571427,16.201762382254632,3.7982376177453667,历史1/2次成功; 当前距低点3.80%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
8,65.39870421076763,56.69608555063732,688119,中钢洛耐,bottom_area,2026-02-10,6.15,8.45,2026-02-10,6.02,2.159468438538219,7.6411960132890515,28.757396449704142,27.21893491124259,False,-3.1496,2.8731,1,2,1,50.0,30.267062314540045,30.267062314540045,17.84053156146178,2.159468438538219,历史1/2次成功; 当前距低点2.16%; 最新日涨幅-3.15%; 状态bottom_area; 底部未确认
9,64.79321755196453,56.87056019996888,605365,立达信,bottom_area,2026-02-10,20.3,27.37,2026-01-30,19.74,2.836879432624125,7.294832826747727,27.87723785166241,25.831202046035806,True,-1.1685,0.752,1,3,1,33.33333333333333,39.54468802698146,39.54468802698146,17.163120567375874,2.836879432624125,历史1/3次成功; 当前距低点2.84%; 最新日涨幅-1.17%; 状态bottom_area; 底部已确认
10,63.8583646793678,57.20301401080318,603069,海汽集团,bottom_area,2026-02-10,22.88,31.58,2026-02-02,22.01,3.9527487505679115,9.268514311676507,30.30398986700443,27.549081697276755,True,-1.8026,1.859,2,7,2,28.57142857142857,48.661265848453205,76.0375880971026,16.04725124943209,3.9527487505679115,历史2/7次成功; 当前距低点3.95%; 最新日涨幅-1.80%; 状态bottom_area; 底部已确认
11,63.321831259363584,53.52908951088956,603039,泛微网络,bottom_area,2026-02-10,51.59,74.51,2026-02-10,51.19,0.7814026176987805,2.129322133229153,31.29781237417797,30.76097168165347,False,-0.9789,2.3181,1,2,1,50.0,25.971438060445035,25.971438060445035,19.21859738230122,0.7814026176987805,历史1/2次成功; 当前距低点0.78%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
12,61.34040471667205,51.756540226368905,603360,百傲化学,bottom_area,2026-02-10,28.19,38.98,2026-02-09,28.0,0.6785714285714332,9.357142857142861,28.168291431503327,27.68086198050281,False,-3.3927,2.0169,1,2,1,50.0,25.39614561027837,25.39614561027837,19.321428571428566,0.6785714285714332,历史1/2次成功; 当前距低点0.68%; 最新日涨幅-3.39%; 状态bottom_area; 底部未确认
13,56.32207034887636,51.41358022929451,300687,赛意信息,bottom_area,2026-02-10,22.52,30.44,2026-02-06,21.45,4.98834498834499,5.641025641025645,29.533508541392912,26.01839684625493,False,2.925,5.5266,1,3,1,33.33333333333333,23.299319727891156,23.299319727891156,15.011655011655012,4.98834498834499,历史1/3次成功; 当前距低点4.99%; 最新日涨幅2.92%; 状态bottom_area; 底部未确认
