rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.31282751789969,86.5782868204724,002728,特一药业,bottom_area,2025-12-22,11.17,2025-12-19,10.91,2.383134738771767,2.9330889092575645,27.508305647840537,False,0.6306,6.5087,4,4,4,100.0,19.310935617591518,39.3073593073593,5.6168652612282335,2.383134738771767,历史4/4次成功; 当前距低点2.38%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
12,81.53930414924493,80.53845498977603,300609,汇纳科技,bottom_area,2025-12-22,36.63,2025-12-17,35.44,3.357787810383761,6.997742663656896,28.20097244732577,False,-2.346,3.309,5,5,5,100.0,21.25919998629576,49.87035436473638,4.642212189616239,3.357787810383761,历史5/5次成功; 当前距低点3.36%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
13,80.68513603005172,78.77411380515927,301487,盟固利,bottom_area,2025-12-22,21.27,2025-12-17,20.7,2.7536231884057982,4.2995169082125635,28.000000000000004,False,0.0,2.9542,2,2,2,100.0,15.227820831852117,18.439999999999998,5.246376811594202,2.7536231884057982,历史2/2次成功; 当前距低点2.75%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
14,80.53719062570127,77.27022166812657,605368,蓝天燃气,bottom_area,2025-12-22,7.72,2025-12-18,7.58,1.8469656992084391,2.6385224274406354,31.65013525698828,False,0.0,1.4424,1,1,1,100.0,12.695179904955879,12.695179904955879,6.153034300791561,1.8469656992084391,历史1/1次成功; 当前距低点1.85%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
15,79.9861164458219,80.96917119038109,300681,英搏尔,bottom_area,2025-12-22,24.38,2025-12-17,23.3,4.635193133047203,5.36480686695279,28.593319031566043,False,1.4143,3.5355,6,6,6,100.0,16.760277063057536,27.487589035182385,3.3648068669527977,4.635193133047203,历史6/6次成功; 当前距低点4.64%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
16,79.20855527178063,76.5814802456169,002632,道明光学,bottom_area,2025-12-22,12.29,2025-12-19,12.02,2.2462562396006622,4.908485856905157,27.28372655777375,False,-0.0813,5.895,2,2,2,100.0,19.693249848959194,25.259515570934255,5.753743760399338,2.2462562396006622,历史2/2次成功; 当前距低点2.25%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
17,78.6307232697957,79.30566510043775,002679,福建金森,bottom_area,2025-12-22,12.22,2025-12-18,11.7,4.444444444444456,7.179487179487179,28.308823529411768,True,-1.6103,4.4277,4,4,4,100.0,18.758056095543544,33.50951374207188,3.555555555555544,4.444444444444456,历史4/4次成功; 当前距低点4.44%; 最新日涨幅-1.61%; 状态bottom_area; 底部已确认
18,77.54775850693386,75.230539268493,301349,信德新材,bottom_area,2025-12-22,45.66,2025-12-16,44.58,2.4226110363391617,4.890085240017945,31.646734130634773,False,0.6392,3.189,1,1,1,100.0,8.785443179281096,8.785443179281096,5.577388963660838,2.4226110363391617,历史1/1次成功; 当前距低点2.42%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
19,76.46911688505267,72.9961124005745,301046,能辉科技,bottom_area,2025-12-22,25.02,2025-12-19,24.63,1.5834348355663848,5.359317904993912,27.280779450841454,False,-1.6509,4.9611,1,1,1,100.0,8.958837772397098,8.958837772397098,6.4165651644336155,1.5834348355663848,历史1/1次成功; 当前距低点1.58%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
20,76.01398328939881,75.94182953212365,601162,天风证券,bottom_area,2025-12-22,4.21,2025-12-17,4.05,3.9506172839506206,5.925925925925932,27.678571428571423,False,0.0,1.6156,2,2,2,100.0,14.673316879199232,18.939393939393938,4.049382716049379,3.9506172839506206,历史2/2次成功; 当前距低点3.95%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
21,75.41927148949306,75.85202472086408,002453,华软科技,bottom_area,2025-12-22,6.31,2025-12-17,6.05,4.297520661157021,6.115702479338845,28.31753554502369,False,1.4469,3.3942,2,2,2,100.0,18.44285929194665,28.60169491525425,3.702479338842979,4.297520661157021,历史2/2次成功; 当前距低点4.30%; 最新日涨幅1.45%; 状态bottom_area; 底部未确认
22,74.96544992192067,76.24285787199351,301357,北方长龙,confirmed_rebound,2025-12-22,141.24,2025-12-17,134.67,4.878592114056599,11.056657013440272,28.36702127659575,True,-0.8703,9.6716,4,4,4,100.0,17.82821447334705,26.72978878368535,3.121407885943401,4.878592114056599,历史4/4次成功; 当前距低点4.88%; 最新日涨幅-0.87%; 状态confirmed_rebound; 底部已确认
23,74.8416857431212,74.87062124891789,002402,和而泰,bottom_area,2025-12-22,39.33,2025-12-17,37.81,4.020100502512552,6.241734990743188,29.221265443654058,False,0.9756,4.6266,2,2,2,100.0,9.765862336809192,11.221945137157112,3.979899497487448,4.020100502512552,历史2/2次成功; 当前距低点4.02%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
24,74.42808236332726,73.55198271702523,000998,隆平高科,bottom_area,2025-12-22,9.47,2025-12-17,9.16,3.384279475982538,4.039301310043659,29.484218629715166,False,0.7447,1.0027,1,1,1,100.0,11.549139367018313,11.549139367018313,4.615720524017462,3.384279475982538,历史1/1次成功; 当前距低点3.38%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
25,74.42220910509377,75.54714469026264,000665,湖北广电,bottom_area,2025-12-22,5.48,2025-12-17,5.23,4.780114722753346,5.927342256214141,27.46185852981969,False,0.1828,1.5069,6,7,6,85.71428571428571,20.33843610367265,43.606557377049185,3.219885277246654,4.780114722753346,历史6/7次成功; 当前距低点4.78%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
26,74.03637843216057,69.69141955845448,603353,和顺石油,bottom_area,2025-12-22,25.92,2025-12-22,25.7,0.8560311284046787,5.058365758754866,32.36842105263158,False,-3.2836,3.5842,5,6,5,83.33333333333334,18.4399849348592,27.079174983366617,7.143968871595321,0.8560311284046787,历史5/6次成功; 当前距低点0.86%; 最新日涨幅-3.28%; 状态bottom_area; 底部未确认
27,74.03459455289331,73.25668314453593,301177,迪阿股份,bottom_area,2025-12-22,29.08,2025-12-17,28.11,3.450729277837065,6.438989683386703,31.88756966319361,False,0.3797,0.2813,1,1,1,100.0,10.776053215077603,10.776053215077603,4.549270722162936,3.450729277837065,历史1/1次成功; 当前距低点3.45%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
28,73.39294228010388,73.91080096398225,003038,鑫铂股份,bottom_area,2025-12-22,15.3,2025-12-17,14.66,4.365620736698503,5.866302864938604,32.098193608151924,False,0.3279,1.6895,1,1,1,100.0,25.507614213197975,25.507614213197975,3.6343792633014975,4.365620736698503,历史1/1次成功; 当前距低点4.37%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
29,73.22000177859837,73.29548222099396,300890,翔丰华,bottom_area,2025-12-22,29.52,2025-12-17,28.37,4.05357772294677,4.970038773352132,28.122624778312638,False,0.2717,3.1568,1,1,1,100.0,18.37440553393861,18.37440553393861,3.9464222770532307,4.05357772294677,历史1/1次成功; 当前距低点4.05%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
30,73.03433246128441,73.98448560452182,002184,海得控制,bottom_area,2025-12-22,12.77,2025-12-17,12.2,4.672131147540986,4.918032786885258,29.357266936884773,False,0.6304,1.9601,4,5,4,80.0,22.994325918899346,50.27203482045704,3.327868852459014,4.672131147540986,历史4/5次成功; 当前距低点4.67%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
31,72.4499185067226,70.97648266407597,600383,金地集团,bottom_area,2025-12-22,3.16,2025-12-15,3.07,2.931596091205222,4.234527687296428,32.675438596491226,False,-0.3155,1.589,3,4,3,75.0,18.793127699053183,32.594936708860764,5.068403908794778,2.931596091205222,历史3/4次成功; 当前距低点2.93%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
32,72.1496050614192,72.08836185135081,301567,贝隆精密,bottom_area,2025-12-22,45.2,2025-12-17,43.48,3.955841766329361,6.20975160993561,31.527559055118115,False,-0.9858,10.9138,2,2,2,100.0,16.4929090246331,16.59192825112107,4.04415823367064,3.955841766329361,历史2/2次成功; 当前距低点3.96%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
33,71.32664280241909,70.84339152186922,603072,天和磁材,bottom_area,2025-12-22,40.93,2025-12-17,39.49,3.6464927829830276,4.482147379083302,27.05947543405984,False,-0.0488,2.1966,1,1,1,100.0,22.674167027260935,22.674167027260935,4.353507217016973,3.6464927829830276,历史1/1次成功; 当前距低点3.65%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
34,71.27339781924583,72.55455543051758,603178,圣龙股份,bottom_area,2025-12-22,18.53,2025-12-05,17.66,4.926387315968295,5.832389580973959,28.182187881252542,False,-0.2691,1.0645,6,7,6,85.71428571428571,28.51538369929118,47.51869476546566,3.073612684031705,4.926387315968295,历史6/7次成功; 当前距低点4.93%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
35,71.08547453529437,71.63278117800269,000692,惠天热电,bottom_area,2025-12-22,3.56,2025-12-17,3.41,4.398826979472139,5.571847507331377,28.511530398322844,False,-0.2801,2.5622,4,5,4,80.0,29.47369188816758,59.042553191489375,3.6011730205278614,4.398826979472139,历史4/5次成功; 当前距低点4.40%; 最新日涨幅-0.28%; 状态bottom_area; 底部未确认
36,70.2342094392359,68.9528803245436,000593,德龙汇能,confirmed_rebound,2025-12-22,10.16,2025-12-16,9.86,3.0425963488843886,8.519269776876266,31.14525139664805,False,-1.0711,3.274,1,1,1,100.0,15.322580645161285,15.322580645161285,4.957403651115612,3.0425963488843886,历史1/1次成功; 当前距低点3.04%; 最新日涨幅-1.07%; 状态confirmed_rebound; 底部未确认
37,70.0549374134203,69.11912473090067,688337,普源精电,bottom_area,2025-12-22,36.93,2025-12-04,35.75,3.3006993006993,6.545454545454556,28.499999999999996,False,-0.0541,0.7054,4,6,4,66.66666666666666,31.387378870045207,54.46153846153845,4.6993006993007,3.3006993006993,历史4/6次成功; 当前距低点3.30%; 最新日涨幅-0.05%; 状态bottom_area; 底部未确认
38,68.4355634390496,69.43596357563618,688050,爱博医疗,bottom_area,2025-12-22,61.69,2025-12-10,58.89,4.7546272711835575,6.8602479198505675,29.750685911964688,False,-1.1537,1.119,2,2,2,100.0,12.024267494272554,12.90770757525636,3.2453727288164425,4.7546272711835575,历史2/2次成功; 当前距低点4.75%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
39,64.36501020113107,65.29960884122428,001282,三联锻造,bottom_area,2025-12-22,20.29,2025-12-17,19.37,4.7496128033040685,5.214248838409902,27.992565055762075,False,0.6448,2.4195,2,3,2,66.66666666666666,22.80677078543491,37.31343283582089,3.2503871966959315,4.7496128033040685,历史2/3次成功; 当前距低点4.75%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
40,63.957013774501206,62.88749353054417,688348,昱能科技,bottom_area,2025-12-22,50.85,2025-12-17,49.31,3.1230987629284104,5.049685662137486,31.77919203099059,False,-0.255,0.8273,2,3,2,66.66666666666666,12.37361313631329,16.27422813482398,4.87690123707159,3.1230987629284104,历史2/3次成功; 当前距低点3.12%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
41,62.24187701977785,62.10309914459441,002605,姚记科技,bottom_area,2025-12-22,23.27,2025-12-17,22.4,3.8839285714285765,4.776785714285716,27.71861890932559,False,-0.0859,0.9488,3,5,3,60.0,15.26051767447074,23.2121212121212,4.1160714285714235,3.8839285714285765,历史3/5次成功; 当前距低点3.88%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
42,58.22801320927051,55.98459915783478,002670,国盛证券,bottom_area,2025-12-22,16.67,2025-12-17,16.35,1.9571865443425092,3.1804281345565717,29.6774193548387,False,-0.06,0.8782,1,2,1,50.0,13.747228381374727,13.747228381374727,6.04281345565749,1.9571865443425092,历史1/2次成功; 当前距低点1.96%; 最新日涨幅-0.06%; 状态bottom_area; 底部未确认
