rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.29358844550312,82.63117181726855,605133,嵘泰股份,bottom_area,2024-01-05,25.38,2024-01-04,25.24,0.5546751188589563,3.1299524564183945,29.51689472214466,False,0.3162,5.6405,2,2,2,100.0,48.8485542379945,60.01483679525222,7.445324881141044,0.5546751188589563,历史2/2次成功; 当前距低点0.55%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
2,84.84015497742934,80.01976437167939,300480,光力科技,bottom_area,2024-01-05,20.0,2024-01-05,19.81,0.9591115598182801,4.442200908632017,31.143552311435524,False,-1.9127,1.1325,4,4,4,100.0,28.906122193898153,39.69465648854962,7.040888440181719,0.9591115598182801,历史4/4次成功; 当前距低点0.96%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
3,84.6422782594934,81.17072825855473,002706,良信股份,bottom_area,2024-01-05,8.38,2023-12-21,8.23,1.82260024301337,7.897934386391256,29.05172413793103,True,-2.4447,1.077,3,3,3,100.0,13.31320867002797,14.727153188691638,6.17739975698663,1.82260024301337,历史3/3次成功; 当前距低点1.82%; 最新日涨幅-2.44%; 状态bottom_area; 底部已确认
4,84.50061629738147,80.64944881889767,603013,亚普股份,bottom_area,2024-01-05,16.77,2023-12-28,16.51,1.574803149606287,5.693519079345837,27.428571428571423,False,-2.8389,1.0042,1,1,1,100.0,53.30739299610896,53.30739299610896,6.425196850393713,1.574803149606287,历史1/1次成功; 当前距低点1.57%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
5,83.52294838355819,78.44764489520306,300454,深信服,bottom_area,2024-01-05,66.6,2024-01-05,66.11,0.741188927544993,1.6033882922402092,27.3356781710266,False,-0.09,1.2936,4,4,4,100.0,17.782557258094812,29.49391262831224,7.258811072455007,0.741188927544993,历史4/4次成功; 当前距低点0.74%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
6,81.5212416173908,77.14580774527094,601628,中国人寿,bottom_area,2024-01-05,26.8,2024-01-04,26.5,1.1320754716981158,6.339622641509433,30.88158581116328,False,-0.1862,0.0959,1,1,1,100.0,25.736235595390532,25.736235595390532,6.867924528301884,1.1320754716981158,历史1/1次成功; 当前距低点1.13%; 最新日涨幅-0.19%; 状态bottom_area; 底部未确认
7,80.5744676164302,76.8635810041181,600130,波导股份,bottom_area,2024-01-05,4.59,2023-12-26,4.52,1.5486725663716878,7.300884955752214,27.564102564102573,True,-1.9231,1.9212,1,1,1,100.0,20.13201320132014,20.13201320132014,6.451327433628312,1.5486725663716878,历史1/1次成功; 当前距低点1.55%; 最新日涨幅-1.92%; 状态bottom_area; 底部已确认
8,80.4627715269433,75.45612865945996,000070,特发信息,bottom_area,2024-01-05,7.62,2023-12-26,7.57,0.6605019815059421,5.680317040951119,27.00096432015428,False,-2.4328,1.2371,2,2,2,100.0,34.04340417899739,50.60532687651331,7.339498018494058,0.6605019815059421,历史2/2次成功; 当前距低点0.66%; 最新日涨幅-2.43%; 状态bottom_area; 底部未确认
9,80.06082927275018,74.97410533171373,603286,日盈电子,bottom_area,2024-01-05,23.96,2024-01-05,23.82,0.5877413937867363,4.492023509655753,29.233511586452753,False,-2.4033,4.5133,3,3,3,100.0,13.893310266384404,16.874999999999986,7.412258606213264,0.5877413937867363,历史3/3次成功; 当前距低点0.59%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
10,79.95344435850971,76.85629317721559,002508,老板电器,bottom_area,2024-01-05,21.48,2023-12-21,21.07,1.9458946369245378,4.318936877076412,31.922455573505655,False,0.8451,0.9111,1,1,1,100.0,11.682435211846977,11.682435211846977,6.054105363075463,1.9458946369245378,历史1/1次成功; 当前距低点1.95%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
11,79.89929967775805,75.55516938250432,002682,龙洲股份,bottom_area,2024-01-05,6.47,2024-01-05,6.4,1.0937499999999907,7.031249999999989,30.810810810810807,False,-7.1736,20.5064,1,1,1,100.0,26.929674099485425,26.929674099485425,6.90625000000001,1.0937499999999907,历史1/1次成功; 当前距低点1.09%; 最新日涨幅-7.17%; 状态bottom_area; 底部未确认
