rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.24570004489784,88.06272080658503,603327,福蓉科技,bottom_area,2023-06-09,11.2,2023-06-09,10.92,2.564102564102558,2.8388278388278434,29.548387096774192,False,0.2686,0.2252,4,4,4,100.0,29.510078778165898,52.609776304888165,7.435897435897443,2.564102564102558,历史4/4次成功; 当前距低点2.56%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
2,87.91103587682142,86.16089274297963,688075,安旭生物,bottom_area,2023-06-09,67.2,2023-05-10,64.65,3.9443155452436143,7.764887857695276,30.37906525953047,True,1.2506,2.018,5,5,5,100.0,27.010388097500325,40.134529147982065,6.055684454756386,3.9443155452436143,历史5/5次成功; 当前距低点3.94%; 最新日涨幅1.25%; 状态bottom_area; 底部已确认
3,86.50112562492077,82.80755139024787,002570,贝因美,bottom_area,2023-06-09,4.17,2023-05-30,4.06,2.709359605911338,3.694581280788187,29.636048526863085,False,0.4819,0.8373,3,3,3,100.0,19.703716622181236,35.05154639175259,7.290640394088663,2.709359605911338,历史3/3次成功; 当前距低点2.71%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
4,86.26592753304618,82.06714344957933,000301,东方盛虹,bottom_area,2023-06-09,11.18,2023-06-09,10.92,2.380952380952379,3.021978021978023,27.586206896551722,False,-0.0894,0.5576,4,4,4,100.0,17.503843430918035,28.337639965546952,7.619047619047621,2.380952380952379,历史4/4次成功; 当前距低点2.38%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
5,86.16941802792994,81.40447724159938,300363,博腾股份,bottom_area,2023-06-09,29.88,2023-06-08,29.29,2.0143393649709793,4.335950836462955,29.77703188683769,False,1.4946,1.9758,1,1,1,100.0,36.97403760071621,36.97403760071621,7.985660635029021,2.0143393649709793,历史1/1次成功; 当前距低点2.01%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
6,86.07481138896021,80.71531450577665,600935,华塑股份,bottom_area,2023-06-09,3.75,2023-05-31,3.69,1.6260162601626031,3.2520325203252063,27.788649706457928,False,0.5362,0.2426,1,1,1,100.0,28.50877192982458,28.50877192982458,8.373983739837398,1.6260162601626031,历史1/1次成功; 当前距低点1.63%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
7,84.05647896297664,79.35132963734381,688176,亚虹医药,bottom_area,2023-06-09,11.35,2023-06-09,11.13,1.9766397124887587,4.043126684636112,31.211372064276876,False,1.0686,1.7944,1,1,1,100.0,25.473484848484844,25.473484848484844,8.023360287511242,1.9766397124887587,历史1/1次成功; 当前距低点1.98%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
8,83.56398891178124,78.0587900355872,002378,章源钨业,bottom_area,2023-06-09,5.7,2023-06-07,5.62,1.4234875444839872,2.313167259786475,27.76349614395887,False,0.1757,0.3894,1,1,1,100.0,11.743772241992884,11.743772241992884,8.576512455516013,1.4234875444839872,历史1/1次成功; 当前距低点1.42%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
9,82.39218970632061,78.92519162461899,300762,上海瀚讯,bottom_area,2023-06-09,11.61,2023-06-09,11.3,2.743362831858396,2.920353982300885,28.390367553865648,False,2.2907,1.3571,1,1,1,100.0,32.580961727183514,32.580961727183514,7.256637168141605,2.743362831858396,历史1/1次成功; 当前距低点2.74%; 最新日涨幅2.29%; 状态bottom_area; 底部未确认
10,82.22072689156403,76.36276161684698,002041,登海种业,bottom_area,2023-06-09,15.33,2023-06-07,15.16,1.1213720316622686,2.9023746701846935,28.49056603773585,False,-0.905,0.3786,1,1,1,100.0,21.395106715252467,21.395106715252467,8.878627968337732,1.1213720316622686,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
11,80.90515681245567,78.70376525668479,002690,美亚光电,bottom_area,2023-06-09,24.49,2023-05-15,23.65,3.551797040169133,8.668076109936578,28.765060240963862,True,-0.285,0.5956,3,3,3,100.0,21.246572625109707,27.355278093076052,6.448202959830867,3.551797040169133,历史3/3次成功; 当前距低点3.55%; 最新日涨幅-0.28%; 状态bottom_area; 底部已确认
12,80.6782719165099,77.49434150534027,600995,南网储能,bottom_area,2023-06-09,11.05,2023-06-07,10.74,2.886405959031662,3.351955307262564,32.7909887359199,False,0.546,1.4602,1,1,1,100.0,26.64165103189493,26.64165103189493,7.113594040968338,2.886405959031662,历史1/1次成功; 当前距低点2.89%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
13,80.23228680784787,74.25561533006237,688289,圣湘生物,bottom_area,2023-06-09,17.22,2023-06-09,17.06,0.9378663540445497,2.403282532239157,30.791075050709942,False,0.0,1.0062,1,1,1,100.0,25.182530200451346,25.182530200451346,9.06213364595545,0.9378663540445497,历史1/1次成功; 当前距低点0.94%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
14,80.19673616193921,76.1278346545413,000572,海马汽车,confirmed_rebound,2023-06-09,4.06,2023-05-26,3.97,2.267002518891673,10.579345088161196,32.59762308998301,True,0.995,0.7639,1,1,1,100.0,12.723658051689855,12.723658051689855,7.7329974811083275,2.267002518891673,历史1/1次成功; 当前距低点2.27%; 最新日涨幅0.99%; 状态confirmed_rebound; 底部已确认
15,79.38720419382959,73.15911604671541,600955,维远股份,bottom_area,2023-06-09,18.36,2023-06-01,18.23,0.7131102578167801,4.552934722984083,28.453689167974883,False,-0.8639,0.2387,2,2,2,100.0,22.33874964805201,25.969084423305596,9.28688974218322,0.7131102578167801,历史2/2次成功; 当前距低点0.71%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
16,79.22882189319724,75.30864580994007,603333,尚纬股份,bottom_area,2023-06-09,4.38,2023-06-07,4.28,2.3364485981308327,8.411214953271013,29.256198347107432,False,-1.3514,3.3177,2,2,2,100.0,13.955637707948243,17.005545286506468,7.663551401869167,2.3364485981308327,历史2/2次成功; 当前距低点2.34%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
17,79.02928428244464,76.84181651309379,601111,中国国航,bottom_area,2023-06-09,8.22,2023-06-02,7.94,3.526448362720406,5.163727959697724,29.920564872021178,False,0.8589,0.5365,1,1,1,100.0,30.97913322632423,30.97913322632423,6.473551637279595,3.526448362720406,历史1/1次成功; 当前距低点3.53%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
18,78.74707693245006,78.44312443835211,600009,上海机场,bottom_area,2023-06-09,46.97,2023-06-06,44.82,4.796965640339131,4.819277108433727,29.83719474013776,False,0.7291,0.5566,3,3,3,100.0,21.829065044759854,27.704918032786885,5.20303435966087,4.796965640339131,历史3/3次成功; 当前距低点4.80%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
19,77.93155224576691,71.84437434658363,601388,怡球资源,bottom_area,2023-06-09,2.75,2023-05-30,2.73,0.7326007326007333,4.3956043956043995,27.777777777777775,False,-0.722,0.4435,2,2,2,100.0,15.509161381254394,18.333333333333325,9.267399267399268,0.7326007326007333,历史2/2次成功; 当前距低点0.73%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
20,77.18518705517461,73.60985141501665,600256,广汇能源,bottom_area,2023-06-09,7.35,2023-06-01,7.17,2.5104602510460214,5.718270571827059,29.49852507374631,False,-0.9434,0.9371,1,1,1,100.0,23.62204724409449,23.62204724409449,7.489539748953979,2.5104602510460214,历史1/1次成功; 当前距低点2.51%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
21,76.82516518520112,72.70283924843423,002084,海鸥住工,bottom_area,2023-06-09,3.88,2023-06-01,3.8,2.105263157894739,4.473684210526326,27.06333973128599,False,-0.7673,0.9943,1,1,1,100.0,13.778705636743219,13.778705636743219,7.894736842105261,2.105263157894739,历史1/1次成功; 当前距低点2.11%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
22,76.73941750169315,73.10691753659366,002414,高德红外,bottom_area,2023-06-09,9.6,2023-06-09,9.37,2.454642475987198,5.976520811099259,27.081712062256813,False,-3.0303,1.3401,2,2,2,100.0,13.782270870131494,16.372549019607842,7.545357524012802,2.454642475987198,历史2/2次成功; 当前距低点2.45%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
23,75.84511020596655,72.31128895445326,601669,中国电建,bottom_area,2023-06-09,5.75,2023-06-07,5.61,2.4955436720142545,3.208556149732615,29.78723404255319,False,-0.3466,0.9658,1,1,1,100.0,16.457680250783696,16.457680250783696,7.504456327985746,2.4955436720142545,历史1/1次成功; 当前距低点2.50%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
24,75.00203888985926,73.46110731685665,603233,大参林,bottom_area,2023-06-09,26.84,2023-06-09,25.83,3.910181958962453,6.658923732094474,30.713519313304726,False,3.7896,0.818,3,4,3,75.0,21.673775178984123,27.64192139737992,6.089818041037547,3.910181958962453,历史3/4次成功; 当前距低点3.91%; 最新日涨幅3.79%; 状态bottom_area; 底部未确认
