rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.4593146815604,83.11700711527638,300363,博腾股份,bottom_area,2023-06-14,29.66,2023-06-08,29.29,1.2632297712529907,4.335950836462955,29.77703188683769,False,0.0,0.9534,1,1,1,100.0,36.97403760071621,36.97403760071621,18.73677022874701,1.2632297712529907,历史1/1次成功; 当前距低点1.26%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,92.96737500438547,79.16950215305584,300753,爱朋医疗,bottom_area,2023-06-14,18.82,2023-06-06,18.6,1.182795698924725,7.526881720430099,32.017543859649116,True,-1.466,12.8544,1,1,1,100.0,28.044496487119456,28.044496487119456,18.81720430107528,1.182795698924725,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-1.47%; 状态bottom_area; 底部已确认
3,90.5331747146822,77.13557055561964,600995,南网储能,bottom_area,2023-06-14,10.87,2023-06-07,10.74,1.2104283054003633,3.910614525139664,32.7909887359199,False,-1.0018,0.8325,1,1,1,100.0,26.64165103189493,26.64165103189493,18.789571694599637,1.2104283054003633,历史1/1次成功; 当前距低点1.21%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
4,89.99260743295343,77.11995353468303,000723,美锦能源,bottom_area,2023-06-14,6.65,2023-06-14,6.55,1.5267175572519165,3.0534351145038197,30.907172995780595,False,-1.4815,1.2488,1,1,1,100.0,30.434782608695667,30.434782608695667,18.473282442748086,1.5267175572519165,历史1/1次成功; 当前距低点1.53%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
5,89.82326451020357,76.65765848245252,688289,圣湘生物,bottom_area,2023-06-14,17.13,2023-06-12,16.91,1.3010053222944935,2.069781194559441,31.399594320486813,False,-0.1166,0.4585,1,1,1,100.0,25.182530200451346,25.182530200451346,18.698994677705507,1.3010053222944935,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
6,88.96453888052065,77.74727093471586,688075,安旭生物,bottom_area,2023-06-14,66.33,2023-05-10,64.65,2.598607888631079,7.764887857695276,30.37906525953047,True,-0.4204,0.788,4,5,4,80.0,31.086542584917854,40.134529147982065,17.40139211136892,2.598607888631079,历史4/5次成功; 当前距低点2.60%; 最新日涨幅-0.42%; 状态bottom_area; 底部已确认
7,87.90542148253427,77.75200458261362,300762,上海瀚讯,bottom_area,2023-06-14,11.41,2023-06-14,11.05,3.2579185520361937,5.158371040723968,29.974651457541185,False,1.966,2.1483,1,1,1,100.0,32.580961727183514,32.580961727183514,16.74208144796381,3.2579185520361937,历史1/1次成功; 当前距低点3.26%; 最新日涨幅1.97%; 状态bottom_area; 底部未确认
8,86.48185202774062,76.18128404428764,002041,登海种业,bottom_area,2023-06-14,15.62,2023-06-07,15.16,3.034300791556722,3.8918205804749335,28.49056603773585,False,1.2314,0.4407,1,1,1,100.0,21.395106715252467,21.395106715252467,16.96569920844328,3.034300791556722,历史1/1次成功; 当前距低点3.03%; 最新日涨幅1.23%; 状态bottom_area; 底部未确认
9,86.00207122799074,71.8748413393314,603185,弘元绿能,bottom_area,2023-06-14,70.21,2023-06-14,70.1,0.15691868758915753,2.653352353780313,27.289700238564468,False,-2.1327,0.8754,3,4,3,75.0,29.449548102336955,43.51028702057404,19.843081312410842,0.15691868758915753,历史3/4次成功; 当前距低点0.16%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
10,84.02695814483283,70.83410591766727,688176,亚虹医药,bottom_area,2023-06-14,11.2,2023-06-09,11.13,0.6289308176100494,4.761904761904756,31.211372064276876,False,-1.0601,1.368,1,1,1,100.0,25.473484848484844,25.473484848484844,19.371069182389952,0.6289308176100494,历史1/1次成功; 当前距低点0.63%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
11,83.91546329040538,70.978973042362,600935,华塑股份,bottom_area,2023-06-14,3.72,2023-05-31,3.69,0.8130081300813075,3.2520325203252063,27.788649706457928,False,-0.8,0.157,1,1,1,100.0,28.50877192982458,28.50877192982458,19.186991869918693,0.8130081300813075,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
