rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.08003138820699,78.23988073281912,605305,中际联合,confirmed_rebound,2022-05-24,41.71,2022-05-24,41.09,1.5088829398880443,10.732538330494029,31.033903994629064,False,-1.3948,2.3087,3,3,3,100.0,13.118999117009956,15.395207931699245,6.491117060111956,1.5088829398880443,历史3/3次成功; 当前距低点1.51%; 最新日涨幅-1.39%; 状态confirmed_rebound; 底部未确认
2,78.46200000000002,72.65,002663,普邦股份,bottom_area,2022-05-24,1.89,2022-05-24,1.89,0.0,7.936507936507945,28.13688212927757,False,-7.3529,6.7455,1,1,1,100.0,66.45569620253163,66.45569620253163,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-7.35%; 状态bottom_area; 底部未确认
3,75.42045313172952,69.83375289974954,002690,美亚光电,bottom_area,2022-05-24,17.64,2022-05-24,17.64,0.0,4.931972789115652,29.496402877697836,False,-4.2345,0.7804,2,2,2,100.0,18.19221989112653,23.25123152709359,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-4.23%; 状态bottom_area; 底部未确认
4,70.8529090909091,65.60454545454546,601515,衢州东峰,bottom_area,2022-05-24,4.34,2022-05-24,4.34,0.0,4.838709677419354,27.058823529411768,False,-4.8246,1.2823,1,1,1,100.0,12.121212121212132,12.121212121212132,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.82%; 状态bottom_area; 底部未确认
5,69.73843795620438,64.57262773722627,002811,郑中设计,confirmed_rebound,2022-05-24,8.88,2022-05-24,8.88,0.0,8.558558558558556,30.787217459080274,False,-8.3591,6.9326,1,1,1,100.0,16.78832116788322,16.78832116788322,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-8.36%; 状态confirmed_rebound; 底部未确认
6,63.759249393207575,64.75280264978814,002299,圣农发展,confirmed_rebound,2022-05-24,16.58,2022-04-28,15.82,4.8040455120101,10.745891276864723,27.096774193548384,True,-3.7725,0.7996,1,1,1,100.0,15.354980737479357,15.354980737479357,3.1959544879899,4.8040455120101,历史1/1次成功; 当前距低点4.80%; 最新日涨幅-3.77%; 状态confirmed_rebound; 底部已确认
