rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.03861325948144,84.98218440939118,002761,浙江建投,bottom_area,2024-06-17,8.38,2024-06-06,8.25,1.5757575757575852,4.848484848484853,28.26086956521739,False,-1.4118,1.645,6,6,6,100.0,23.305976785583134,43.73730534867976,6.424242424242416,1.5757575757575852,历史6/6次成功; 当前距低点1.58%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
13,79.72768878718541,75.74130434782612,600376,首开股份,bottom_area,2024-06-17,2.28,2024-06-17,2.25,1.3333333333333246,2.6666666666666687,32.83582089552239,False,-1.7241,0.5794,1,1,1,100.0,20.652173913043484,20.652173913043484,6.666666666666677,1.3333333333333246,历史1/1次成功; 当前距低点1.33%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
14,79.55692162546438,76.85558255141987,300621,维业股份,bottom_area,2024-06-17,7.42,2024-06-06,7.26,2.203856749311297,7.1625344352617155,32.02247191011236,True,-1.7219,0.9766,1,1,1,100.0,28.120300751879686,28.120300751879686,5.796143250688703,2.203856749311297,历史1/1次成功; 当前距低点2.20%; 最新日涨幅-1.72%; 状态bottom_area; 底部已确认
15,79.44393233596068,77.88620817251046,000705,浙江震元,bottom_area,2024-06-17,7.28,2024-06-06,7.07,2.97029702970297,5.799151343705801,27.26337448559671,False,-0.6821,1.8604,3,3,3,100.0,18.916588173296947,34.04605263157895,5.02970297029703,2.97029702970297,历史3/3次成功; 当前距低点2.97%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
16,79.37848660714285,73.49859871031745,600162,香江控股,bottom_area,2024-06-17,1.35,2024-06-13,1.35,0.0,5.925925925925914,29.687499999999993,False,-2.8777,0.5447,2,2,2,100.0,27.68063822751323,28.90624999999999,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.88%; 状态bottom_area; 底部未确认
17,79.10566217058103,75.17117108809761,600201,生物股份,bottom_area,2024-06-17,7.52,2024-06-17,7.42,1.3477088948787015,2.560646900269547,32.23744292237443,False,-0.5291,1.5082,1,1,1,100.0,17.76315789473684,17.76315789473684,6.652291105121298,1.3477088948787015,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
18,79.07546385691332,74.12119778625126,605198,安德利,bottom_area,2024-06-17,28.45,2024-06-17,28.27,0.636717368234877,2.4761230986911893,29.99009410599307,False,-1.3181,0.3568,1,1,1,100.0,43.241469816272954,43.241469816272954,7.363282631765124,0.636717368234877,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
19,78.59977600875276,76.99844218271377,300749,顶固集创,confirmed_rebound,2024-06-17,5.27,2024-06-06,5.12,2.92968749999999,9.765625,28.391608391608393,True,-2.0446,2.2215,3,3,3,100.0,14.667363885557775,20.833333333333336,5.07031250000001,2.92968749999999,历史3/3次成功; 当前距低点2.93%; 最新日涨幅-2.04%; 状态confirmed_rebound; 底部已确认
20,78.4328690848392,73.4686152421803,002790,瑞尔特,bottom_area,2024-06-17,10.04,2024-06-17,9.98,0.6012024048096064,4.609218436873738,28.04614275414563,False,-4.381,2.4207,1,1,1,100.0,49.512670565302145,49.512670565302145,7.398797595190394,0.6012024048096064,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
21,77.80873095485315,77.31609741380937,000813,德展健康,confirmed_rebound,2024-06-17,2.26,2024-06-06,2.18,3.6697247706421847,8.715596330275226,29.677419354838708,True,-1.31,0.4382,3,3,3,100.0,25.446612316524458,39.9103139013453,4.330275229357816,3.6697247706421847,历史3/3次成功; 当前距低点3.67%; 最新日涨幅-1.31%; 状态confirmed_rebound; 底部已确认
22,76.46377941033427,77.1569541859082,000701,厦门信达,confirmed_rebound,2024-06-17,3.74,2024-06-06,3.58,4.469273743016763,10.614525139664801,29.388560157790927,True,-0.5319,1.6374,4,4,4,100.0,17.72525978487319,30.161579892280066,3.530726256983237,4.469273743016763,历史4/4次成功; 当前距低点4.47%; 最新日涨幅-0.53%; 状态confirmed_rebound; 底部已确认
23,75.99221447438369,76.50222933662786,600202,哈空调,confirmed_rebound,2024-06-17,3.6,2024-06-06,3.45,4.347826086956519,11.014492753623186,32.4853228962818,True,-3.4853,1.6339,4,4,4,100.0,22.931574273595245,41.50485436893204,3.652173913043481,4.347826086956519,历史4/4次成功; 当前距低点4.35%; 最新日涨幅-3.49%; 状态confirmed_rebound; 底部已确认
24,75.93180917595082,74.33173645546373,603217,元利科技,bottom_area,2024-06-17,14.94,2024-06-06,14.52,2.892561983471074,6.404958677685949,29.37743190661478,False,-0.7309,0.5611,2,2,2,100.0,15.520310633213857,19.81481481481482,5.107438016528926,2.892561983471074,历史2/2次成功; 当前距低点2.89%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
25,75.72017462307117,74.62366364703313,002615,哈尔斯,bottom_area,2024-06-17,6.37,2024-06-06,6.17,3.2414910858995163,7.77957860615884,27.41176470588235,True,-2.1505,2.2364,1,1,1,100.0,28.84012539184954,28.84012539184954,4.758508914100483,3.2414910858995163,历史1/1次成功; 当前距低点3.24%; 最新日涨幅-2.15%; 状态bottom_area; 底部已确认
26,74.14069152333673,73.19622411539613,002562,兄弟科技,confirmed_rebound,2024-06-17,2.79,2024-06-14,2.7,3.3333333333333277,11.111111111111104,32.668329177057345,False,-2.1053,1.6761,2,2,2,100.0,25.033462986000675,33.466135458167344,4.666666666666672,3.3333333333333277,历史2/2次成功; 当前距低点3.33%; 最新日涨幅-2.11%; 状态confirmed_rebound; 底部未确认
27,74.0522815893297,69.19479096339525,605298,必得科技,bottom_area,2024-06-17,8.49,2024-06-17,8.45,0.47337278106509967,3.1952662721893654,28.08510638297873,False,-2.4138,0.5467,1,1,1,100.0,14.753123140987512,14.753123140987512,7.5266272189349,0.47337278106509967,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-2.41%; 状态bottom_area; 底部未确认
28,73.88104949075829,71.74422036082473,002244,滨江集团,bottom_area,2024-06-17,7.87,2024-06-17,7.68,2.4739583333333384,3.2552083333333335,27.20379146919432,False,-1.0063,2.4899,1,1,1,100.0,13.14432989690721,13.14432989690721,5.526041666666662,2.4739583333333384,历史1/1次成功; 当前距低点2.47%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
29,73.73948376996519,73.26078197165154,603017,中衡设计,confirmed_rebound,2024-06-17,9.06,2024-06-06,8.74,3.6613272311212848,8.352402745995429,30.52464228934817,True,-2.0541,2.5849,1,1,1,100.0,36.87423687423689,36.87423687423689,4.338672768878715,3.6613272311212848,历史1/1次成功; 当前距低点3.66%; 最新日涨幅-2.05%; 状态confirmed_rebound; 底部已确认
30,73.19405992662739,72.27989139545443,688357,建龙微纳,confirmed_rebound,2024-06-17,26.25,2024-06-06,25.4,3.346456692913392,8.464566929133866,32.012847965738764,True,-0.7186,0.2488,4,5,4,80.0,21.074261587618047,31.65083135391925,4.653543307086609,3.346456692913392,历史4/5次成功; 当前距低点3.35%; 最新日涨幅-0.72%; 状态confirmed_rebound; 底部已确认
31,73.14233427408998,72.28183622380655,600149,廊坊发展,confirmed_rebound,2024-06-17,3.36,2024-06-06,3.25,3.384615384615381,10.461538461538456,30.851063829787233,True,-2.8902,1.6635,2,2,2,100.0,11.552469358761346,12.401574803149604,4.615384615384619,3.384615384615381,历史2/2次成功; 当前距低点3.38%; 最新日涨幅-2.89%; 状态confirmed_rebound; 底部已确认
32,71.99777579172891,73.12289744439838,688023,安恒信息,confirmed_rebound,2024-06-17,43.83,2024-06-11,41.82,4.806312769010038,9.11047345767576,28.853351480095274,True,-0.7473,1.7837,2,2,2,100.0,33.50156213839389,39.261744966442954,3.1936872309899624,4.806312769010038,历史2/2次成功; 当前距低点4.81%; 最新日涨幅-0.75%; 状态confirmed_rebound; 底部已确认
33,71.87800726703807,72.4031505511438,603177,德创环保,confirmed_rebound,2024-06-17,7.39,2024-06-06,7.08,4.378531073446322,10.59322033898305,31.791907514450873,True,-1.3351,1.229,2,2,2,100.0,24.388179562373107,37.04615384615384,3.621468926553679,4.378531073446322,历史2/2次成功; 当前距低点4.38%; 最新日涨幅-1.34%; 状态confirmed_rebound; 底部已确认
34,71.51235204708857,69.97059404363752,688265,南模生物,bottom_area,2024-06-17,21.53,2024-06-06,20.93,2.8666985188724388,6.688963210702334,28.125000000000007,False,-1.3743,0.262,1,1,1,100.0,8.422939068100368,8.422939068100368,5.133301481127561,2.8666985188724388,历史1/1次成功; 当前距低点2.87%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
35,71.1589577824563,72.3482688188625,688356,键凯科技,confirmed_rebound,2024-06-17,64.92,2024-06-11,61.91,4.861896301082225,10.289129381360047,28.559889222247865,True,-0.658,0.5401,3,3,3,100.0,13.351571964139552,15.625,3.1381036989177753,4.861896301082225,历史3/3次成功; 当前距低点4.86%; 最新日涨幅-0.66%; 状态confirmed_rebound; 底部已确认
36,70.88141012277453,71.62884151246985,002303,美盈森,confirmed_rebound,2024-06-17,2.53,2024-06-06,2.42,4.5454545454545405,8.264462809917363,30.65902578796562,True,-0.7843,1.5225,1,1,1,100.0,38.93805309734515,38.93805309734515,3.4545454545454595,4.5454545454545405,历史1/1次成功; 当前距低点4.55%; 最新日涨幅-0.78%; 状态confirmed_rebound; 底部已确认
37,70.81856914876887,69.69934637159034,000590,古汉医药,confirmed_rebound,2024-06-17,5.53,2024-06-06,5.36,3.1716417910447747,9.328358208955223,31.016731016731008,True,-1.9504,1.573,1,1,1,100.0,11.724137931034493,11.724137931034493,4.828358208955225,3.1716417910447747,历史1/1次成功; 当前距低点3.17%; 最新日涨幅-1.95%; 状态confirmed_rebound; 底部已确认
38,70.44412827042774,71.6341157673276,002853,皮阿诺,confirmed_rebound,2024-06-17,7.32,2024-06-06,6.98,4.871060171919769,9.742120343839538,28.848114169215084,True,-2.6596,1.5167,3,3,3,100.0,9.624370748949842,10.012836970474972,3.128939828080231,4.871060171919769,历史3/3次成功; 当前距低点4.87%; 最新日涨幅-2.66%; 状态confirmed_rebound; 底部已确认
39,70.3219969927192,71.27469617349207,002278,神开股份,confirmed_rebound,2024-06-17,4.01,2024-06-06,3.83,4.699738903394248,11.22715404699738,30.990990990990987,True,-2.4331,2.8063,2,2,2,100.0,22.258606845327712,33.74485596707818,3.300261096605752,4.699738903394248,历史2/2次成功; 当前距低点4.70%; 最新日涨幅-2.43%; 状态confirmed_rebound; 底部已确认
40,69.6933400185701,71.00666666666667,002491,通鼎互联,confirmed_rebound,2024-06-17,3.59,2024-06-06,3.42,4.970760233918127,8.479532163742691,29.48453608247422,False,-0.2778,0.5671,1,1,1,100.0,52.39520958083833,52.39520958083833,3.029239766081873,4.970760233918127,历史1/1次成功; 当前距低点4.97%; 最新日涨幅-0.28%; 状态confirmed_rebound; 底部未确认
41,69.2722437536657,68.60225806451614,600173,卧龙新能,confirmed_rebound,2024-06-17,3.85,2024-06-06,3.72,3.4946236559139754,9.946236559139775,29.545454545454547,True,-3.99,1.1849,1,1,1,100.0,20.000000000000004,20.000000000000004,4.505376344086025,3.4946236559139754,历史1/1次成功; 当前距低点3.49%; 最新日涨幅-3.99%; 状态confirmed_rebound; 底部已确认
42,69.2697797840542,69.1951004176675,001366,播恩集团,confirmed_rebound,2024-06-17,11.86,2024-06-06,11.41,3.9439088518843057,9.55302366345311,30.384380719951192,True,-4.2776,7.1793,2,2,2,100.0,12.028024730987703,15.547445255474459,4.056091148115694,3.9439088518843057,历史2/2次成功; 当前距低点3.94%; 最新日涨幅-4.28%; 状态confirmed_rebound; 底部已确认
43,69.25339828461883,69.17927763001525,000886,海南高速,bottom_area,2024-06-17,4.48,2024-06-06,4.31,3.9443155452436387,5.80046403712297,30.818619582664535,False,-1.7544,1.0557,1,1,1,100.0,17.378048780487816,17.378048780487816,4.055684454756362,3.9443155452436387,历史1/1次成功; 当前距低点3.94%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
44,69.10030091823519,68.44927228406674,688015,交控科技,confirmed_rebound,2024-06-17,18.0,2024-06-07,17.39,3.5077630822311643,8.855664174813107,32.14982442450253,True,-2.2801,1.1046,1,1,1,100.0,9.123505976095615,9.123505976095615,4.492236917768836,3.5077630822311643,历史1/1次成功; 当前距低点3.51%; 最新日涨幅-2.28%; 状态confirmed_rebound; 底部已确认
45,68.41626023719888,69.70998955972891,300364,中文在线,confirmed_rebound,2024-06-17,20.26,2024-06-11,19.3,4.974093264248709,8.186528497409318,28.41246290801187,True,-2.0309,3.9325,6,7,6,85.71428571428571,14.828306770746416,20.7773851590106,3.025906735751291,4.974093264248709,历史6/7次成功; 当前距低点4.97%; 最新日涨幅-2.03%; 状态confirmed_rebound; 底部已确认
46,67.9288667891194,68.44508561666596,300642,透景生命,confirmed_rebound,2024-06-17,11.88,2024-06-06,11.38,4.393673110720562,8.963093145869943,27.28434504792332,True,-2.4631,0.7788,1,1,1,100.0,19.960539296284104,19.960539296284104,3.6063268892794382,4.393673110720562,历史1/1次成功; 当前距低点4.39%; 最新日涨幅-2.46%; 状态confirmed_rebound; 底部已确认
47,67.58732057462157,68.57613534325597,300668,杰恩股份,confirmed_rebound,2024-06-17,14.98,2024-06-06,14.3,4.755244755244753,11.678321678321678,27.48478701825557,True,-0.1333,0.3223,1,1,1,100.0,25.097276264591432,25.097276264591432,3.2447552447552472,4.755244755244753,历史1/1次成功; 当前距低点4.76%; 最新日涨幅-0.13%; 状态confirmed_rebound; 底部已确认
48,66.15853330514447,64.73732323232323,000069,华侨城A,bottom_area,2024-06-17,2.15,2024-06-17,2.09,2.8708133971291896,5.263157894736858,32.58064516129033,False,-1.3761,1.8495,2,3,2,66.66666666666666,19.22640382317801,19.25925925925926,5.129186602870811,2.8708133971291896,历史2/3次成功; 当前距低点2.87%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
49,59.87324179166329,57.28998431700559,000779,甘咨询,bottom_area,2024-06-17,7.15,2024-06-06,7.03,1.7069701280227612,7.254623044096725,27.30093071354705,False,-0.9695,0.855,1,2,1,50.0,17.69825918762089,17.69825918762089,6.293029871977239,1.7069701280227612,历史1/2次成功; 当前距低点1.71%; 最新日涨幅-0.97%; 状态bottom_area; 底部未确认
50,59.50214255421493,56.12353620429198,688092,爱科科技,bottom_area,2024-06-17,22.06,2024-06-17,21.85,0.9610983981693239,1.7848970251716108,32.35294117647058,False,-0.2712,0.764,1,2,1,50.0,42.12279866730127,42.12279866730127,7.038901601830676,0.9610983981693239,历史1/2次成功; 当前距低点0.96%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
