rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.32226747015731,85.7467078432013,300745,欣锐科技,bottom_area,2024-01-10,24.32,2024-01-10,24.05,1.1226611226611207,3.284823284823281,27.777777777777768,False,-1.098,2.0562,4,4,4,100.0,21.862232273487457,36.150000000000006,8.87733887733888,1.1226611226611207,历史4/4次成功; 当前距低点1.12%; 最新日涨幅-1.10%; 状态bottom_area; 底部未确认
12,82.97149553192185,77.95979445952388,601016,节能风电,bottom_area,2024-01-10,2.94,2023-12-27,2.89,1.7301038062283676,5.8823529411764675,29.166666666666664,False,0.0,0.2856,1,1,1,100.0,14.970059880239523,14.970059880239523,8.269896193771634,1.7301038062283676,历史1/1次成功; 当前距低点1.73%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
13,81.93035801548388,77.29731989740935,603259,药明康德,bottom_area,2024-01-10,67.62,2024-01-10,66.33,1.944821347806432,3.090607568219504,28.369330453563713,False,0.3264,0.6614,1,1,1,100.0,14.040390163483993,14.040390163483993,8.055178652193568,1.944821347806432,历史1/1次成功; 当前距低点1.94%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
14,80.96448263056111,74.44302734268918,002095,生意宝,bottom_area,2024-01-10,16.94,2024-01-10,16.84,0.5938242280285121,3.919239904988124,30.240265120132566,False,-3.4758,2.0868,3,3,3,100.0,21.32766979889348,33.84030418250951,9.406175771971489,0.5938242280285121,历史3/3次成功; 当前距低点0.59%; 最新日涨幅-3.48%; 状态bottom_area; 底部未确认
15,78.3626099439984,71.35876306678287,603306,华懋科技,bottom_area,2024-01-10,22.7,2024-01-10,22.68,0.08818342151675297,3.1746031746031695,27.539936102236425,False,-3.157,1.9972,2,2,2,100.0,15.214092837855201,19.519094766619503,9.911816578483247,0.08818342151675297,历史2/2次成功; 当前距低点0.09%; 最新日涨幅-3.16%; 状态bottom_area; 底部未确认
16,78.17732325291846,72.28228147630625,002284,亚太股份,bottom_area,2024-01-10,7.97,2024-01-10,7.9,0.8860759493670809,2.278481012658224,30.457746478873233,False,-0.9938,0.9422,2,2,2,100.0,19.744809897113992,27.214170692431566,9.113924050632919,0.8860759493670809,历史2/2次成功; 当前距低点0.89%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
17,77.99135312804756,71.4297802876687,601628,中国人寿,bottom_area,2024-01-10,25.8,2024-01-10,25.7,0.3891050583657643,2.373540856031126,32.96817944705269,False,-2.1244,0.0672,1,1,1,100.0,25.736235595390532,25.736235595390532,9.610894941634236,0.3891050583657643,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
18,77.40666012672187,74.49176497550638,601933,永辉超市,bottom_area,2024-01-10,2.76,2024-01-10,2.68,2.9850746268656576,3.731343283582076,32.83208020050125,False,1.4706,0.434,1,1,1,100.0,11.70825335892515,11.70825335892515,7.014925373134343,2.9850746268656576,历史1/1次成功; 当前距低点2.99%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
19,76.97832527540932,71.06566218187713,002413,雷科防务,bottom_area,2024-01-10,5.0,2024-01-10,4.96,0.8064516129032264,2.6209677419354818,27.906976744186046,False,-2.1526,1.3402,1,1,1,100.0,28.894472361809044,28.894472361809044,9.193548387096774,0.8064516129032264,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-2.15%; 状态bottom_area; 底部未确认
20,76.82788913266852,74.87687204419305,600178,东安动力,bottom_area,2024-01-10,12.78,2024-01-10,12.33,3.6496350364963446,3.974047039740472,29.903354178510515,False,-0.1563,6.1978,2,2,2,100.0,27.731397459165148,36.84210526315788,6.350364963503656,3.6496350364963446,历史2/2次成功; 当前距低点3.65%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
21,76.47460724299967,70.00309783850479,002195,岩山科技,bottom_area,2024-01-10,2.78,2024-01-10,2.77,0.36101083032490205,2.5270758122743624,28.97435897435897,False,-2.1127,1.2117,1,1,1,100.0,17.72151898734177,17.72151898734177,9.638989169675098,0.36101083032490205,历史1/1次成功; 当前距低点0.36%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
22,76.35666219156954,69.75169926226954,301509,金凯生科,bottom_area,2024-01-10,59.35,2024-01-10,59.2,0.25337837837837596,2.770270270270271,29.69956062225388,False,-1.6244,4.14,1,1,1,100.0,15.05054819877544,15.05054819877544,9.746621621621625,0.25337837837837596,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
23,76.03294801062063,70.19289882812096,002355,兴民智通,bottom_area,2024-01-10,5.0,2024-01-10,4.96,0.8064516129032264,2.217741935483877,28.427128427128423,False,-1.7682,2.1901,4,5,4,80.0,17.535529599679155,21.138211382113823,9.193548387096774,0.8064516129032264,历史4/5次成功; 当前距低点0.81%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
24,75.65012612882884,69.71340180546586,600981,苏豪汇鸿,bottom_area,2024-01-10,2.83,2024-01-10,2.81,0.7117437722419936,1.7793594306049758,27.948717948717945,False,-1.049,1.0986,1,1,1,100.0,20.463320463320475,20.463320463320475,9.288256227758007,0.7117437722419936,历史1/1次成功; 当前距低点0.71%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
25,75.5981425138169,72.15418018018018,300466,赛摩智能,bottom_area,2024-01-10,6.83,2023-12-26,6.66,2.5525525525525516,9.459459459459458,28.387096774193555,True,-4.073,3.2854,1,1,1,100.0,17.33333333333334,17.33333333333334,7.447447447447448,2.5525525525525516,历史1/1次成功; 当前距低点2.55%; 最新日涨幅-4.07%; 状态bottom_area; 底部已确认
26,75.29434057977315,69.65388972688918,600006,东风股份,bottom_area,2024-01-10,5.52,2024-01-10,5.47,0.9140767824497225,2.193784277879344,27.645502645502646,False,-0.8977,0.5074,1,1,1,100.0,22.6235741444867,22.6235741444867,9.085923217550278,0.9140767824497225,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
27,74.85309688581317,68.04826989619379,002632,道明光学,bottom_area,2024-01-10,8.04,2024-01-10,8.04,0.0,4.72636815920399,31.105398457583554,False,-6.6202,7.7783,1,1,1,100.0,25.259515570934255,25.259515570934255,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-6.62%; 状态bottom_area; 底部未确认
28,74.58446573057708,68.92241811009131,603186,华正新材,bottom_area,2024-01-10,30.59,2024-01-10,30.33,0.8572370590174797,2.8684470820969374,30.911161731207294,False,-0.907,1.056,1,1,1,100.0,17.994186046511643,17.994186046511643,9.142762940982522,0.8572370590174797,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
29,74.44683172269505,68.43192213980183,001236,弘业期货,bottom_area,2024-01-10,10.41,2024-01-10,10.35,0.5797101449275411,2.608695652173909,28.025034770514612,False,-1.4205,1.2716,1,1,1,100.0,11.955168119551693,11.955168119551693,9.42028985507246,0.5797101449275411,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
30,73.75892878352442,67.99661314638742,301488,豪恩汽电,bottom_area,2024-01-10,63.32,2024-01-10,62.86,0.7317849188673256,3.802099904549794,30.0,False,-2.9579,5.9478,1,1,1,100.0,11.478939577445836,11.478939577445836,9.268215081132675,0.7317849188673256,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
31,73.7166742818245,67.99639096867494,300413,芒果超媒,bottom_area,2024-01-10,22.49,2024-01-10,22.32,0.761648745519705,3.046594982078852,28.735632183908045,False,-2.7249,1.7191,1,1,1,100.0,11.843817787418656,11.843817787418656,9.238351254480296,0.761648745519705,历史1/1次成功; 当前距低点0.76%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
32,71.70923094431645,68.342193754963,300601,康泰生物,bottom_area,2024-01-10,25.25,2024-01-09,24.64,2.4756493506493484,6.006493506493507,27.911059098888234,False,1.8145,2.3788,2,3,2,66.66666666666666,11.290363482671175,11.580726965342352,7.524350649350653,2.4756493506493484,历史2/3次成功; 当前距低点2.48%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
33,70.70594347951806,69.46299070558089,002594,比亚迪,bottom_area,2024-01-10,190.29,2023-12-21,182.85,4.068908941755536,9.269893355209199,27.15139442231076,True,-1.3326,0.6131,1,1,1,100.0,11.237113402061862,11.237113402061862,5.931091058244464,4.068908941755536,历史1/1次成功; 当前距低点4.07%; 最新日涨幅-1.33%; 状态bottom_area; 底部已确认
34,69.94108222938299,65.11755931701175,688111,金山办公,bottom_area,2024-01-10,251.1,2024-01-10,248.0,1.2499999999999976,3.8306451612903225,29.541451218819255,False,-2.0556,0.6535,2,4,2,50.0,20.84709310221366,27.68058076225045,8.750000000000002,1.2499999999999976,历史2/4次成功; 当前距低点1.25%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
35,68.19811338994442,63.816670350925655,601777,千里科技,bottom_area,2024-01-10,3.35,2024-01-08,3.3,1.5151515151515234,2.4242424242424265,28.41648590021693,False,0.0,0.2427,1,2,1,50.0,27.96352583586626,27.96352583586626,8.484848484848477,1.5151515151515234,历史1/2次成功; 当前距低点1.52%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
36,68.01295568504362,61.87516649433151,300678,中科信息,bottom_area,2024-01-10,26.13,2024-01-10,26.12,0.03828483920366772,4.32618683001531,29.09880564603692,False,-4.0397,2.374,2,3,2,66.66666666666666,19.170910005640856,24.552238805970156,9.961715160796333,0.03828483920366772,历史2/3次成功; 当前距低点0.04%; 最新日涨幅-4.04%; 状态bottom_area; 底部未确认
37,67.95215408192371,62.28524021283807,603286,日盈电子,bottom_area,2024-01-10,23.29,2024-01-10,23.19,0.43122035360068073,2.630444156964206,31.105169340463444,False,-1.8955,2.8873,2,3,2,66.66666666666666,15.97718253968253,16.874999999999986,9.568779646399319,0.43122035360068073,历史2/3次成功; 当前距低点0.43%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
38,67.91934620843084,62.4341662085208,605218,伟时电子,bottom_area,2024-01-10,20.75,2024-01-10,20.63,0.5816771691711149,4.750363548230734,29.373502225265323,False,-5.2944,5.9419,2,3,2,66.66666666666666,28.83722305142083,42.36874236874236,9.418322830828886,0.5816771691711149,历史2/3次成功; 当前距低点0.58%; 最新日涨幅-5.29%; 状态bottom_area; 底部未确认
39,66.48482779497246,61.01915930508319,002660,茂硕电源,bottom_area,2024-01-10,10.07,2024-01-10,10.02,0.49900199600799117,3.9920159680638756,31.275720164609055,False,-4.0038,9.9864,2,3,2,66.66666666666666,20.21622144792876,24.71428571428572,9.50099800399201,0.49900199600799117,历史2/3次成功; 当前距低点0.50%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
40,58.22970492080541,54.578939722008826,605118,力鼎光电,bottom_area,2024-01-10,20.93,2024-01-10,20.6,1.6019417475728073,6.7961165048543615,29.62077212162623,False,-4.9069,4.1088,1,2,1,50.0,12.050359712230225,12.050359712230225,8.398058252427193,1.6019417475728073,历史1/2次成功; 当前距低点1.60%; 最新日涨幅-4.91%; 状态bottom_area; 底部未确认
41,57.31725596048285,56.46671135430916,000058,深赛格,bottom_area,2024-01-10,7.17,2024-01-09,6.88,4.215116279069768,8.575581395348836,27.426160337552748,True,-2.0492,2.5599,1,2,1,50.0,34.82352941176472,34.82352941176472,5.784883720930233,4.215116279069768,历史1/2次成功; 当前距低点4.22%; 最新日涨幅-2.05%; 状态bottom_area; 底部已确认
42,57.188821818489274,52.88489179476626,300451,创业慧康,bottom_area,2024-01-10,5.64,2024-01-10,5.59,0.8944543828264727,3.220035778175308,29.773869346733672,False,-2.5907,2.4075,1,2,1,50.0,23.89380530973452,23.89380530973452,9.105545617173528,0.8944543828264727,历史1/2次成功; 当前距低点0.89%; 最新日涨幅-2.59%; 状态bottom_area; 底部未确认
43,57.178799944337904,52.78529348095318,600986,浙文互联,bottom_area,2024-01-10,5.01,2024-01-10,4.97,0.8048289738430591,2.4144869215291775,30.489510489510497,False,-1.7647,1.7716,1,2,1,50.0,22.25969645868466,22.25969645868466,9.195171026156942,0.8048289738430591,历史1/2次成功; 当前距低点0.80%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
44,55.60636702401688,50.71983609443149,301360,荣旗科技,confirmed_rebound,2024-01-10,68.92,2024-01-10,68.8,0.1744186046511694,12.543604651162804,30.32205792991695,False,-12.527,12.9925,1,2,1,50.0,23.857583403420236,23.857583403420236,9.82558139534883,0.1744186046511694,历史1/2次成功; 当前距低点0.17%; 最新日涨幅-12.53%; 状态confirmed_rebound; 底部未确认
45,53.739244845364745,48.9388714659064,002324,普利特,confirmed_rebound,2024-01-10,10.99,2024-01-09,10.98,0.09107468123861373,12.477231329690339,28.608582574772434,False,-4.1012,2.6631,1,2,1,50.0,13.260869565217392,13.260869565217392,9.908925318761387,0.09107468123861373,历史1/2次成功; 当前距低点0.09%; 最新日涨幅-4.10%; 状态confirmed_rebound; 底部未确认
46,49.40123547400612,44.91021406727829,605178,时空科技,bottom_area,2024-01-10,21.41,2024-01-10,21.41,0.0,4.156936011209718,29.803278688524586,False,-3.166,6.758,1,3,1,33.33333333333333,11.97247706422018,11.97247706422018,10.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
