rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.16077076864825,69.30064230720687,000430,张家界,bottom_area,2025-04-23,6.95,2025-04-23,6.95,0.0,0.0,31.119920713577798,False,-5.0546,0.3745,3,4,3,75.0,36.15936724304767,53.99999999999999,20.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-5.05%; 状态bottom_area; 底部未确认
2,77.51390845824052,68.19652337202189,603169,兰石重装,bottom_area,2025-04-23,7.29,2025-04-22,7.08,2.9661016949152534,7.203389830508472,27.755102040816332,False,0.2751,9.9431,2,4,2,50.0,35.96363030337994,49.872122762148344,17.033898305084747,2.9661016949152534,历史2/4次成功; 当前距低点2.97%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
3,66.1,55.08333333333333,002693,双成药业,bottom_area,2025-04-23,9.57,2025-04-23,9.57,0.0,0.0,29.21597633136094,False,-9.9718,2.8816,3,9,3,33.33333333333333,59.74209192291882,102.85714285714285,20.0,0.0,历史3/9次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
