rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,76.5322907277749,71.75564208146623,605069,正和生态,bottom_area,2022-08-22,10.84,2022-08-22,10.77,0.6499535747446638,1.9498607242339914,27.57229320780094,False,0.0,1.6718,1,1,1,100.0,8.212560386473426,8.212560386473426,7.350046425255337,0.6499535747446638,历史1/1次成功; 当前距低点0.65%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,74.77218545714715,75.27943582571679,603180,金牌家居,bottom_area,2022-08-22,24.22,2022-08-10,23.21,4.3515725980180875,5.342524773804388,27.15003138731952,False,2.8014,1.4583,2,2,2,100.0,16.0269965010647,23.744619799139173,3.648427401981913,4.3515725980180875,历史2/2次成功; 当前距低点4.35%; 最新日涨幅2.80%; 状态bottom_area; 底部未确认
3,73.9169484175488,69.67497217068643,002110,三钢闽光,bottom_area,2022-08-22,5.44,2022-08-03,5.39,0.9276437847866551,3.710575139146571,27.456258411843876,False,-0.5484,0.438,1,1,1,100.0,22.90322580645161,22.90322580645161,7.072356215213345,0.9276437847866551,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
4,72.25860508367211,72.17443664443664,000761,本钢板材,confirmed_rebound,2022-08-22,3.43,2022-07-15,3.3,3.9393939393939497,8.484848484848492,31.818181818181817,True,0.8824,0.2324,1,1,1,100.0,11.969111969111971,11.969111969111971,4.060606060606051,3.9393939393939497,历史1/1次成功; 当前距低点3.94%; 最新日涨幅0.88%; 状态confirmed_rebound; 底部已确认
5,71.22145534678548,71.90181662235182,600248,陕建股份,bottom_area,2022-08-22,4.65,2022-08-03,4.45,4.494382022471914,5.393258426966296,28.2258064516129,False,1.087,0.9619,1,1,1,100.0,16.28498727735369,16.28498727735369,3.505617977528086,4.494382022471914,历史1/1次成功; 当前距低点4.49%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
