rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.40151609200154,78.26885091629521,000803,山高环能,bottom_area,2025-12-01,6.83,2025-11-28,6.73,1.4858841010401134,3.417533432392266,29.822732012513033,False,-0.7267,2.1804,1,1,1,100.0,36.1111111111111,36.1111111111111,18.514115898959886,1.4858841010401134,历史1/1次成功; 当前距低点1.49%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
2,91.03152773623563,78.90173430291658,603366,日出东方,bottom_area,2025-12-01,9.51,2025-11-28,9.31,2.148227712137479,2.900107411385602,30.522388059701488,False,0.1053,2.8976,1,1,1,100.0,25.15964240102172,25.15964240102172,17.851772287862524,2.148227712137479,历史1/1次成功; 当前距低点2.15%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
3,89.50365638920799,76.73718741979889,600506,统一股份,bottom_area,2025-12-01,25.51,2025-11-28,25.12,1.5525477707006392,4.657643312101904,31.17808219178082,False,-1.8469,11.0876,1,1,1,100.0,28.69352869352869,28.69352869352869,18.447452229299362,1.5525477707006392,历史1/1次成功; 当前距低点1.55%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
4,87.26516680307363,78.4691633906061,603178,圣龙股份,bottom_area,2025-12-01,18.52,2025-11-24,17.78,4.161979752530924,4.668166479190091,27.694184627897517,False,0.6522,0.9462,1,1,1,100.0,47.51869476546566,47.51869476546566,15.838020247469075,4.161979752530924,历史1/1次成功; 当前距低点4.16%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
5,84.6588747239828,74.57894193971036,600550,保变电气,bottom_area,2025-12-01,9.5,2025-11-28,9.22,3.036876355748366,4.121475054229924,29.076923076923073,False,-0.1052,2.8036,1,1,1,100.0,35.285053929121716,35.285053929121716,16.963123644251635,3.036876355748366,历史1/1次成功; 当前距低点3.04%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
6,83.73115583066271,74.71644749021004,688766,普冉股份,bottom_area,2025-12-01,124.49,2025-11-21,120.0,3.7416666666666627,7.816666666666664,28.22966507177033,False,0.0,0.0,1,1,1,100.0,22.190577904355056,22.190577904355056,16.25833333333334,3.7416666666666627,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
7,81.98966151629588,74.56552846480054,300072,海新能科,bottom_area,2025-12-01,4.6,2025-11-24,4.39,4.783599088838268,7.972665148063794,31.29890453834116,True,-1.4989,2.4492,1,1,1,100.0,47.4308300395257,47.4308300395257,15.216400911161731,4.783599088838268,历史1/1次成功; 当前距低点4.78%; 最新日涨幅-1.50%; 状态bottom_area; 底部已确认
8,80.97656011485542,73.87146275349403,300687,赛意信息,bottom_area,2025-12-01,23.31,2025-11-24,22.21,4.952723998199,9.14002701485816,27.251883393383558,True,0.7347,1.993,1,1,1,100.0,23.299319727891156,23.299319727891156,15.047276001801002,4.952723998199,历史1/1次成功; 当前距低点4.95%; 最新日涨幅0.73%; 状态bottom_area; 底部已确认
9,80.62809192518704,73.19081416303064,003038,鑫铂股份,bottom_area,2025-12-01,16.1,2025-11-24,15.38,4.681404421326402,5.7867360208062335,28.76331635016211,False,1.0038,2.1034,1,1,1,100.0,25.507614213197975,25.507614213197975,15.3185955786736,4.681404421326402,历史1/1次成功; 当前距低点4.68%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
10,77.25702350739816,69.57930688554492,002309,中利集团,bottom_area,2025-12-01,3.19,2025-11-21,3.06,4.248366013071892,6.862745098039215,29.49308755760368,False,-0.9317,2.5471,1,1,1,100.0,23.25581395348837,23.25581395348837,15.751633986928109,4.248366013071892,历史1/1次成功; 当前距低点4.25%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
11,68.20130330566124,59.15019152451653,300730,科创信息,bottom_area,2025-12-01,13.58,2025-11-24,13.29,2.182091798344627,8.803611738148998,31.84615384615385,True,-1.1645,4.4323,1,2,1,50.0,24.329896907216508,24.329896907216508,17.817908201655374,2.182091798344627,历史1/2次成功; 当前距低点2.18%; 最新日涨幅-1.16%; 状态bottom_area; 底部已确认
