rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.57907864602295,79.36299465240644,002663,普邦股份,bottom_area,2022-05-27,1.91,2022-05-25,1.87,2.13903743315507,4.812834224598923,28.897338403041818,False,-0.5208,3.2423,1,1,1,100.0,66.45569620253163,66.45569620253163,17.860962566844933,2.13903743315507,历史1/1次成功; 当前距低点2.14%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
2,87.74891082063142,76.17893263426352,688188,柏楚电子,bottom_area,2022-05-27,207.56,2022-05-26,203.02,2.2362328834597536,4.871441237316514,30.629399302945398,False,-0.9166,0.5585,1,1,1,100.0,34.07281509974057,34.07281509974057,17.763767116540247,2.2362328834597536,历史1/1次成功; 当前距低点2.24%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
3,72.73130613047108,64.88656061908857,605117,德业股份,bottom_area,2022-05-27,193.02,2022-05-26,186.08,3.729578675838348,7.480653482373166,30.567164179104473,False,-0.2171,2.5442,2,4,2,50.0,51.93428382351709,59.18895599654874,16.270421324161653,3.729578675838348,历史2/4次成功; 当前距低点3.73%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
4,67.85091508420244,58.33277673713816,002690,美亚光电,bottom_area,2022-05-27,17.92,2022-05-25,17.62,1.702610669693534,5.732122587968206,29.57633892885691,False,-2.2368,0.7119,1,2,1,50.0,23.25123152709359,23.25123152709359,18.29738933030647,1.702610669693534,历史1/2次成功; 当前距低点1.70%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
5,67.16880683814958,56.774674180490535,000753,漳州发展,bottom_area,2022-05-27,3.9,2022-05-27,3.87,0.7751937984496073,4.134366925064603,28.33333333333334,False,-2.5,9.3713,1,2,1,50.0,43.344709897610926,43.344709897610926,19.224806201550393,0.7751937984496073,历史1/2次成功; 当前距低点0.78%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
