rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.33003824422137,83.98067037432924,300354,东华测试,bottom_area,2024-01-31,36.59,2024-01-31,35.75,2.3496503496503593,6.797202797202797,30.352620300019478,False,1.0494,3.5391,2,2,2,100.0,38.26813533081753,39.34343434343434,7.650349650349641,2.3496503496503593,历史2/2次成功; 当前距低点2.35%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
2,87.64684304455137,82.18086024674463,605111,新洁能,bottom_area,2024-01-31,30.1,2024-01-31,29.62,1.620526671168131,9.250506414584734,29.274116523400195,False,-5.4054,3.7497,4,4,4,100.0,19.008930414021304,36.800373134328346,8.37947332883187,1.620526671168131,历史4/4次成功; 当前距低点1.62%; 最新日涨幅-5.41%; 状态bottom_area; 底部未确认
3,87.4172981922681,81.34893040030953,603212,赛伍技术,bottom_area,2024-01-31,12.4,2024-01-31,12.25,1.2244897959183703,8.408163265306118,29.919908466819223,False,-4.321,3.1047,3,3,3,100.0,26.348210403244153,32.01038575667657,8.77551020408163,1.2244897959183703,历史3/3次成功; 当前距低点1.22%; 最新日涨幅-4.32%; 状态bottom_area; 底部未确认
4,87.15237973353341,81.06452967861748,002178,延华智能,confirmed_rebound,2024-01-31,5.06,2024-01-31,5.0,1.1999999999999922,11.999999999999993,30.555555555555557,False,-6.814,9.2145,4,4,4,100.0,18.067363863534723,29.076086956521735,8.800000000000008,1.1999999999999922,历史4/4次成功; 当前距低点1.20%; 最新日涨幅-6.81%; 状态confirmed_rebound; 底部未确认
5,85.85229706312958,80.12582805631322,688017,绿的谐波,bottom_area,2024-01-31,107.46,2024-01-30,106.0,1.3773584905660319,9.999999999999995,31.3915857605178,True,-1.7733,1.2194,2,2,2,100.0,18.90433018711707,22.08643815201191,8.622641509433969,1.3773584905660319,历史2/2次成功; 当前距低点1.38%; 最新日涨幅-1.77%; 状态bottom_area; 底部已确认
6,85.08128208475704,80.26536045731794,002050,三花智控,bottom_area,2024-01-31,21.0,2024-01-31,20.6,1.941747572815527,5.339805825242708,30.050933786078094,False,1.8923,1.526,2,2,2,100.0,13.293252276007243,13.890426120641935,8.058252427184472,1.941747572815527,历史2/2次成功; 当前距低点1.94%; 最新日涨幅1.89%; 状态bottom_area; 底部未确认
7,84.3077248804033,78.78876540215414,600078,澄星股份,bottom_area,2024-01-31,6.31,2024-01-31,6.22,1.4469453376205765,8.038585209003216,27.080890973036343,False,-2.7735,0.9916,2,2,2,100.0,21.76236974155405,30.647709320695093,8.553054662379424,1.4469453376205765,历史2/2次成功; 当前距低点1.45%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
8,83.3756945025873,79.61095937549318,000887,中鼎股份,bottom_area,2024-01-31,9.96,2024-01-31,9.71,2.5746652935118433,3.2955715756951443,28.339483394833948,False,0.6061,1.3998,2,2,2,100.0,17.53331314354936,23.84615384615385,7.425334706488157,2.5746652935118433,历史2/2次成功; 当前距低点2.57%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
9,82.23768955590985,79.24020411931284,300661,圣邦股份,bottom_area,2024-01-31,62.15,2024-01-31,60.31,3.050903664400591,5.9194163488642015,32.6145251396648,False,2.6424,1.211,2,2,2,100.0,21.377765990033247,31.832606108687024,6.9490963355994095,3.050903664400591,历史2/2次成功; 当前距低点3.05%; 最新日涨幅2.64%; 状态bottom_area; 底部未确认
10,82.18821802584168,74.94010476782827,002837,英维克,bottom_area,2024-01-31,19.2,2024-01-31,19.17,0.15649452269169317,6.572769953051632,31.68210976478973,False,-6.0665,2.8706,3,3,3,100.0,18.639313330996423,24.517374517374524,9.843505477308307,0.15649452269169317,历史3/3次成功; 当前距低点0.16%; 最新日涨幅-6.07%; 状态bottom_area; 底部未确认
11,81.7866366257847,75.91958952206986,000936,华西股份,bottom_area,2024-01-31,6.47,2024-01-31,6.4,1.0937499999999907,9.062500000000002,31.623931623931618,False,-7.9659,4.8037,2,2,2,100.0,12.222255494999095,13.427561837455826,8.90625000000001,1.0937499999999907,历史2/2次成功; 当前距低点1.09%; 最新日涨幅-7.97%; 状态bottom_area; 底部未确认
12,81.59810487770356,75.94254363860067,002304,洋河股份,bottom_area,2024-01-31,91.31,2024-01-31,90.2,1.2305986696230593,3.037694013303764,29.3546365914787,False,-1.3931,0.4248,1,1,1,100.0,20.474777448071226,20.474777448071226,8.769401330376942,1.2305986696230593,历史1/1次成功; 当前距低点1.23%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
13,80.92625648614941,74.33415368507244,601865,福莱特,bottom_area,2024-01-31,20.41,2024-01-31,20.3,0.5418719211822632,5.123152709359601,27.75800711743772,False,-1.875,0.6457,2,2,2,100.0,26.557105727784926,39.24894003634159,9.458128078817737,0.5418719211822632,历史2/2次成功; 当前距低点0.54%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
14,80.35079435864826,75.49066524653713,603035,常熟汽饰,bottom_area,2024-01-31,13.56,2024-01-31,13.33,1.725431357839463,6.076519129782449,30.245944531658814,False,-2.446,1.8099,1,1,1,100.0,24.111014744145717,24.111014744145717,8.274568642160537,1.725431357839463,历史1/1次成功; 当前距低点1.73%; 最新日涨幅-2.45%; 状态bottom_area; 底部未确认
15,78.8028068421548,72.49380576399768,002803,吉宏股份,bottom_area,2024-01-31,14.57,2024-01-31,14.48,0.6215469613259659,6.629834254143639,30.551558752997604,False,-4.0184,4.5327,2,2,2,100.0,27.854477611940297,41.25000000000001,9.378453038674035,0.6215469613259659,历史2/2次成功; 当前距低点0.62%; 最新日涨幅-4.02%; 状态bottom_area; 底部未确认
16,78.47155468026347,73.2245443833464,600201,生物股份,bottom_area,2024-01-31,8.15,2024-01-31,8.04,1.3681592039801147,5.5970149253731485,27.107887579329105,False,-3.5503,1.5969,1,1,1,100.0,17.76315789473684,17.76315789473684,8.631840796019885,1.3681592039801147,历史1/1次成功; 当前距低点1.37%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
