rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.33003824422137,83.98067037432924,300354,东华测试,bottom_area,2024-01-31,36.59,2024-01-31,35.75,2.3496503496503593,6.797202797202797,30.352620300019478,False,1.0494,3.5391,2,2,2,100.0,38.26813533081753,39.34343434343434,7.650349650349641,2.3496503496503593,历史2/2次成功; 当前距低点2.35%; 最新日涨幅1.05%; 状态bottom_area; 底部未确认
17,78.01942087514182,71.17251462338798,688213,思特威,bottom_area,2024-01-31,38.7,2024-01-31,38.63,0.18120631633445583,9.163862283199583,30.20776874435411,False,-7.0828,1.4139,1,1,1,100.0,32.01970443349754,32.01970443349754,9.818793683665545,0.18120631633445583,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-7.08%; 状态bottom_area; 底部未确认
18,76.73169646383869,72.99395649812162,605117,德业股份,confirmed_rebound,2024-01-31,67.57,2024-01-30,66.0,2.3787878787878682,12.57575757575757,28.940568475452196,True,-4.831,7.3475,6,8,6,75.0,34.09996162235458,60.22338317420285,7.621212121212133,2.3787878787878682,历史6/8次成功; 当前距低点2.38%; 最新日涨幅-4.83%; 状态confirmed_rebound; 底部已确认
19,76.72338397103495,69.74853088275904,600375,汉马科技,bottom_area,2024-01-31,4.29,2024-01-31,4.29,0.0,0.0,30.130293159609117,False,-10.0629,0.342,2,2,2,100.0,17.73403700408087,22.073578595317713,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态bottom_area; 底部未确认
20,76.22511749248241,70.03562244605097,603259,药明康德,bottom_area,2024-01-31,54.2,2024-01-31,53.9,0.5565862708719931,4.9165120593692,28.49562218094985,False,-4.6614,2.5601,2,2,2,100.0,13.842145933543593,14.040390163483993,9.443413729128007,0.5565862708719931,历史2/2次成功; 当前距低点0.56%; 最新日涨幅-4.66%; 状态bottom_area; 底部未确认
21,76.06214285714286,69.14740259740259,300427,红相股份,bottom_area,2024-01-31,3.78,2024-01-31,3.78,0.0,8.465608465608462,31.891891891891895,False,-19.9153,3.3089,1,1,1,100.0,31.168831168831172,31.168831168831172,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-19.92%; 状态bottom_area; 底部未确认
22,74.98639244437274,68.483225363824,002384,东山精密,bottom_area,2024-01-31,12.5,2024-01-31,12.47,0.24057738572573667,6.495589414595017,31.74603174603174,False,-5.6604,3.1418,1,1,1,100.0,18.28893442622951,18.28893442622951,9.759422614274264,0.24057738572573667,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-5.66%; 状态bottom_area; 底部未确认
23,74.77262140411514,70.53355476286683,300663,科蓝软件,confirmed_rebound,2024-01-31,10.0,2024-01-31,9.81,1.9367991845056012,12.7420998980632,27.920646583394554,False,-12.6638,8.7318,1,1,1,100.0,20.480951094298856,20.480951094298856,8.0632008154944,1.9367991845056012,历史1/1次成功; 当前距低点1.94%; 最新日涨幅-12.66%; 状态confirmed_rebound; 底部未确认
24,74.46167010741722,68.39442291347952,600366,宁波韵升,bottom_area,2024-01-31,5.58,2024-01-31,5.55,0.5405405405405451,9.369369369369378,29.29936305732484,False,-7.0,1.8106,1,1,1,100.0,21.488469601677156,21.488469601677156,9.459459459459456,0.5405405405405451,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-7.00%; 状态bottom_area; 底部未确认
25,73.79483265360611,67.4500780582378,603290,斯达半导,bottom_area,2024-01-31,127.4,2024-01-31,127.04,0.2833753148614605,6.092569269521406,28.60915987636976,False,-4.6193,1.5758,3,4,3,75.0,17.42566546302117,23.2822670787034,9.716624685138541,0.2833753148614605,历史3/4次成功; 当前距低点0.28%; 最新日涨幅-4.62%; 状态bottom_area; 底部未确认
26,73.38914045247867,66.99047708922332,002824,和胜股份,bottom_area,2024-01-31,14.05,2024-01-31,14.02,0.2139800285306786,7.132667617689016,32.270531400966185,False,-5.4509,1.5863,3,4,3,75.0,14.104040614372417,19.06976744186047,9.786019971469322,0.2139800285306786,历史3/4次成功; 当前距低点0.21%; 最新日涨幅-5.45%; 状态bottom_area; 底部未确认
27,73.18629046249663,70.49754681647302,300423,昇辉科技,confirmed_rebound,2024-01-31,6.45,2024-01-31,6.26,3.0351437699680575,10.86261980830672,32.97644539614561,False,-9.6639,4.9466,2,2,2,100.0,17.084272107527923,23.28482328482329,6.964856230031943,3.0351437699680575,历史2/2次成功; 当前距低点3.04%; 最新日涨幅-9.66%; 状态confirmed_rebound; 底部未确认
28,73.04461193075512,67.17794105991211,300681,英搏尔,confirmed_rebound,2024-01-31,13.26,2024-01-31,13.18,0.6069802731411235,10.470409711684377,31.88630490956073,False,-7.6602,4.0517,4,5,4,80.0,19.31105420792409,27.487589035182385,9.393019726858878,0.6069802731411235,历史4/5次成功; 当前距低点0.61%; 最新日涨幅-7.66%; 状态confirmed_rebound; 底部未确认
29,72.41608597285068,65.83280542986425,600207,安彩高科,bottom_area,2024-01-31,3.75,2024-01-31,3.75,0.0,8.800000000000002,29.906542056074763,False,-10.0719,4.5433,1,1,1,100.0,13.348416289592757,13.348416289592757,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.07%; 状态bottom_area; 底部未确认
30,71.01922725190735,65.61559039578395,688261,东微半导,bottom_area,2024-01-31,59.5,2024-01-31,59.0,0.847457627118644,7.813559322033897,28.41543314729435,False,-5.3603,1.7842,1,1,1,100.0,10.31071927749703,10.31071927749703,9.152542372881356,0.847457627118644,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-5.36%; 状态bottom_area; 底部未确认
31,70.79524738037574,70.29883193844142,688196,卓越新能,bottom_area,2024-01-31,30.73,2024-01-24,29.37,4.630575417092269,9.976166155941424,31.31431244153414,True,-3.1516,0.9317,2,2,2,100.0,16.16421445920315,19.41979522184301,5.369424582907732,4.630575417092269,历史2/2次成功; 当前距低点4.63%; 最新日涨幅-3.15%; 状态bottom_area; 底部已确认
32,66.31691232630533,60.288102114823026,000020,深华发A,bottom_area,2024-01-31,15.19,2024-01-31,15.19,0.0,2.4358130348913827,27.076332213154103,False,-10.0118,6.6678,2,3,2,66.66666666666666,22.427072301915857,23.076923076923073,10.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
33,65.18325342664423,60.39099081297422,300357,我武生物,bottom_area,2024-01-31,21.36,2024-01-31,21.15,0.9929078014184437,5.011820330969279,27.31958762886599,False,-2.9532,0.8715,2,3,2,66.66666666666666,12.678246954524772,13.65142478462557,9.007092198581557,0.9929078014184437,历史2/3次成功; 当前距低点0.99%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
34,64.5010755735889,63.79821389508374,300405,科隆股份,confirmed_rebound,2024-01-31,5.9,2024-01-31,5.65,4.424778761061947,18.93805309734512,32.33532934131736,False,-10.6061,17.7324,1,1,1,100.0,14.767255216693417,14.767255216693417,5.575221238938053,4.424778761061947,历史1/1次成功; 当前距低点4.42%; 最新日涨幅-10.61%; 状态confirmed_rebound; 底部未确认
35,62.490535637459324,58.34558535143712,688228,开普云,bottom_area,2024-01-31,42.06,2024-01-31,41.48,1.3982642237222889,9.860173577627782,29.932432432432442,False,-7.8238,3.9136,1,2,1,50.0,29.80445043830074,29.80445043830074,8.601735776277712,1.3982642237222889,历史1/2次成功; 当前距低点1.40%; 最新日涨幅-7.82%; 状态bottom_area; 底部未确认
36,62.30668966190951,57.155931591434374,300566,激智科技,bottom_area,2024-01-31,12.75,2024-01-31,12.69,0.47281323877068954,7.092198581560287,27.89772727272728,False,-5.2749,2.4562,2,4,2,50.0,18.569600945330908,23.495850622406625,9.527186761229311,0.47281323877068954,历史2/4次成功; 当前距低点0.47%; 最新日涨幅-5.27%; 状态bottom_area; 底部未确认
37,57.18166666666667,51.983333333333334,002767,先锋电子,bottom_area,2024-01-31,12.64,2024-01-31,12.64,0.0,4.6677215189873404,30.358126721763078,False,-9.9715,4.7701,1,3,1,33.33333333333333,52.04379562043795,52.04379562043795,10.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
38,57.10543257712032,52.14025800774632,002007,华兰生物,bottom_area,2024-01-31,17.6,2024-01-31,17.56,0.2277904328018377,3.2460136674259696,28.4725050916497,False,-2.8698,0.5899,1,2,1,50.0,11.718388142658643,11.718388142658643,9.772209567198162,0.2277904328018377,历史1/2次成功; 当前距低点0.23%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
39,55.91674022066199,50.83340020060181,688279,峰岹科技,bottom_area,2024-01-31,82.0,2024-01-31,82.0,0.0,6.073170731707322,28.277792355462257,False,-3.925,1.1832,1,2,1,50.0,24.37311935807422,24.37311935807422,10.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-3.92%; 状态bottom_area; 底部未确认
40,53.897002628006675,49.909332092026894,301337,亚华电子,bottom_area,2024-01-31,33.43,2024-01-31,33.11,0.966475385080037,9.2721232256116,31.00645967909982,False,-8.4611,31.6696,1,2,1,50.0,18.994064354889115,18.994064354889115,9.033524614919964,0.966475385080037,历史1/2次成功; 当前距低点0.97%; 最新日涨幅-8.46%; 状态bottom_area; 底部未确认
41,53.645201072386065,48.768364611260054,605366,宏柏新材,bottom_area,2024-01-31,6.49,2024-01-31,6.49,0.0,7.858243451463787,30.883919062832803,False,-9.9861,2.7687,1,2,1,50.0,13.270777479892754,13.270777479892754,10.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
