rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.87466205453062,90.11011111535423,605228,神通科技,bottom_area,2025-12-10,14.32,2025-12-10,14.15,1.2014134275618369,1.4134275618374508,27.061855670103085,False,0.4208,0.5484,5,5,5,100.0,23.813622205350633,47.56554307116105,8.798586572438163,1.2014134275618369,历史5/5次成功; 当前距低点1.20%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
2,92.4032703521448,87.32677176278656,002176,江特电机,bottom_area,2025-12-10,9.53,2025-12-05,9.34,2.034261241970016,4.817987152034254,27.428127428127425,False,0.8466,2.8253,5,5,5,100.0,19.058534378915056,39.01808785529715,7.9657387580299845,2.034261241970016,历史5/5次成功; 当前距低点2.03%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
3,91.81793699185849,86.20856122642635,601127,赛力斯,bottom_area,2025-12-10,124.44,2025-11-24,122.37,1.691591076244172,7.232164746261334,28.854651162790695,True,0.3548,0.8863,8,9,8,88.88888888888889,23.726702462585248,42.19143576826195,8.308408923755827,1.691591076244172,历史8/9次成功; 当前距低点1.69%; 最新日涨幅0.35%; 状态bottom_area; 底部已确认
4,89.6764489349385,84.63811669593615,300598,诚迈科技,bottom_area,2025-12-10,46.18,2025-12-05,45.29,1.965113711636124,4.52638551556636,29.234375,False,-0.4312,2.5841,5,5,5,100.0,26.22890300250812,45.24950099800398,8.034886288363877,1.965113711636124,历史5/5次成功; 当前距低点1.97%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
5,86.557391436509,83.94715944744016,000619,海螺新材,bottom_area,2025-12-10,6.4,2025-11-21,6.19,3.3925686591276247,7.108239095315015,27.85547785547785,True,-1.0819,2.666,4,4,4,100.0,30.81836553898465,43.133047210300425,6.607431340872376,3.3925686591276247,历史4/4次成功; 当前距低点3.39%; 最新日涨幅-1.08%; 状态bottom_area; 底部已确认
6,85.75227160207902,80.42522605219625,002759,天际股份,bottom_area,2025-12-10,34.83,2025-12-08,34.27,1.6340822877151888,7.090749927049897,27.33248515691263,True,-0.2006,15.1693,4,5,4,80.0,33.660933699929515,72.99787384833452,8.365917712284812,1.6340822877151888,历史4/5次成功; 当前距低点1.63%; 最新日涨幅-0.20%; 状态bottom_area; 底部已确认
7,83.6056641922739,80.36234101240123,000803,山高环能,bottom_area,2025-12-10,6.69,2025-12-05,6.5,2.923076923076929,3.8461538461538463,32.22106360792492,False,0.2999,1.9389,2,2,2,100.0,25.843851596863644,36.1111111111111,7.076923076923071,2.923076923076929,历史2/2次成功; 当前距低点2.92%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
8,82.92949403600984,80.3495044678902,603178,圣龙股份,bottom_area,2025-12-10,18.25,2025-12-05,17.66,3.34088335220838,4.0203850509626315,28.182187881252542,False,0.1647,0.6307,6,7,6,85.71428571428571,28.51538369929118,47.51869476546566,6.659116647791621,3.34088335220838,历史6/7次成功; 当前距低点3.34%; 最新日涨幅0.16%; 状态bottom_area; 底部未确认
9,82.85263078380817,77.64141669851143,000998,隆平高科,bottom_area,2025-12-10,9.58,2025-12-09,9.43,1.5906680805938531,1.8027571580063622,27.40569668976136,False,0.6303,1.0706,1,1,1,100.0,11.549139367018313,11.549139367018313,8.409331919406148,1.5906680805938531,历史1/1次成功; 当前距低点1.59%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
10,82.5862249904106,77.29846288342912,002459,晶澳科技,bottom_area,2025-12-10,11.3,2025-12-10,11.13,1.5274034141958663,2.4258760107816673,27.254901960784313,False,-1.3962,1.3254,5,6,5,83.33333333333334,17.51402867990521,26.683937823834192,8.472596585804135,1.5274034141958663,历史5/6次成功; 当前距低点1.53%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
11,82.12261786631578,78.56989230138362,300358,楚天科技,bottom_area,2025-12-10,9.2,2025-12-05,8.96,2.6785714285714106,4.575892857142839,27.74193548387096,False,0.9879,2.5077,3,4,3,75.0,34.04319977702382,38.205499276411004,7.32142857142859,2.6785714285714106,历史3/4次成功; 当前距低点2.68%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
12,81.67171785781692,77.5624490347821,688190,云路股份,bottom_area,2025-12-10,95.13,2025-12-10,93.0,2.2903225806451566,3.2150537634408547,28.351309707241917,False,0.8695,0.3683,1,1,1,100.0,19.70099203576919,19.70099203576919,7.709677419354843,2.2903225806451566,历史1/1次成功; 当前距低点2.29%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
13,81.16373301618222,76.28873993834631,688050,爱博医疗,bottom_area,2025-12-10,59.92,2025-12-10,58.89,1.7490236033282411,1.8169468500594335,29.750685911964688,False,-0.2497,1.0933,2,2,2,100.0,12.024267494272554,12.90770757525636,8.25097639667176,1.7490236033282411,历史2/2次成功; 当前距低点1.75%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
14,79.99407845056153,75.38532651673677,003038,鑫铂股份,bottom_area,2025-12-10,15.67,2025-11-24,15.38,1.8855656697009047,5.7867360208062335,28.76331635016211,False,-0.9482,1.8907,1,1,1,100.0,25.507614213197975,25.507614213197975,8.114434330299096,1.8855656697009047,历史1/1次成功; 当前距低点1.89%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
15,79.54688353959888,72.84411689037084,301177,迪阿股份,bottom_area,2025-12-10,28.93,2025-12-10,28.82,0.3816793893129751,1.1450381679389254,30.167191664647447,False,0.1385,0.2127,1,1,1,100.0,10.776053215077603,10.776053215077603,9.618320610687025,0.3816793893129751,历史1/1次成功; 当前距低点0.38%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
16,78.73563749952818,76.75964659703037,603197,保隆科技,bottom_area,2025-12-10,35.35,2025-11-21,34.1,3.6656891495601167,5.014662756598243,27.431368376250266,False,0.8559,0.7283,5,6,5,83.33333333333334,18.355293143516597,23.07435811937312,6.334310850439884,3.6656891495601167,历史5/6次成功; 当前距低点3.67%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
17,77.44022827392875,74.80396518375244,002418,康盛股份,bottom_area,2025-12-10,4.54,2025-12-05,4.4,3.1818181818181746,7.954545454545446,27.031509121061358,True,-2.5751,5.5979,1,1,1,100.0,29.078014184397176,29.078014184397176,6.818181818181826,3.1818181818181746,历史1/1次成功; 当前距低点3.18%; 最新日涨幅-2.58%; 状态bottom_area; 底部已确认
18,76.90645758462436,75.33722786195774,300035,中科电气,bottom_area,2025-12-10,21.22,2025-12-05,20.42,3.91772771792359,5.729676787463261,29.097222222222218,False,1.0958,2.9994,1,1,1,100.0,27.686274509803933,27.686274509803933,6.082272282076411,3.91772771792359,历史1/1次成功; 当前距低点3.92%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
19,76.03630622434463,72.18163601693155,002291,遥望科技,bottom_area,2025-12-10,6.76,2025-12-05,6.61,2.269288956127072,5.597579425113466,28.77155172413792,False,-1.7442,5.4755,3,4,3,75.0,17.153843209146633,27.107438016528935,7.730711043872929,2.269288956127072,历史3/4次成功; 当前距低点2.27%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
20,75.96014964044114,75.32389872478224,002104,恒宝股份,bottom_area,2025-12-10,18.35,2025-12-04,17.55,4.558404558404562,7.578347578347569,27.027027027027028,True,0.2732,3.126,3,4,3,75.0,30.441188806154024,43.85245901639344,5.441595441595439,4.558404558404562,历史3/4次成功; 当前距低点4.56%; 最新日涨幅0.27%; 状态bottom_area; 底部已确认
21,75.55371753235059,71.09946265830277,000638,,bottom_area,2025-12-10,5.06,2025-12-10,4.97,1.8108651911468785,4.627766599597594,27.656477438136832,False,-3.0651,3.9918,1,1,1,100.0,11.764705882352935,11.764705882352935,8.18913480885312,1.8108651911468785,历史1/1次成功; 当前距低点1.81%; 最新日涨幅-3.07%; 状态bottom_area; 底部未确认
22,74.70055424356265,72.94672864008817,600550,保变电气,bottom_area,2025-12-10,9.4,2025-12-04,9.06,3.752759381898453,6.401766004415012,30.307692307692303,False,-1.8789,3.6305,1,1,1,100.0,35.285053929121716,35.285053929121716,6.247240618101547,3.752759381898453,历史1/1次成功; 当前距低点3.75%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
23,73.89534706277311,71.3736898242998,603938,三孚股份,bottom_area,2025-12-10,17.86,2025-11-21,17.31,3.177354130560374,8.08781051415368,27.45180217937972,False,-1.1621,1.3961,1,1,1,100.0,19.774501300954046,19.774501300954046,6.822645869439627,3.177354130560374,历史1/1次成功; 当前距低点3.18%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
24,73.39915945769405,70.74792806708959,002706,良信股份,bottom_area,2025-12-10,9.74,2025-11-24,9.45,3.0687830687830786,6.560846560846572,27.083333333333343,False,0.4124,1.8597,4,6,4,66.66666666666666,14.828423641120084,19.37406855439642,6.931216931216921,3.0687830687830786,历史4/6次成功; 当前距低点3.07%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
