rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.8128125,75.67734375,603122,合富中国,bottom_area,2022-04-25,12.42,2022-04-25,12.42,0.0,13.929146537842193,30.575740637227504,False,-10.0,20.923,2,2,2,100.0,49.609375,72.1590909090909,20.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
18,81.23766233766234,67.69805194805195,002721,金一文化,bottom_area,2022-04-25,2.78,2022-04-25,2.78,0.0,9.35251798561152,30.150753768844226,False,-10.0324,3.0229,1,1,1,100.0,23.376623376623378,23.376623376623378,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
19,81.21514778856526,68.50009708737863,001213,中铁特货,bottom_area,2022-04-25,4.59,2022-04-25,4.56,0.6578947368421107,9.429824561403523,28.861154446177856,False,-9.2885,6.8071,1,1,1,100.0,23.49514563106796,23.49514563106796,19.34210526315789,0.6578947368421107,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-9.29%; 状态bottom_area; 底部未确认
20,81.04350404312669,67.53625336927225,600241,时代万恒,bottom_area,2022-04-25,6.32,2022-04-25,6.32,0.0,0.0,30.473047304730468,False,-4.9624,0.0394,1,1,1,100.0,22.50673854447439,22.50673854447439,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.96%; 状态bottom_area; 底部未确认
21,80.72927472527472,67.27439560439561,002474,榕基软件,bottom_area,2022-04-25,5.1,2022-04-25,5.1,0.0,10.196078431372559,29.166666666666675,False,-9.894,3.7162,1,1,1,100.0,21.0989010989011,21.0989010989011,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.89%; 状态bottom_area; 底部未确认
22,80.63050193050194,67.19208494208495,002802,洪汇新材,bottom_area,2022-04-25,18.6,2022-04-25,18.6,0.0,12.84946236559138,27.90697674418604,False,-10.0145,3.9005,1,1,1,100.0,20.65637065637066,20.65637065637066,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
23,80.59994805194805,67.16662337662338,002047,宝鹰股份,bottom_area,2022-04-25,2.8,2022-04-25,2.8,0.0,10.35714285714286,31.034482758620683,False,-9.9678,2.4929,1,1,1,100.0,20.51948051948051,20.51948051948051,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
24,80.59139002820099,68.02071156495397,300353,东土科技,bottom_area,2022-04-25,7.24,2022-04-25,7.19,0.6954102920723202,9.735744089012508,29.647749510763212,False,-10.7275,3.1491,1,1,1,100.0,21.377672209026137,21.377672209026137,19.30458970792768,0.6954102920723202,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-10.73%; 状态bottom_area; 底部未确认
25,79.91496826026778,67.77544275427971,002676,顺威股份,bottom_area,2022-04-25,3.16,2022-04-25,3.13,0.9584664536741293,8.306709265175726,28.701594533029613,False,-7.8717,1.4349,1,1,1,100.0,23.283582089552233,23.283582089552233,19.041533546325873,0.9584664536741293,历史1/1次成功; 当前距低点0.96%; 最新日涨幅-7.87%; 状态bottom_area; 底部未确认
26,78.00596827590819,65.00497356325683,300387,富邦科技,bottom_area,2022-04-25,6.64,2022-04-25,6.64,0.0,11.144578313253016,27.58996728462378,False,-11.3485,5.7947,2,3,2,66.66666666666666,47.78659621822667,50.883392226148395,20.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-11.35%; 状态bottom_area; 底部未确认
27,74.42442878164103,62.41838761587455,300511,雪榕生物,bottom_area,2022-04-25,5.75,2022-04-25,5.73,0.3490401396160484,10.296684118673644,28.99628252788104,False,-11.1283,5.957,2,3,2,66.66666666666666,25.900712191034756,29.220779220779214,19.650959860383953,0.3490401396160484,历史2/3次成功; 当前距低点0.35%; 最新日涨幅-11.13%; 状态bottom_area; 底部未确认
28,68.65366622637728,58.34694477196625,601137,博威合金,bottom_area,2022-04-25,9.42,2022-04-25,9.32,1.072961373390554,9.120171673819739,29.447388342165027,False,-7.9179,3.9906,1,2,1,50.0,25.82417582417582,25.82417582417582,18.927038626609445,1.072961373390554,历史1/2次成功; 当前距低点1.07%; 最新日涨幅-7.92%; 状态bottom_area; 底部未确认
29,68.38894187938696,56.99078489948914,300648,星云股份,bottom_area,2022-04-25,25.09,2022-04-25,25.09,0.0,7.214029493822236,31.82065217391304,False,-19.9936,8.8681,2,4,2,50.0,24.14400483596314,26.78362573099414,20.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-19.99%; 状态bottom_area; 底部未确认
30,67.0124141940364,57.060075452347824,000695,滨海能源,bottom_area,2022-04-25,7.74,2022-04-25,7.65,1.1764705882352922,8.627450980392158,27.556818181818183,False,-6.747,0.9106,1,2,1,50.0,20.174346201743475,20.174346201743475,18.82352941176471,1.1764705882352922,历史1/2次成功; 当前距低点1.18%; 最新日涨幅-6.75%; 状态bottom_area; 底部未确认
31,66.93679611054654,57.53314410429875,688079,美迪凯,bottom_area,2022-04-25,9.63,2022-04-25,9.47,1.6895459345300963,11.193241816261866,29.486224869694706,False,-7.8469,1.2262,1,2,1,50.0,29.007036747458958,29.007036747458958,18.310454065469905,1.6895459345300963,历史1/2次成功; 当前距低点1.69%; 最新日涨幅-7.85%; 状态bottom_area; 底部未确认
32,66.88552636046397,55.96048575712141,601778,晶科科技,bottom_area,2022-04-25,4.61,2022-04-25,4.6,0.2173913043478408,9.565217391304357,31.137724550898206,False,-9.252,2.3248,1,2,1,50.0,42.344827586206904,42.344827586206904,19.782608695652158,0.2173913043478408,历史1/2次成功; 当前距低点0.22%; 最新日涨幅-9.25%; 状态bottom_area; 底部未确认
33,66.72000000000001,55.60000000000001,300488,恒锋工具,bottom_area,2022-04-25,19.84,2022-04-25,19.84,0.0,9.223790322580655,27.802037845705968,False,-9.7772,1.2446,1,2,1,50.0,65.52470248827983,65.52470248827983,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.78%; 状态bottom_area; 底部未确认
34,66.72000000000001,55.60000000000001,605299,舒华体育,bottom_area,2022-04-25,9.47,2022-04-25,9.47,0.0,11.40443505807814,28.796992481203006,False,-9.981,4.3563,1,2,1,50.0,56.12903225806454,56.12903225806454,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
35,66.11658307806408,55.34596199830247,603236,移远通信,bottom_area,2022-04-25,130.5,2022-04-25,130.18,0.24581348901520444,5.692118605008447,31.89997907512031,False,-6.5387,0.9541,1,2,1,50.0,39.389337383102855,39.389337383102855,19.7541865109848,0.24581348901520444,历史1/2次成功; 当前距低点0.25%; 最新日涨幅-6.54%; 状态bottom_area; 底部未确认
36,65.53040241328297,54.92136797781656,002408,齐翔腾达,bottom_area,2022-04-25,6.44,2022-04-25,6.42,0.311526479750786,9.968847352024918,31.041890440386688,False,-9.0395,1.5875,1,2,1,50.0,37.91208791208789,37.91208791208789,19.688473520249214,0.311526479750786,历史1/2次成功; 当前距低点0.31%; 最新日涨幅-9.04%; 状态bottom_area; 底部未确认
37,65.44955209405822,55.11113376810265,300508,维宏股份,bottom_area,2022-04-25,23.05,2022-04-25,22.92,0.5671902268760863,10.383944153577657,31.233123312331223,False,-13.3459,5.6548,1,2,1,50.0,42.06627680311891,42.06627680311891,19.432809773123914,0.5671902268760863,历史1/2次成功; 当前距低点0.57%; 最新日涨幅-13.35%; 状态bottom_area; 底部未确认
38,63.913701330461464,56.53202958518674,603368,柳药集团,bottom_area,2022-04-25,14.26,2022-04-25,13.81,3.2585083272990536,6.444605358435906,29.17948717948718,False,-4.2953,2.141,1,2,1,50.0,42.85714285714285,42.85714285714285,16.74149167270095,3.2585083272990536,历史1/2次成功; 当前距低点3.26%; 最新日涨幅-4.30%; 状态bottom_area; 底部未确认
39,63.50832222068239,53.31144969890727,000676,智度股份,bottom_area,2022-04-25,5.04,2022-04-25,5.02,0.3984063745020013,7.569721115537866,30.853994490358133,False,-8.6957,1.7117,1,2,1,50.0,30.321592649310862,30.321592649310862,19.601593625498,0.3984063745020013,历史1/2次成功; 当前距低点0.40%; 最新日涨幅-8.70%; 状态bottom_area; 底部未确认
40,63.34996267138026,52.92036710263459,688021,奥福科技,bottom_area,2022-04-25,22.61,2022-04-25,22.58,0.13286093888397316,10.806023029229413,32.02889825406382,False,-9.7405,1.1184,1,2,1,50.0,24.96392496392497,24.96392496392497,19.867139061116028,0.13286093888397316,历史1/2次成功; 当前距低点0.13%; 最新日涨幅-9.74%; 状态bottom_area; 底部未确认
41,63.303013039959126,52.95267561983472,688070,纵横股份,bottom_area,2022-04-25,19.4,2022-04-25,19.36,0.20661157024792948,9.400826446280993,32.09400210452473,False,-10.7636,1.054,1,2,1,50.0,26.04166666666665,26.04166666666665,19.79338842975207,0.20661157024792948,历史1/2次成功; 当前距低点0.21%; 最新日涨幅-10.76%; 状态bottom_area; 底部未确认
42,63.09562642176979,53.27863318696271,300337,银邦股份,bottom_area,2022-04-25,5.59,2022-04-25,5.55,0.7207207207207215,10.450450450450452,28.754813863928113,False,-10.4167,3.2379,1,2,1,50.0,34.09610983981694,34.09610983981694,19.27927927927928,0.7207207207207215,历史1/2次成功; 当前距低点0.72%; 最新日涨幅-10.42%; 状态bottom_area; 底部未确认
43,62.77859647047321,52.45446601976269,300665,飞鹿股份,bottom_area,2022-04-25,6.92,2022-04-25,6.91,0.1447178002894325,10.130246020260495,28.762886597938138,False,-10.013,3.1271,1,2,1,50.0,22.6044226044226,22.6044226044226,19.85528219971057,0.1447178002894325,历史1/2次成功; 当前距低点0.14%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
44,62.55654311926608,53.01401959259837,688355,明志科技,bottom_area,2022-04-25,16.5,2022-04-25,16.35,0.9174311926605416,10.703363914373087,29.159445407279016,False,-9.8853,4.4138,1,2,1,50.0,35.08474576271185,35.08474576271185,19.08256880733946,0.9174311926605416,历史1/2次成功; 当前距低点0.92%; 最新日涨幅-9.89%; 状态bottom_area; 底部未确认
45,61.19302807775378,50.99419006479482,688105,诺唯赞,bottom_area,2022-04-25,69.48,2022-04-25,69.48,0.0,9.383995394358083,29.080330713483715,False,-4.1919,3.7126,1,2,1,50.0,25.237580993520524,25.237580993520524,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-4.19%; 状态bottom_area; 底部未确认
46,60.49615384615384,50.41346153846153,300534,陇神戎发,bottom_area,2022-04-25,7.9,2022-04-25,7.9,0.0,12.025316455696194,27.919708029197082,False,-8.8812,8.7243,1,2,1,50.0,22.115384615384613,22.115384615384613,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-8.88%; 状态bottom_area; 底部未确认
47,60.15881879194632,50.1323489932886,603045,福达合金,bottom_area,2022-04-25,13.91,2022-04-25,13.91,0.0,10.136592379583034,27.62747138397502,False,-10.0259,2.5425,1,2,1,50.0,20.604026845637573,20.604026845637573,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
48,58.84376869598316,52.517380037780526,601666,平煤股份,bottom_area,2022-04-25,13.83,2022-04-25,13.33,3.7509377344336086,8.252063015753935,29.61985216473073,False,-6.3643,3.2047,1,2,1,50.0,27.30923694779115,27.30923694779115,16.249062265566394,3.7509377344336086,历史1/2次成功; 当前距低点3.75%; 最新日涨幅-6.36%; 状态bottom_area; 底部未确认
49,57.98995805090801,48.4369934123847,603233,大参林,bottom_area,2022-04-25,23.78,2022-04-25,23.75,0.12631578947368902,8.968421052631575,28.99850523168909,False,-8.6439,0.6774,1,3,1,33.33333333333333,20.223978919631097,20.223978919631097,19.873684210526314,0.12631578947368902,历史1/3次成功; 当前距低点0.13%; 最新日涨幅-8.64%; 状态bottom_area; 底部未确认
50,57.1269943289225,47.60582860743542,605162,新中港,bottom_area,2022-04-25,8.18,2022-04-25,8.18,0.0,9.779951100244508,29.116117850953206,False,-8.9087,2.5515,1,3,1,33.33333333333333,26.46502835538753,26.46502835538753,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-8.91%; 状态bottom_area; 底部未确认
