rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.0906729010454,81.57301770136654,300347,泰格医药,bottom_area,2025-01-14,50.6,2025-01-13,48.51,4.308390022675744,5.400948258091125,29.797395079594786,False,1.8929,2.0419,4,4,4,100.0,16.000790070253917,23.423271500843175,3.691609977324256,4.308390022675744,历史4/4次成功; 当前距低点4.31%; 最新日涨幅1.89%; 状态bottom_area; 底部未确认
2,81.0440210739742,82.2729952772864,002246,北化股份,bottom_area,2025-01-14,9.64,2025-01-06,9.2,4.782608695652188,4.782608695652188,27.38752959747435,False,3.6559,2.1199,4,4,4,100.0,25.577113458996685,31.992687385740403,3.2173913043478124,4.782608695652188,历史4/4次成功; 当前距低点4.78%; 最新日涨幅3.66%; 状态bottom_area; 底部未确认
3,79.30359391677221,80.703631962677,002459,晶澳科技,bottom_area,2025-01-14,12.82,2025-01-13,12.22,4.909983633387886,5.646481178396067,30.882352941176467,False,2.8067,1.7252,4,4,4,100.0,18.701046488179387,26.683937823834192,3.0900163666121148,4.909983633387886,历史4/4次成功; 当前距低点4.91%; 最新日涨幅2.81%; 状态bottom_area; 底部未确认
4,78.78400267807352,79.42761502821001,600325,华发股份,bottom_area,2025-01-14,5.43,2025-01-13,5.2,4.4230769230769145,4.8076923076923075,29.539295392953925,False,2.0677,1.3157,3,3,3,100.0,22.53887318723322,32.553606237816766,3.576923076923086,4.4230769230769145,历史3/3次成功; 当前距低点4.42%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
5,70.84869699065399,71.5700327538423,000877,天山股份,bottom_area,2025-01-14,5.08,2025-01-13,4.86,4.526748971193411,4.732510288065834,29.360465116279066,False,1.1952,0.847,1,1,1,100.0,14.897959183673459,14.897959183673459,3.47325102880659,4.526748971193411,历史1/1次成功; 当前距低点4.53%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
