rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.89777314006524,74.66813848951723,600966,博汇纸业,bottom_area,2021-07-09,11.95,2021-07-05,11.58,3.1951640759930853,9.41278065630397,29.47624847746651,False,2.1368,1.4093,1,1,1,100.0,15.231788079470201,15.231788079470201,11.804835924006914,3.1951640759930853,历史1/1次成功; 当前距低点3.20%; 最新日涨幅2.14%; 状态bottom_area; 底部未确认
2,79.4686093019409,69.91405051756148,688277,天智航,bottom_area,2021-07-09,25.79,2021-07-09,25.63,0.6242684354272343,2.4580569644947428,29.684499314128953,False,-0.8839,1.7152,1,1,1,100.0,20.469798657718112,20.469798657718112,14.375731564572765,0.6242684354272343,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
3,79.45307591246522,72.26035415557158,600059,古越龙山,bottom_area,2021-07-09,11.93,2021-07-09,11.65,2.403433476394844,3.004291845493559,27.50466708151836,False,-0.8313,2.1974,1,1,1,100.0,15.05474452554743,15.05474452554743,12.596566523605155,2.403433476394844,历史1/1次成功; 当前距低点2.40%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
