rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.03230699000105,85.52536572525501,688221,前沿生物,bottom_area,2023-03-20,13.17,2023-03-20,13.02,1.1520737327188968,3.0721966205837203,30.00000000000001,False,-1.643,1.968,5,5,5,100.0,21.032762558355284,34.87394957983194,8.847926267281103,1.1520737327188968,历史5/5次成功; 当前距低点1.15%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
12,80.34715880112358,77.82092408830741,603290,斯达半导,bottom_area,2023-03-20,265.54,2023-03-20,257.0,3.322957198443588,4.3774319066147855,27.605633802816904,False,2.2881,1.5001,2,2,2,100.0,17.082077961068716,23.2822670787034,6.6770428015564125,3.322957198443588,历史2/2次成功; 当前距低点3.32%; 最新日涨幅2.29%; 状态bottom_area; 底部未确认
13,79.5285718116609,74.47144137415982,002645,华宏科技,bottom_area,2023-03-20,15.05,2023-03-20,14.82,1.5519568151147127,2.7665317139001355,29.22636103151863,False,-1.117,1.159,1,1,1,100.0,16.50485436893203,16.50485436893203,8.448043184885288,1.5519568151147127,历史1/1次成功; 当前距低点1.55%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
14,79.17987109990199,77.61521426069436,600152,维科技术,bottom_area,2023-03-20,11.31,2023-03-20,10.88,3.9522058823529385,5.23897058823528,28.842380640941784,False,2.168,4.7892,2,2,2,100.0,23.6894821099949,24.87644151565074,6.047794117647062,3.9522058823529385,历史2/2次成功; 当前距低点3.95%; 最新日涨幅2.17%; 状态bottom_area; 底部未确认
15,78.44164007955877,74.18758692341628,300473,德尔股份,bottom_area,2023-03-20,17.23,2023-03-20,16.88,2.073459715639819,3.31753554502371,31.935483870967747,False,-0.2316,2.7894,1,1,1,100.0,21.37137137137137,21.37137137137137,7.926540284360181,2.073459715639819,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
16,78.43055996442679,73.8566936567499,605128,上海沿浦,bottom_area,2023-03-20,41.37,2023-03-20,40.62,1.8463810930576072,3.6927621861152145,31.731092436974794,False,-0.9813,2.7088,1,1,1,100.0,16.80883090817863,16.80883090817863,8.153618906942393,1.8463810930576072,历史1/1次成功; 当前距低点1.85%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
17,78.3595672727188,72.6028885366748,002347,泰尔股份,bottom_area,2023-03-20,5.07,2023-03-20,5.02,0.9960159362549943,1.9920318725099708,29.09604519774012,False,-0.5882,2.0314,2,2,2,100.0,22.816155222237516,29.585798816568047,9.003984063745007,0.9960159362549943,历史2/2次成功; 当前距低点1.00%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
18,77.21266179607825,74.78414144356516,300681,英搏尔,bottom_area,2023-03-20,31.41,2023-03-20,30.4,3.322368421052637,3.6842105263157925,31.22171945701358,False,0.4156,2.1328,3,4,3,75.0,21.58140561056545,27.487589035182385,6.677631578947363,3.322368421052637,历史3/4次成功; 当前距低点3.32%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
19,76.7408427303074,74.68481374028084,601702,华峰铝业,bottom_area,2023-03-20,12.75,2023-03-20,12.31,3.5743298131600287,4.711616571892771,29.212190914318576,False,1.5127,3.6681,1,1,1,100.0,19.96927803379416,19.96927803379416,6.425670186839971,3.5743298131600287,历史1/1次成功; 当前距低点3.57%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
20,73.06366953576953,66.82613931084656,000661,长春高新,bottom_area,2023-03-20,157.65,2023-03-20,157.15,0.3181673560292714,4.097995545657014,28.379363777230875,False,-5.2185,3.8645,1,1,1,100.0,10.330972487060738,10.330972487060738,9.68183264397073,0.3181673560292714,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-5.22%; 状态bottom_area; 底部未确认
21,67.4940338657808,66.6994266288696,688234,天岳先进,confirmed_rebound,2023-03-20,70.09,2023-03-08,67.15,4.378257632166787,10.647803425167522,28.472518108223255,True,-1.4621,1.2309,1,1,1,100.0,10.386311990375614,10.386311990375614,5.621742367833214,4.378257632166787,历史1/1次成功; 当前距低点4.38%; 最新日涨幅-1.46%; 状态confirmed_rebound; 底部已确认
22,64.36049835624179,60.09414600195906,605333,沪光股份,bottom_area,2023-03-20,18.1,2023-03-20,17.85,1.4005602240896358,3.641456582633045,30.409356725146193,False,-1.5769,3.3004,1,2,1,50.0,29.01840490797546,29.01840490797546,8.599439775910364,1.4005602240896358,历史1/2次成功; 当前距低点1.40%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
23,61.77804577762942,58.82655858392334,603032,德新科技,bottom_area,2023-03-20,66.59,2023-03-20,65.01,2.4303953237963363,3.8301799723119436,27.363128491620103,False,0.1353,0.4848,1,2,1,50.0,12.354085603112855,12.354085603112855,7.569604676203665,2.4303953237963363,历史1/2次成功; 当前距低点2.43%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
24,57.195056249648026,52.21703248598419,002374,中锐股份,bottom_area,2023-03-20,4.5,2023-03-20,4.49,0.22271714922048524,2.2271714922048917,27.346278317152095,False,-2.1739,1.6122,1,2,1,50.0,12.068965517241388,12.068965517241388,9.777282850779516,0.22271714922048524,历史1/2次成功; 当前距低点0.22%; 最新日涨幅-2.17%; 状态bottom_area; 底部未确认
