rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.03230699000105,85.52536572525501,688221,前沿生物,bottom_area,2023-03-20,13.17,2023-03-20,13.02,1.1520737327188968,3.0721966205837203,30.00000000000001,False,-1.643,1.968,5,5,5,100.0,21.032762558355284,34.87394957983194,8.847926267281103,1.1520737327188968,历史5/5次成功; 当前距低点1.15%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
2,90.13378581316267,84.76148829856092,600418,江淮汽车,bottom_area,2023-03-20,13.19,2023-03-20,12.96,1.7746913580246808,2.2376543209876476,27.55729457797652,False,0.7639,2.293,3,3,3,100.0,18.751530079877334,24.365079365079367,8.22530864197532,1.7746913580246808,历史3/3次成功; 当前距低点1.77%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
3,88.64154388389287,86.16472185365652,300707,威唐工业,bottom_area,2023-03-20,15.62,2023-03-20,15.09,3.5122597746852176,4.1086812458581905,32.27109515260324,False,1.8917,4.0425,4,4,4,100.0,30.92835559106886,59.14285714285715,6.487740225314783,3.5122597746852176,历史4/4次成功; 当前距低点3.51%; 最新日涨幅1.89%; 状态bottom_area; 底部未确认
4,87.68622519274652,82.14225851872715,002708,光洋股份,bottom_area,2023-03-20,6.46,2023-03-20,6.36,1.5723270440251518,1.8867924528301903,31.759656652360512,False,0.3106,1.0194,1,1,1,100.0,35.522388059701484,35.522388059701484,8.427672955974849,1.5723270440251518,历史1/1次成功; 当前距低点1.57%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
5,87.06338424469071,81.0001678005884,002824,和胜股份,bottom_area,2023-03-20,30.9,2023-03-20,30.53,1.211922698984597,3.0789387487716926,28.834498834498827,False,-0.7388,2.3295,3,3,3,100.0,14.104040614372417,19.06976744186047,8.788077301015404,1.211922698984597,历史3/3次成功; 当前距低点1.21%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
6,87.04105381447272,81.88594109503865,002660,茂硕电源,bottom_area,2023-03-20,9.07,2023-03-20,8.91,1.795735129068464,2.4691358024691428,28.31858407079646,False,0.6659,2.5606,2,2,2,100.0,20.21622144792876,24.71428571428572,8.204264870931537,1.795735129068464,历史2/2次成功; 当前距低点1.80%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
7,85.42000885231002,83.0061343997835,300382,斯莱克,bottom_area,2023-03-20,15.99,2023-03-14,15.45,3.4951456310679676,4.919093851132696,29.836512261580385,False,0.188,1.3246,3,3,3,100.0,30.403583003325068,49.70059880239522,6.504854368932033,3.4951456310679676,历史3/3次成功; 当前距低点3.50%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
8,84.94215234879144,82.00965220863233,300393,中来股份,bottom_area,2023-03-20,14.71,2023-03-20,14.26,3.155680224403935,4.978962131837314,27.61421319796954,False,0.6845,2.9744,3,3,3,100.0,20.884963012222048,23.89610389610389,6.844319775596067,3.155680224403935,历史3/3次成功; 当前距低点3.16%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
9,84.43156652185279,80.21386951202689,000887,中鼎股份,bottom_area,2023-03-20,12.4,2023-03-20,12.12,2.31023102310232,2.805280528052819,28.45336481700119,False,0.895,1.068,2,2,2,100.0,17.53331314354936,23.84615384615385,7.68976897689768,2.31023102310232,历史2/2次成功; 当前距低点2.31%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
10,84.07140812168315,81.58870876300519,302132,中航成飞,bottom_area,2023-03-20,48.9,2023-03-20,47.28,3.4263959390862886,4.695431472081216,27.12700369913686,False,1.4102,5.0094,3,3,3,100.0,21.94027690388128,28.81165919282512,6.573604060913713,3.4263959390862886,历史3/3次成功; 当前距低点3.43%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
11,82.46760208011605,79.13977954977086,300745,欣锐科技,bottom_area,2023-03-20,38.05,2023-03-20,37.0,2.83783783783783,5.594594594594595,32.25924569754668,False,-1.2201,2.2594,3,3,3,100.0,24.03252591419949,36.150000000000006,7.162162162162171,2.83783783783783,历史3/3次成功; 当前距低点2.84%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
