rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,102.90789316895489,87.59643734498668,000919,金陵药业,bottom_area,2026-06-10,6.11,8.83,2026-06-10,6.04,1.1589403973509982,1.4900662251655605,31.596828992072478,30.804077010192522,False,0.49342105263159297,1.2582050090631358,3,3,3,100.0,26.44527661799429,31.2267657992565,18.841059602649,1.1589403973509982,历史3/3次成功; 当前距低点1.16%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
2,98.16972530536408,83.84251847230291,600192,长城电工,bottom_area,2026-06-10,6.8,9.88,2026-06-10,6.71,1.3412816691505194,4.321907600596125,32.085020242914986,31.174089068825918,False,-2.9957203994293913,1.075681138559181,2,2,2,100.0,47.63785310734464,60.875706214689274,18.65871833084948,1.3412816691505194,历史2/2次成功; 当前距低点1.34%; 最新日涨幅-3.00%; 状态bottom_area; 底部未确认
3,97.2223255251308,83.38769882929334,688155,先惠技术,bottom_area,2026-06-10,75.5,102.04,2026-06-10,74.33,1.5740616171128774,5.986815552266922,27.156017248137992,26.009408075264606,False,-2.580645161290318,1.8190231192505224,3,3,3,100.0,31.379351162960756,38.11460912628228,18.425938382887125,1.5740616171128774,历史3/3次成功; 当前距低点1.57%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
4,95.2843190300201,81.69609155679763,002358,森源电气,bottom_area,2026-06-10,5.88,8.03,2026-06-10,5.79,1.5544041450777177,3.9723661485319437,27.895392278953917,26.774595267745948,False,-2.809917355371905,2.0923023042091113,2,2,2,100.0,38.710392513843175,42.73127753303966,18.445595854922285,1.5544041450777177,历史2/2次成功; 当前距低点1.55%; 最新日涨幅-2.81%; 状态bottom_area; 底部未确认
5,95.14471354853538,80.93970515970517,601390,中国中铁,bottom_area,2026-06-10,4.49,6.47,2026-06-10,4.44,1.1261261261261222,1.8018018018017834,31.375579598145276,30.602782071097366,False,-0.6637168141592764,0.567914699238836,1,1,1,100.0,46.06060606060606,46.06060606060606,18.87387387387388,1.1261261261261222,历史1/1次成功; 当前距低点1.13%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
6,95.0403733378887,81.22872420516099,601969,海南矿业,bottom_area,2026-06-10,8.81,12.75,2026-06-10,8.69,1.3808975834292405,2.6467203682393605,31.843137254901965,30.90196078431372,False,-1.4541387024608388,0.7751828483386606,2,2,2,100.0,34.07081019021319,36.79833679833681,18.619102416570758,1.3808975834292405,历史2/2次成功; 当前距低点1.38%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
7,94.51684049910875,80.23500891265599,000035,中国天楹,bottom_area,2026-06-10,5.0,7.35,2026-06-10,4.95,1.0101010101010066,2.626262626262624,32.65306122448979,31.972789115646254,False,-1.7681728880157177,1.3680176095097296,1,1,1,100.0,40.84967320261436,40.84967320261436,18.989898989898997,1.0101010101010066,历史1/1次成功; 当前距低点1.01%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
8,94.07047647409172,80.6713043478261,603086,先达股份,bottom_area,2026-06-10,5.84,7.9,2026-06-08,5.75,1.5652173913043455,4.695652173913036,27.21518987341772,26.07594936708861,False,-0.17094017094017033,1.2339095058356164,1,1,1,100.0,56.97115384615385,56.97115384615385,18.434782608695656,1.5652173913043455,历史1/1次成功; 当前距低点1.57%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
9,93.86156022009811,82.21267015706808,000888,峨眉山A,bottom_area,2026-06-10,9.81,13.3,2026-06-10,9.55,2.722513089005233,3.6649214659685825,28.195488721804512,26.240601503759397,False,1.763485477178417,1.8374187808932851,1,1,1,100.0,115.66265060240966,115.66265060240966,17.277486910994767,2.722513089005233,历史1/1次成功; 当前距低点2.72%; 最新日涨幅1.76%; 状态bottom_area; 底部未确认
10,93.74691578242798,81.55981673071237,600251,冠农股份,bottom_area,2026-06-10,9.57,13.21,2026-06-08,9.35,2.352941176470595,4.5989304812834195,29.220287660862994,27.554882664647995,False,0.10460251046024993,0.7652315344459686,1,1,1,100.0,41.95979899497488,41.95979899497488,17.647058823529406,2.352941176470595,历史1/1次成功; 当前距低点2.35%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
11,93.4020122596824,80.32247422680415,002107,沃华医药,bottom_area,2026-06-10,5.92,8.33,2026-06-10,5.82,1.7182130584192379,3.2646048109965546,30.132052821128447,28.931572629051622,False,-1.3333333333333308,1.7357550606432213,1,1,1,100.0,80.27777777777779,80.27777777777779,18.281786941580762,1.7182130584192379,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
