rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.67288114069792,73.69890162104399,603277,银都股份,bottom_area,2026-05-08,13.42,17.69,2026-04-24,12.86,4.354587869362368,5.59875583203733,27.30356133408706,24.137931034482765,False,0.6752,0.4826,1,1,1,100.0,24.23312883435582,24.23312883435582,15.64541213063763,4.354587869362368,历史1/1次成功; 当前距低点4.35%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
2,70.75267619144817,63.74717120396169,688326,经纬恒润,bottom_area,2026-05-08,91.56,125.0,2026-05-06,87.81,4.270584215920738,6.457123334472158,29.752000000000002,26.752,False,-0.5863,1.9247,2,3,2,66.66666666666666,31.061486825775873,34.48938586529221,15.729415784079265,4.270584215920738,历史2/3次成功; 当前距低点4.27%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
3,70.19979310344827,58.4998275862069,600636,退市国化,bottom_area,2026-05-08,4.51,6.3,2026-04-29,4.51,0.0,2.660753880266078,28.41269841269841,28.41269841269841,False,0.0,0.0,1,2,1,50.0,32.90229885057471,32.90229885057471,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,66.53362268525858,55.942556216992934,601808,中海油服,bottom_area,2026-05-08,14.42,20.55,2026-05-07,14.35,0.4878048780487825,2.578397212543561,30.170316301703163,29.82968369829684,False,-0.0693,0.6195,1,2,1,50.0,35.34812547819435,35.34812547819435,19.51219512195122,0.4878048780487825,历史1/2次成功; 当前距低点0.49%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
5,65.1360026185515,56.62304983202314,688196,卓越新能,bottom_area,2026-05-08,52.28,71.0,2026-05-07,51.1,2.3091976516634043,3.4246575342465753,28.028169014084504,26.36619718309859,False,0.5385,1.2397,1,5,1,20.0,30.688282138794104,30.688282138794104,17.690802348336597,2.3091976516634043,历史1/5次成功; 当前距低点2.31%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
