rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.47097314299555,80.34821266859076,002246,北化股份,bottom_area,2025-01-23,9.25,2025-01-06,9.2,0.543478260869573,6.521739130434799,27.38752959747435,False,-0.108,1.6341,4,4,4,100.0,25.577113458996685,31.992687385740403,9.456521739130427,0.543478260869573,历史4/4次成功; 当前距低点0.54%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
12,71.43619117937784,69.37305208394454,600325,华发股份,bottom_area,2025-01-23,5.38,2025-01-13,5.2,3.4615384615384563,5.961538461538454,29.539295392953925,False,2.8681,2.5817,2,3,2,66.66666666666666,28.917704890244938,32.553606237816766,6.5384615384615445,3.4615384615384563,历史2/3次成功; 当前距低点3.46%; 最新日涨幅2.87%; 状态bottom_area; 底部未确认
13,69.10313111153984,68.91170969571843,300358,楚天科技,bottom_area,2025-01-23,6.48,2025-01-13,6.18,4.854368932038847,9.223300970873792,28.637413394919175,True,0.7776,1.5816,2,3,2,66.66666666666666,34.317226850001745,38.205499276411004,5.145631067961154,4.854368932038847,历史2/3次成功; 当前距低点4.85%; 最新日涨幅0.78%; 状态bottom_area; 底部已确认
14,68.69464614016351,62.862653257121536,300601,康泰生物,bottom_area,2025-01-23,14.53,2025-01-13,14.48,0.34530386740330754,6.21546961325967,28.775209050664035,False,-1.0892,1.5313,3,5,3,60.0,15.806161692478918,24.837758112094402,9.654696132596694,0.34530386740330754,历史3/5次成功; 当前距低点0.35%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
15,68.18719354154739,62.31161465927351,603177,德创环保,bottom_area,2025-01-23,7.36,2025-01-23,7.34,0.27247956403270385,5.177111716621252,32.28782287822878,False,-4.0417,8.8352,2,3,2,66.66666666666666,24.388179562373107,37.04615384615384,9.727520435967296,0.27247956403270385,历史2/3次成功; 当前距低点0.27%; 最新日涨幅-4.04%; 状态bottom_area; 底部未确认
16,67.83706382585883,67.53318067681049,000062,深圳华强,confirmed_rebound,2025-01-23,20.89,2025-01-13,19.94,4.764292878635904,10.180541624874612,28.324946081955428,True,-0.8543,1.2673,3,4,3,75.0,23.76757225860402,37.385512073272274,5.235707121364097,4.764292878635904,历史3/4次成功; 当前距低点4.76%; 最新日涨幅-0.85%; 状态confirmed_rebound; 底部已确认
17,66.30975690512953,60.281597186481385,002291,遥望科技,bottom_area,2025-01-23,6.15,2025-01-23,6.15,0.0,4.715447154471545,27.04626334519572,False,-1.4423,13.4469,2,3,2,66.66666666666666,12.17704580545548,12.413793103448278,10.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
18,65.24297734376097,60.00185173996853,600130,波导股份,bottom_area,2025-01-23,3.32,2025-01-23,3.3,0.6060606060606066,6.666666666666673,30.232558139534895,False,-7.5209,16.1519,2,3,2,66.66666666666666,16.05915728559158,20.13201320132014,9.393939393939393,0.6060606060606066,历史2/3次成功; 当前距低点0.61%; 最新日涨幅-7.52%; 状态bottom_area; 底部未确认
19,62.92506923837785,57.204608398525316,600358,国旅联合,confirmed_rebound,2025-01-23,3.57,2025-01-23,3.57,0.0,10.644257703081243,31.870229007633593,False,-6.2992,16.0691,2,3,2,66.66666666666666,16.06420285945509,18.181818181818198,10.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-6.30%; 状态confirmed_rebound; 底部未确认
20,62.609831631738416,58.3298446177867,000421,南京公用,bottom_area,2025-01-23,6.31,2025-01-22,6.23,1.2841091492776755,4.012841091492777,27.726218097447784,False,-0.6299,4.2477,2,6,2,33.33333333333333,20.88322658498097,30.864197530864196,8.715890850722325,1.2841091492776755,历史2/6次成功; 当前距低点1.28%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
21,61.736115272510204,61.456766334625534,002183,怡亚通,confirmed_rebound,2025-01-23,4.18,2025-01-13,3.99,4.761904761904749,10.526315789473681,28.62254025044722,True,0.2398,1.2887,2,4,2,50.0,22.76295264391594,31.948881789137378,5.2380952380952515,4.761904761904749,历史2/4次成功; 当前距低点4.76%; 最新日涨幅0.24%; 状态confirmed_rebound; 底部已确认
22,58.5335647922826,56.170528755003154,600307,酒钢宏兴,bottom_area,2025-01-23,1.45,2025-01-13,1.41,2.8368794326241162,9.929078014184405,30.1980198019802,True,-0.6849,0.4691,1,2,1,50.0,16.33663366336634,16.33663366336634,7.163120567375884,2.8368794326241162,历史1/2次成功; 当前距低点2.84%; 最新日涨幅-0.68%; 状态bottom_area; 底部已确认
23,51.73944695342059,50.86847488794394,605338,巴比食品,confirmed_rebound,2025-01-23,16.47,2025-01-13,15.82,4.1087231352717986,10.619469026548671,30.553116769095702,True,-0.6634,0.7407,1,2,1,50.0,13.636363636363638,13.636363636363638,5.8912768647282014,4.1087231352717986,历史1/2次成功; 当前距低点4.11%; 最新日涨幅-0.66%; 状态confirmed_rebound; 底部已确认
