rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.47097314299555,80.34821266859076,002246,北化股份,bottom_area,2025-01-23,9.25,2025-01-06,9.2,0.543478260869573,6.521739130434799,27.38752959747435,False,-0.108,1.6341,4,4,4,100.0,25.577113458996685,31.992687385740403,9.456521739130427,0.543478260869573,历史4/4次成功; 当前距低点0.54%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
2,85.4926769079007,79.93658150421925,300682,朗新科技,bottom_area,2025-01-23,10.33,2025-01-13,10.18,1.4734774066797678,7.26915520628684,29.256428075052128,True,-0.0967,1.2809,2,2,2,100.0,19.0651074809093,21.503593145384194,8.526522593320232,1.4734774066797678,历史2/2次成功; 当前距低点1.47%; 最新日涨幅-0.10%; 状态bottom_area; 底部已确认
3,84.54821341578847,79.73408026755853,600117,西宁特钢,bottom_area,2025-01-23,2.12,2025-01-13,2.08,1.9230769230769247,8.653846153846139,27.526132404181187,True,0.0,0.2886,1,1,1,100.0,17.681159420289838,17.681159420289838,8.076923076923077,1.9230769230769247,历史1/1次成功; 当前距低点1.92%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
4,83.12254595280085,76.21993189572714,600202,哈空调,bottom_area,2025-01-23,4.45,2025-01-22,4.43,0.45146726862303527,3.160270880361187,29.006410256410263,False,0.2252,5.533,4,5,4,80.0,23.11439391498748,41.50485436893204,9.548532731376966,0.45146726862303527,历史4/5次成功; 当前距低点0.45%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
5,80.93295238320634,73.82222972972974,603682,锦和商管,bottom_area,2025-01-23,5.71,2025-01-23,5.7,0.1754385964912243,5.438596491228063,27.016645326504474,False,-2.3932,5.9325,1,1,1,100.0,35.97972972972974,35.97972972972974,9.824561403508776,0.1754385964912243,历史1/1次成功; 当前距低点0.18%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
6,79.97357880148174,78.85519976633421,002571,德力股份,bottom_area,2025-01-23,4.16,2025-01-22,3.99,4.2606516290726795,6.265664160401002,28.749999999999993,False,1.9608,7.1848,3,3,3,100.0,17.47035204634371,28.291814946619215,5.739348370927321,4.2606516290726795,历史3/3次成功; 当前距低点4.26%; 最新日涨幅1.96%; 状态bottom_area; 底部未确认
7,77.59743734916536,77.48338636647321,000155,川能动力,bottom_area,2025-01-23,10.87,2025-01-13,10.36,4.922779922779921,7.046332046332051,28.05555555555556,True,-1.0018,1.1061,3,3,3,100.0,31.490992421566784,45.280898876404486,5.07722007722008,4.922779922779921,历史3/3次成功; 当前距低点4.92%; 最新日涨幅-1.00%; 状态bottom_area; 底部已确认
8,76.29236634962083,74.57148590564444,000629,钒钛股份,bottom_area,2025-01-23,2.73,2025-01-13,2.63,3.802281368821296,7.604562737642592,27.348066298342545,True,-0.365,0.6632,2,2,2,100.0,18.767136701919313,27.173913043478265,6.197718631178704,3.802281368821296,历史2/2次成功; 当前距低点3.80%; 最新日涨幅-0.36%; 状态bottom_area; 底部已确认
9,74.7266700121266,67.93333637466054,300347,泰格医药,bottom_area,2025-01-23,48.41,2025-01-23,48.41,0.0,3.2637884734559086,29.942112879884224,False,-1.002,1.5472,3,4,3,75.0,18.593206315379337,23.423271500843175,10.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
10,74.02114733514924,71.7260364128629,688117,圣诺生物,bottom_area,2025-01-23,23.47,2025-01-13,22.71,3.3465433729634433,8.322324966974904,27.629063097514333,True,-0.803,1.0675,3,4,3,75.0,18.715888726986787,24.6076585059636,6.653456627036558,3.3465433729634433,历史3/4次成功; 当前距低点3.35%; 最新日涨幅-0.80%; 状态bottom_area; 底部已确认
11,71.80079189940228,66.45861693896894,600129,太极集团,bottom_area,2025-01-23,20.34,2025-01-22,20.15,0.9429280397022396,3.225806451612914,28.189593727726304,False,0.0,2.541,2,3,2,66.66666666666666,22.21411937001825,29.540598290598297,9.05707196029776,0.9429280397022396,历史2/3次成功; 当前距低点0.94%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
