rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.41924858672147,77.10989677691173,000419,通程控股,bottom_area,2023-02-15,6.17,2023-01-19,6.06,1.8151815181518205,4.620462046204625,29.039812646370024,False,-0.3231,1.7863,2,2,2,100.0,17.250057195149854,24.82269503546099,6.18481848184818,1.8151815181518205,历史2/2次成功; 当前距低点1.82%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
2,73.51921919010775,72.08276835501857,002855,捷荣技术,bottom_area,2023-02-15,11.08,2023-02-14,10.76,2.9739776951672887,3.6245353159851357,27.248140635564567,False,-0.4492,6.7282,1,1,1,100.0,21.093749999999993,21.093749999999993,5.026022304832711,2.9739776951672887,历史1/1次成功; 当前距低点2.97%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
3,72.46468109788461,67.88753228473398,000756,新华制药,bottom_area,2023-02-15,26.46,2023-02-10,26.3,0.6083650190114074,2.6235741444866836,29.301075268817208,False,-1.3423,3.8033,1,1,1,100.0,9.379594236989137,9.379594236989137,7.391634980988593,0.6083650190114074,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
4,72.0586987330818,71.91486899509162,000650,仁和药业,bottom_area,2023-02-15,6.4,2023-01-12,6.16,3.8961038961038996,5.844155844155835,27.444051825677267,False,-0.4666,2.38,2,2,2,100.0,14.827881065637138,17.19038817005545,4.1038961038961,3.8961038961038996,历史2/2次成功; 当前距低点3.90%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
5,71.50224478661646,72.7990510333193,002785,万里石,confirmed_rebound,2023-02-15,24.88,2023-02-08,23.71,4.9346267397722405,8.814846056516238,27.068594278683477,True,-0.8765,4.5382,1,1,1,100.0,54.214876033057855,54.214876033057855,3.06537326022776,4.9346267397722405,历史1/1次成功; 当前距低点4.93%; 最新日涨幅-0.88%; 状态confirmed_rebound; 底部已确认
6,69.21321645888563,70.0531659672895,002349,精华制药,bottom_area,2023-02-15,12.21,2023-01-19,11.67,4.627249357326487,6.255355612682094,28.44880441446965,False,-0.7317,2.8374,2,2,2,100.0,13.781153236526267,18.615984405458093,3.372750642673514,4.627249357326487,历史2/2次成功; 当前距低点4.63%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
