rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.15999181085732,84.95004912084399,603356,华菱精工,bottom_area,2023-03-31,12.26,2023-03-31,12.09,1.4061207609594701,2.0678246484698097,28.672566371681413,False,0.4095,2.8304,2,2,2,100.0,31.91400245070737,38.38297872340427,13.593879239040529,1.4061207609594701,历史2/2次成功; 当前距低点1.41%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
2,92.46139576928499,82.83033873587802,002347,泰尔股份,bottom_area,2023-03-31,5.1,2023-03-20,5.02,1.5936254980079698,6.175298804780887,29.09604519774012,False,0.5917,1.3135,2,2,2,100.0,22.816155222237516,29.585798816568047,13.40637450199203,1.5936254980079698,历史2/2次成功; 当前距低点1.59%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
3,91.72976051921016,82.14225851872715,002708,光洋股份,bottom_area,2023-03-31,6.46,2023-03-20,6.36,1.5723270440251518,6.132075471698108,31.759656652360512,False,0.78,1.4184,1,1,1,100.0,35.522388059701484,35.522388059701484,13.427672955974849,1.5723270440251518,历史1/1次成功; 当前距低点1.57%; 最新日涨幅0.78%; 状态bottom_area; 底部未确认
4,86.41191917226374,80.01344951254706,002660,茂硕电源,bottom_area,2023-03-31,9.21,2023-03-20,8.91,3.367003367003375,7.519640852974185,28.31858407079646,True,1.3201,1.7842,2,2,2,100.0,20.21622144792876,24.71428571428572,11.632996632996624,3.367003367003375,历史2/2次成功; 当前距低点3.37%; 最新日涨幅1.32%; 状态bottom_area; 底部已确认
5,86.39658094094688,78.04360265536569,603315,福鞍股份,bottom_area,2023-03-31,14.51,2023-03-31,14.22,2.039381153305198,2.67229254571026,28.398791540785496,False,-0.0689,0.8895,1,1,1,100.0,41.68490153172865,41.68490153172865,12.960618846694802,2.039381153305198,历史1/1次成功; 当前距低点2.04%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
6,85.65544314724907,75.42193086670585,300699,光威复材,bottom_area,2023-03-31,51.06,2023-03-30,50.72,0.6703470031545808,2.917981072555213,30.767130767130773,False,-1.1614,2.2464,2,2,2,100.0,33.98022598870056,49.6271186440678,14.329652996845418,0.6703470031545808,历史2/2次成功; 当前距低点0.67%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
7,83.4227108359774,76.10270130627927,001299,美能能源,bottom_area,2023-03-31,16.78,2023-03-31,16.36,2.5672371638141915,3.3007334963325135,27.610619469026553,False,1.1453,2.9194,1,1,1,100.0,15.247322794492616,15.247322794492616,12.432762836185809,2.5672371638141915,历史1/1次成功; 当前距低点2.57%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
8,79.62216470003332,74.91309156318906,601702,华峰铝业,bottom_area,2023-03-31,12.83,2023-03-20,12.31,4.224207961007307,9.098294069861893,29.212190914318576,True,1.183,2.7678,1,1,1,100.0,19.96927803379416,19.96927803379416,10.775792038992693,4.224207961007307,历史1/1次成功; 当前距低点4.22%; 最新日涨幅1.18%; 状态bottom_area; 底部已确认
9,79.00314844709324,75.38256945968422,300393,中来股份,bottom_area,2023-03-31,14.97,2023-03-20,14.26,4.978962131837314,7.8541374474053365,27.61421319796954,True,-0.6636,2.3393,3,3,3,100.0,20.884963012222048,23.89610389610389,10.021037868162686,4.978962131837314,历史3/3次成功; 当前距低点4.98%; 最新日涨幅-0.66%; 状态bottom_area; 底部已确认
10,78.14949317415419,73.18570773262529,605128,上海沿浦,bottom_area,2023-03-31,41.6,2023-03-28,40.01,3.9740064983754144,4.748812796800796,32.75630252100841,False,0.5803,1.7793,1,1,1,100.0,16.80883090817863,16.80883090817863,11.025993501624583,3.9740064983754144,历史1/1次成功; 当前距低点3.97%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
11,74.94629474544055,70.34287897625772,688348,昱能科技,bottom_area,2023-03-31,332.07,2023-03-29,319.01,4.093915551236639,7.661201843202408,32.018497208370626,True,-0.6849,5.4813,1,1,1,100.0,16.27422813482398,16.27422813482398,10.906084448763359,4.093915551236639,历史1/1次成功; 当前距低点4.09%; 最新日涨幅-0.68%; 状态bottom_area; 底部已确认
12,69.99735381941827,62.44053442415045,603051,鹿山新材,bottom_area,2023-03-31,48.23,2023-03-31,47.58,1.366120218579232,2.71122320302648,28.985074626865675,False,0.4373,6.0107,1,2,1,50.0,18.738110336081178,18.738110336081178,13.633879781420768,1.366120218579232,历史1/2次成功; 当前距低点1.37%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
13,66.73661779958132,63.174596282264,600418,江淮汽车,bottom_area,2023-03-31,13.55,2023-03-20,12.96,4.552469135802468,10.339506172839505,27.55729457797652,True,-1.4545,3.5541,2,3,2,66.66666666666666,22.244942178639526,24.365079365079367,10.447530864197532,4.552469135802468,历史2/3次成功; 当前距低点4.55%; 最新日涨幅-1.45%; 状态bottom_area; 底部已确认
14,65.18220880764805,58.81966681326601,688357,建龙微纳,bottom_area,2023-03-31,94.06,2023-03-30,92.23,1.9841700097582113,4.065922151143879,27.108195684817826,False,0.9336,1.2152,1,3,1,33.33333333333333,26.291618828932272,26.291618828932272,13.015829990241789,1.9841700097582113,历史1/3次成功; 当前距低点1.98%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
15,59.08590420762624,51.96890136931669,002192,融捷股份,bottom_area,2023-03-31,75.77,2023-03-31,75.31,0.61080865754879,3.9436993759128915,28.4669452887538,False,-3.1941,4.5329,1,2,1,50.0,25.707231766279197,25.707231766279197,14.38919134245121,0.61080865754879,历史1/2次成功; 当前距低点0.61%; 最新日涨幅-3.19%; 状态bottom_area; 底部未确认
16,58.18759163554189,55.40637471439449,000887,中鼎股份,bottom_area,2023-03-31,12.71,2023-03-20,12.12,4.8679867986798815,6.600660066006607,28.45336481700119,False,0.2366,0.8916,1,2,1,50.0,23.84615384615385,23.84615384615385,10.132013201320117,4.8679867986798815,历史1/2次成功; 当前距低点4.87%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
