rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.82290422937616,85.13080028538123,300342,天银机电,bottom_area,2023-08-04,11.3,2023-07-28,11.11,1.7101710171017217,4.230423042304237,28.368794326241137,False,0.713,2.9221,3,3,3,100.0,19.9461838944793,26.68539325842696,13.289828982898278,1.7101710171017217,历史3/3次成功; 当前距低点1.71%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
2,86.9357682307352,78.26659887092704,688300,联瑞新材,bottom_area,2023-08-04,43.29,2023-08-02,42.5,1.8588235294117628,5.5764705882352885,27.350427350427353,False,-2.4341,0.8559,2,2,2,100.0,24.003852247235756,26.809910956252438,13.141176470588237,1.8588235294117628,历史2/2次成功; 当前距低点1.86%; 最新日涨幅-2.43%; 状态bottom_area; 底部未确认
3,85.32368227507112,75.69022305002335,300633,开立医疗,bottom_area,2023-08-04,43.52,2023-08-04,43.06,1.0682768230376238,2.4152345564328823,31.236026828489294,False,-1.3152,1.2179,1,1,1,100.0,17.12846347607052,17.12846347607052,13.931723176962377,1.0682768230376238,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
4,85.22932988566033,77.88397709504112,688143,长盈通,bottom_area,2023-08-04,30.5,2023-08-01,29.71,2.659037361157856,6.294177044766064,28.906436946637946,False,0.1313,0.9867,1,1,1,100.0,25.949367088607595,25.949367088607595,12.340962638842143,2.659037361157856,历史1/1次成功; 当前距低点2.66%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
5,81.35738469467103,76.8235484724636,688095,福昕软件,bottom_area,2023-08-04,100.43,2023-08-02,96.18,4.418798086920357,5.385735080058216,28.75555555555555,False,1.6704,2.5459,2,2,2,100.0,25.152731777645194,31.679509356817103,10.581201913079642,4.418798086920357,历史2/2次成功; 当前距低点4.42%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
6,80.09825048307198,72.53598791337924,002219,新里程,bottom_area,2023-08-04,3.76,2023-08-04,3.68,2.1739130434782505,5.978260869565211,29.230769230769234,False,-4.0816,1.8904,1,1,1,100.0,23.938223938223942,23.938223938223942,12.826086956521749,2.1739130434782505,历史1/1次成功; 当前距低点2.17%; 最新日涨幅-4.08%; 状态bottom_area; 底部未确认
7,78.07318860777762,72.90143647740732,600995,南网储能,bottom_area,2023-08-04,11.15,2023-06-07,10.74,3.817504655493484,8.379888268156428,32.7909887359199,True,-0.1791,0.846,1,1,1,100.0,26.64165103189493,26.64165103189493,11.182495344506515,3.817504655493484,历史1/1次成功; 当前距低点3.82%; 最新日涨幅-0.18%; 状态bottom_area; 底部已确认
8,77.65488980079382,70.35512236910962,002829,星网宇达,bottom_area,2023-08-04,31.15,2023-08-02,30.48,2.1981627296587867,2.6574803149606256,31.918695555059195,False,1.2679,1.6241,2,3,2,66.66666666666666,18.711111430456917,21.628131021194598,12.801837270341213,2.1981627296587867,历史2/3次成功; 当前距低点2.20%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
9,76.7403704286659,71.7728212262208,002755,奥赛康,bottom_area,2023-08-04,8.25,2023-07-17,7.94,3.9042821158690124,6.171284634760696,28.853046594982075,False,-0.6024,0.3256,1,1,1,100.0,30.831099195710454,30.831099195710454,11.095717884130988,3.9042821158690124,历史1/1次成功; 当前距低点3.90%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
10,57.50782577373269,50.44196108629806,603033,三维股份,bottom_area,2023-08-04,15.17,2023-08-01,15.1,0.4635761589403992,2.7814569536423837,29.995363931386187,False,-0.8497,0.1912,1,3,1,33.33333333333333,24.922480620155024,24.922480620155024,14.536423841059602,0.4635761589403992,历史1/3次成功; 当前距低点0.46%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
11,57.215812146951976,53.53168101101111,002403,爱仕达,bottom_area,2023-08-04,8.74,2023-07-28,8.41,3.923900118906065,4.994054696789536,32.61217948717949,False,1.0405,2.3942,1,3,1,33.33333333333333,21.63892445582587,21.63892445582587,11.076099881093935,3.923900118906065,历史1/3次成功; 当前距低点3.92%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
