rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.00095761684655,86.00907489220589,002819,东方中科,bottom_area,2025-01-06,24.23,2025-01-06,23.88,1.4656616415410444,3.6850921273031934,28.072289156626518,False,-1.2632,1.6314,4,4,4,100.0,27.47733029526597,51.677148846960186,8.534338358458957,1.4656616415410444,历史4/4次成功; 当前距低点1.47%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
30,83.59922465191964,77.94443249082086,603178,圣龙股份,bottom_area,2025-01-06,16.83,2025-01-06,16.61,1.3245033112582714,3.973509933774835,29.319148936170215,False,-2.9412,1.6095,4,5,4,80.0,25.72204322843939,44.66270354096666,8.67549668874173,1.3245033112582714,历史4/5次成功; 当前距低点1.32%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
31,83.4516491378701,78.73269432686409,601858,中国科传,bottom_area,2025-01-06,18.87,2025-01-06,18.51,1.944894651539705,3.8357644516477434,27.6387802971071,False,0.0,0.693,4,5,4,80.0,15.091688883734559,21.243523316062173,8.055105348460295,1.944894651539705,历史4/5次成功; 当前距低点1.94%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
32,83.2619512481577,80.93006793478261,002516,旷达科技,bottom_area,2025-01-06,4.72,2025-01-06,4.56,3.5087719298245648,5.482456140350878,27.5039745627981,False,0.4255,1.1177,2,2,2,100.0,36.07563405797101,39.687499999999986,6.491228070175437,3.5087719298245648,历史2/2次成功; 当前距低点3.51%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
33,83.24665768121287,80.22256113578034,000430,张家界,bottom_area,2025-01-06,5.73,2025-01-06,5.56,3.0575539568345476,4.856115107913678,31.102850061957877,False,-1.7153,3.1193,3,3,3,100.0,32.547226652489805,53.99999999999999,6.942446043165453,3.0575539568345476,历史3/3次成功; 当前距低点3.06%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
34,83.12641944695967,80.6331573448492,002489,浙江永强,bottom_area,2025-01-06,3.04,2025-01-06,2.94,3.40136054421769,4.42176870748299,27.58620689655172,False,0.0,1.4793,1,1,1,100.0,49.82935153583616,49.82935153583616,6.59863945578231,3.40136054421769,历史1/1次成功; 当前距低点3.40%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
35,83.11136472538259,80.17444810023706,688011,新光光电,bottom_area,2025-01-06,14.25,2025-01-06,13.82,3.111432706222863,5.426917510853835,29.847715736040602,False,-0.8351,0.5696,4,4,4,100.0,16.28233693776982,19.069767441860456,6.888567293777137,3.111432706222863,历史4/4次成功; 当前距低点3.11%; 最新日涨幅-0.84%; 状态bottom_area; 底部未确认
36,82.98572789826804,80.70056828432102,688329,艾隆科技,bottom_area,2025-01-06,12.89,2025-01-06,12.45,3.5341365461847496,5.702811244979927,31.21546961325968,False,0.0,2.182,3,3,3,100.0,18.486019406571245,21.72890326374596,6.465863453815252,3.5341365461847496,历史3/3次成功; 当前距低点3.53%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
37,82.87400480139677,75.34000436490615,600973,宝胜股份,bottom_area,2025-01-06,4.78,2025-01-06,4.78,0.0,4.184100418410045,30.924855491329478,False,-9.9812,9.7586,3,3,3,100.0,31.129055725301907,46.551724137931025,10.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
38,82.82007355169387,78.82725688444023,600990,四创电子,bottom_area,2025-01-06,19.15,2025-01-06,18.7,2.4064171122994615,3.850267379679157,27.123928293063138,False,-1.3395,1.8445,3,3,3,100.0,17.063913443457043,20.55837563451777,7.593582887700539,2.4064171122994615,历史3/3次成功; 当前距低点2.41%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
39,82.77898845869582,78.21636704758659,601216,君正集团,bottom_area,2025-01-06,5.04,2025-01-06,4.94,2.0242914979757014,2.631578947368419,31.767955801104968,False,0.1988,1.1232,1,1,1,100.0,19.955654101995574,19.955654101995574,7.9757085020242995,2.0242914979757014,历史1/1次成功; 当前距低点2.02%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
40,82.70333579027688,78.2566053197703,002457,青龙管业,bottom_area,2025-01-06,10.7,2025-01-06,10.48,2.099236641221363,4.103053435114501,27.72413793103448,False,-1.1091,2.7197,2,2,2,100.0,26.89712291266139,42.51290877796902,7.900763358778637,2.099236641221363,历史2/2次成功; 当前距低点2.10%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
41,82.59095606960537,77.37890544385358,603330,天洋新材,bottom_area,2025-01-06,5.79,2025-01-06,5.7,1.5789473684210502,5.263157894736839,32.86219081272085,False,-3.5,2.8852,2,2,2,100.0,26.015620665879435,35.1528384279476,8.42105263157895,1.5789473684210502,历史2/2次成功; 当前距低点1.58%; 最新日涨幅-3.50%; 状态bottom_area; 底部未确认
42,82.55448728469833,80.38751937121341,688277,天智航,bottom_area,2025-01-06,9.2,2025-01-06,8.88,3.6036036036035863,6.081081081081071,32.67626990144048,False,1.4333,0.7407,3,3,3,100.0,17.65449240553536,21.148825065274142,6.3963963963964146,3.6036036036035863,历史3/3次成功; 当前距低点3.60%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
43,82.31737077106044,77.85910205597415,605186,健麾信息,bottom_area,2025-01-06,18.18,2025-01-06,17.81,2.0774845592363897,4.1549691184727795,31.42087023488641,False,-0.547,1.2624,2,2,2,100.0,24.49337016684467,37.29468599033817,7.922515440763611,2.0774845592363897,历史2/2次成功; 当前距低点2.08%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
44,82.22825642306412,80.67677988677988,002375,亚厦股份,bottom_area,2025-01-06,3.64,2025-01-06,3.5,4.0000000000000036,4.571428571428576,29.149797570850204,False,0.2755,0.8719,3,3,3,100.0,24.06870906870906,36.9047619047619,5.999999999999997,4.0000000000000036,历史3/3次成功; 当前距低点4.00%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
45,82.16181298102175,76.74594112581194,603305,旭升集团,bottom_area,2025-01-06,12.13,2025-01-06,11.96,1.4214046822742468,4.347826086956518,31.65714285714285,False,-0.9796,1.1637,4,5,4,80.0,20.466364523640955,32.41061130334487,8.578595317725753,1.4214046822742468,历史4/5次成功; 当前距低点1.42%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
46,82.10634607949724,77.88456587328194,000917,电广传媒,bottom_area,2025-01-06,6.42,2025-01-06,6.28,2.2292993630573195,4.299363057324833,30.299667036625966,False,-1.2308,2.6319,1,1,1,100.0,43.157894736842124,43.157894736842124,7.770700636942681,2.2292993630573195,历史1/1次成功; 当前距低点2.23%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
47,81.95671081830207,79.09054985395693,688310,迈得医疗,bottom_area,2025-01-06,10.21,2025-01-06,9.9,3.1313131313131364,4.34343434343434,27.631578947368418,False,1.6932,1.031,2,2,2,100.0,21.558837598660606,23.648648648648653,6.868686868686864,3.1313131313131364,历史2/2次成功; 当前距低点3.13%; 最新日涨幅1.69%; 状态bottom_area; 底部未确认
48,81.8352789151657,77.09633017936959,600227,赤天化,bottom_area,2025-01-06,2.18,2025-01-06,2.14,1.8691588785046744,4.672897196261686,28.666666666666664,False,-3.1111,2.5596,1,1,1,100.0,44.72049689440993,44.72049689440993,8.130841121495326,1.8691588785046744,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
49,81.77500684290007,77.29206695926283,300489,光智科技,bottom_area,2025-01-06,50.0,2025-01-06,49.0,2.0408163265306123,4.040816326530606,31.75487465181058,False,-1.5748,2.669,2,2,2,100.0,20.995312815874314,22.924477771826446,7.959183673469389,2.0408163265306123,历史2/2次成功; 当前距低点2.04%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
50,81.64931720725674,80.69990654205608,002535,林州重机,bottom_area,2025-01-06,3.57,2025-01-06,3.42,4.385964912280699,5.263157894736847,31.872509960159356,False,0.0,1.5661,2,2,2,100.0,45.59089538739825,54.03225806451613,5.6140350877193015,4.385964912280699,历史2/2次成功; 当前距低点4.39%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
51,81.48992563882295,75.58732029030999,000810,创维数字,confirmed_rebound,2025-01-06,12.46,2025-01-06,12.33,1.0543390105433965,12.652068126520685,30.963045912653975,False,-8.9847,8.5321,5,6,5,83.33333333333334,22.94559086567526,45.01187648456058,8.945660989456604,1.0543390105433965,历史5/6次成功; 当前距低点1.05%; 最新日涨幅-8.98%; 状态confirmed_rebound; 底部未确认
52,81.39225546122098,76.71220077220077,000949,新乡化纤,bottom_area,2025-01-06,3.77,2025-01-06,3.7,1.8918918918918874,3.2432432432432337,27.16535433070866,False,-0.7895,3.0182,1,1,1,100.0,32.718894009216584,32.718894009216584,8.108108108108112,1.8918918918918874,历史1/1次成功; 当前距低点1.89%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
53,80.88348915128681,75.81332365747461,000402,金融街,bottom_area,2025-01-06,3.17,2025-01-06,3.12,1.6025641025640969,2.5641025641025665,29.411764705882348,False,-1.2461,1.0102,1,1,1,100.0,24.339622641509433,24.339622641509433,8.397435897435903,1.6025641025640969,历史1/1次成功; 当前距低点1.60%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
54,80.874313836328,78.33196072507555,002469,三维化学,bottom_area,2025-01-06,6.84,2025-01-06,6.62,3.32326283987915,4.531722054380662,27.012127894156563,False,1.034,3.8934,1,1,1,100.0,36.5,36.5,6.676737160120851,3.32326283987915,历史1/1次成功; 当前距低点3.32%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
55,80.84909243655757,78.39789218979648,002590,万安科技,bottom_area,2025-01-06,11.61,2025-01-06,11.23,3.38379341050756,4.986642920747985,27.030539311241064,False,1.0444,1.6569,2,2,2,100.0,20.929791213729608,30.204778156996575,6.616206589492441,3.38379341050756,历史2/2次成功; 当前距低点3.38%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
56,80.84739422719903,79.42901888987977,002855,捷荣技术,bottom_area,2025-01-06,17.64,2025-01-06,16.95,4.070796460176998,5.191740412979345,32.73809523809524,False,0.0,1.7198,3,3,3,100.0,18.228144188620067,21.093749999999993,5.9292035398230025,4.070796460176998,历史3/3次成功; 当前距低点4.07%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
57,80.63402947206103,75.9702291767011,301391,卡莱特,bottom_area,2025-01-06,32.09,2025-01-06,31.5,1.873015873015884,4.761904761904762,27.75229357798165,False,-1.504,2.5037,2,2,2,100.0,11.831749285899535,12.790058286594078,8.126984126984116,1.873015873015884,历史2/2次成功; 当前距低点1.87%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
58,80.62504744524388,75.32380494725378,000062,深圳华强,bottom_area,2025-01-06,20.56,2025-01-06,20.27,1.4306857424765622,2.7627035027133635,27.138749101365928,False,-0.7243,1.4233,3,4,3,75.0,23.76757225860402,37.385512073272274,8.56931425752344,1.4306857424765622,历史3/4次成功; 当前距低点1.43%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
59,80.56045154401934,74.11719658735834,300541,先进数通,confirmed_rebound,2025-01-06,11.25,2025-01-06,11.18,0.6261180679785356,10.465116279069766,28.287363694676078,False,-8.6109,14.7809,3,3,3,100.0,30.186805281448358,52.85714285714285,9.373881932021465,0.6261180679785356,历史3/3次成功; 当前距低点0.63%; 最新日涨幅-8.61%; 状态confirmed_rebound; 底部未确认
60,80.4812979999846,78.05022540539049,002663,普邦股份,bottom_area,2025-01-06,1.83,2025-01-06,1.77,3.3898305084745792,5.649717514124299,27.755102040816332,False,-1.6129,2.3924,2,2,2,100.0,41.60773636942224,66.45569620253163,6.610169491525422,3.3898305084745792,历史2/2次成功; 当前距低点3.39%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
61,80.15071709529958,79.105802523874,603155,新亚强,bottom_area,2025-01-06,12.34,2025-01-06,11.83,4.311073541842771,4.564666103127634,27.155172413793093,False,0.7347,1.0269,3,3,3,100.0,19.435753759545772,25.624375624375624,5.688926458157229,4.311073541842771,历史3/3次成功; 当前距低点4.31%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
62,80.11699120128858,73.67637793539626,688035,德邦科技,bottom_area,2025-01-06,33.38,2025-01-06,33.18,0.6027727546714975,6.027727546714889,27.885242338622035,False,-4.3827,2.2388,3,3,3,100.0,17.315590408856295,26.2108262108262,9.397227245328503,0.6027727546714975,历史3/3次成功; 当前距低点0.60%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
63,79.83198040400181,79.81011461917463,000155,川能动力,bottom_area,2025-01-06,10.95,2025-01-02,10.43,4.985618408437197,5.656759348034514,27.569444444444446,False,2.6242,1.5918,3,3,3,100.0,31.490992421566784,45.280898876404486,5.014381591562804,4.985618408437197,历史3/3次成功; 当前距低点4.99%; 最新日涨幅2.62%; 状态bottom_area; 底部未确认
64,79.55580302333316,74.98683757131359,300739,明阳电路,bottom_area,2025-01-06,12.9,2025-01-06,12.66,1.8957345971563997,5.76619273301738,31.71521035598705,False,-3.0075,4.6973,2,2,2,100.0,17.038238993710692,20.239999999999995,8.1042654028436,1.8957345971563997,历史2/2次成功; 当前距低点1.90%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
65,79.49527981701665,77.52719807076033,300706,阿石创,bottom_area,2025-01-06,21.39,2025-01-06,20.63,3.683955404750371,4.07174018419777,28.566481994459835,False,0.4225,3.839,2,2,2,100.0,19.92804512683427,28.81508078994613,6.316044595249629,3.683955404750371,历史2/2次成功; 当前距低点3.68%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
66,79.45342824071398,75.72440180730298,688173,希荻微,bottom_area,2025-01-06,9.93,2025-01-06,9.69,2.4767801857585163,5.263157894736841,29.166666666666668,False,-2.2638,1.8612,6,7,6,85.71428571428571,15.530126279436839,23.120837297811605,7.523219814241484,2.4767801857585163,历史6/7次成功; 当前距低点2.48%; 最新日涨幅-2.26%; 状态bottom_area; 底部未确认
67,79.34924312930038,76.69542228885555,000965,天保基建,bottom_area,2025-01-06,2.89,2025-01-06,2.8,3.214285714285725,3.9285714285714404,27.083333333333336,False,-1.0274,2.4682,3,3,3,100.0,15.50534256681183,16.666666666666664,6.785714285714276,3.214285714285725,历史3/3次成功; 当前距低点3.21%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
68,79.31082456601375,75.56871969643088,300409,道氏技术,bottom_area,2025-01-06,12.48,2025-01-06,12.18,2.463054187192124,4.351395730706085,27.672209026128268,False,0.6452,3.3369,4,6,4,66.66666666666666,33.321594497646515,50.03460207612457,7.536945812807877,2.463054187192124,历史4/6次成功; 当前距低点2.46%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
69,79.19711141219133,75.2629136530544,601588,北辰实业,bottom_area,2025-01-06,1.76,2025-01-06,1.72,2.325581395348839,3.4883720930232593,29.795918367346946,False,-0.565,1.112,2,2,2,100.0,13.576555023923442,15.789473684210531,7.674418604651162,2.325581395348839,历史2/2次成功; 当前距低点2.33%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
70,78.87353496252514,76.10211236747742,002803,吉宏股份,bottom_area,2025-01-06,11.89,2025-01-06,11.53,3.122289679098016,4.509973980919353,29.52322738386308,False,-1.3278,2.7566,2,2,2,100.0,27.854477611940297,41.25000000000001,6.8777103209019845,3.122289679098016,历史2/2次成功; 当前距低点3.12%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
71,78.86484739383928,72.0299621217325,688234,天岳先进,bottom_area,2025-01-06,49.31,2025-01-06,49.19,0.2439520227688647,2.2565562106119117,30.893509412756405,False,-1.0634,1.0367,2,2,2,100.0,10.517057707771569,10.647803425167522,9.756047977231136,0.2439520227688647,历史2/2次成功; 当前距低点0.24%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
72,78.70303299791652,72.9311900883723,301328,维峰电子,bottom_area,2025-01-06,37.25,2025-01-06,36.88,1.0032537960954375,6.968546637744034,27.827788649706452,False,-4.34,9.7143,1,1,1,100.0,11.712950233709115,11.712950233709115,8.996746203904562,1.0032537960954375,历史1/1次成功; 当前距低点1.00%; 最新日涨幅-4.34%; 状态bottom_area; 底部未确认
