rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.00095761684655,86.00907489220589,002819,东方中科,bottom_area,2025-01-06,24.23,2025-01-06,23.88,1.4656616415410444,3.6850921273031934,28.072289156626518,False,-1.2632,1.6314,4,4,4,100.0,27.47733029526597,51.677148846960186,8.534338358458957,1.4656616415410444,历史4/4次成功; 当前距低点1.47%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
2,91.59470507474511,87.11683603610491,002761,浙江建投,bottom_area,2025-01-06,8.21,2025-01-06,8.02,2.369077306733183,3.491271820448892,28.392857142857142,False,0.2442,1.4229,7,7,7,100.0,22.034044599228856,43.73730534867976,7.630922693266817,2.369077306733183,历史7/7次成功; 当前距低点2.37%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
3,91.5609630133825,87.31328947152454,603185,弘元绿能,bottom_area,2025-01-06,15.54,2025-01-06,15.16,2.506596306068595,3.9577836411609475,29.651972157772622,False,1.1719,1.464,6,6,6,100.0,24.77596263097275,43.51028702057404,7.4934036939314055,2.506596306068595,历史6/6次成功; 当前距低点2.51%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
4,91.38835367260181,85.52777788598208,002246,北化股份,bottom_area,2025-01-06,9.34,2025-01-06,9.2,1.521739130434789,3.695652173913042,27.38752959747435,False,-0.8493,1.5035,4,4,4,100.0,25.577113458996685,31.992687385740403,8.478260869565212,1.521739130434789,历史4/4次成功; 当前距低点1.52%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
5,91.23585795855612,86.84394109043308,002777,久远银海,bottom_area,2025-01-06,15.72,2025-01-06,15.35,2.410423452768736,3.5830618892508186,28.504890544946438,False,0.2551,1.943,5,5,5,100.0,21.07369119755796,51.99999999999999,7.589576547231264,2.410423452768736,历史5/5次成功; 当前距低点2.41%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
6,90.94141122278549,84.91214639033564,300520,科大国创,bottom_area,2025-01-06,20.28,2025-01-06,20.0,1.4000000000000057,4.0000000000000036,31.342258839684174,False,-2.2179,4.3753,4,4,4,100.0,20.774980593202418,32.59013282732449,8.599999999999994,1.4000000000000057,历史4/4次成功; 当前距低点1.40%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
7,90.34652093856911,84.00252645591677,002657,中科金财,bottom_area,2025-01-06,16.3,2025-01-06,16.11,1.1793916821849861,4.779639975170699,27.004984141368375,False,-2.5702,4.7096,3,3,3,100.0,29.84698651235768,56.540447504302946,8.820608317815015,1.1793916821849861,历史3/3次成功; 当前距低点1.18%; 最新日涨幅-2.57%; 状态bottom_area; 底部未确认
8,89.92558708525777,84.16340962109669,300342,天银机电,bottom_area,2025-01-06,14.65,2025-01-06,14.43,1.5246015246015292,4.365904365904372,28.986220472440948,False,-1.4795,3.1854,4,4,4,100.0,18.276887619291326,26.68539325842696,8.475398475398471,1.5246015246015292,历史4/4次成功; 当前距低点1.52%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
9,89.57473990820712,84.99792838005055,002553,南方精工,bottom_area,2025-01-06,11.83,2025-01-06,11.57,2.2471910112359534,5.272255834053582,32.73255813953488,False,-1.4988,4.1942,7,7,7,100.0,31.621096159508213,83.5926449787836,7.752808988764047,2.2471910112359534,历史7/7次成功; 当前距低点2.25%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
10,89.57275474900909,83.74062206879105,300663,科蓝软件,bottom_area,2025-01-06,15.22,2025-01-06,15.0,1.466666666666671,3.9333333333333322,29.544387036167212,False,-1.8065,3.8148,2,2,2,100.0,48.62700036984445,76.77304964539006,8.53333333333333,1.466666666666671,历史2/2次成功; 当前距低点1.47%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
11,89.5232107701625,86.88466080773803,603004,鼎龙科技,bottom_area,2025-01-06,19.0,2025-01-06,18.37,3.429504627109412,5.606967882416971,27.847604084838963,False,0.4228,5.3597,4,4,4,100.0,33.78457719111554,55.7168784029038,6.570495372890589,3.429504627109412,历史4/4次成功; 当前距低点3.43%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
12,87.76853774933404,82.77266281983087,601865,福莱特,bottom_area,2025-01-06,19.07,2025-01-06,18.71,1.9241047568145344,3.4206306787814036,30.2386278896346,False,1.1135,0.7223,2,2,2,100.0,26.557105727784926,39.24894003634159,8.075895243185466,1.9241047568145344,历史2/2次成功; 当前距低点1.92%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
13,87.16148906862915,84.17119655928609,002314,南山控股,bottom_area,2025-01-06,2.28,2025-01-06,2.21,3.1674208144796308,4.072398190045242,28.938906752411576,False,0.0,1.6533,4,4,4,100.0,15.983419442471158,26.12612612612611,6.83257918552037,3.1674208144796308,历史4/4次成功; 当前距低点3.17%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
14,86.46573397687602,81.26534882546102,300456,赛微电子,bottom_area,2025-01-06,16.33,2025-01-06,16.05,1.744548286604346,2.4922118380062215,28.02690582959641,False,0.6161,2.0213,1,1,1,100.0,32.91891891891892,32.91891891891892,8.255451713395654,1.744548286604346,历史1/1次成功; 当前距低点1.74%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
15,86.14105026165267,81.07392965802605,000718,苏宁环球,bottom_area,2025-01-06,2.24,2025-01-06,2.2,1.8181818181818195,3.636363636363619,28.10457516339869,False,-0.885,1.2213,3,3,3,100.0,21.932173136992418,36.111111111111114,8.181818181818182,1.8181818181818195,历史3/3次成功; 当前距低点1.82%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
16,85.9736563819537,81.71428356402959,300563,神宇股份,bottom_area,2025-01-06,51.76,2025-01-03,50.58,2.3329379201265317,8.995650454725196,30.04149377593361,True,1.8898,14.973,2,2,2,100.0,16.68484958020473,20.477137176938378,7.667062079873468,2.3329379201265317,历史2/2次成功; 当前距低点2.33%; 最新日涨幅1.89%; 状态bottom_area; 底部已确认
17,85.83355348146299,80.94439392159995,688225,亚信安全,bottom_area,2025-01-06,16.44,2025-01-06,16.13,1.921884686918799,7.5635461872287815,31.068376068376068,False,-4.8611,1.4733,4,4,4,100.0,16.05532799878933,21.557788944723633,8.078115313081202,1.921884686918799,历史4/4次成功; 当前距低点1.92%; 最新日涨幅-4.86%; 状态bottom_area; 底部未确认
18,85.53480565300785,80.0848147126253,300397,天和防务,bottom_area,2025-01-06,9.86,2025-01-06,9.71,1.5447991761070912,4.119464469618935,31.667839549612946,False,-1.4985,2.5183,2,2,2,100.0,29.929875452416432,45.75260804769001,8.455200823892909,1.5447991761070912,历史2/2次成功; 当前距低点1.54%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
19,85.48923734235181,81.14929107895217,000567,海德股份,bottom_area,2025-01-06,6.32,2025-01-06,6.18,2.2653721682847987,2.912621359223311,31.333333333333336,False,0.4769,0.6468,1,1,1,100.0,38.67924528301886,38.67924528301886,7.734627831715201,2.2653721682847987,历史1/1次成功; 当前距低点2.27%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
20,85.10887505917313,79.14879737388088,605168,三人行,bottom_area,2025-01-06,30.61,2025-01-06,30.25,1.1900826446280974,4.7603305785124,27.976190476190478,False,-3.408,2.5859,2,2,2,100.0,30.764439804478172,47.67726161369193,8.809917355371903,1.1900826446280974,历史2/2次成功; 当前距低点1.19%; 最新日涨幅-3.41%; 状态bottom_area; 底部未确认
21,84.97614143834333,79.28870186244131,002186,全聚德,bottom_area,2025-01-06,10.4,2025-01-06,10.26,1.3645224171540018,4.2884990253411255,32.27722772277228,False,-3.4355,2.5484,3,3,3,100.0,16.988241793292634,23.20675105485231,8.635477582845999,1.3645224171540018,历史3/3次成功; 当前距低点1.36%; 最新日涨幅-3.44%; 状态bottom_area; 底部未确认
22,84.87248232167714,80.00468037538297,000014,沙河股份,bottom_area,2025-01-06,10.19,2025-01-06,10.0,1.899999999999995,3.9000000000000057,27.953890489913547,False,-2.2073,2.0839,3,3,3,100.0,17.186453631091226,20.605355064027936,8.100000000000005,1.899999999999995,历史3/3次成功; 当前距低点1.90%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
23,84.81504175435606,78.87140764499405,600158,中体产业,bottom_area,2025-01-06,7.67,2025-01-06,7.58,1.187335092348283,2.9023746701846935,30.394857667584947,False,-1.1598,2.1637,2,2,2,100.0,19.024363739506168,23.955773955773946,8.812664907651719,1.187335092348283,历史2/2次成功; 当前距低点1.19%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
24,84.79660715545835,82.4291891891892,300586,美联新材,bottom_area,2025-01-06,7.66,2025-01-06,7.4,3.51351351351351,5.270270270270266,30.3201506591337,False,-0.5195,1.4893,3,3,3,100.0,50.871511414083926,124.33414043583537,6.4864864864864895,3.51351351351351,历史3/3次成功; 当前距低点3.51%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
25,84.76843111651013,83.19630778322708,300490,华自科技,bottom_area,2025-01-06,7.25,2025-01-06,6.97,4.017216642754667,5.451936872309898,31.126482213438734,False,0.4155,1.421,4,4,4,100.0,21.158934025310238,32.06349206349206,5.982783357245334,4.017216642754667,历史4/4次成功; 当前距低点4.02%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
26,84.19677364912913,82.4458147149577,301456,盘古智能,bottom_area,2025-01-06,21.33,2025-01-06,20.53,3.89673648319531,5.35801266439356,28.715277777777775,False,0.8988,2.0281,2,2,2,100.0,48.98050482066129,55.619596541786734,6.103263516804691,3.89673648319531,历史2/2次成功; 当前距低点3.90%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
27,83.97566917440007,80.40183241020532,300609,汇纳科技,bottom_area,2025-01-06,21.17,2025-01-06,20.61,2.7171276079573135,6.647258612324119,32.06987475280159,False,-3.1121,4.7003,4,4,4,100.0,22.886469657784787,49.87035436473638,7.282872392042687,2.7171276079573135,历史4/4次成功; 当前距低点2.72%; 最新日涨幅-3.11%; 状态bottom_area; 底部未确认
28,83.6335259248436,78.24737861269712,300671,富满微,bottom_area,2025-01-06,31.67,2025-01-06,31.2,1.5064102564102642,5.06410256410257,31.578947368421055,False,-1.646,2.6701,2,2,2,100.0,19.580612888777,20.266753415744958,8.493589743589736,1.5064102564102642,历史2/2次成功; 当前距低点1.51%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
29,83.62713688932614,76.97895445879392,002077,大港股份,bottom_area,2025-01-06,13.86,2025-01-06,13.77,0.6535947712418291,4.066811909949169,30.207805372529144,False,-2.6685,4.5121,3,3,3,100.0,25.479303963576843,26.22826908541193,9.346405228758172,0.6535947712418291,历史3/3次成功; 当前距低点0.65%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
