rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.93285459700617,81.64978390744189,001218,丽臣实业,bottom_area,2024-08-26,13.76,2024-08-26,13.45,2.3048327137546507,2.3048327137546507,32.07070707070708,False,1.9259,0.5552,2,2,2,100.0,25.18711018711019,29.999999999999993,17.69516728624535,2.3048327137546507,历史2/2次成功; 当前距低点2.30%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
14,73.242780513701,63.27176085176085,000597,东北制药,bottom_area,2024-08-26,4.15,2024-08-26,4.07,1.9656019656019672,2.457002457002448,32.053422370617696,False,0.2415,1.9714,1,3,1,33.33333333333333,61.02150537634409,61.02150537634409,18.034398034398034,1.9656019656019672,历史1/3次成功; 当前距低点1.97%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
15,72.16769297310853,62.818032345013485,603132,金徽股份,bottom_area,2024-08-26,11.18,2024-08-23,10.92,2.380952380952379,3.021978021978023,27.151434289526357,False,1.1765,0.9278,1,2,1,50.0,33.20754716981132,33.20754716981132,17.619047619047624,2.380952380952379,历史1/2次成功; 当前距低点2.38%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
16,72.11071620577701,62.12199195482325,002651,利君股份,bottom_area,2024-08-26,5.05,2024-08-26,4.96,1.8145161290322551,2.6209677419354818,31.68044077134986,False,0.1984,0.9936,1,3,1,33.33333333333333,41.96642685851319,41.96642685851319,18.185483870967744,1.8145161290322551,历史1/3次成功; 当前距低点1.81%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
17,71.57241910060395,62.449843868790445,000591,太阳能,bottom_area,2024-08-26,4.08,2024-08-23,3.98,2.5125628140703538,2.5125628140703538,28.158844765342963,False,2.0,0.5276,1,2,1,50.0,32.84132841328414,32.84132841328414,17.487437185929647,2.5125628140703538,历史1/2次成功; 当前距低点2.51%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
18,71.44718794478649,62.67898079528249,000155,川能动力,bottom_area,2024-08-26,9.15,2024-08-23,8.9,2.8089887640449436,3.370786516853921,29.08366533864542,False,2.5785,0.5313,1,2,1,50.0,37.70685579196216,37.70685579196216,17.191011235955056,2.8089887640449436,历史1/2次成功; 当前距低点2.81%; 最新日涨幅2.58%; 状态bottom_area; 底部未确认
19,70.96307432153064,62.78885907643992,300718,长盛轴承,bottom_area,2024-08-26,12.92,2024-08-26,12.51,3.277378097521984,5.915267785771385,31.936887921653966,False,0.0,10.9366,1,2,1,50.0,44.03914590747332,44.03914590747332,16.722621902478018,3.277378097521984,历史1/2次成功; 当前距低点3.28%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
20,69.48223823726346,60.37895033986798,000037,深南电A,bottom_area,2024-08-26,7.15,2024-08-23,6.99,2.2889842632331923,3.0042918454935617,27.7892561983471,False,0.8463,0.8901,2,8,2,25.0,39.8001852690304,45.16765285996055,17.711015736766807,2.2889842632331923,历史2/8次成功; 当前距低点2.29%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
21,68.50769304703702,59.279459114843,300653,正海生物,bottom_area,2024-08-26,18.86,2024-08-23,18.48,2.0562770562770507,2.5974025974025996,27.071823204419886,False,0.3725,0.625,1,3,1,33.33333333333333,29.647513278609367,29.647513278609367,17.94372294372295,2.0562770562770507,历史1/3次成功; 当前距低点2.06%; 最新日涨幅0.37%; 状态bottom_area; 底部未确认
22,67.41698386942778,59.63678288398797,002682,龙洲股份,bottom_area,2024-08-26,3.48,2024-08-26,3.37,3.26409495548961,4.154302670623135,29.93762993762993,False,0.2882,2.3246,1,2,1,50.0,26.929674099485425,26.929674099485425,16.73590504451039,3.26409495548961,历史1/2次成功; 当前距低点3.26%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
23,66.24569379401989,59.29273388846639,688091,上海谊众,bottom_area,2024-08-26,23.4,2024-08-26,22.52,3.9076376554174024,4.706927175843689,27.35483870967742,False,0.9927,1.8044,1,2,1,50.0,32.96853625171,32.96853625171,16.0923623445826,3.9076376554174024,历史1/2次成功; 当前距低点3.91%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
24,65.15324912221281,57.03363964570589,002732,燕塘乳业,bottom_area,2024-08-26,13.36,2024-08-23,13.01,2.690238278247499,3.458877786318225,29.599567099567103,False,0.9826,0.274,1,3,1,33.33333333333333,25.344352617079892,25.344352617079892,17.309761721752505,2.690238278247499,历史1/3次成功; 当前距低点2.69%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
25,64.85988460773662,54.87733784340063,688239,航宇科技,bottom_area,2024-08-26,26.75,2024-08-26,26.53,0.8292499057670518,4.2593290614398756,29.25333333333333,False,-2.621,1.7886,1,2,1,50.0,33.80660015349194,33.80660015349194,19.17075009423295,0.8292499057670518,历史1/2次成功; 当前距低点0.83%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
26,64.43910962814222,55.8079679986695,688202,美迪西,bottom_area,2024-08-26,24.26,2024-08-26,23.76,2.1043771043771042,4.419191919191907,28.904847396768403,False,0.6639,1.5968,1,5,1,20.0,23.795418261555337,23.795418261555337,17.8956228956229,2.1043771043771042,历史1/5次成功; 当前距低点2.10%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
27,62.72273917785868,55.333243959148824,603282,亚光股份,bottom_area,2024-08-26,12.58,2024-08-26,12.2,3.1147540983606623,3.1147540983606623,27.164179104477615,False,-5.1997,4.3242,1,2,1,50.0,34.64991023339317,34.64991023339317,16.88524590163934,3.1147540983606623,历史1/2次成功; 当前距低点3.11%; 最新日涨幅-5.20%; 状态bottom_area; 底部未确认
28,55.82607607886018,50.34688369152973,300639,凯普生物,bottom_area,2024-08-26,5.55,2024-08-26,5.32,4.323308270676683,6.203007518796993,32.65822784810127,False,-1.7699,5.6378,1,4,1,25.0,33.27433628318583,33.27433628318583,15.67669172932332,4.323308270676683,历史1/4次成功; 当前距低点4.32%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
