rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.93285459700617,81.64978390744189,001218,丽臣实业,bottom_area,2024-08-26,13.76,2024-08-26,13.45,2.3048327137546507,2.3048327137546507,32.07070707070708,False,1.9259,0.5552,2,2,2,100.0,25.18711018711019,29.999999999999993,17.69516728624535,2.3048327137546507,历史2/2次成功; 当前距低点2.30%; 最新日涨幅1.93%; 状态bottom_area; 底部未确认
2,93.50910710767681,80.25555713992355,301333,诺思格,bottom_area,2024-08-26,39.13,2024-08-23,38.51,1.6099714359906636,5.115554401454165,27.17473524962179,False,0.7467,2.1105,1,1,1,100.0,25.840279645065877,25.840279645065877,18.390028564009338,1.6099714359906636,历史1/1次成功; 当前距低点1.61%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
3,93.01350824208889,78.70759898736934,301421,波长光电,bottom_area,2024-08-26,31.36,2024-08-26,31.1,0.836012861736328,4.983922829581984,27.89241827034547,False,-3.6263,13.7688,3,3,3,100.0,47.22423823724819,56.02000000000002,19.16398713826367,0.836012861736328,历史3/3次成功; 当前距低点0.84%; 最新日涨幅-3.63%; 状态bottom_area; 底部未确认
4,90.19234161812187,76.85377737226278,603179,新泉股份,bottom_area,2024-08-26,33.28,2024-08-26,32.88,1.2165450121654457,3.892944038929422,27.847267939433834,False,-2.0312,0.4967,1,1,1,100.0,25.201612903225808,25.201612903225808,18.783454987834556,1.2165450121654457,历史1/1次成功; 当前距低点1.22%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
5,87.67640548650537,76.8914444568794,603079,圣达生物,bottom_area,2024-08-26,10.68,2024-08-26,10.39,2.7911453320500397,2.887391722810384,28.83561643835616,False,1.1364,1.5537,1,1,1,100.0,22.232558139534888,22.232558139534888,17.20885466794996,2.7911453320500397,历史1/1次成功; 当前距低点2.79%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
6,85.30436576050585,75.29217010187159,603367,辰欣药业,bottom_area,2024-08-26,13.13,2024-07-30,12.73,3.142183817753341,9.112333071484683,27.048710601719193,True,-0.0761,0.4584,1,1,1,100.0,31.216931216931226,31.216931216931226,16.85781618224666,3.142183817753341,历史1/1次成功; 当前距低点3.14%; 最新日涨幅-0.08%; 状态bottom_area; 底部已确认
7,83.71109252745691,75.71629780873066,002715,登云股份,bottom_area,2024-08-26,10.02,2024-08-23,9.59,4.483837330552657,4.796663190823783,31.45103645461044,False,2.454,1.0979,1,1,1,100.0,36.66369313113291,36.66369313113291,15.516162669447345,4.483837330552657,历史1/1次成功; 当前距低点4.48%; 最新日涨幅2.45%; 状态bottom_area; 底部未确认
8,82.93732336697389,70.03151550890436,600011,华能国际,bottom_area,2024-08-26,7.0,2024-08-26,6.95,0.7194244604316521,2.8776978417266212,29.7979797979798,False,-1.6854,0.5268,1,1,1,100.0,22.267759562841515,22.267759562841515,19.28057553956835,0.7194244604316521,历史1/1次成功; 当前距低点0.72%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
9,81.04151642502401,72.30403170087378,002674,兴业科技,bottom_area,2024-08-26,8.06,2024-08-21,7.77,3.7323037323037447,6.30630630630631,31.72231985940247,False,-0.861,0.7157,1,1,1,100.0,31.578947368421055,31.578947368421055,16.26769626769626,3.7323037323037447,历史1/1次成功; 当前距低点3.73%; 最新日涨幅-0.86%; 状态bottom_area; 底部未确认
10,80.72221647473108,69.43767063921995,000957,中通客车,bottom_area,2024-08-26,9.39,2024-08-26,9.23,1.7334777898158193,2.816901408450702,27.890625000000004,False,-1.0537,4.5719,2,4,2,50.0,190.25905745148648,354.54545454545456,18.26652221018418,1.7334777898158193,历史2/4次成功; 当前距低点1.73%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
11,80.17233332762085,68.93572153754273,000983,山西焦煤,bottom_area,2024-08-26,7.73,2024-08-26,7.6,1.710526315789484,1.8421052631579022,29.95391705069125,False,0.5202,0.373,2,4,2,50.0,24.546889986789015,27.212389380530986,18.289473684210517,1.710526315789484,历史2/4次成功; 当前距低点1.71%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
12,75.39695506371564,64.49619047619048,002685,华东重机,bottom_area,2024-08-26,2.84,2024-08-23,2.8,1.42857142857143,2.142857142857145,28.934010152284266,False,0.7092,2.1371,1,3,1,33.33333333333333,109.52380952380952,109.52380952380952,18.571428571428573,1.42857142857143,历史1/3次成功; 当前距低点1.43%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
13,73.38597829036635,62.875454545454545,002110,三钢闽光,bottom_area,2024-08-26,2.68,2024-08-23,2.64,1.5151515151515165,1.8939393939393872,29.787234042553184,False,1.1321,0.2936,1,2,1,50.0,22.90322580645161,22.90322580645161,18.484848484848484,1.5151515151515165,历史1/2次成功; 当前距低点1.52%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
