rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.64551198022995,79.07374449339208,001391,国货航,bottom_area,2026-04-15,5.33,7.73,2026-04-03,5.2,2.499999999999998,3.4615384615384563,32.729624838292374,31.047865459249678,False,0.3766,1.5018,1,1,1,100.0,30.39647577092513,30.39647577092513,17.500000000000004,2.499999999999998,历史1/1次成功; 当前距低点2.50%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
2,84.86820983364375,74.89327092900032,300080,易成新能,bottom_area,2026-04-15,4.61,6.38,2026-04-03,4.47,3.1319910514541514,7.382550335570472,29.93730407523511,27.742946708463943,True,-0.8602,1.3122,1,1,1,100.0,28.947368421052627,28.947368421052627,16.86800894854585,3.1319910514541514,历史1/1次成功; 当前距低点3.13%; 最新日涨幅-0.86%; 状态bottom_area; 底部已确认
3,82.88379466786203,74.37416482516574,002506,协鑫集成,bottom_area,2026-04-15,4.37,5.98,2026-04-03,4.2,4.047619047619046,11.190476190476184,29.76588628762542,26.923076923076927,True,-1.3544,8.1965,2,2,2,100.0,20.713635772780442,21.019108280254766,15.952380952380956,4.047619047619046,历史2/2次成功; 当前距低点4.05%; 最新日涨幅-1.35%; 状态bottom_area; 底部已确认
4,81.60408903822265,72.82762498574309,600843,上工申贝,bottom_area,2026-04-15,9.41,12.64,2026-04-07,9.07,3.7486218302094803,5.953693495038579,28.24367088607595,25.553797468354432,False,-1.877,1.3247,1,1,1,100.0,34.59399332591768,34.59399332591768,16.25137816979052,3.7486218302094803,历史1/1次成功; 当前距低点3.75%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
5,81.60209363811668,73.97527861603892,300993,玉马科技,bottom_area,2026-04-15,12.26,16.22,2026-03-23,11.72,4.607508532423201,7.679180887372001,27.74352651048088,24.414303329223177,True,-0.8091,0.8194,1,1,1,100.0,42.09891435464416,42.09891435464416,15.3924914675768,4.607508532423201,历史1/1次成功; 当前距低点4.61%; 最新日涨幅-0.81%; 状态bottom_area; 底部已确认
6,81.40153505698183,72.84971005953449,001328,登康口腔,bottom_area,2026-04-15,32.49,44.35,2026-04-07,31.27,3.9015030380556524,6.459865685960983,29.492671927846676,26.741826381059752,False,-0.7029,0.6082,1,1,1,100.0,36.58675799086758,36.58675799086758,16.09849696194435,3.9015030380556524,历史1/1次成功; 当前距低点3.90%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
7,81.17361057131751,71.89662650602409,600611,大众交通,bottom_area,2026-04-15,4.65,6.6,2026-04-07,4.5,3.333333333333341,5.555555555555555,31.818181818181813,29.545454545454536,False,-1.4831,0.764,1,1,1,100.0,24.497991967871478,24.497991967871478,16.66666666666666,3.333333333333341,历史1/1次成功; 当前距低点3.33%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
8,80.20733030889076,71.36264501655806,603848,好太太,bottom_area,2026-04-15,15.33,21.38,2026-04-03,14.8,3.5810810810810763,5.810810810810807,30.776426566884936,28.297474275023383,False,-0.3251,0.2974,1,1,1,100.0,24.664031620553352,24.664031620553352,16.418918918918923,3.5810810810810763,历史1/1次成功; 当前距低点3.58%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
9,79.59349118783146,72.05031718637031,603535,嘉诚国际,bottom_area,2026-04-15,8.31,11.77,2026-03-23,7.95,4.528301886792456,8.553459119496862,32.4553950722175,29.39677145284621,True,-0.2401,0.4407,1,1,1,100.0,30.778739184178,30.778739184178,15.471698113207545,4.528301886792456,历史1/1次成功; 当前距低点4.53%; 最新日涨幅-0.24%; 状态bottom_area; 底部已确认
10,75.58482396637109,65.69197674229956,002584,西陇科学,bottom_area,2026-04-15,7.57,10.48,2026-03-23,7.4,2.2972972972972965,9.729729729729714,29.389312977099237,27.767175572519083,True,-2.0699,3.0467,2,5,2,40.0,49.24631494697527,68.08510638297875,17.702702702702705,2.2972972972972965,历史2/5次成功; 当前距低点2.30%; 最新日涨幅-2.07%; 状态bottom_area; 底部已确认
11,75.02872055734744,63.593550083599325,000966,长源电力,bottom_area,2026-04-15,4.36,5.95,2026-04-03,4.32,0.9259259259259267,4.86111111111111,27.394957983193276,26.722689075630253,False,-0.4566,1.3147,2,3,2,66.66666666666666,29.075239398084808,37.20930232558138,19.074074074074073,0.9259259259259267,历史2/3次成功; 当前距低点0.93%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
