rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.64551198022995,79.07374449339208,001391,国货航,bottom_area,2026-04-15,5.33,7.73,2026-04-03,5.2,2.499999999999998,3.4615384615384563,32.729624838292374,31.047865459249678,False,0.3766,1.5018,1,1,1,100.0,30.39647577092513,30.39647577092513,17.500000000000004,2.499999999999998,历史1/1次成功; 当前距低点2.50%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
12,75.01881968794376,64.5205592068321,600121,郑州煤电,bottom_area,2026-04-15,4.13,5.69,2026-04-07,4.06,1.72413793103449,6.896551724137938,28.646748681898078,27.416520210896316,False,-1.9002,2.9035,3,6,3,50.0,23.44942843865986,29.452054794520542,18.275862068965512,1.72413793103449,历史3/6次成功; 当前距低点1.72%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
13,71.15084093440312,60.7329167377874,688169,石头科技,bottom_area,2026-04-15,113.62,153.7,2026-04-14,112.15,1.3107445385644214,3.2010699955416757,27.033181522446313,26.07677293428756,False,0.1763,1.5788,1,4,1,25.0,29.71190476190475,29.71190476190475,18.68925546143558,1.3107445385644214,历史1/4次成功; 当前距低点1.31%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
14,69.42462897262735,62.376443290127106,603000,人民网,bottom_area,2026-04-15,19.47,27.18,2026-03-23,18.7,4.117647058823527,9.03743315508022,31.199411331861665,28.366445916114795,True,-1.617,1.739,3,6,3,50.0,32.068164431423405,48.493150684931514,15.882352941176475,4.117647058823527,历史3/6次成功; 当前距低点4.12%; 最新日涨幅-1.62%; 状态bottom_area; 底部已确认
15,68.2507322199191,58.58732485362411,000625,长安汽车,bottom_area,2026-04-15,10.04,13.84,2026-03-30,9.88,1.61943319838055,3.441295546558703,28.612716763005775,27.456647398843938,False,-0.6924,0.4046,1,3,1,33.33333333333333,43.0446194225722,43.0446194225722,18.38056680161945,1.61943319838055,历史1/3次成功; 当前距低点1.62%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
16,67.63301854130229,60.34778985598517,002481,双塔食品,bottom_area,2026-04-15,4.44,6.06,2026-03-23,4.28,3.738317757009349,9.345794392523352,29.37293729372936,26.732673267326724,True,-0.8929,0.8029,2,5,2,40.0,38.17824915035744,54.6583850931677,16.261682242990652,3.738317757009349,历史2/5次成功; 当前距低点3.74%; 最新日涨幅-0.89%; 状态bottom_area; 底部已确认
17,63.11535639878856,55.92055673516392,002373,千方科技,bottom_area,2026-04-15,9.56,13.46,2026-04-07,9.25,3.3513513513513566,6.05405405405406,31.27786032689451,28.97473997028232,False,-1.0352,1.1018,1,2,1,50.0,30.49267643142478,30.49267643142478,16.648648648648646,3.3513513513513566,历史1/2次成功; 当前距低点3.35%; 最新日涨幅-1.04%; 状态bottom_area; 底部未确认
18,62.53644681967267,54.930662747009784,600185,珠免集团,bottom_area,2026-04-15,5.72,8.28,2026-04-03,5.56,2.8776978417266217,4.676258992805768,32.850241545893724,30.917874396135264,False,-0.6944,0.9453,1,3,1,33.33333333333333,38.80903490759753,38.80903490759753,17.122302158273378,2.8776978417266217,历史1/3次成功; 当前距低点2.88%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
19,62.44625187916091,54.37878843115811,600966,博汇纸业,bottom_area,2026-04-15,6.39,8.57,2026-04-03,6.24,2.4038461538461453,8.493589743589732,27.18786464410735,25.437572928821478,True,-0.4673,0.756,1,6,1,16.666666666666664,40.28436018957346,40.28436018957346,17.596153846153857,2.4038461538461453,历史1/6次成功; 当前距低点2.40%; 最新日涨幅-0.47%; 状态bottom_area; 底部已确认
20,62.00073795535267,54.22223231408778,300760,迈瑞医疗,bottom_area,2026-04-15,160.3,214.12,2026-04-09,156.18,2.637981815853505,4.123447304392366,27.059592751728,25.135438072109096,False,-0.0997,0.5519,1,3,1,33.33333333333333,32.06181462849697,32.06181462849697,17.362018184146496,2.637981815853505,历史1/3次成功; 当前距低点2.64%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
21,61.68361033137291,52.79107541236152,300683,海特生物,bottom_area,2026-04-15,35.56,50.68,2026-04-15,35.05,1.455064194008574,4.764621968616268,30.8405682715075,29.834254143646405,False,-1.4412,12.9755,1,5,1,20.0,22.089364380113267,22.089364380113267,18.54493580599143,1.455064194008574,历史1/5次成功; 当前距低点1.46%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
22,61.511403481552406,55.250662634150075,001322,箭牌家居,bottom_area,2026-04-15,7.36,9.77,2026-04-07,7.07,4.101838755304102,7.355021216407348,27.635619242579317,24.667349027635613,True,-1.2081,0.448,1,2,1,50.0,26.897069872276486,26.897069872276486,15.898161244695899,4.101838755304102,历史1/2次成功; 当前距低点4.10%; 最新日涨幅-1.21%; 状态bottom_area; 底部已确认
23,60.84661121344499,52.16104327666149,300749,顶固集创,bottom_area,2026-04-15,26.28,35.99,2026-04-03,25.88,1.5455950540958352,12.326120556414224,28.091136426785223,26.979716587941095,True,-4.4364,7.7904,1,5,1,20.0,20.833333333333336,20.833333333333336,18.454404945904166,1.5455950540958352,历史1/5次成功; 当前距低点1.55%; 最新日涨幅-4.44%; 状态bottom_area; 底部已确认
24,60.54036906238407,54.72472132034631,002605,姚记科技,bottom_area,2026-04-15,20.89,27.66,2026-03-23,20.0,4.450000000000003,7.2499999999999964,27.69342010122921,24.47577729573391,True,-0.4764,1.3066,2,6,2,33.33333333333333,31.11498917748918,39.01785714285715,15.549999999999997,4.450000000000003,历史2/6次成功; 当前距低点4.45%; 最新日涨幅-0.48%; 状态bottom_area; 底部已确认
25,58.335374799001656,53.05972240033934,001258,立新能源,bottom_area,2026-04-15,8.75,12.33,2026-04-07,8.35,4.790419161676651,8.982035928143713,32.27899432278994,29.034874290348746,True,-2.0157,3.3091,1,2,1,50.0,23.55848434925864,23.55848434925864,15.20958083832335,4.790419161676651,历史1/2次成功; 当前距低点4.79%; 最新日涨幅-2.02%; 状态bottom_area; 底部已确认
