rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.27741066541583,80.2873703242372,605198,安德利,bottom_area,2025-06-30,40.31,2025-06-20,39.13,3.015589062100689,5.877843087145405,29.748653500897664,False,0.0248,0.9075,1,1,1,100.0,43.241469816272954,43.241469816272954,11.98441093789931,3.015589062100689,历史1/1次成功; 当前距低点3.02%; 最新日涨幅0.02%; 状态bottom_area; 底部未确认
2,86.76065176999315,79.38565174337427,002041,登海种业,bottom_area,2025-06-30,9.79,2025-06-23,9.53,2.728226652675759,3.147953830010501,29.719764011799416,False,0.1022,0.6206,2,2,2,100.0,18.2043468358871,21.395106715252467,12.27177334732424,2.728226652675759,历史2/2次成功; 当前距低点2.73%; 最新日涨幅0.10%; 状态bottom_area; 底部未确认
3,85.87322663766653,78.45213785512439,002155,湖南黄金,bottom_area,2025-06-30,17.85,2025-06-30,17.39,2.645198389879246,2.702702702702696,29.28019520130134,False,0.9615,2.1918,1,1,1,100.0,28.834355828220854,28.834355828220854,12.354801610120754,2.645198389879246,历史1/1次成功; 当前距低点2.65%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
4,83.47142559954064,76.15309222423147,688556,高测股份,bottom_area,2025-06-30,7.18,2025-06-27,7.0,2.571428571428567,4.142857142857143,31.10236220472441,False,2.5714,1.9667,1,1,1,100.0,15.569620253164562,15.569620253164562,12.428571428571432,2.571428571428567,历史1/1次成功; 当前距低点2.57%; 最新日涨幅2.57%; 状态bottom_area; 底部未确认
5,83.13914545454544,72.29490909090909,300849,锦盛新材,bottom_area,2025-06-30,13.18,2025-06-30,13.18,0.0,7.435508345978759,31.318394997394485,False,-20.0243,18.2055,1,1,1,100.0,48.090909090909086,48.090909090909086,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-20.02%; 状态bottom_area; 底部未确认
6,81.11833883324387,73.57181781474603,000999,华润三九,bottom_area,2025-06-30,31.28,2025-06-23,30.59,2.255639097744365,4.347826086956528,29.645814167433297,False,-0.8872,0.4791,1,1,1,100.0,20.293951384963254,20.293951384963254,12.744360902255636,2.255639097744365,历史1/1次成功; 当前距低点2.26%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
7,80.78741535455268,77.07846153846157,001230,劲旅环境,bottom_area,2025-06-30,20.47,2025-06-23,19.5,4.974358974358969,6.9230769230769305,30.629669156883672,False,0.6886,4.1076,1,1,1,100.0,84.69119579500656,84.69119579500656,10.025641025641029,4.974358974358969,历史1/1次成功; 当前距低点4.97%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
8,80.26077672428379,75.74844608665484,300703,创源股份,bottom_area,2025-06-30,21.16,2025-06-26,20.27,4.390725209669466,5.722742969906267,31.404399323181053,False,3.2699,14.4793,2,2,2,100.0,19.02849228333993,20.914127423822727,10.609274790330533,4.390725209669466,历史2/2次成功; 当前距低点4.39%; 最新日涨幅3.27%; 状态bottom_area; 底部未确认
9,78.69204288655195,74.08783305696208,605377,华旺科技,bottom_area,2025-06-30,8.81,2025-06-23,8.45,4.2603550295858135,4.378698224852083,30.04966887417219,False,1.3809,0.9002,1,1,1,100.0,25.16904583020285,25.16904583020285,10.739644970414187,4.2603550295858135,历史1/1次成功; 当前距低点4.26%; 最新日涨幅1.38%; 状态bottom_area; 底部未确认
10,77.33051149980496,73.46329287488193,600770,综艺股份,bottom_area,2025-06-30,5.3,2025-06-23,5.06,4.743083003952574,6.719367588932822,32.980132450331126,False,1.3384,2.4956,1,1,1,100.0,27.72861356932153,27.72861356932153,10.256916996047426,4.743083003952574,历史1/1次成功; 当前距低点4.74%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
11,76.65222138373511,71.09661057106314,603333,尚纬股份,bottom_area,2025-06-30,7.48,2025-06-23,7.23,3.457814661134163,7.1922544951590535,28.838582677165352,True,1.355,2.3784,3,5,3,60.0,26.7227311744571,47.19626168224298,11.542185338865837,3.457814661134163,历史3/5次成功; 当前距低点3.46%; 最新日涨幅1.35%; 状态bottom_area; 底部已确认
12,68.26894260648979,64.43729415707553,688114,华大智造,bottom_area,2025-06-30,64.83,2025-06-23,62.1,4.396135265700478,7.004830917874398,28.20809248554913,True,0.3716,1.7705,2,4,2,50.0,24.08861592942264,27.745919717688572,10.603864734299522,4.396135265700478,历史2/4次成功; 当前距低点4.40%; 最新日涨幅0.37%; 状态bottom_area; 底部已确认
13,67.7118743728631,64.24276505964241,605136,丽人丽妆,bottom_area,2025-06-30,10.75,2025-06-26,10.27,4.67380720545278,4.77117818889971,29.318651066758434,False,1.7029,4.7914,2,4,2,50.0,35.640029505778216,52.667814113597245,10.32619279454722,4.67380720545278,历史2/4次成功; 当前距低点4.67%; 最新日涨幅1.70%; 状态bottom_area; 底部未确认
14,65.22374129311363,61.273751192884696,001282,三联锻造,bottom_area,2025-06-30,20.36,2025-06-26,19.55,4.1432225063938555,7.161125319693087,30.62455642299503,True,0.9921,10.3087,1,2,1,50.0,37.31343283582089,37.31343283582089,10.856777493606144,4.1432225063938555,历史1/2次成功; 当前距低点4.14%; 最新日涨幅0.99%; 状态bottom_area; 底部已确认
15,64.89183482602772,61.27373252366112,002575,群兴玩具,bottom_area,2025-06-30,8.51,2025-06-20,8.15,4.417177914110422,8.957055214723932,27.748226950354603,True,-0.1174,2.6107,2,4,2,50.0,29.811280472219792,39.02759526938239,10.582822085889578,4.417177914110422,历史2/4次成功; 当前距低点4.42%; 最新日涨幅-0.12%; 状态bottom_area; 底部已确认
16,64.09636212022276,58.25318315858454,603139,康惠股份,bottom_area,2025-06-30,21.2,2025-06-20,20.71,2.3660067600193067,5.5528730082085875,31.42384105960264,False,2.0703,3.7371,1,4,1,25.0,29.315476190476186,29.315476190476186,12.633993239980693,2.3660067600193067,历史1/4次成功; 当前距低点2.37%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
17,62.95071615946975,60.07424707610796,603011,合锻智能,bottom_area,2025-06-30,15.58,2025-06-20,14.84,4.986522911051215,7.614555256064695,28.170377541142305,True,1.9634,11.4174,1,2,1,50.0,41.201716738197426,41.201716738197426,10.013477088948786,4.986522911051215,历史1/2次成功; 当前距低点4.99%; 最新日涨幅1.96%; 状态bottom_area; 底部已确认
18,58.95578662274136,54.9103193402925,688059,华锐精密,bottom_area,2025-06-30,46.76,2025-06-27,45.1,3.680709534368063,6.430155210643012,32.1498420340003,False,2.2077,2.7221,1,5,1,20.0,38.29213483146067,38.29213483146067,11.319290465631937,3.680709534368063,历史1/5次成功; 当前距低点3.68%; 最新日涨幅2.21%; 状态bottom_area; 底部未确认
