rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.3341266079892,75.74428571428574,002687,乔治白,bottom_area,2024-06-20,4.22,2024-06-06,4.2,0.476190476190466,5.714285714285719,28.2051282051282,False,-1.171,1.2701,1,1,1,100.0,64.00000000000001,64.00000000000001,14.523809523809533,0.476190476190466,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
2,85.45474358974364,78.05000000000003,002491,通鼎互联,bottom_area,2024-06-20,3.51,2024-06-06,3.42,2.6315789473684172,8.479532163742691,29.48453608247422,True,-3.5714,0.6049,1,1,1,100.0,52.39520958083833,52.39520958083833,12.368421052631582,2.6315789473684172,历史1/1次成功; 当前距低点2.63%; 最新日涨幅-3.57%; 状态bottom_area; 底部已确认
3,85.10181461538198,75.03967621396409,002790,瑞尔特,bottom_area,2024-06-20,9.46,2024-06-20,9.39,0.7454739084132085,3.833865814696479,32.29992790194664,False,-1.6632,1.4873,1,1,1,100.0,49.512670565302145,49.512670565302145,14.254526091586792,0.7454739084132085,历史1/1次成功; 当前距低点0.75%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
4,84.28685039370079,73.29291338582678,605198,安德利,bottom_area,2024-06-20,27.67,2024-06-20,27.67,0.0,3.5056017347307513,31.475978207033183,False,-2.5361,0.3445,1,1,1,100.0,43.241469816272954,43.241469816272954,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.54%; 状态bottom_area; 底部未确认
5,83.9688558904424,78.02202936286527,301379,天山电子,bottom_area,2024-06-20,18.65,2024-06-20,18.01,3.5535813436979287,6.551915602443086,32.6225215114104,False,1.3587,7.7153,2,2,2,100.0,20.99029476611044,22.58233141662311,11.446418656302072,3.5535813436979287,历史2/2次成功; 当前距低点3.55%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
6,83.93793753798695,74.03814069505029,600162,香江控股,bottom_area,2024-06-20,1.32,2024-06-20,1.31,0.7633587786259549,3.8167938931297747,31.770833333333325,False,-2.9412,0.6243,2,2,2,100.0,27.68063822751323,28.90624999999999,14.236641221374043,0.7633587786259549,历史2/2次成功; 当前距低点0.76%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
7,83.28417191647435,75.26963213819673,300621,维业股份,bottom_area,2024-06-20,7.41,2024-06-06,7.26,2.066115702479344,8.815426997245188,32.02247191011236,True,-5.364,2.0516,1,1,1,100.0,28.120300751879686,28.120300751879686,12.933884297520656,2.066115702479344,历史1/1次成功; 当前距低点2.07%; 最新日涨幅-5.36%; 状态bottom_area; 底部已确认
8,83.08236790209581,73.12614338771384,002615,哈尔斯,bottom_area,2024-06-20,6.21,2024-06-06,6.17,0.6482982171799033,7.77957860615884,27.41176470588235,True,-2.9688,2.6081,1,1,1,100.0,28.84012539184954,28.84012539184954,14.351701782820095,0.6482982171799033,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-2.97%; 状态bottom_area; 底部已确认
9,83.0120318002847,77.42174966821472,688023,安恒信息,bottom_area,2024-06-20,43.39,2024-06-11,41.82,3.754184600669537,9.49306551889048,28.853351480095274,True,-1.2292,3.4674,2,2,2,100.0,33.50156213839389,39.261744966442954,11.245815399330462,3.754184600669537,历史2/2次成功; 当前距低点3.75%; 最新日涨幅-1.23%; 状态bottom_area; 底部已确认
10,82.95841653320905,72.74764800198825,600185,珠免集团,bottom_area,2024-06-20,4.46,2024-06-20,4.44,0.4504504504504408,5.1801801801801695,28.95999999999999,False,-4.4968,0.9781,2,2,2,100.0,27.12190875814659,38.80903490759753,14.549549549549559,0.4504504504504408,历史2/2次成功; 当前距低点0.45%; 最新日涨幅-4.50%; 状态bottom_area; 底部未确认
11,82.72132701459705,74.40603535991235,688357,建龙微纳,bottom_area,2024-06-20,25.86,2024-06-06,25.4,1.8110236220472475,8.464566929133866,32.012847965738764,True,0.2326,0.4187,3,5,3,60.0,24.32886676440894,31.65083135391925,13.188976377952752,1.8110236220472475,历史3/5次成功; 当前距低点1.81%; 最新日涨幅0.23%; 状态bottom_area; 底部已确认
12,82.55485307164942,72.57108527131784,000718,苏宁环球,bottom_area,2024-06-20,1.73,2024-06-20,1.72,0.5813953488372098,4.069767441860469,29.795918367346946,False,-3.352,1.097,2,2,2,100.0,27.77777777777778,36.111111111111114,14.41860465116279,0.5813953488372098,历史2/2次成功; 当前距低点0.58%; 最新日涨幅-3.35%; 状态bottom_area; 底部未确认
13,80.69693492844364,70.17124776386405,603030,全筑股份,bottom_area,2024-06-20,1.4,2024-06-20,1.4,0.0,5.71428571428572,28.20512820512821,False,-4.7619,0.8064,4,5,4,80.0,30.006708407871198,50.5813953488372,15.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-4.76%; 状态bottom_area; 底部未确认
14,79.7234256678101,73.04047100759166,300668,杰恩股份,bottom_area,2024-06-20,14.7,2024-06-06,14.3,2.7972027972027873,11.678321678321678,27.48478701825557,True,-3.3531,0.6062,1,1,1,100.0,25.097276264591432,25.097276264591432,12.202797202797212,2.7972027972027873,历史1/1次成功; 当前距低点2.80%; 最新日涨幅-3.35%; 状态bottom_area; 底部已确认
15,79.45891036665508,69.6993800102337,000886,海南高速,bottom_area,2024-06-20,4.31,2024-06-20,4.29,0.46620046620045624,3.729603729603733,31.13964686998395,False,-2.9279,1.6471,1,1,1,100.0,17.378048780487816,17.378048780487816,14.533799533799543,0.46620046620045624,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-2.93%; 状态bottom_area; 底部未确认
16,78.90363188944777,69.74571612057258,000034,神州数码,bottom_area,2024-06-20,23.0,2024-06-20,22.8,0.8771929824561372,4.210526315789477,27.31909467644246,False,-3.4019,5.4543,2,2,2,100.0,16.213527529960025,16.910866910866908,14.122807017543861,0.8771929824561372,历史2/2次成功; 当前距低点0.88%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
17,78.85308653821373,68.76063370504454,300722,新余国科,bottom_area,2024-06-20,20.01,2024-06-20,19.98,0.15015015015015584,8.058058058058055,32.22523744911804,False,-9.5389,6.6184,5,7,5,71.42857142857143,30.57667613802475,45.90377113133938,14.849849849849845,0.15015015015015584,历史5/7次成功; 当前距低点0.15%; 最新日涨幅-9.54%; 状态bottom_area; 底部未确认
18,78.51392975116164,69.28495696758836,600231,凌钢股份,bottom_area,2024-06-20,1.28,2024-06-20,1.27,0.7874015748031503,6.2992125984252025,27.84090909090909,False,-3.7594,0.496,1,1,1,100.0,29.302325581395344,29.302325581395344,14.212598425196848,0.7874015748031503,历史1/1次成功; 当前距低点0.79%; 最新日涨幅-3.76%; 状态bottom_area; 底部未确认
19,78.05874528301887,67.87716981132075,000402,金融街,bottom_area,2024-06-20,2.43,2024-06-20,2.43,0.0,3.292181069958832,30.571428571428566,False,-3.5714,0.9389,1,1,1,100.0,24.339622641509433,24.339622641509433,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.57%; 状态bottom_area; 底部未确认
20,77.65308135862308,72.08155982616582,300651,金陵体育,bottom_area,2024-06-20,12.42,2024-06-06,12.0,3.4999999999999996,10.250000000000004,28.99408284023668,True,-2.9688,2.1462,3,4,3,75.0,22.508386162181807,25.720461095100855,11.5,3.4999999999999996,历史3/4次成功; 当前距低点3.50%; 最新日涨幅-2.97%; 状态bottom_area; 底部已确认
21,77.57619621290695,72.14824906130572,300642,透景生命,bottom_area,2024-06-20,11.79,2024-06-06,11.38,3.602811950790846,8.963093145869943,27.28434504792332,True,-1.5038,0.8334,1,1,1,100.0,19.960539296284104,19.960539296284104,11.397188049209154,3.602811950790846,历史1/1次成功; 当前距低点3.60%; 最新日涨幅-1.50%; 状态bottom_area; 底部已确认
22,76.08526270565083,72.16792824443736,002162,悦心健康,bottom_area,2024-06-20,2.92,2024-06-06,2.79,4.659498207885301,9.318996415770602,28.64450127877238,True,-3.3113,1.0129,1,1,1,100.0,43.23432343234324,43.23432343234324,10.340501792114697,4.659498207885301,历史1/1次成功; 当前距低点4.66%; 最新日涨幅-3.31%; 状态bottom_area; 底部已确认
23,75.65533930351192,67.21801199182462,603155,新亚强,bottom_area,2024-06-20,10.54,2024-06-20,10.42,1.151631477927056,6.142034548944343,32.90405666452028,False,-4.2688,0.6732,2,3,2,66.66666666666666,21.70465104748192,25.624375624375624,13.848368522072944,1.151631477927056,历史2/3次成功; 当前距低点1.15%; 最新日涨幅-4.27%; 状态bottom_area; 底部未确认
24,74.40602483549343,64.70089116129864,002761,浙江建投,bottom_area,2024-06-20,8.04,2024-06-20,8.04,0.0,3.9800995024875663,30.08695652173914,False,-3.7126,2.5518,4,6,4,66.66666666666666,29.485077928128906,43.73730534867976,15.0,0.0,历史4/6次成功; 当前距低点0.00%; 最新日涨幅-3.71%; 状态bottom_area; 底部未确认
25,74.0574441617482,64.63754759290171,002410,广联达,bottom_area,2024-06-20,10.08,2024-06-20,10.06,0.19880715705764984,4.47316103379721,28.347578347578338,False,-4.0913,1.7444,3,5,3,60.0,33.767891994586805,45.94594594594595,14.80119284294235,0.19880715705764984,历史3/5次成功; 当前距低点0.20%; 最新日涨幅-4.09%; 状态bottom_area; 底部未确认
