rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.3341266079892,75.74428571428574,002687,乔治白,bottom_area,2024-06-20,4.22,2024-06-06,4.2,0.476190476190466,5.714285714285719,28.2051282051282,False,-1.171,1.2701,1,1,1,100.0,64.00000000000001,64.00000000000001,14.523809523809533,0.476190476190466,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
26,71.98447576509965,65.10484055211808,688092,爱科科技,bottom_area,2024-06-20,22.31,2024-06-17,21.85,2.1052631578947243,4.622425629290609,32.35294117647058,False,0.3599,1.4471,1,2,1,50.0,42.12279866730127,42.12279866730127,12.894736842105276,2.1052631578947243,历史1/2次成功; 当前距低点2.11%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
27,71.8344463310284,67.54190014783279,300584,海辰药业,bottom_area,2024-06-20,15.42,2024-06-06,14.8,4.189189189189184,10.540540540540531,27.734375,True,-2.2194,2.4676,2,3,2,66.66666666666666,41.271961465147655,54.23197492163009,10.810810810810816,4.189189189189184,历史2/3次成功; 当前距低点4.19%; 最新日涨幅-2.22%; 状态bottom_area; 底部已确认
28,71.65025764542006,68.29556354182596,002012,凯恩股份,bottom_area,2024-06-20,3.41,2024-06-06,3.25,4.923076923076927,9.53846153846154,28.88402625820569,True,-3.125,1.2469,1,1,1,100.0,25.646123260437374,25.646123260437374,10.076923076923073,4.923076923076927,历史1/1次成功; 当前距低点4.92%; 最新日涨幅-3.12%; 状态bottom_area; 底部已确认
29,71.60275649553677,62.659027118045465,002218,拓日新能,bottom_area,2024-06-20,2.96,2024-06-20,2.95,0.3389830508474504,4.406779661016945,28.743961352656992,False,-3.5831,1.9267,2,3,2,66.66666666666666,27.07119251242463,39.04109589041095,14.66101694915255,0.3389830508474504,历史2/3次成功; 当前距低点0.34%; 最新日涨幅-3.58%; 状态bottom_area; 底部未确认
30,71.44864510743123,62.29077765714379,000002,万科A,bottom_area,2024-06-20,7.21,2024-06-20,7.2,0.13888888888888593,3.611111111111108,27.419354838709676,False,-3.4806,1.874,2,3,2,66.66666666666666,22.638589554536463,28.255902513328245,14.861111111111114,0.13888888888888593,历史2/3次成功; 当前距低点0.14%; 最新日涨幅-3.48%; 状态bottom_area; 底部未确认
31,69.71832761359926,62.68466720197176,688105,诺唯赞,bottom_area,2024-06-20,20.48,2024-06-20,20.12,1.7892644135188838,3.876739562624242,30.977701543739272,False,0.54,0.8615,1,2,1,50.0,25.237580993520524,25.237580993520524,13.210735586481114,1.7892644135188838,历史1/2次成功; 当前距低点1.79%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
32,67.76284698190463,58.9242147668736,300639,凯普生物,bottom_area,2024-06-20,4.72,2024-06-20,4.72,0.0,3.601694915254236,30.79178885630499,False,-1.8711,1.1861,2,4,2,50.0,24.323735305772022,33.27433628318583,15.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-1.87%; 状态bottom_area; 底部未确认
33,66.23738166881479,63.04944414902949,002786,银宝山新,bottom_area,2024-06-20,8.0,2024-06-06,7.63,4.849279161205768,11.533420707732633,29.547553093259467,True,-3.8462,2.0355,4,6,4,66.66666666666666,18.758784784472958,22.074688796680498,10.15072083879423,4.849279161205768,历史4/6次成功; 当前距低点4.85%; 最新日涨幅-3.85%; 状态bottom_area; 底部已确认
34,63.81903596085619,56.6872816143029,000779,甘咨询,bottom_area,2024-06-20,7.11,2024-06-06,7.03,1.1379800853485074,7.254623044096725,27.30093071354705,False,-3.5278,1.5245,1,2,1,50.0,17.69825918762089,17.69825918762089,13.86201991465149,1.1379800853485074,历史1/2次成功; 当前距低点1.14%; 最新日涨幅-3.53%; 状态bottom_area; 底部未确认
35,62.560455409337536,57.791969992884304,002589,瑞康医药,bottom_area,2024-06-20,2.23,2024-06-06,2.16,3.240740740740733,12.037037037037027,29.18032786885245,True,-2.193,0.8763,2,6,2,33.33333333333333,32.78239542171958,37.073170731707336,11.759259259259267,3.240740740740733,历史2/6次成功; 当前距低点3.24%; 最新日涨幅-2.19%; 状态bottom_area; 底部已确认
36,61.768898544779354,53.850855762594904,603217,元利科技,bottom_area,2024-06-20,14.51,2024-06-20,14.49,0.13802622498274378,2.553485162180809,29.523346303501942,False,-2.1578,0.6422,1,2,1,50.0,19.81481481481482,19.81481481481482,14.861973775017256,0.13802622498274378,历史1/2次成功; 当前距低点0.14%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
37,61.11933719100161,56.832628524046456,603273,天元智能,bottom_area,2024-06-20,18.74,2024-06-06,18.09,3.5931453841901524,9.729132117191828,29.418650019508384,True,-2.9518,4.2734,1,4,1,25.0,201.34228187919464,201.34228187919464,11.406854615809847,3.5931453841901524,历史1/4次成功; 当前距低点3.59%; 最新日涨幅-2.95%; 状态bottom_area; 底部已确认
38,60.624035862615365,53.90929787309654,300459,汤姆猫,bottom_area,2024-06-20,3.38,2024-06-11,3.34,1.1976047904191627,7.4850299401197615,27.391304347826086,True,-3.1519,2.1253,1,4,1,25.0,15.133531157270022,15.133531157270022,13.802395209580837,1.1976047904191627,历史1/4次成功; 当前距低点1.20%; 最新日涨幅-3.15%; 状态bottom_area; 底部已确认
39,59.750105294738034,52.49437581557199,603366,日出东方,bottom_area,2024-06-20,3.65,2024-06-20,3.63,0.5509641873278243,3.030303030303039,30.725190839694662,False,-2.4064,0.6497,1,2,1,50.0,17.583732057416277,17.583732057416277,14.449035812672175,0.5509641873278243,历史1/2次成功; 当前距低点0.55%; 最新日涨幅-2.41%; 状态bottom_area; 底部未确认
40,58.99828324567994,51.30285499624343,001322,箭牌家居,bottom_area,2024-06-20,7.63,2024-06-20,7.63,0.0,3.6697247706422047,32.35815602836879,False,-3.5398,1.9992,1,2,1,50.0,26.897069872276486,26.897069872276486,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-3.54%; 状态bottom_area; 底部未确认
41,58.9528324373559,51.65430866274179,601778,晶科科技,bottom_area,2024-06-20,2.47,2024-06-20,2.46,0.40650406504065983,5.691056910569111,28.901734104046245,False,-4.6332,1.4703,1,4,1,25.0,42.344827586206904,42.344827586206904,14.59349593495934,0.40650406504065983,历史1/4次成功; 当前距低点0.41%; 最新日涨幅-4.63%; 状态bottom_area; 底部未确认
42,58.02266480387951,51.260962772029096,000705,浙江震元,bottom_area,2024-06-20,7.13,2024-06-06,7.07,0.8486562942008431,5.799151343705801,27.26337448559671,False,-2.861,2.4861,1,3,1,33.33333333333333,34.04605263157895,34.04605263157895,14.151343705799157,0.8486562942008431,历史1/3次成功; 当前距低点0.85%; 最新日涨幅-2.86%; 状态bottom_area; 底部未确认
43,57.20767676767675,52.73333333333332,300749,顶固集创,bottom_area,2024-06-20,5.28,2024-06-06,5.12,3.1250000000000027,9.765625,28.391608391608393,True,-2.9412,1.835,1,3,1,33.33333333333333,20.833333333333336,20.833333333333336,11.874999999999996,3.1250000000000027,历史1/3次成功; 当前距低点3.13%; 最新日涨幅-2.94%; 状态bottom_area; 底部已确认
44,57.20590181606558,54.565838249041065,002278,神开股份,bottom_area,2024-06-20,4.02,2024-06-06,3.83,4.960835509138368,11.22715404699738,30.990990990990987,True,-1.9512,2.6781,1,2,1,50.0,33.74485596707818,33.74485596707818,10.039164490861632,4.960835509138368,历史1/2次成功; 当前距低点4.96%; 最新日涨幅-1.95%; 状态bottom_area; 底部已确认
45,56.58392143994119,49.82863058245412,600322,津投城开,bottom_area,2024-06-20,1.49,2024-06-20,1.48,0.6756756756756763,5.405405405405411,28.502415458937193,False,-4.4872,2.1854,1,4,1,25.0,35.828877005347586,35.828877005347586,14.324324324324323,0.6756756756756763,历史1/4次成功; 当前距低点0.68%; 最新日涨幅-4.49%; 状态bottom_area; 底部未确认
46,54.47134417472491,47.670561060915176,603326,我乐家居,bottom_area,2024-06-20,5.86,2024-06-20,5.84,0.34246575342466545,5.821917808219176,28.167281672816735,False,-5.0243,2.1449,1,4,1,25.0,20.141843971631218,20.141843971631218,14.657534246575334,0.34246575342466545,历史1/4次成功; 当前距低点0.34%; 最新日涨幅-5.02%; 状态bottom_area; 底部未确认
47,52.57272639977537,50.06343445287108,002196,方正电机,bottom_area,2024-06-20,4.09,2024-06-06,3.9,4.8717948717948705,11.538461538461533,29.602888086642604,True,-3.5377,1.4103,1,2,1,50.0,18.661971830985923,18.661971830985923,10.128205128205128,4.8717948717948705,历史1/2次成功; 当前距低点4.87%; 最新日涨幅-3.54%; 状态bottom_area; 底部已确认
