rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.17510597789173,83.83849633641455,000065,北方国际,bottom_area,2024-07-10,9.66,2024-07-09,9.54,1.2578616352201362,3.4591194968553474,28.000000000000007,False,-1.5291,0.5471,3,3,3,100.0,29.926993896325044,41.48061104582843,13.742138364779862,1.2578616352201362,历史3/3次成功; 当前距低点1.26%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
2,92.45611142766408,83.1819452887538,600094,大名城,bottom_area,2024-07-10,3.35,2024-07-09,3.29,1.8237082066869317,6.079027355623105,30.000000000000004,False,-2.3324,0.9762,2,2,2,100.0,51.71595225176342,87.28070175438596,13.176291793313066,1.8237082066869317,历史2/2次成功; 当前距低点1.82%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
3,91.89298111832666,81.68264988295704,000789,万年青,bottom_area,2024-07-10,4.3,2024-07-09,4.25,1.17647058823529,3.9999999999999982,29.752066115702476,False,-1.3761,0.4255,2,2,2,100.0,34.00539152759949,47.599999999999994,13.82352941176471,1.17647058823529,历史2/2次成功; 当前距低点1.18%; 最新日涨幅-1.38%; 状态bottom_area; 底部未确认
4,91.57258795561611,82.26295772871546,601886,江河集团,bottom_area,2024-07-10,4.67,2024-07-09,4.59,1.7429193899782152,3.4858387799564303,27.488151658767773,False,-0.8493,0.6039,3,3,3,100.0,27.40222547239673,33.5540838852097,13.257080610021784,1.7429193899782152,历史3/3次成功; 当前距低点1.74%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
5,91.30084411996849,81.78530202365145,600155,华创云信,bottom_area,2024-07-10,5.75,2024-07-08,5.66,1.5901060070671353,4.41696113074205,27.806122448979586,False,-1.5411,0.7324,2,2,2,100.0,39.627654407336166,46.19883040935671,13.409893992932865,1.5901060070671353,历史2/2次成功; 当前距低点1.59%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
6,91.06111968046702,82.30194352531217,603368,柳药集团,bottom_area,2024-07-10,17.27,2024-07-09,16.92,2.0685579196217363,3.5460992907801288,29.79253112033195,False,-0.918,1.1208,3,3,3,100.0,31.603524634675978,42.85714285714285,12.931442080378265,2.0685579196217363,历史3/3次成功; 当前距低点2.07%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
7,89.29365208940104,80.75499856469304,600973,宝胜股份,bottom_area,2024-07-10,3.4,2024-07-09,3.33,2.1021021021020974,4.504504504504501,28.077753779697623,False,-2.0173,0.6996,2,2,2,100.0,40.36446966390223,46.551724137931025,12.897897897897902,2.1021021021020974,历史2/2次成功; 当前距低点2.10%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
8,89.0668461259202,79.9619365445832,603218,日月股份,bottom_area,2024-07-10,9.52,2024-07-05,9.36,1.7094017094017109,5.982905982905988,27.216174183514774,False,-1.8557,0.717,1,1,1,100.0,47.95361527967258,47.95361527967258,13.290598290598288,1.7094017094017109,历史1/1次成功; 当前距低点1.71%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
9,88.8264730319239,79.88933096000027,605567,春雪食品,bottom_area,2024-07-10,7.33,2024-07-09,7.2,1.805555555555554,3.333333333333336,29.961089494163417,False,-0.8119,0.8138,2,2,2,100.0,32.07525605734906,36.46616541353383,13.194444444444445,1.805555555555554,历史2/2次成功; 当前距低点1.81%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
10,87.51331056883136,81.13860418643668,002299,圣农发展,bottom_area,2024-07-10,12.34,2024-07-10,11.93,3.436714165968149,4.27493713327745,31.436781609195396,False,0.817,0.8163,3,3,3,100.0,19.64684131636587,26.73830594184577,11.56328583403185,3.436714165968149,历史3/3次成功; 当前距低点3.44%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
11,86.43728160595349,78.07828106121151,001218,丽臣实业,bottom_area,2024-07-10,14.52,2024-07-09,14.23,2.037947997189031,4.146170063246661,28.131313131313128,False,-1.8256,0.7729,2,2,2,100.0,25.18711018711019,29.999999999999993,12.96205200281097,2.037947997189031,历史2/2次成功; 当前距低点2.04%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
