rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.177420409867,83.78360317625958,300612,宣亚国际,bottom_area,2022-04-12,21.84,2022-04-11,21.3,2.5352112676056295,7.276995305164323,28.2103134479272,True,1.1111,11.1973,3,3,3,100.0,13.623036916131237,17.015706806282722,5.464788732394371,2.5352112676056295,历史3/3次成功; 当前距低点2.54%; 最新日涨幅1.11%; 状态bottom_area; 底部已确认
2,81.21886460627965,78.07312311947653,688037,芯源微,bottom_area,2022-04-12,127.29,2022-04-12,124.86,1.9461797212878478,7.063911580970693,32.50810810810811,False,-1.699,2.5459,2,2,2,100.0,24.034477871036746,27.322614278658854,6.053820278712152,1.9461797212878478,历史2/2次成功; 当前距低点1.95%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
3,80.39486486513643,79.65185757593387,300490,华自科技,bottom_area,2022-04-12,12.95,2022-04-12,12.51,3.517186250999197,3.836930455635495,27.39408009286129,False,1.251,1.8693,2,2,2,100.0,29.306678646301293,32.06349206349206,4.482813749000803,3.517186250999197,历史2/2次成功; 当前距低点3.52%; 最新日涨幅1.25%; 状态bottom_area; 底部未确认
4,78.06899111965775,76.29047931671873,000788,北大医药,bottom_area,2022-04-12,9.54,2022-04-11,9.28,2.8017241379310325,6.896551724137938,28.00620636152057,False,1.5974,5.3709,1,1,1,100.0,19.13123844731978,19.13123844731978,5.198275862068968,2.8017241379310325,历史1/1次成功; 当前距低点2.80%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
5,77.47555015444897,76.0797653793152,002474,榕基软件,bottom_area,2022-04-12,6.41,2022-04-12,6.22,3.054662379421228,3.2154340836012896,31.11849390919158,False,1.746,2.297,1,1,1,100.0,21.0989010989011,21.0989010989011,4.945337620578772,3.054662379421228,历史1/1次成功; 当前距低点3.05%; 最新日涨幅1.75%; 状态bottom_area; 底部未确认
6,77.34985112749929,77.0020997094566,603351,威尔药业,bottom_area,2022-04-12,24.8,2022-04-12,23.9,3.765690376569047,4.895397489539756,32.121556376029545,False,0.813,1.4131,2,2,2,100.0,18.106848215236642,22.528735632183903,4.234309623430954,3.765690376569047,历史2/2次成功; 当前距低点3.77%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
7,76.86851046379591,74.86809400141331,300499,高澜股份,bottom_area,2022-04-12,10.15,2022-04-12,9.89,2.6289180990899874,2.9322548028311335,30.59649122807017,False,1.5,2.6885,1,1,1,100.0,9.365737996443379,9.365737996443379,5.3710819009100135,2.6289180990899874,历史1/1次成功; 当前距低点2.63%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
8,76.61573893244449,73.0609348680751,002487,大金重工,bottom_area,2022-04-12,25.88,2022-04-12,25.49,1.530011769321305,4.0800313848568175,30.696030451332252,False,-1.0325,3.3961,1,1,1,100.0,8.652482269503551,8.652482269503551,6.4699882306786956,1.530011769321305,历史1/1次成功; 当前距低点1.53%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
9,76.4645721794332,74.83752174453315,601137,博威合金,bottom_area,2022-04-12,13.21,2022-04-12,12.84,2.881619937694712,6.85358255451714,28.428093645484953,False,-1.4914,2.886,2,2,2,100.0,18.105458077833763,25.82417582417582,5.118380062305289,2.881619937694712,历史2/2次成功; 当前距低点2.88%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
10,76.34694438386192,75.94496724156252,603215,比依股份,bottom_area,2022-04-12,15.87,2022-04-12,15.3,3.7254901960784217,3.9869281045751594,32.150776053215075,False,1.1472,9.6882,1,1,1,100.0,28.59723058398555,28.59723058398555,4.274509803921578,3.7254901960784217,历史1/1次成功; 当前距低点3.73%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
11,76.22578367940028,74.42753452313657,600933,爱柯迪,bottom_area,2022-04-12,10.43,2022-04-12,10.15,2.758620689655166,3.7438423645320094,27.655024946543115,False,0.7729,0.7255,1,1,1,100.0,8.587041373926617,8.587041373926617,5.2413793103448345,2.758620689655166,历史1/1次成功; 当前距低点2.76%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
12,76.10587740310383,74.41977522752288,688221,前沿生物,bottom_area,2022-04-12,15.96,2022-04-12,15.52,2.8350515463917607,4.0592783505154575,28.807339449541285,False,-0.3745,2.2222,2,2,2,100.0,15.288670716645669,15.615615615615624,5.16494845360824,2.8350515463917607,历史2/2次成功; 当前距低点2.84%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
13,76.03612239121945,74.59972091696724,002617,露笑科技,bottom_area,2022-04-12,9.93,2022-04-12,9.64,3.008298755186713,3.3195020746887995,29.532163742690052,False,1.6377,1.8328,1,1,1,100.0,12.573344509639565,12.573344509639565,4.991701244813288,3.008298755186713,历史1/1次成功; 当前距低点3.01%; 最新日涨幅1.64%; 状态bottom_area; 底部未确认
14,75.1564374719701,73.77330122326882,002196,方正电机,confirmed_rebound,2022-04-12,8.15,2022-04-11,7.91,3.0341340075853376,8.975979772439938,29.626334519572957,False,1.4944,3.0429,1,1,1,100.0,18.661971830985923,18.661971830985923,4.965865992414662,3.0341340075853376,历史1/1次成功; 当前距低点3.03%; 最新日涨幅1.49%; 状态confirmed_rebound; 底部未确认
