rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.39589853664947,85.1136006103659,603222,济民健康,bottom_area,2023-07-19,9.89,2023-07-10,9.49,4.214963119072712,8.74604847207587,27.112135176651304,True,0.3043,1.0442,7,7,7,100.0,24.697400655116585,68.46504559270518,5.785036880927289,4.214963119072712,历史7/7次成功; 当前距低点4.21%; 最新日涨幅0.30%; 状态bottom_area; 底部已确认
2,81.63477301159594,77.30412317905218,601669,中国电建,bottom_area,2023-07-19,5.73,2023-06-07,5.61,2.1390374331550817,5.882352941176471,29.78723404255319,False,0.5263,0.3415,1,1,1,100.0,16.457680250783696,16.457680250783696,7.860962566844918,2.1390374331550817,历史1/1次成功; 当前距低点2.14%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
3,80.36538259272197,73.91494096149177,688311,盟升电子,bottom_area,2023-07-19,59.38,2023-07-19,59.02,0.6099627245001684,5.404947475432053,30.548364321016706,False,-4.133,3.5837,3,3,3,100.0,18.68632243737717,23.893805309734503,9.390037275499832,0.6099627245001684,历史3/3次成功; 当前距低点0.61%; 最新日涨幅-4.13%; 状态bottom_area; 底部未确认
4,79.81665785750133,79.74370983213733,688258,卓易信息,bottom_area,2023-07-19,62.31,2023-07-13,59.37,4.951995957554329,9.516590870810171,31.30857341200973,True,0.3543,1.3518,3,3,3,100.0,21.528282878285978,27.716894977168955,5.048004042445671,4.951995957554329,历史3/3次成功; 当前距低点4.95%; 最新日涨幅0.35%; 状态bottom_area; 底部已确认
5,79.17413615564087,74.73915874062217,002825,纳尔股份,bottom_area,2023-07-19,8.78,2023-07-17,8.61,1.9744483159117299,3.019744483159115,32.94392523364487,False,-0.4535,0.6575,1,1,1,100.0,23.123123123123136,23.123123123123136,8.02555168408827,1.9744483159117299,历史1/1次成功; 当前距低点1.97%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
6,77.56904760470623,71.54166253604447,002755,奥赛康,bottom_area,2023-07-19,8.0,2023-07-17,7.94,0.7556675062972242,2.267002518891673,28.853046594982075,False,-0.9901,0.2049,1,1,1,100.0,30.831099195710454,30.831099195710454,9.244332493702776,0.7556675062972242,历史1/1次成功; 当前距低点0.76%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
7,77.20116552778,75.2052245862884,002153,石基信息,bottom_area,2023-07-19,13.15,2023-07-13,12.69,3.6249014972419293,8.58944050433412,28.30508474576271,True,0.4584,0.72,1,1,1,100.0,14.193548387096769,14.193548387096769,6.375098502758071,3.6249014972419293,历史1/1次成功; 当前距低点3.62%; 最新日涨幅0.46%; 状态bottom_area; 底部已确认
8,76.5078335170679,71.5523498295485,002403,爱仕达,bottom_area,2023-07-19,8.88,2023-07-19,8.75,1.4857142857142946,1.6000000000000065,29.887820512820518,False,0.0,2.7507,2,3,2,66.66666666666666,16.4145792167227,21.63892445582587,8.514285714285705,1.4857142857142946,历史2/3次成功; 当前距低点1.49%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
9,76.2253795801673,73.87969913270396,601360,三六零,bottom_area,2023-07-19,12.0,2023-07-12,11.61,3.359173126614992,6.287683031869082,28.15594059405941,False,0.4184,1.3556,1,1,1,100.0,13.003300330033007,13.003300330033007,6.640826873385008,3.359173126614992,历史1/1次成功; 当前距低点3.36%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
10,74.28646039136788,73.80345349675561,600935,华塑股份,bottom_area,2023-07-19,3.82,2023-06-27,3.65,4.657534246575341,6.575342465753431,28.571428571428577,False,0.2625,0.1825,1,1,1,100.0,28.50877192982458,28.50877192982458,5.34246575342466,4.657534246575341,历史1/1次成功; 当前距低点4.66%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
11,73.88591761490592,72.58171492485,300601,康泰生物,bottom_area,2023-07-19,25.6,2023-06-26,24.6,4.0650406504065035,9.227642276422761,28.44677137870855,True,-2.0658,0.7856,2,2,2,100.0,11.290363482671175,11.580726965342352,5.934959349593497,4.0650406504065035,历史2/2次成功; 当前距低点4.07%; 最新日涨幅-2.07%; 状态bottom_area; 底部已确认
