rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.6416086994095,80.35391754594369,300849,锦盛新材,bottom_area,2025-07-02,13.45,2025-07-01,13.01,3.3820138355111413,3.843197540353574,32.204273058884844,False,1.8168,11.299,1,1,1,100.0,48.090909090909086,48.090909090909086,16.61798616448886,3.3820138355111413,历史1/1次成功; 当前距低点3.38%; 最新日涨幅1.82%; 状态bottom_area; 底部未确认
2,87.60380568187094,76.74831077913113,605198,安德利,bottom_area,2025-07-02,40.2,2025-06-20,39.13,2.734474827498084,5.877843087145405,29.748653500897664,False,-2.0706,0.8594,1,1,1,100.0,43.241469816272954,43.241469816272954,17.265525172501917,2.734474827498084,历史1/1次成功; 当前距低点2.73%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
3,83.20242146396906,74.62747802737633,605377,华旺科技,bottom_area,2025-07-02,8.79,2025-06-23,8.45,4.023668639053253,4.852071005917162,30.04966887417219,False,0.2281,0.5738,1,1,1,100.0,25.16904583020285,25.16904583020285,15.97633136094675,4.023668639053253,历史1/1次成功; 当前距低点4.02%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
4,81.40664983197904,69.06865011288266,000999,华润三九,bottom_area,2025-07-02,30.89,2025-06-23,30.59,0.9807126511932027,4.347826086956528,29.645814167433297,False,-0.9936,0.6786,1,1,1,100.0,20.293951384963254,20.293951384963254,19.0192873488068,0.9807126511932027,历史1/1次成功; 当前距低点0.98%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
5,79.35646795684531,71.0856644163839,600770,综艺股份,bottom_area,2025-07-02,5.26,2025-06-23,5.06,3.9525691699604777,6.916996047430842,32.980132450331126,False,-2.2305,2.7801,1,1,1,100.0,27.72861356932153,27.72861356932153,16.047430830039524,3.9525691699604777,历史1/1次成功; 当前距低点3.95%; 最新日涨幅-2.23%; 状态bottom_area; 底部未确认
6,79.06657206760015,70.99439202418708,002155,湖南黄金,bottom_area,2025-07-02,18.1,2025-06-30,17.39,4.08280621046579,5.405405405405392,29.28019520130134,False,-0.9847,2.2789,1,1,1,100.0,28.834355828220854,28.834355828220854,15.917193789534211,4.08280621046579,历史1/1次成功; 当前距低点4.08%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
7,76.75794323192984,66.13169029234123,688114,华大智造,bottom_area,2025-07-02,63.23,2025-06-23,62.1,1.8196457326892037,7.004830917874398,28.20809248554913,True,-1.064,1.199,2,4,2,50.0,24.08861592942264,27.745919717688572,18.180354267310797,1.8196457326892037,历史2/4次成功; 当前距低点1.82%; 最新日涨幅-1.06%; 状态bottom_area; 底部已确认
8,73.65714320274809,63.22959788543201,603022,新通联,bottom_area,2025-07-02,10.66,2025-07-02,10.49,1.620591039084842,2.097235462345097,30.20625415834996,False,0.4713,10.2821,1,2,1,50.0,26.099706744868023,26.099706744868023,18.379408960915157,1.620591039084842,历史1/2次成功; 当前距低点1.62%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
9,68.09767111804136,57.49756193457266,001282,三联锻造,bottom_area,2025-07-02,19.69,2025-06-26,19.55,0.7161125319693123,7.161125319693087,30.62455642299503,True,-1.991,5.0071,1,2,1,50.0,37.31343283582089,37.31343283582089,19.283887468030688,0.7161125319693123,历史1/2次成功; 当前距低点0.72%; 最新日涨幅-1.99%; 状态bottom_area; 底部已确认
10,67.13683656903414,58.80883641674779,605136,丽人丽妆,bottom_area,2025-07-02,10.55,2025-06-26,10.27,2.72638753651413,8.081791626095425,29.318651066758434,True,-2.3148,6.7717,1,4,1,25.0,52.667814113597245,52.667814113597245,17.273612463485872,2.72638753651413,历史1/4次成功; 当前距低点2.73%; 最新日涨幅-2.31%; 状态bottom_area; 底部已确认
11,66.29570768492597,58.63291062553223,002041,登海种业,bottom_area,2025-07-02,9.84,2025-06-23,9.53,3.2528856243441817,3.3578174186778624,29.719764011799416,False,0.5107,0.7005,1,2,1,50.0,21.395106715252467,21.395106715252467,16.74711437565582,3.2528856243441817,历史1/2次成功; 当前距低点3.25%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
12,59.3512634370114,52.66986837011225,002127,南极电商,bottom_area,2025-07-02,3.91,2025-06-20,3.78,3.439153439153448,6.878306878306885,29.34579439252336,False,-0.7614,1.1858,1,3,1,33.33333333333333,33.53658536585366,33.53658536585366,16.560846560846553,3.439153439153448,历史1/3次成功; 当前距低点3.44%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
13,58.56461508074976,49.628056142196854,688059,华锐精密,bottom_area,2025-07-02,45.26,2025-07-02,44.85,0.9141583054626456,4.19175027870679,32.52595155709342,False,-2.2673,2.7558,1,5,1,20.0,38.29213483146067,38.29213483146067,19.085841694537358,0.9141583054626456,历史1/5次成功; 当前距低点0.91%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
14,56.820377091804104,50.77043086500657,603139,康惠股份,bottom_area,2025-07-02,21.5,2025-06-20,20.71,3.8145823273780737,5.5528730082085875,31.42384105960264,False,-0.1393,3.1583,1,4,1,25.0,29.315476190476186,29.315476190476186,16.185417672621927,3.8145823273780737,历史1/4次成功; 当前距低点3.81%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
