rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.70821709395473,84.60027590711033,002570,贝因美,bottom_area,2023-05-26,4.24,2023-05-26,4.16,1.9230769230769247,2.1634615384615348,27.90294627383015,False,0.0,0.6493,3,3,3,100.0,19.703716622181236,35.05154639175259,8.076923076923077,1.9230769230769247,历史3/3次成功; 当前距低点1.92%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,88.42754299728618,82.33857402146239,002245,蔚蓝锂芯,bottom_area,2023-05-26,10.48,2023-05-26,10.35,1.2560386473430027,3.3816425120772915,31.818181818181817,False,-2.0561,1.5615,3,3,3,100.0,21.840549125830286,25.653923541247494,8.743961352656997,1.2560386473430027,历史3/3次成功; 当前距低点1.26%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
3,85.08634215444506,80.50534756360557,601068,中铝国际,bottom_area,2023-05-26,5.36,2023-05-26,5.25,2.0952380952381016,2.6666666666666607,29.90654205607477,False,0.1869,0.434,2,2,2,100.0,16.46500226208832,18.6700767263427,7.904761904761899,2.0952380952381016,历史2/2次成功; 当前距低点2.10%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
4,84.86445595324997,82.68622916989379,688075,安旭生物,bottom_area,2023-05-26,67.0,2023-05-10,64.65,3.634957463263719,7.6566125290023015,30.37906525953047,True,-0.0746,1.3053,5,5,5,100.0,27.010388097500325,40.134529147982065,6.365042536736282,3.634957463263719,历史5/5次成功; 当前距低点3.63%; 最新日涨幅-0.07%; 状态bottom_area; 底部已确认
5,84.79758395939032,79.92172288172537,002132,恒星科技,bottom_area,2023-05-26,3.77,2023-05-23,3.7,1.8918918918918874,3.51351351351351,28.155339805825246,False,0.266,0.6172,2,2,2,100.0,10.834604275477771,11.088295687885012,8.108108108108112,1.8918918918918874,历史2/2次成功; 当前距低点1.89%; 最新日涨幅0.27%; 状态bottom_area; 底部未确认
6,84.68048891069373,78.81725415070244,600386,北巴传媒,bottom_area,2023-05-26,4.1,2023-05-25,4.05,1.2345679012345634,2.962962962962966,28.822495606326896,False,0.0,2.0741,1,1,1,100.0,13.505747126436788,13.505747126436788,8.765432098765437,1.2345679012345634,历史1/1次成功; 当前距低点1.23%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
7,83.59997316419961,79.73206059254714,002405,四维图新,bottom_area,2023-05-26,11.42,2023-05-16,11.14,2.5134649910233335,4.039497307001789,27.75616083009079,False,0.4398,0.7414,2,2,2,100.0,17.434197699356595,23.478260869565215,7.4865350089766665,2.5134649910233335,历史2/2次成功; 当前距低点2.51%; 最新日涨幅0.44%; 状态bottom_area; 底部未确认
8,83.15840947996074,79.55182977850572,601598,中国外运,bottom_area,2023-05-26,4.61,2023-05-25,4.49,2.672605790645882,3.1180400890868527,27.110389610389607,False,0.655,0.8114,2,2,2,100.0,18.41597301708783,18.82640586797067,7.327394209354118,2.672605790645882,历史2/2次成功; 当前距低点2.67%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
9,83.0973953600828,79.30106765327697,601388,怡球资源,bottom_area,2023-05-26,2.82,2023-05-26,2.75,2.5454545454545396,2.9090909090909114,27.248677248677243,False,0.3559,0.6817,2,2,2,100.0,15.509161381254394,18.333333333333325,7.454545454545461,2.5454545454545396,历史2/2次成功; 当前距低点2.55%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
10,82.71985263675975,77.49778000556067,000928,中钢国际,bottom_area,2023-05-26,8.37,2023-05-26,8.24,1.5776699029126091,2.5485436893203772,32.34811165845649,False,-0.2384,1.9928,2,2,2,100.0,16.424018194631294,18.798449612403097,8.422330097087391,1.5776699029126091,历史2/2次成功; 当前距低点1.58%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
11,82.26493544201132,76.38781120762613,002041,登海种业,bottom_area,2023-05-26,15.48,2023-05-26,15.31,1.1103853690398429,1.8288700195950316,27.783018867924525,False,-0.129,0.2862,1,1,1,100.0,21.395106715252467,21.395106715252467,8.889614630960157,1.1103853690398429,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
12,81.3570092748259,76.54476473361623,000798,中水渔业,bottom_area,2023-05-26,10.18,2023-05-26,10.0,1.7999999999999972,3.399999999999999,29.72593113141251,False,-1.165,2.5639,2,2,2,100.0,14.025616847399025,17.3015873015873,8.200000000000003,1.7999999999999972,历史2/2次成功; 当前距低点1.80%; 最新日涨幅-1.17%; 状态bottom_area; 底部未确认
13,80.99577483782983,77.0774560041729,001201,东瑞股份,bottom_area,2023-05-26,23.92,2023-05-19,23.36,2.3972602739726128,5.265410958904111,31.25367863449087,False,0.3777,0.4695,1,1,1,100.0,18.4043517679057,18.4043517679057,7.602739726027388,2.3972602739726128,历史1/1次成功; 当前距低点2.40%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
14,80.95791230117014,76.20371065156505,002567,唐人神,bottom_area,2023-05-26,6.7,2023-05-25,6.58,1.8237082066869317,4.559270516717322,29.323308270676694,False,-0.149,1.2082,2,2,2,100.0,12.482609477479864,13.8187221396731,8.17629179331307,1.8237082066869317,历史2/2次成功; 当前距低点1.82%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
15,80.74263686694933,74.71399071925752,688077,大地熊,bottom_area,2023-05-26,26.1,2023-05-22,25.86,0.9280742459396829,3.3642691415313264,32.83116883116883,False,-1.435,0.8641,1,1,1,100.0,53.68518518518518,53.68518518518518,9.071925754060317,0.9280742459396829,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
16,80.68026575817584,75.53901706799662,002837,英维克,bottom_area,2023-05-26,26.3,2023-05-26,25.9,1.5444015444015529,4.5945945945946,28.982725527831093,False,-3.0236,3.019,2,2,2,100.0,15.700282737807376,19.202722411278558,8.455598455598448,1.5444015444015529,历史2/2次成功; 当前距低点1.54%; 最新日涨幅-3.02%; 状态bottom_area; 底部未确认
17,79.67883305203557,74.52607503526933,600160,巨化股份,bottom_area,2023-05-26,13.61,2023-05-19,13.41,1.4914243102162512,6.040268456375843,29.606299212598426,False,-2.0863,0.4082,1,1,1,100.0,16.05657237936772,16.05657237936772,8.50857568978375,1.4914243102162512,历史1/1次成功; 当前距低点1.49%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
18,79.45292278815651,75.71729278236779,600037,歌华有线,bottom_area,2023-05-26,8.29,2023-05-25,8.09,2.4721878862793485,4.202719406674905,28.659611992945326,False,0.729,1.1501,1,1,1,100.0,12.010113780025275,12.010113780025275,7.527812113720652,2.4721878862793485,历史1/1次成功; 当前距低点2.47%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
19,79.33553316895868,74.5402675495303,002251,步步高,bottom_area,2023-05-26,4.71,2023-05-26,4.63,1.7278617710583168,4.319654427645792,28.217054263565895,False,-2.4845,1.9952,1,1,1,100.0,19.0311418685121,19.0311418685121,8.272138228941683,1.7278617710583168,历史1/1次成功; 当前距低点1.73%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
20,79.30257914648162,78.19689897360107,600203,福日电子,bottom_area,2023-05-26,5.87,2023-05-15,5.63,4.262877442273538,8.348134991119,28.824273072060684,True,0.1706,0.8644,2,2,2,100.0,21.43150291389641,24.045801526717554,5.737122557726463,4.262877442273538,历史2/2次成功; 当前距低点4.26%; 最新日涨幅0.17%; 状态bottom_area; 底部已确认
21,79.27838324016166,73.99315769081754,300729,乐歌股份,bottom_area,2023-05-26,14.7,2023-05-25,14.5,1.3793103448275814,6.827586206896553,30.78758949880668,False,-2.1305,2.7645,1,1,1,100.0,11.817125145292525,11.817125145292525,8.62068965517242,1.3793103448275814,历史1/1次成功; 当前距低点1.38%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
22,79.20217746096648,74.17333882640517,688289,圣湘生物,confirmed_rebound,2023-05-26,18.26,2023-04-26,17.98,1.5572858731924424,12.45828698553948,27.058823529411757,False,-0.1094,0.4765,1,1,1,100.0,25.182530200451346,25.182530200451346,8.442714126807559,1.5572858731924424,历史1/1次成功; 当前距低点1.56%; 最新日涨幅-0.11%; 状态confirmed_rebound; 底部未确认
23,79.11963104675442,77.7658415490559,688327,云从科技,confirmed_rebound,2023-05-26,32.8,2023-05-25,31.51,4.093938432243718,10.282450015867974,29.821826280623604,True,0.861,14.5217,3,3,3,100.0,10.591511691245048,11.461619348054677,5.906061567756283,4.093938432243718,历史3/3次成功; 当前距低点4.09%; 最新日涨幅0.86%; 状态confirmed_rebound; 底部已确认
24,78.72033698158262,75.91643114286799,688028,沃尔德,bottom_area,2023-05-26,22.31,2023-05-26,21.64,3.096118299445463,3.096118299445463,32.35386058143169,False,0.0,0.6717,1,1,1,100.0,20.728929384965834,20.728929384965834,6.903881700554537,3.096118299445463,历史1/1次成功; 当前距低点3.10%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
25,77.39562431225644,76.62933100223408,000518,四环生物,bottom_area,2023-05-26,2.8,2023-04-25,2.68,4.477611940298495,9.328358208955223,27.956989247311824,True,1.8182,0.4225,2,2,2,100.0,15.635947452229296,17.834394904458602,5.522388059701506,4.477611940298495,历史2/2次成功; 当前距低点4.48%; 最新日涨幅1.82%; 状态bottom_area; 底部已确认
26,77.14742249796403,74.22383510503236,300762,上海瀚讯,bottom_area,2023-05-26,11.78,2023-05-10,11.44,2.9720279720279708,6.206293706293714,27.50316856780735,False,-1.2573,1.2191,1,1,1,100.0,32.580961727183514,32.580961727183514,7.027972027972029,2.9720279720279708,历史1/1次成功; 当前距低点2.97%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
27,77.11338934067535,75.16330853976947,000970,中科三环,bottom_area,2023-05-26,11.91,2023-04-27,11.49,3.655352480417754,9.486510008703219,27.140139505389975,True,0.0,0.7337,1,1,1,100.0,14.341463414634154,14.341463414634154,6.344647519582248,3.655352480417754,历史1/1次成功; 当前距低点3.66%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
28,76.87134596814273,74.56980866370732,603077,和邦生物,bottom_area,2023-05-26,2.43,2023-05-25,2.35,3.404255319148939,7.234042553191486,29.21686746987951,False,0.0,0.6752,1,1,1,100.0,17.26618705035971,17.26618705035971,6.5957446808510625,3.404255319148939,历史1/1次成功; 当前距低点3.40%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
29,75.15105186129497,68.46340169565937,601369,陕鼓动力,bottom_area,2023-05-26,9.06,2023-05-10,9.05,0.11049723756905842,7.182320441988933,32.31114435302916,True,-2.3707,0.8699,2,3,2,66.66666666666666,36.068111455108365,55.572755417956664,9.889502762430942,0.11049723756905842,历史2/3次成功; 当前距低点0.11%; 最新日涨幅-2.37%; 状态bottom_area; 底部已确认
30,73.31372993390697,68.0905199901179,600409,三友化工,bottom_area,2023-05-26,5.41,2023-05-26,5.35,1.1214953271028132,2.0560747663551466,27.70270270270271,False,-0.5515,0.5443,2,3,2,66.66666666666666,15.81108961960026,18.95551257253386,8.878504672897188,1.1214953271028132,历史2/3次成功; 当前距低点1.12%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
31,72.4773283481913,67.85111590043442,600984,建设机械,bottom_area,2023-05-26,4.62,2023-05-26,4.55,1.5384615384615448,2.4175824175824245,27.200000000000003,False,-0.216,0.7156,2,3,2,66.66666666666666,19.63516957774231,20.21439509954057,8.461538461538456,1.5384615384615448,历史2/3次成功; 当前距低点1.54%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
