rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.72009945935284,80.81421024403323,603022,新通联,bottom_area,2025-08-19,10.39,2025-07-24,10.17,2.163225172074736,3.539823008849552,32.33532934131736,False,0.4836,3.6004,2,2,2,100.0,18.958944281524914,26.099706744868023,5.8367748279252645,2.163225172074736,历史2/2次成功; 当前距低点2.16%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
2,82.32553396371007,80.2869010529609,003002,壶化股份,bottom_area,2025-08-19,25.52,2025-08-15,24.85,2.696177062374238,3.4205231388329893,28.199942213233165,False,0.2357,2.3584,1,1,1,100.0,39.32357395254923,39.32357395254923,5.303822937625763,2.696177062374238,历史1/1次成功; 当前距低点2.70%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
3,82.28172147010744,79.7100909934658,605033,美邦股份,bottom_area,2025-08-19,21.35,2025-08-08,20.86,2.3489932885906133,3.4515819750719023,32.926045016077175,False,0.8503,2.5694,1,1,1,100.0,31.96664350243223,31.96664350243223,5.651006711409387,2.3489932885906133,历史1/1次成功; 当前距低点2.35%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
4,81.08611894785884,82.1602766503695,002795,永和智控,bottom_area,2025-08-19,5.14,2025-08-14,4.91,4.684317718940927,5.702647657841146,28.84057971014493,False,1.581,6.4021,6,6,6,100.0,23.766242201907538,32.328767123287676,3.3156822810590727,4.684317718940927,历史6/6次成功; 当前距低点4.68%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
5,79.7938502380239,77.28132496960566,603511,爱慕股份,bottom_area,2025-08-19,15.33,2025-08-15,14.98,2.3364485981308385,2.6034712950600722,29.999999999999993,False,0.8553,0.7845,1,1,1,100.0,18.754988028731056,18.754988028731056,5.663551401869162,2.3364485981308385,历史1/1次成功; 当前距低点2.34%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
6,78.48940641779423,75.791170411318,300069,金利华电,bottom_area,2025-08-19,21.55,2025-08-15,21.09,2.1811284969179745,3.129445234708393,31.45921351966201,False,-0.7827,8.1681,1,1,1,100.0,31.312598840274124,31.312598840274124,5.8188715030820255,2.1811284969179745,历史1/1次成功; 当前距低点2.18%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
7,77.38045342230879,76.80885265833976,603839,安正时尚,bottom_area,2025-08-19,7.74,2025-08-08,7.47,3.614457831325307,5.488621151271756,28.03468208092486,False,2.5166,3.5562,1,1,1,100.0,31.88073394495412,31.88073394495412,4.385542168674693,3.614457831325307,历史1/1次成功; 当前距低点3.61%; 最新日涨幅2.52%; 状态bottom_area; 底部未确认
8,77.09784461860373,77.37588562605436,000637,茂化实华,bottom_area,2025-08-19,4.23,2025-07-07,4.06,4.187192118226622,7.142857142857144,27.370304114490168,True,1.6827,3.659,2,2,2,100.0,16.089697073177668,22.627737226277358,3.8128078817733786,4.187192118226622,历史2/2次成功; 当前距低点4.19%; 最新日涨幅1.68%; 状态bottom_area; 底部已确认
9,74.18414986863827,71.94948355584498,603262,技源集团,bottom_area,2025-08-19,30.6,2025-08-04,29.88,2.4096385542168757,3.078982597054892,28.823249166269648,False,-0.4878,9.616,1,1,1,100.0,13.459459459459449,13.459459459459449,5.590361445783125,2.4096385542168757,历史1/1次成功; 当前距低点2.41%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
10,74.09120571246598,74.93086953675116,002658,雪迪龙,bottom_area,2025-08-19,8.21,2025-08-01,7.85,4.585987261146513,6.878980891719758,31.50087260034905,False,-0.8454,6.333,3,3,3,100.0,22.83290587185592,34.81481481481481,3.4140127388534878,4.585987261146513,历史3/3次成功; 当前距低点4.59%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
11,73.9915001295817,74.55912655326334,600620,天宸股份,bottom_area,2025-08-19,6.41,2025-08-04,6.14,4.397394136807825,4.560260586319222,27.078384798099762,False,2.0701,2.1356,1,1,1,100.0,29.38271604938273,29.38271604938273,3.602605863192175,4.397394136807825,历史1/1次成功; 当前距低点4.40%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
12,73.84698414637919,72.4906218661579,603080,新疆火炬,confirmed_rebound,2025-08-19,21.72,2025-08-15,21.08,3.036053130929794,8.82352941176472,27.310344827586214,False,-0.6859,6.29,2,2,2,100.0,17.595822605794677,22.385321100917427,4.963946869070206,3.036053130929794,历史2/2次成功; 当前距低点3.04%; 最新日涨幅-0.69%; 状态confirmed_rebound; 底部未确认
