rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.55600275148072,80.93084580140082,600391,航发科技,bottom_area,2022-01-28,20.76,2022-01-28,20.46,1.4662756598240503,4.203323558162265,30.691056910569102,False,0.5327,3.3507,1,1,1,100.0,27.709431751611014,27.709431751611014,13.533724340175949,1.4662756598240503,历史1/1次成功; 当前距低点1.47%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
2,89.31351746157239,81.91315068493151,002584,西陇科学,bottom_area,2022-01-28,9.01,2022-01-28,8.76,2.853881278538813,4.680365296803655,29.863891112890318,False,0.6704,10.805,1,1,1,100.0,68.08510638297875,68.08510638297875,12.146118721461187,2.853881278538813,历史1/1次成功; 当前距低点2.85%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
3,88.93445704236717,80.75358434282805,600217,中再资环,bottom_area,2022-01-28,5.74,2022-01-28,5.61,2.317290552584668,3.9215686274509753,29.52261306532663,False,0.1745,0.9968,1,1,1,100.0,37.18820861678004,37.18820861678004,12.68270944741533,2.317290552584668,历史1/1次成功; 当前距低点2.32%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
4,88.12558603554551,81.02813054814668,300447,全信股份,bottom_area,2022-01-28,17.57,2022-01-27,17.06,2.989449003517008,7.151230949589698,27.650551314673454,False,2.7485,2.2448,2,2,2,100.0,30.236958474007892,30.328638497652584,12.01055099648299,2.989449003517008,历史2/2次成功; 当前距低点2.99%; 最新日涨幅2.75%; 状态bottom_area; 底部未确认
5,87.5609689707191,80.85956727375181,002603,以岭药业,bottom_area,2022-01-28,20.82,2022-01-26,20.17,3.222607833415957,7.585523054040642,27.757879656160455,True,0.4342,3.5352,1,1,1,100.0,39.661898569570866,39.661898569570866,11.777392166584042,3.222607833415957,历史1/1次成功; 当前距低点3.22%; 最新日涨幅0.43%; 状态bottom_area; 底部已确认
6,86.57791980791544,79.84834327834326,300511,雪榕生物,bottom_area,2022-01-28,6.87,2022-01-27,6.66,3.153153153153153,4.054054054054047,31.198347107438014,False,2.8443,2.7493,2,2,2,100.0,25.900712191034756,29.220779220779214,11.846846846846846,3.153153153153153,历史2/2次成功; 当前距低点3.15%; 最新日涨幅2.84%; 状态bottom_area; 底部未确认
7,86.00475638198972,79.27362327949696,605162,新中港,bottom_area,2022-01-28,10.57,2022-01-27,10.25,3.121951219512198,4.390243902439018,30.508474576271187,False,2.7211,3.1233,2,2,2,100.0,22.428344408520275,26.46502835538753,11.878048780487802,3.121951219512198,历史2/2次成功; 当前距低点3.12%; 最新日涨幅2.72%; 状态bottom_area; 底部未确认
8,85.72432087000394,74.76431625192474,688089,嘉必优,bottom_area,2022-01-28,50.5,2022-01-28,50.42,0.15866719555731515,5.414518048393488,27.243867243867236,False,-2.2265,0.7613,1,1,1,100.0,40.83912611717973,40.83912611717973,14.841332804442683,0.15866719555731515,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-2.23%; 状态bottom_area; 底部未确认
9,85.64998420204535,79.03130851387996,300658,延江股份,bottom_area,2022-01-28,10.06,2022-01-27,9.75,3.1794871794871846,4.410256410256407,32.57261410788382,False,2.444,1.4755,2,2,2,100.0,21.830856360810415,26.72018348623853,11.820512820512816,3.1794871794871846,历史2/2次成功; 当前距低点3.18%; 最新日涨幅2.44%; 状态bottom_area; 底部未确认
10,85.02959603906673,73.93877916440586,000620,盈新发展,bottom_area,2022-01-28,3.2,2022-01-28,3.2,0.0,0.0,30.585683297180044,False,-9.8592,0.6893,2,2,2,100.0,40.26225357207451,58.4192439862543,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.86%; 状态bottom_area; 底部未确认
11,84.98327546265477,77.72236985754228,300339,润和软件,bottom_area,2022-01-28,19.0,2022-01-27,18.5,2.7027027027027026,7.945945945945939,27.450980392156865,False,2.3707,3.4028,1,1,1,100.0,25.615763546798025,25.615763546798025,12.297297297297296,2.7027027027027026,历史1/1次成功; 当前距低点2.70%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
