rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.05877549756767,84.48141863342914,002658,雪迪龙,bottom_area,2025-07-15,8.25,2025-07-15,8.07,2.230483271375461,2.8500619578686543,29.581151832460733,False,0.4872,8.7934,3,3,3,100.0,22.83290587185592,34.81481481481481,7.76951672862454,2.230483271375461,历史3/3次成功; 当前距低点2.23%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
2,86.69588369993396,80.98843126069595,002826,易明医药,bottom_area,2025-07-15,17.78,2025-07-15,17.53,1.4261266400456358,3.3086138049058653,30.73883840379296,False,-1.9846,5.1284,1,1,1,100.0,50.0,50.0,8.573873359954366,1.4261266400456358,历史1/1次成功; 当前距低点1.43%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
3,84.67783815642976,78.49937058562222,603928,兴业股份,bottom_area,2025-07-15,15.78,2025-07-15,15.62,1.0243277848911663,3.008962868117802,29.92373261552266,False,-1.4981,3.9838,1,1,1,100.0,31.69267707082834,31.69267707082834,8.975672215108835,1.0243277848911663,历史1/1次成功; 当前距低点1.02%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
4,80.9541496296992,75.9689118677509,300698,万马科技,bottom_area,2025-07-15,42.76,2025-07-14,42.06,1.6642891107940934,2.924393723252489,27.093083723348926,False,-0.3496,5.3609,3,4,3,75.0,30.099414195491608,63.86182462356068,8.335710889205908,1.6642891107940934,历史3/4次成功; 当前距低点1.66%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
5,80.69770674226575,75.87897725333734,301348,蓝箭电子,bottom_area,2025-07-15,20.14,2025-07-15,19.79,1.768569984840836,3.183425972713505,29.92209631728045,False,-1.1291,5.5064,1,1,1,100.0,26.727509778357234,26.727509778357234,8.231430015159164,1.768569984840836,历史1/1次成功; 当前距低点1.77%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
6,80.29099616596478,76.63814977482812,300640,德艺文创,bottom_area,2025-07-15,6.42,2025-06-23,6.26,2.5559105431309925,7.348242811501597,27.880184331797235,True,-2.4316,4.8762,2,2,2,100.0,14.600138780466654,17.724867724867735,7.4440894568690075,2.5559105431309925,历史2/2次成功; 当前距低点2.56%; 最新日涨幅-2.43%; 状态bottom_area; 底部已确认
7,80.16995576308703,76.16262970769743,002041,登海种业,bottom_area,2025-07-15,9.75,2025-06-23,9.53,2.3084994753410353,4.931794333683113,29.719764011799416,False,-1.5152,1.2228,2,2,2,100.0,18.2043468358871,21.395106715252467,7.691500524658965,2.3084994753410353,历史2/2次成功; 当前距低点2.31%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
8,79.98594577304735,73.26136854313496,603022,新通联,bottom_area,2025-07-15,10.23,2025-07-15,10.19,0.39254170755643697,2.0608439646712546,32.202262142381905,False,-1.4451,3.3465,2,2,2,100.0,18.958944281524914,26.099706744868023,9.607458292443564,0.39254170755643697,历史2/2次成功; 当前距低点0.39%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
9,77.80195083937885,76.62217235771209,002155,湖南黄金,bottom_area,2025-07-15,18.12,2025-06-30,17.39,4.197814836112711,7.073030477285798,29.28019520130134,True,0.0,2.6179,1,1,1,100.0,28.834355828220854,28.834355828220854,5.80218516388729,4.197814836112711,历史1/1次成功; 当前距低点4.20%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
10,77.39446023043116,73.59562712444858,300871,回盛生物,bottom_area,2025-07-15,20.4,2025-06-23,19.93,2.35825388861013,7.275464124435521,29.301170627882232,True,-2.2989,4.5422,1,1,1,100.0,12.486268766019775,12.486268766019775,7.64174611138987,2.35825388861013,历史1/1次成功; 当前距低点2.36%; 最新日涨幅-2.30%; 状态bottom_area; 底部已确认
11,75.82873615941013,69.80566115089705,000999,华润三九,bottom_area,2025-07-15,30.62,2025-07-15,30.42,0.657462195923732,2.531229454306376,30.036798528058867,False,-1.6067,0.9087,1,1,1,100.0,20.293951384963254,20.293951384963254,9.342537804076269,0.657462195923732,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
