rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.05877549756767,84.48141863342914,002658,雪迪龙,bottom_area,2025-07-15,8.25,2025-07-15,8.07,2.230483271375461,2.8500619578686543,29.581151832460733,False,0.4872,8.7934,3,3,3,100.0,22.83290587185592,34.81481481481481,7.76951672862454,2.230483271375461,历史3/3次成功; 当前距低点2.23%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
12,75.44422886559691,73.84173612184372,002811,郑中设计,bottom_area,2025-07-15,10.46,2025-06-23,10.07,3.872889771598814,9.632571996027794,31.728813559322035,True,-1.784,2.8874,2,2,2,100.0,15.709273124134537,16.78832116788322,6.127110228401186,3.872889771598814,历史2/2次成功; 当前距低点3.87%; 最新日涨幅-1.78%; 状态bottom_area; 底部已确认
13,75.44186892769784,69.7236350469719,301108,洁雅股份,bottom_area,2025-07-15,23.35,2025-07-15,23.15,0.8639308855291701,4.103671706263511,32.32972814966384,False,-2.7893,2.6703,1,1,1,100.0,22.383857343969968,22.383857343969968,9.13606911447083,0.8639308855291701,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
14,73.86666857732256,72.60589473729942,301397,溯联股份,bottom_area,2025-07-15,27.7,2025-07-10,26.61,4.096204434423148,5.5618188650883145,28.602092836061182,False,0.7639,2.7523,1,1,1,100.0,15.18946692357096,15.18946692357096,5.903795565576853,4.096204434423148,历史1/1次成功; 当前距低点4.10%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
15,73.59058057083824,68.14793553958967,002371,北方华创,bottom_area,2025-07-15,323.32,2025-07-03,320.22,0.9680844419461513,6.648554119043146,28.602006688963204,False,-0.2684,0.5718,1,1,1,100.0,15.189075630252091,15.189075630252091,9.03191555805385,0.9680844419461513,历史1/1次成功; 当前距低点0.97%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
16,73.33013740655686,70.77137804144743,688648,中邮科技,bottom_area,2025-07-15,42.76,2025-07-15,41.46,3.1355523396044314,4.606849975880358,27.352374277203435,False,-1.361,5.7579,1,1,1,100.0,16.023856858846923,16.023856858846923,6.86444766039557,3.1355523396044314,历史1/1次成功; 当前距低点3.14%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
17,69.82665568828486,67.96915453743956,300346,南大光电,bottom_area,2025-07-15,30.92,2025-06-13,29.85,3.5845896147403695,8.576214405360117,27.513355998057303,True,-0.4187,1.6705,2,3,2,66.66666666666666,36.15780748591896,46.69811320754715,6.415410385259632,3.5845896147403695,历史2/3次成功; 当前距低点3.58%; 最新日涨幅-0.42%; 状态bottom_area; 底部已确认
18,69.6896749473809,69.12309222423146,688556,高测股份,bottom_area,2025-07-15,7.32,2025-06-27,7.0,4.571428571428576,8.142857142857148,31.10236220472441,True,-0.9472,2.0838,1,1,1,100.0,15.569620253164562,15.569620253164562,5.428571428571425,4.571428571428576,历史1/1次成功; 当前距低点4.57%; 最新日涨幅-0.95%; 状态bottom_area; 底部已确认
19,67.38203306749877,66.5056026450447,002172,澳洋健康,bottom_area,2025-07-15,3.87,2025-06-23,3.71,4.312668463611864,9.97304582210243,27.11198428290766,True,-2.7638,6.1758,4,6,4,66.66666666666666,20.54741976028543,29.824561403508774,5.687331536388136,4.312668463611864,历史4/6次成功; 当前距低点4.31%; 最新日涨幅-2.76%; 状态bottom_area; 底部已确认
20,62.808412171431364,58.72331219280167,600241,时代万恒,bottom_area,2025-07-15,8.28,2025-07-15,8.16,1.470588235294108,4.044117647058824,30.25641025641025,False,-2.3585,3.7929,1,2,1,50.0,22.50673854447439,22.50673854447439,8.529411764705893,1.470588235294108,历史1/2次成功; 当前距低点1.47%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
21,60.1510956082645,57.04457193196932,000637,茂化实华,bottom_area,2025-07-15,4.15,2025-07-07,4.06,2.216748768472925,5.665024630541883,27.370304114490168,False,-2.3529,5.3697,1,2,1,50.0,22.627737226277358,22.627737226277358,7.783251231527076,2.216748768472925,历史1/2次成功; 当前距低点2.22%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
