rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.44890007190766,78.61192965760048,301386,未来电器,bottom_area,2024-09-23,17.16,2024-09-18,16.86,1.7793594306049865,4.626334519572961,28.224776500638566,False,-0.8666,1.337,2,2,2,100.0,24.88639332999926,27.880184331797242,13.220640569395012,1.7793594306049865,历史2/2次成功; 当前距低点1.78%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
2,86.12429886128659,78.79161167166622,002674,兴业科技,bottom_area,2024-09-23,7.93,2024-09-18,7.72,2.72020725388601,3.367875647668403,32.16168717047452,False,0.7624,0.3126,1,1,1,100.0,31.578947368421055,31.578947368421055,12.279792746113989,2.72020725388601,历史1/1次成功; 当前距低点2.72%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
3,86.06351693300026,78.07855295116971,603079,圣达生物,bottom_area,2024-09-23,10.36,2024-09-18,10.13,2.270483711747272,4.6396841066140055,30.616438356164377,False,0.0,0.853,1,1,1,100.0,22.232558139534888,22.232558139534888,12.729516288252729,2.270483711747272,历史1/1次成功; 当前距低点2.27%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,85.02751828287863,74.49245935825279,301456,盘古智能,bottom_area,2024-09-23,17.55,2024-09-23,17.48,0.40045766590389176,2.1167048054919966,30.079999999999995,False,-0.8475,1.6226,1,1,1,100.0,42.34141309953585,42.34141309953585,14.599542334096109,0.40045766590389176,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
5,82.89329587577656,75.99235336928733,601808,中海油服,bottom_area,2024-09-23,13.44,2024-09-18,13.07,2.830910482019887,3.519510328997698,30.25613660618996,False,0.6742,0.1361,1,1,1,100.0,17.88617886178861,17.88617886178861,12.169089517980112,2.830910482019887,历史1/1次成功; 当前距低点2.83%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
6,81.50723350272901,76.08386423302912,300761,立华股份,bottom_area,2024-09-23,17.48,2024-09-20,16.84,3.8004750593824266,4.750593824228033,32.369477911646584,False,1.216,0.8591,1,1,1,100.0,30.263157894736853,30.263157894736853,11.199524940617572,3.8004750593824266,历史1/1次成功; 当前距低点3.80%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
7,80.40961390283846,74.83559874814694,688009,中国通号,bottom_area,2024-09-23,4.84,2024-09-18,4.67,3.6402569593147733,4.710920770877939,28.153846153846157,False,0.4149,0.1715,1,1,1,100.0,21.588089330024815,21.588089330024815,11.359743040685226,3.6402569593147733,历史1/1次成功; 当前距低点3.64%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
8,79.43284694130998,73.79204724024709,300521,爱司凯,bottom_area,2024-09-23,10.23,2024-09-18,9.88,3.542510121457486,4.149797570850185,28.920863309352512,False,0.4912,0.7998,4,6,4,66.66666666666666,37.001632529588655,73.27586206896554,11.457489878542514,3.542510121457486,历史4/6次成功; 当前距低点3.54%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
9,79.12931372421646,74.7465695682482,002130,沃尔核材,bottom_area,2024-09-23,11.06,2024-09-19,10.59,4.438149197356003,6.610009442870626,27.416038382453735,False,3.0755,7.8121,1,1,1,100.0,30.89005235602093,30.89005235602093,10.561850802643995,4.438149197356003,历史1/1次成功; 当前距低点4.44%; 最新日涨幅3.08%; 状态bottom_area; 底部未确认
10,75.70547001094938,68.76781469103439,603306,华懋科技,bottom_area,2024-09-23,17.51,2024-09-19,17.11,2.3378141437755824,8.12390414962011,31.367829923786605,False,-1.6844,4.2449,2,3,2,66.66666666666666,34.36217350632288,49.205252246026255,12.662185856224417,2.3378141437755824,历史2/3次成功; 当前距低点2.34%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
11,74.43244147137166,68.58763804129866,300473,德尔股份,bottom_area,2024-09-23,15.93,2024-09-18,15.45,3.1067961165048574,4.919093851132696,29.612756264236907,False,1.3359,5.8592,2,3,2,66.66666666666666,20.34659419496271,21.37137137137137,11.893203883495142,3.1067961165048574,历史2/3次成功; 当前距低点3.11%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
12,72.52229134217214,66.30361861578929,002600,领益智造,bottom_area,2024-09-23,6.12,2024-09-18,5.96,2.684563758389264,8.557046979865767,30.616996507566935,True,-3.1646,2.6861,3,5,3,60.0,24.163569811380693,38.381201044386415,12.315436241610737,2.684563758389264,历史3/5次成功; 当前距低点2.68%; 最新日涨幅-3.16%; 状态bottom_area; 底部已确认
13,72.49003991128508,66.30542144916198,688358,祥生医疗,bottom_area,2024-09-23,19.33,2024-09-18,18.82,2.7098831030818173,5.5791710945802375,29.274708756106726,False,-0.155,0.2519,2,3,2,66.66666666666666,25.684345470547626,29.46360153256704,12.290116896918182,2.7098831030818173,历史2/3次成功; 当前距低点2.71%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
14,70.89099788553006,64.34776962582536,000922,佳电股份,bottom_area,2024-09-23,8.9,2024-09-18,8.7,2.298850574712656,3.6781609195402334,30.6772908366534,False,1.1364,1.2223,1,2,1,50.0,40.42553191489362,40.42553191489362,12.701149425287344,2.298850574712656,历史1/2次成功; 当前距低点2.30%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
15,70.51652537024863,67.26589281594133,300455,航天智装,bottom_area,2024-09-23,10.15,2024-09-18,9.67,4.963805584281287,6.721820062047573,29.82583454281567,False,1.6016,1.3879,2,3,2,66.66666666666666,36.00377893245158,53.103448275862064,10.036194415718713,4.963805584281287,历史2/3次成功; 当前距低点4.96%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
16,67.83049391921855,64.33466691288442,605266,健之佳,bottom_area,2024-09-23,17.98,2024-09-18,17.18,4.656577415599539,11.757857974388822,27.203389830508478,True,-2.2295,2.1866,3,5,3,60.0,27.535824841136375,33.154615273148806,10.34342258440046,4.656577415599539,历史3/5次成功; 当前距低点4.66%; 最新日涨幅-2.23%; 状态bottom_area; 底部已确认
17,67.56112962772217,62.441250903966306,000591,太阳能,bottom_area,2024-09-23,4.11,2024-08-23,3.98,3.266331658291466,7.035175879396981,28.158844765342963,True,0.489,0.3803,1,2,1,50.0,32.84132841328414,32.84132841328414,11.733668341708533,3.266331658291466,历史1/2次成功; 当前距低点3.27%; 最新日涨幅0.49%; 状态bottom_area; 底部已确认
18,63.934863418785035,58.28882599580714,603132,金徽股份,bottom_area,2024-09-23,10.52,2024-09-18,10.26,2.534113060428848,5.165692007797265,31.554369579719815,False,-1.2207,1.1634,1,2,1,50.0,33.20754716981132,33.20754716981132,12.465886939571151,2.534113060428848,历史1/2次成功; 当前距低点2.53%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
19,62.05848188415959,57.6318642275341,301326,捷邦科技,bottom_area,2024-09-23,30.55,2024-09-18,29.51,3.5242290748898646,6.743476787529645,30.054515287982923,False,-0.196,7.6368,1,2,1,50.0,41.81240063593006,41.81240063593006,11.475770925110135,3.5242290748898646,历史1/2次成功; 当前距低点3.52%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
20,61.59580725544463,55.784508139331344,603060,国检集团,bottom_area,2024-09-23,5.63,2024-09-18,5.51,2.177858439201454,4.537205081669692,29.719387755102044,False,-1.2281,0.5553,1,4,1,25.0,36.2098138747885,36.2098138747885,12.822141560798544,2.177858439201454,历史1/4次成功; 当前距低点2.18%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
21,61.20260877575887,57.391003267192616,000155,川能动力,bottom_area,2024-09-23,9.26,2024-08-23,8.9,4.044943820224713,7.752808988764039,29.08366533864542,True,-0.8565,0.3589,1,2,1,50.0,37.70685579196216,37.70685579196216,10.955056179775285,4.044943820224713,历史1/2次成功; 当前距低点4.04%; 最新日涨幅-0.86%; 状态bottom_area; 底部已确认
