rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.9622829402196,83.41875,300580,贝斯特,bottom_area,2024-04-12,24.59,2024-04-09,24.32,1.1101973684210509,7.565789473684211,28.153618906942395,True,-0.0813,1.3631,1,1,1,100.0,53.89266817838245,53.89266817838245,13.889802631578949,1.1101973684210509,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-0.08%; 状态bottom_area; 底部已确认
12,74.55815066871484,65.0754098809376,300533,冰川网络,bottom_area,2024-04-12,20.09,2024-04-12,20.05,0.19950124688278875,3.3915211970074797,27.591188154568435,False,-2.9,6.9344,2,3,2,66.66666666666666,28.13766697399834,40.564081294068856,14.80049875311721,0.19950124688278875,历史2/3次成功; 当前距低点0.20%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
13,74.54484397607978,67.09010678982526,688039,当虹科技,bottom_area,2024-04-12,26.54,2024-04-10,26.06,1.8419033000767477,6.98388334612433,29.529475392103837,False,-2.1386,2.1228,3,5,3,60.0,17.04110921505497,17.31207289293849,13.158096699923252,1.8419033000767477,历史3/5次成功; 当前距低点1.84%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
14,74.37789179796039,66.10749610147575,603286,日盈电子,bottom_area,2024-04-12,19.0,2024-04-12,18.78,1.171458998935031,7.348242811501591,29.504504504504503,False,-6.1728,12.3414,2,3,2,66.66666666666666,15.97718253968253,16.874999999999986,13.828541001064968,1.171458998935031,历史2/3次成功; 当前距低点1.17%; 最新日涨幅-6.17%; 状态bottom_area; 底部未确认
15,73.83952460314005,67.47635664873172,300474,景嘉微,bottom_area,2024-04-12,66.78,2024-04-11,65.05,2.6594926979246796,4.5196003074558,30.2711973416229,False,1.32,3.2203,2,5,2,40.0,56.74256339264612,59.857142857142854,12.34050730207532,2.6594926979246796,历史2/5次成功; 当前距低点2.66%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
16,73.2813467633756,64.61077541375013,603178,圣龙股份,bottom_area,2024-04-12,27.21,2024-04-11,27.01,0.7404664938911487,3.6282858200666306,30.743589743589737,False,-1.5913,1.9443,3,5,3,60.0,30.048596880763135,44.66270354096666,14.259533506108852,0.7404664938911487,历史3/5次成功; 当前距低点0.74%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
17,72.76713443723172,68.40247746742814,000599,青岛双星,bottom_area,2024-04-12,4.49,2024-04-11,4.31,4.176334106728553,12.296983758700703,31.259968102073366,True,-4.0598,5.3077,1,1,1,100.0,17.06730769230769,17.06730769230769,10.823665893271448,4.176334106728553,历史1/1次成功; 当前距低点4.18%; 最新日涨幅-4.06%; 状态bottom_area; 底部已确认
18,72.12781512619979,63.605053601440964,002708,光洋股份,bottom_area,2024-04-12,8.06,2024-04-10,8.0,0.7500000000000062,12.250000000000005,27.20655141037307,False,-2.7744,4.4261,2,3,2,66.66666666666666,26.980574918141464,35.522388059701484,14.249999999999993,0.7500000000000062,历史2/3次成功; 当前距低点0.75%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
19,71.4401322039222,62.28586463410666,000002,万科A,bottom_area,2024-04-12,7.1,2024-04-12,7.09,0.14104372355429884,4.79548660084626,30.49019607843137,False,-4.5699,2.421,2,3,2,66.66666666666666,22.638589554536463,28.255902513328245,14.858956276445701,0.14104372355429884,历史2/3次成功; 当前距低点0.14%; 最新日涨幅-4.57%; 状态bottom_area; 底部未确认
20,71.17441640166594,63.81341211982063,688327,云从科技,bottom_area,2024-04-12,11.79,2024-04-10,11.6,1.6379310344827542,6.2931034482758665,30.162552679108973,False,-1.0076,1.8988,3,7,3,42.857142857142854,34.06702315598246,53.56783919597991,13.362068965517246,1.6379310344827542,历史3/7次成功; 当前距低点1.64%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
21,71.02184741583879,62.20198570265675,603106,恒银科技,bottom_area,2024-04-12,5.24,2024-04-11,5.22,0.3831417624521162,4.022988505747126,29.268292682926834,False,-1.6886,1.6179,2,4,2,50.0,34.38467161853536,34.60144927536232,14.616858237547884,0.3831417624521162,历史2/4次成功; 当前距低点0.38%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
22,68.16052655375657,59.485550446914814,002410,广联达,bottom_area,2024-04-12,10.32,2024-04-12,10.3,0.19417475728154926,4.563106796116494,27.515833919774806,False,-3.0075,1.8451,2,4,2,50.0,27.678865018907224,39.688715953307394,14.805825242718452,0.19417475728154926,历史2/4次成功; 当前距低点0.19%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
23,67.77573289579927,59.2109957574245,002432,九安医疗,bottom_area,2024-04-12,40.17,2024-04-12,40.07,0.24956326428750042,1.5722485650112368,27.118952346307744,False,-1.2051,1.7586,1,2,1,50.0,65.03496503496503,65.03496503496503,14.7504367357125,0.24956326428750042,历史1/2次成功; 当前距低点0.25%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
24,67.09399278756624,59.6246891706079,688131,皓元医药,bottom_area,2024-04-12,32.17,2024-04-09,31.8,1.1635220125786194,8.144654088050315,27.727272727272727,True,-1.6208,1.1029,1,4,1,25.0,35.228598705844924,35.228598705844924,13.83647798742138,1.1635220125786194,历史1/4次成功; 当前距低点1.16%; 最新日涨幅-1.62%; 状态bottom_area; 底部已确认
25,67.02258900723747,62.51364286783203,603000,人民网,bottom_area,2024-04-12,24.02,2024-04-11,23.15,3.7580993520518406,7.818574514038887,27.588364091335627,False,-2.9103,2.2823,2,4,2,50.0,37.591985970485084,48.493150684931514,11.241900647948158,3.7580993520518406,历史2/4次成功; 当前距低点3.76%; 最新日涨幅-2.91%; 状态bottom_area; 底部未确认
26,60.77113209698624,53.05023213030404,600234,科新发展,bottom_area,2024-04-12,4.82,2024-04-10,4.81,0.20790020790022196,9.35550935550936,29.781021897810223,False,-1.6327,2.7329,1,2,1,50.0,16.366906474820148,16.366906474820148,14.792099792099778,0.20790020790022196,历史1/2次成功; 当前距低点0.21%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
27,60.30452334426527,53.851032836056504,002238,天威视讯,bottom_area,2024-04-12,9.98,2024-04-10,9.84,1.4227642276422823,4.674796747967489,30.704225352112672,False,-1.2859,1.4131,1,3,1,33.33333333333333,15.169902912621358,15.169902912621358,13.577235772357717,1.4227642276422823,历史1/3次成功; 当前距低点1.42%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
28,59.364753549226016,54.57703058989204,601949,中国出版,bottom_area,2024-04-12,7.25,2024-04-11,7.04,2.982954545454545,7.954545454545449,27.122153209109733,False,-2.9451,1.1016,1,4,1,25.0,39.586919104991395,39.586919104991395,12.017045454545455,2.982954545454545,历史1/4次成功; 当前距低点2.98%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
29,55.52236653315334,48.61393617021277,603032,德新科技,bottom_area,2024-04-12,19.07,2024-04-12,19.0,0.3684210526315805,10.263157894736837,29.499072356215212,False,-7.7407,8.7684,1,4,1,25.0,25.53191489361702,25.53191489361702,14.631578947368418,0.3684210526315805,历史1/4次成功; 当前距低点0.37%; 最新日涨幅-7.74%; 状态bottom_area; 底部未确认
