rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.05361906538049,87.04584626110965,603222,济民健康,bottom_area,2022-06-28,10.96,2022-06-20,10.66,2.814258911819894,5.81613508442776,31.535003211303792,False,0.1828,1.6814,6,6,6,100.0,27.109443978811754,68.46504559270518,5.185741088180106,2.814258911819894,历史6/6次成功; 当前距低点2.81%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
2,82.51967304953456,80.58743508423332,688095,福昕软件,bottom_area,2022-06-28,72.77,2022-06-28,70.81,2.7679706256178416,3.9259991526620546,30.48301590418221,False,0.2204,1.1534,2,2,2,100.0,25.152731777645194,31.679509356817103,5.232029374382159,2.7679706256178416,历史2/2次成功; 当前距低点2.77%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
3,79.52571335073303,76.50202259809897,002116,中国海诚,bottom_area,2022-06-28,9.25,2022-06-28,9.07,1.984564498346193,2.535832414553478,29.635376260667183,False,-0.5376,2.1995,2,2,2,100.0,16.058223948001523,18.51179673321235,6.015435501653807,1.984564498346193,历史2/2次成功; 当前距低点1.98%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
4,78.81603558831578,77.5641234208218,600382,广东明珠,bottom_area,2022-06-28,4.56,2022-06-28,4.42,3.1674208144796308,3.8461538461538445,27.77777777777778,False,0.885,0.5676,2,2,2,100.0,13.794854181910498,17.365269461077848,4.83257918552037,3.1674208144796308,历史2/2次成功; 当前距低点3.17%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
5,65.25462539852509,65.93835987602303,002380,科远智慧,confirmed_rebound,2022-06-28,13.81,2022-06-27,13.21,4.542013626040875,8.024224072672208,32.602040816326536,True,-1.6382,14.8135,1,1,1,100.0,8.301886792452837,8.301886792452837,3.457986373959125,4.542013626040875,历史1/1次成功; 当前距低点4.54%; 最新日涨幅-1.64%; 状态confirmed_rebound; 底部已确认
