rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.44912976156122,84.6843191095862,002041,登海种业,bottom_area,2025-09-05,9.64,2025-06-23,9.53,1.154249737670527,7.345225603357829,29.719764011799416,True,0.0,0.8264,2,2,2,100.0,18.2043468358871,21.395106715252467,6.845750262329473,1.154249737670527,历史2/2次成功; 当前距低点1.15%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
12,81.09932624192182,82.16818062402291,002795,永和智控,bottom_area,2025-09-05,4.92,2025-08-28,4.7,4.680851063829781,5.957446808510643,31.884057971014496,False,1.6529,2.856,6,6,6,100.0,23.766242201907538,32.328767123287676,3.3191489361702193,4.680851063829781,历史6/6次成功; 当前距低点4.68%; 最新日涨幅1.65%; 状态bottom_area; 底部未确认
13,80.50788656018614,76.639148089317,601606,长城军工,confirmed_rebound,2025-09-05,53.55,2025-09-05,52.79,1.439666603523391,11.119530214055688,29.98673740053051,False,-8.7112,14.8195,3,3,3,100.0,13.879505082528699,18.886462882096076,6.560333396476609,1.439666603523391,历史3/3次成功; 当前距低点1.44%; 最新日涨幅-8.71%; 状态confirmed_rebound; 底部未确认
14,80.46334032500428,81.6910550955132,603109,神驰机电,bottom_area,2025-09-05,31.3,2025-09-04,29.87,4.787412119183125,7.499163039839297,27.79792119893642,False,2.5893,2.4446,5,5,5,100.0,22.507283479842627,33.71428571428571,3.212587880816875,4.787412119183125,历史5/5次成功; 当前距低点4.79%; 最新日涨幅2.59%; 状态bottom_area; 底部未确认
15,79.75516349288043,79.57223880597016,301009,可靠股份,bottom_area,2025-09-05,13.92,2025-09-05,13.4,3.88059701492537,4.1791044776119435,27.762803234501348,False,0.578,4.132,1,1,1,100.0,53.96648044692738,53.96648044692738,4.11940298507463,3.88059701492537,历史1/1次成功; 当前距低点3.88%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
16,79.48095429526603,79.48723166795453,002148,北纬科技,bottom_area,2025-09-05,10.13,2025-09-05,9.74,4.004106776180704,4.004106776180704,32.31410701876303,False,1.9115,6.8592,3,3,3,100.0,17.72362966476626,19.756097560975626,3.995893223819296,4.004106776180704,历史3/3次成功; 当前距低点4.00%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
17,78.82613185758557,79.32938158000903,300730,科创信息,bottom_area,2025-09-05,18.79,2025-09-05,18.01,4.330927262631858,4.83064963908938,29.81293842556508,False,0.913,8.0633,3,3,3,100.0,20.881159886073412,24.329896907216508,3.6690727373681424,4.330927262631858,历史3/3次成功; 当前距低点4.33%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
18,78.49177470550832,77.75377279424096,002256,兆新股份,bottom_area,2025-09-05,2.95,2025-09-05,2.85,3.5087719298245648,5.964912280701752,28.571428571428577,False,-6.9401,22.9603,8,8,8,100.0,18.353617173338506,31.775700934579426,4.491228070175436,3.5087719298245648,历史8/8次成功; 当前距低点3.51%; 最新日涨幅-6.94%; 状态bottom_area; 底部未确认
19,78.49132936159874,79.91642387320267,002298,中电鑫龙,bottom_area,2025-09-05,9.78,2025-09-05,9.32,4.935622317596557,4.935622317596557,27.187500000000004,False,2.1944,9.7237,7,7,7,100.0,14.783025577004356,23.734729493891784,3.0643776824034434,4.935622317596557,历史7/7次成功; 当前距低点4.94%; 最新日涨幅2.19%; 状态bottom_area; 底部未确认
20,77.86579169813506,77.41094771158114,300902,国安达,bottom_area,2025-09-05,23.01,2025-09-04,22.19,3.695358269490763,4.371338440739066,32.798304058146584,False,1.7691,5.0135,2,2,2,100.0,19.4428202474198,26.906779661016937,4.304641730509237,3.695358269490763,历史2/2次成功; 当前距低点3.70%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
21,77.47870494697739,71.73954161757165,000691,亚太实业,bottom_area,2025-09-05,5.83,2025-09-05,5.83,0.0,0.0,27.397260273972595,False,-5.0489,0.6169,5,6,5,83.33333333333334,31.216173571173687,76.05633802816902,8.0,0.0,历史5/6次成功; 当前距低点0.00%; 最新日涨幅-5.05%; 状态bottom_area; 底部未确认
22,77.47124021488379,76.7771356199402,300645,正元智慧,bottom_area,2025-09-05,18.76,2025-09-05,18.12,3.532008830022078,3.6975717439293496,27.3164861612515,False,1.9011,5.6974,1,1,1,100.0,30.699547055863096,30.699547055863096,4.467991169977922,3.532008830022078,历史1/1次成功; 当前距低点3.53%; 最新日涨幅1.90%; 状态bottom_area; 底部未确认
23,77.3531462844803,76.97225266305487,688682,霍莱沃,bottom_area,2025-09-05,29.1,2025-09-04,28.05,3.743315508021393,5.06238859180035,27.687548337200308,False,1.9979,1.8269,2,2,2,100.0,17.672107641632564,26.22699386503069,4.256684491978607,3.743315508021393,历史2/2次成功; 当前距低点3.74%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
24,77.28510912875433,75.39437939761837,605169,洪通燃气,bottom_area,2025-09-05,14.77,2025-09-05,14.38,2.71210013908205,2.71210013908205,31.064237775647165,False,0.6817,1.1441,3,4,3,75.0,17.381546853362593,26.09375,5.287899860917951,2.71210013908205,历史3/4次成功; 当前距低点2.71%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
25,77.22107379013809,76.88694065173661,603080,新疆火炬,bottom_area,2025-09-05,21.17,2025-08-28,20.4,3.7745098039215845,5.490196078431378,29.655172413793107,False,1.0019,2.5738,2,2,2,100.0,17.595822605794677,22.385321100917427,4.2254901960784155,3.7745098039215845,历史2/2次成功; 当前距低点3.77%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
26,77.01567426851426,77.96239679374911,688448,磁谷科技,confirmed_rebound,2025-09-05,46.05,2025-09-04,44.01,4.635310156782547,8.588957055214728,31.08362041966803,False,2.5156,7.1019,2,2,2,100.0,44.14464489899632,63.23529411764706,3.3646898432174526,4.635310156782547,历史2/2次成功; 当前距低点4.64%; 最新日涨幅2.52%; 状态confirmed_rebound; 底部未确认
27,76.10559286092047,76.7174784899643,002212,天融信,bottom_area,2025-09-05,9.93,2025-09-04,9.51,4.416403785488958,6.729758149316516,30.17621145374449,False,2.5826,7.4281,2,2,2,100.0,24.553113553113555,30.95238095238096,3.5835962145110423,4.416403785488958,历史2/2次成功; 当前距低点4.42%; 最新日涨幅2.58%; 状态bottom_area; 底部未确认
28,75.4180312285725,76.80642752824271,002232,启明信息,bottom_area,2025-09-05,21.42,2025-09-05,20.41,4.9485546300833,7.202351788339044,27.521306818181817,False,2.0,8.4068,3,3,3,100.0,14.887806907702295,17.044757817290016,3.0514453699167006,4.9485546300833,历史3/3次成功; 当前距低点4.95%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
29,75.13209414473258,74.84312926120467,300378,鼎捷数智,bottom_area,2025-09-05,48.9,2025-09-04,47.11,3.799617915516874,7.195924432180005,27.52307692307692,False,1.5998,6.4466,4,5,4,80.0,16.91536617517821,26.480086114101198,4.2003820844831266,3.799617915516874,历史4/5次成功; 当前距低点3.80%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
30,75.01290858329064,76.46946991500502,688152,麒麟信安,bottom_area,2025-09-05,50.4,2025-09-04,48.0,4.9999999999999964,7.708333333333339,29.046563192904664,False,2.7104,5.3532,3,3,3,100.0,13.706827500026916,21.006836544437533,3.000000000000004,4.9999999999999964,历史3/3次成功; 当前距低点5.00%; 最新日涨幅2.71%; 状态bottom_area; 底部未确认
31,74.96259689657228,73.63666711706405,301556,托普云农,bottom_area,2025-09-05,100.32,2025-09-04,97.33,3.0720230144867924,5.394020343162437,32.87586206896552,False,0.4305,5.5644,1,1,1,100.0,8.176771989752345,8.176771989752345,4.927976985513208,3.0720230144867924,历史1/1次成功; 当前距低点3.07%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
32,74.18843759193028,74.28387726293191,688084,晶品特装,confirmed_rebound,2025-09-05,74.72,2025-09-04,71.8,4.066852367688025,8.077994428969355,28.343313373253498,False,2.2161,4.0821,2,2,2,100.0,17.39946592075591,19.66039279869067,3.933147632311975,4.066852367688025,历史2/2次成功; 当前距低点4.07%; 最新日涨幅2.22%; 状态confirmed_rebound; 底部未确认
33,73.74829383889595,74.2781535578725,000026,飞亚达,bottom_area,2025-09-05,16.71,2025-09-04,16.01,4.372267332916922,6.058713304184877,30.602514087559594,False,3.0845,2.2894,1,1,1,100.0,27.564102564102562,27.564102564102562,3.6277326670830776,4.372267332916922,历史1/1次成功; 当前距低点4.37%; 最新日涨幅3.08%; 状态bottom_area; 底部未确认
34,73.21027175105647,72.75304059222525,688552,航天南湖,confirmed_rebound,2025-09-05,33.86,2025-09-04,32.66,3.674219228413971,9.920391916717705,28.860814637333913,False,2.8242,8.2034,1,1,1,100.0,21.02290555381236,21.02290555381236,4.325780771586029,3.674219228413971,历史1/1次成功; 当前距低点3.67%; 最新日涨幅2.82%; 状态confirmed_rebound; 底部未确认
35,72.83232993038597,73.13618072955221,301323,新莱福,bottom_area,2025-09-05,49.68,2025-09-04,47.67,4.216488357457516,6.775749947556108,27.71796815769522,False,2.3697,2.5809,1,1,1,100.0,19.514914970727627,19.514914970727627,3.7835116425424844,4.216488357457516,历史1/1次成功; 当前距低点4.22%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
36,72.6655623584092,73.79216022443106,688227,品高股份,bottom_area,2025-09-05,31.44,2025-09-04,30.0,4.800000000000004,7.999999999999995,31.818181818181817,False,2.1774,3.663,4,5,4,80.0,23.527743142102526,36.87150837988826,3.1999999999999957,4.800000000000004,历史4/5次成功; 当前距低点4.80%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
37,70.64684526003832,71.78021710912985,002229,鸿博股份,confirmed_rebound,2025-09-05,18.24,2025-09-04,17.4,4.827586206896551,8.2183908045977,27.500000000000007,False,1.7857,9.0694,2,2,2,100.0,13.264051940075175,16.987740805604197,3.1724137931034493,4.827586206896551,历史2/2次成功; 当前距低点4.83%; 最新日涨幅1.79%; 状态confirmed_rebound; 底部未确认
38,70.15323631059387,71.37154038515068,603280,南方路机,bottom_area,2025-09-05,43.07,2025-09-04,41.06,4.89527520701412,5.138821237213832,30.875420875420872,False,3.2854,15.3751,1,1,1,100.0,18.348214285714302,18.348214285714302,3.10472479298588,4.89527520701412,历史1/1次成功; 当前距低点4.90%; 最新日涨幅3.29%; 状态bottom_area; 底部未确认
39,69.94458372941475,70.82703375664822,603262,技源集团,confirmed_rebound,2025-09-05,31.27,2025-08-04,29.88,4.651941097724233,8.567603748326636,28.823249166269648,True,0.3208,6.484,1,1,1,100.0,13.459459459459449,13.459459459459449,3.348058902275767,4.651941097724233,历史1/1次成功; 当前距低点4.65%; 最新日涨幅0.32%; 状态confirmed_rebound; 底部已确认
40,68.72992868049504,68.69192985199606,002265,建设工业,confirmed_rebound,2025-09-05,30.37,2025-09-05,29.21,3.971242725094146,9.448818897637787,28.756097560975608,False,-4.6468,9.9844,5,6,5,83.33333333333334,21.629193182136394,41.46981627296587,4.028757274905854,3.971242725094146,历史5/6次成功; 当前距低点3.97%; 最新日涨幅-4.65%; 状态confirmed_rebound; 底部未确认
41,68.16121521661326,69.11687068148447,300192,科德教育,bottom_area,2025-09-05,19.73,2025-09-05,18.84,4.723991507431001,5.732484076433131,32.18142548596112,False,-0.6045,10.7541,1,1,1,100.0,26.599845797995382,26.599845797995382,3.276008492568999,4.723991507431001,历史1/1次成功; 当前距低点4.72%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
42,64.36220888440867,63.8525593097994,688343,云天励飞,confirmed_rebound,2025-09-05,82.89,2025-09-04,80.02,3.5866033491627154,12.32191952011997,27.909909909909913,False,1.5187,9.147,2,3,2,66.66666666666666,10.9857434366867,12.88402000476303,4.413396650837285,3.5866033491627154,历史2/3次成功; 当前距低点3.59%; 最新日涨幅1.52%; 状态confirmed_rebound; 底部未确认
