rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.97458699827804,83.74239351308421,603368,柳药集团,bottom_area,2024-06-24,17.65,2024-06-24,17.4,1.4367816091954024,3.3333333333333446,27.800829875518684,False,-2.1076,1.9823,3,3,3,100.0,31.603524634675978,42.85714285714285,6.5632183908045985,1.4367816091954024,历史3/3次成功; 当前距低点1.44%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
2,86.53288041748054,82.06587920519512,002466,天齐锂业,bottom_area,2024-06-24,30.1,2024-06-24,29.73,1.2445341405987251,2.9263370332997005,28.53365384615385,False,-1.2791,1.3604,3,3,3,100.0,20.23342497720541,34.31563565513881,6.755465859401275,1.2445341405987251,历史3/3次成功; 当前距低点1.24%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
3,86.26913953085815,80.49617353628011,001212,中旗新材,bottom_area,2024-06-24,20.09,2024-06-24,20.01,0.3998000999500165,6.946526736631668,29.912434325744304,False,-4.8769,2.2407,4,4,4,100.0,34.82643959229107,82.06521739130437,7.600199900049984,0.3998000999500165,历史4/4次成功; 当前距低点0.40%; 最新日涨幅-4.88%; 状态bottom_area; 底部未确认
4,85.79480984710065,81.69896823936705,600367,红星发展,bottom_area,2024-06-24,9.75,2024-06-24,9.61,1.456815816857446,5.098855359001043,27.471698113207548,False,-4.1298,2.2442,5,5,5,100.0,14.411334955924787,24.161490683229793,6.543184183142555,1.456815816857446,历史5/5次成功; 当前距低点1.46%; 最新日涨幅-4.13%; 状态bottom_area; 底部未确认
5,85.67907338516386,79.91018215678794,002240,盛新锂能,bottom_area,2024-06-24,13.32,2024-06-24,13.27,0.3767897513187695,2.110022607385088,30.55991627420199,False,-1.9868,1.3978,4,4,4,100.0,21.178832203197413,33.42198581560282,7.6232102486812305,0.3767897513187695,历史4/4次成功; 当前距低点0.38%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
6,85.60984170753147,81.5939693875683,000723,美锦能源,bottom_area,2024-06-24,4.73,2024-06-24,4.66,1.5021459227467873,3.433476394849788,27.187500000000004,False,-2.2727,0.6605,3,3,3,100.0,20.85409726575785,30.434782608695667,6.497854077253212,1.5021459227467873,历史3/3次成功; 当前距低点1.50%; 最新日涨幅-2.27%; 状态bottom_area; 底部未确认
7,84.80261489290007,80.16337288749604,002219,新里程,bottom_area,2024-06-24,1.88,2024-06-24,1.86,1.0752688172042901,5.376344086021498,28.735632183908038,False,-3.0928,0.8427,2,2,2,100.0,34.81175156302061,45.685279187817265,6.92473118279571,1.0752688172042901,历史2/2次成功; 当前距低点1.08%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
8,84.56546684533969,78.68549618021251,002761,浙江建投,bottom_area,2024-06-24,7.89,2024-06-24,7.87,0.2541296060991051,4.955527318932652,31.565217391304344,False,-3.5452,1.9901,6,6,6,100.0,23.305976785583134,43.73730534867976,7.745870393900894,0.2541296060991051,历史6/6次成功; 当前距低点0.25%; 最新日涨幅-3.55%; 状态bottom_area; 底部未确认
9,84.55904184956334,80.28461128345745,300357,我武生物,bottom_area,2024-06-24,20.21,2024-06-24,19.95,1.3032581453634164,2.857142857142859,28.056256761630006,False,-1.8456,1.1045,3,3,3,100.0,11.376558359602342,13.65142478462557,6.696741854636584,1.3032581453634164,历史3/3次成功; 当前距低点1.30%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
10,84.50116895043736,80.05572180993286,000717,中南股份,bottom_area,2024-06-24,1.7,2024-06-24,1.68,1.1904761904761916,4.1666666666666705,29.411764705882355,False,-3.9548,0.9128,2,2,2,100.0,35.64520174311065,56.020942408376975,6.809523809523808,1.1904761904761916,历史2/2次成功; 当前距低点1.19%; 最新日涨幅-3.95%; 状态bottom_area; 底部未确认
11,84.24130549028416,78.40002718388426,603180,金牌家居,bottom_area,2024-06-24,18.93,2024-06-24,18.88,0.26483050847458,4.661016949152557,28.403488813045136,False,-4.1519,0.6036,4,4,4,100.0,21.902369587130575,31.366822429906527,7.73516949152542,0.26483050847458,历史4/4次成功; 当前距低点0.26%; 最新日涨幅-4.15%; 状态bottom_area; 底部未确认
12,84.17053011010942,78.84495472508564,300409,道氏技术,bottom_area,2024-06-24,8.35,2024-06-24,8.3,0.6024096385542039,4.096385542168672,30.016863406408085,False,-3.3565,1.673,5,5,5,100.0,28.432519897791487,50.03460207612457,7.397590361445797,0.6024096385542039,历史5/5次成功; 当前距低点0.60%; 最新日涨幅-3.36%; 状态bottom_area; 底部未确认
13,83.46761778856862,77.94249380289159,002838,道恩股份,bottom_area,2024-06-24,9.13,2024-06-24,9.09,0.4400440044004503,5.170517051705178,27.74244833068363,False,-4.7967,1.0371,5,5,5,100.0,21.59029103722908,38.59649122807017,7.55995599559955,0.4400440044004503,历史5/5次成功; 当前距低点0.44%; 最新日涨幅-4.80%; 状态bottom_area; 底部未确认
14,83.27840164278967,78.87601917709155,002145,钛能化学,bottom_area,2024-06-24,3.44,2024-06-24,3.4,1.176470588235295,6.176470588235293,28.57142857142857,False,-4.7091,1.2068,3,3,3,100.0,12.46436622724744,16.649537512846855,6.823529411764705,1.176470588235295,历史3/3次成功; 当前距低点1.18%; 最新日涨幅-4.71%; 状态bottom_area; 底部未确认
15,83.22334751665603,77.74869300462525,601388,怡球资源,bottom_area,2024-06-24,2.17,2024-06-24,2.16,0.46296296296295303,4.629629629629613,27.27272727272727,False,-4.8246,1.1369,4,4,4,100.0,20.829293334305355,35.632183908045974,7.537037037037048,0.46296296296295303,历史4/4次成功; 当前距低点0.46%; 最新日涨幅-4.82%; 状态bottom_area; 底部未确认
16,83.02252843313951,78.67658380396793,601908,京运通,bottom_area,2024-06-24,2.52,2024-06-24,2.49,1.2048192771084258,4.0160642570280976,28.857142857142854,False,-3.0769,0.939,2,2,2,100.0,28.406299762231964,40.33898305084744,6.795180722891575,1.2048192771084258,历史2/2次成功; 当前距低点1.20%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
17,82.22082963880008,77.98072765072766,001218,丽臣实业,bottom_area,2024-06-24,14.61,2024-06-24,14.43,1.2474012474012455,5.959805959805956,27.121212121212125,False,-4.8208,2.2966,2,2,2,100.0,25.18711018711019,29.999999999999993,6.752598752598754,1.2474012474012455,历史2/2次成功; 当前距低点1.25%; 最新日涨幅-4.82%; 状态bottom_area; 底部未确认
18,81.9573209754842,77.58438302326385,688216,气派科技,confirmed_rebound,2024-06-24,19.36,2024-06-24,19.14,1.149425287356316,12.330198537095086,31.22529644268774,False,-14.9758,10.3197,3,3,3,100.0,15.403616550732519,17.447495961227773,6.850574712643684,1.149425287356316,历史3/3次成功; 当前距低点1.15%; 最新日涨幅-14.98%; 状态confirmed_rebound; 底部未确认
19,81.16566362644906,77.50133103117723,002568,百润股份,bottom_area,2024-06-24,17.8,2024-06-24,17.52,1.5981735159817416,3.5388127853881337,27.0,False,-1.766,1.3698,2,2,2,100.0,16.69444434201939,21.848739495798313,6.401826484018258,1.5981735159817416,历史2/2次成功; 当前距低点1.60%; 最新日涨幅-1.77%; 状态bottom_area; 底部未确认
20,81.00860598826699,76.52210451790229,603336,宏辉果蔬,bottom_area,2024-06-24,2.92,2024-06-24,2.89,1.0380622837370175,5.536332179930785,30.361445783132535,False,-4.5752,1.3917,2,2,2,100.0,14.778959810874708,15.780141843971643,6.961937716262982,1.0380622837370175,历史2/2次成功; 当前距低点1.04%; 最新日涨幅-4.58%; 状态bottom_area; 底部未确认
21,80.79368056387293,75.01805061762455,000705,浙江震元,bottom_area,2024-06-24,6.91,2024-06-24,6.9,0.14492753623188095,3.3333333333333264,29.01234567901235,False,-3.7604,2.6372,3,3,3,100.0,18.916588173296947,34.04605263157895,7.855072463768119,0.14492753623188095,历史3/3次成功; 当前距低点0.14%; 最新日涨幅-3.76%; 状态bottom_area; 底部未确认
22,80.73901543216724,75.12417212492859,300601,康泰生物,bottom_area,2024-06-24,15.82,2024-06-24,15.78,0.2534854245880921,2.5982256020278958,27.18043377941856,False,-2.7658,1.0044,3,3,3,100.0,10.602789747255038,11.580726965342352,7.746514575411909,0.2534854245880921,历史3/3次成功; 当前距低点0.25%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
23,80.71486544520053,76.10957395552234,603233,大参林,bottom_area,2024-06-24,14.94,2024-06-24,14.8,0.9459459459459376,3.51351351351351,27.272727272727277,False,-3.05,1.2773,5,5,5,100.0,17.93726189397345,27.64192139737992,7.054054054054062,0.9459459459459376,历史5/5次成功; 当前距低点0.95%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
24,80.57101527943132,75.08360810984094,002810,山东赫达,bottom_area,2024-06-24,12.03,2024-06-24,11.99,0.3336113427856476,5.087572977481229,28.842729970326413,False,-5.2009,1.4455,3,3,3,100.0,21.58194608275378,46.13526570048308,7.666388657214353,0.3336113427856476,历史3/3次成功; 当前距低点0.33%; 最新日涨幅-5.20%; 状态bottom_area; 底部未确认
25,80.20309321300039,75.55208540241216,603326,我乐家居,bottom_area,2024-06-24,5.64,2024-06-24,5.59,0.8944543828264727,3.7567084078711983,31.24231242312424,False,-3.9182,1.3439,4,4,4,100.0,14.30882470568014,20.141843971631218,7.1055456171735285,0.8944543828264727,历史4/4次成功; 当前距低点0.89%; 最新日涨幅-3.92%; 状态bottom_area; 底部未确认
