rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.71495677152315,80.69523273404228,603103,横店影视,bottom_area,2025-03-20,13.36,2025-03-10,13.05,2.3754789272030554,8.812260536398457,27.580466148723637,True,-1.1103,0.5067,2,2,2,100.0,34.20067036594215,37.951807228915676,17.624521072796945,2.3754789272030554,历史2/2次成功; 当前距低点2.38%; 最新日涨幅-1.11%; 状态bottom_area; 底部已确认
2,84.34520282724517,70.91179265787522,002760,凤形股份,bottom_area,2025-03-20,20.83,2025-03-20,20.73,0.4823926676314417,1.977809937288954,29.128205128205124,False,-0.9039,7.2565,1,1,1,100.0,24.094881398252184,24.094881398252184,19.51760733236856,0.4823926676314417,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
3,75.65643964642145,64.31887520373006,600421,退市华嵘,bottom_area,2025-03-20,6.49,2025-03-14,6.42,1.0903426791277304,6.386292834890968,30.065359477124183,False,0.0,2.6446,1,3,1,33.33333333333333,44.900662251655625,44.900662251655625,18.90965732087227,1.0903426791277304,历史1/3次成功; 当前距低点1.09%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,68.68495386795892,58.50805417111318,301382,蜂助手,bottom_area,2025-03-20,48.12,2025-03-20,47.55,1.1987381703470037,15.625657202944272,29.711751662971185,False,-6.9606,21.4262,1,3,1,33.33333333333333,47.676579925650564,47.676579925650564,18.801261829652997,1.1987381703470037,历史1/3次成功; 当前距低点1.20%; 最新日涨幅-6.96%; 状态bottom_area; 底部未确认
5,63.42645787275855,55.049378531073444,688227,品高股份,bottom_area,2025-03-20,35.88,2025-03-20,35.1,2.2222222222222254,4.700854700854697,29.48975492165528,False,-2.5794,3.4451,1,3,1,33.33333333333333,31.412429378531087,31.412429378531087,17.777777777777775,2.2222222222222254,历史1/3次成功; 当前距低点2.22%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
