rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.07573268878467,82.79887188685858,000619,海螺新材,bottom_area,2025-12-11,6.23,2025-11-21,6.19,0.6462035541195482,7.108239095315015,27.85547785547785,True,-2.6563,2.3735,4,4,4,100.0,30.81836553898465,43.133047210300425,14.353796445880452,0.6462035541195482,历史4/4次成功; 当前距低点0.65%; 最新日涨幅-2.66%; 状态bottom_area; 底部已确认
2,85.66871384077233,77.39487427466152,002418,康盛股份,bottom_area,2025-12-11,4.49,2025-12-05,4.4,2.045454545454542,7.954545454545446,27.031509121061358,True,-1.1013,4.0223,1,1,1,100.0,29.078014184397176,29.078014184397176,12.954545454545457,2.045454545454542,历史1/1次成功; 当前距低点2.05%; 最新日涨幅-1.10%; 状态bottom_area; 底部已确认
3,85.60719224882206,74.6265058236273,301001,凯淳股份,bottom_area,2025-12-11,30.09,2025-12-11,30.05,0.1331114808652218,5.457570715474212,27.485521235521233,False,-4.5065,7.9769,1,1,1,100.0,58.89483065953654,58.89483065953654,14.866888519134777,0.1331114808652218,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-4.51%; 状态bottom_area; 底部未确认
4,85.13782714689252,75.77601420610473,603178,圣龙股份,bottom_area,2025-12-11,17.88,2025-12-05,17.66,1.2457531143827794,4.0203850509626315,28.182187881252542,False,-2.0274,0.8393,5,7,5,71.42857142857143,31.669983984855786,47.51869476546566,13.754246885617219,1.2457531143827794,历史5/7次成功; 当前距低点1.25%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
5,84.58287915275157,77.07212645413695,688190,云路股份,bottom_area,2025-12-11,95.33,2025-12-10,93.0,2.5053763440860197,5.333333333333327,28.351309707241917,False,0.2102,0.5602,1,1,1,100.0,19.70099203576919,19.70099203576919,12.49462365591398,2.5053763440860197,历史1/1次成功; 当前距低点2.51%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
6,83.82040196370339,73.30057567753379,688365,光云科技,bottom_area,2025-12-11,16.58,2025-12-11,16.53,0.3024803387779622,3.750756200846929,28.099173553718998,False,-2.0673,3.9222,1,1,1,100.0,34.732423924449115,34.732423924449115,14.697519661222035,0.3024803387779622,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
7,83.04407395120388,75.17681650054735,300035,中科电气,bottom_area,2025-12-11,20.86,2025-12-05,20.42,2.154750244857971,5.729676787463261,29.097222222222218,False,-1.6965,3.335,1,1,1,100.0,27.686274509803933,27.686274509803933,12.84524975514203,2.154750244857971,历史1/1次成功; 当前距低点2.15%; 最新日涨幅-1.70%; 状态bottom_area; 底部未确认
8,82.08201723715563,71.37566716274402,605228,神通科技,bottom_area,2025-12-11,14.11,2025-12-11,14.11,0.0,1.913536498936934,27.2680412371134,False,-1.4665,0.5027,4,5,4,80.0,26.26702775668829,47.56554307116105,15.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
9,81.82831405550186,75.04133462221814,002104,恒宝股份,bottom_area,2025-12-11,18.05,2025-12-04,17.55,2.849002849002849,7.578347578347569,27.027027027027028,True,-1.6349,3.3933,3,4,3,75.0,30.441188806154024,43.85245901639344,12.150997150997151,2.849002849002849,历史3/4次成功; 当前距低点2.85%; 最新日涨幅-1.63%; 状态bottom_area; 底部已确认
10,81.70797988691486,74.95997367320075,600550,保变电气,bottom_area,2025-12-11,9.32,2025-12-04,9.06,2.8697571743929338,6.401766004415012,30.307692307692303,False,-0.8511,3.4167,1,1,1,100.0,35.285053929121716,35.285053929121716,12.130242825607066,2.8697571743929338,历史1/1次成功; 当前距低点2.87%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
11,81.25502942182251,73.61285793521833,603938,三孚股份,bottom_area,2025-12-11,17.69,2025-11-21,17.31,2.195262853841725,8.08781051415368,27.45180217937972,False,-0.9518,2.2966,1,1,1,100.0,19.774501300954046,19.774501300954046,12.804737146158274,2.195262853841725,历史1/1次成功; 当前距低点2.20%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
12,80.49357868020306,69.99441624365484,003038,鑫铂股份,bottom_area,2025-12-11,15.31,2025-12-11,15.31,0.0,3.0698889614630884,29.08754052802223,False,-2.2974,2.1812,1,1,1,100.0,25.507614213197975,25.507614213197975,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
13,80.35715758889735,71.05132087281218,300358,楚天科技,bottom_area,2025-12-11,9.04,2025-12-05,8.96,0.8928571428571237,4.575892857142839,27.74193548387096,False,-1.7391,4.1483,3,4,3,75.0,34.04319977702382,38.205499276411004,14.107142857142877,0.8928571428571237,历史3/4次成功; 当前距低点0.89%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
14,80.2592972839369,72.20638516950619,300768,迪普科技,bottom_area,2025-12-11,19.0,2025-12-05,18.66,1.822079314040728,6.216505894962488,27.05238467552775,False,-1.4523,1.3815,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,13.177920685959272,1.822079314040728,历史2/3次成功; 当前距低点1.82%; 最新日涨幅-1.45%; 状态bottom_area; 底部未确认
15,79.46808815121398,70.75622762489833,300437,清水源,bottom_area,2025-12-11,18.4,2025-12-11,18.17,1.2658227848101091,8.860759493670882,29.299610894941626,False,-8.5487,25.03,6,9,6,66.66666666666666,25.46041348171349,30.330330330330323,13.734177215189892,1.2658227848101091,历史6/9次成功; 当前距低点1.27%; 最新日涨幅-8.55%; 状态bottom_area; 底部未确认
16,77.09293226467125,68.06866280125199,002759,天际股份,bottom_area,2025-12-11,34.55,2025-12-08,34.27,0.817041143857584,7.090749927049897,27.33248515691263,True,-0.8039,12.9858,3,5,3,60.0,40.3844978991789,72.99787384833452,14.182958856142417,0.817041143857584,历史3/5次成功; 当前距低点0.82%; 最新日涨幅-0.80%; 状态bottom_area; 底部已确认
