rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.93971160398306,85.35731343283584,605133,嵘泰股份,bottom_area,2023-05-08,27.16,2023-05-05,26.8,1.3432835820895501,4.477611940298504,30.099113197704753,False,0.929,3.4452,1,1,1,100.0,60.01483679525222,60.01483679525222,18.656716417910452,1.3432835820895501,历史1/1次成功; 当前距低点1.34%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
23,67.86965145636961,61.87262672811059,002363,隆基机械,bottom_area,2023-05-08,6.83,2023-04-25,6.51,4.9155145929339525,7.219662058371745,28.774617067833702,True,0.7375,0.9069,1,2,1,50.0,54.96828752642705,54.96828752642705,15.084485407066047,4.9155145929339525,历史1/2次成功; 当前距低点4.92%; 最新日涨幅0.74%; 状态bottom_area; 底部已确认
24,66.72000000000001,55.60000000000001,000070,特发信息,bottom_area,2023-05-08,7.07,2023-05-08,7.07,0.0,0.0,29.65174129353234,False,-10.0509,1.0874,1,2,1,50.0,50.60532687651331,50.60532687651331,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.05%; 状态bottom_area; 底部未确认
25,66.33800900174103,59.11186055916531,688079,美迪凯,bottom_area,2023-05-08,9.62,2023-05-05,9.28,3.663793103448275,4.525862068965517,27.044025157232713,False,1.7989,1.6627,1,2,1,50.0,29.007036747458958,29.007036747458958,16.336206896551726,3.663793103448275,历史1/2次成功; 当前距低点3.66%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
26,65.06811740156999,57.572059861258865,002455,百川股份,bottom_area,2023-05-08,7.88,2023-05-05,7.63,3.2765399737876804,4.587155963302759,28.691588785046722,False,1.9405,1.1822,1,3,1,33.33333333333333,35.42600896860987,35.42600896860987,16.723460026212322,3.2765399737876804,历史1/3次成功; 当前距低点3.28%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
27,64.84352940057846,54.757890106537175,688010,福光股份,bottom_area,2023-05-08,23.65,2023-05-08,23.48,0.7240204429301454,10.775127768313462,29.40469031870114,False,-9.8017,3.6735,1,2,1,50.0,42.08955223880597,42.08955223880597,19.275979557069856,0.7240204429301454,历史1/2次成功; 当前距低点0.72%; 最新日涨幅-9.80%; 状态bottom_area; 底部未确认
28,64.81603763812436,55.25479180182771,000721,西安饮食,bottom_area,2023-05-08,12.24,2023-05-08,12.09,1.240694789081889,4.1356492969396195,29.627473806752036,False,-2.6253,9.2203,1,3,1,33.33333333333333,20.485175202156327,20.485175202156327,18.75930521091811,1.240694789081889,历史1/3次成功; 当前距低点1.24%; 最新日涨幅-2.63%; 状态bottom_area; 底部未确认
29,64.5389718671411,57.75363717831914,603005,晶方科技,bottom_area,2023-05-08,22.13,2023-05-05,21.3,3.8967136150234656,4.319248826291071,28.1618887015177,False,1.3743,3.24,1,2,1,50.0,24.55991516436903,24.55991516436903,16.103286384976535,3.8967136150234656,历史1/2次成功; 当前距低点3.90%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
30,64.22158394739623,57.60932305191141,000059,华锦股份,bottom_area,2023-05-08,6.97,2023-04-25,6.7,4.02985074626865,5.970149253731335,29.916317991631804,False,0.8683,0.7413,1,2,1,50.0,25.41603630862328,25.41603630862328,15.97014925373135,4.02985074626865,历史1/2次成功; 当前距低点4.03%; 最新日涨幅0.87%; 状态bottom_area; 底部未确认
31,64.04913668993753,58.441094696410104,002553,南方精工,bottom_area,2023-05-08,10.15,2023-04-26,9.67,4.963805584281287,7.445708376421931,28.844738778513612,True,0.3956,1.2759,1,2,1,50.0,32.14285714285715,32.14285714285715,15.036194415718715,4.963805584281287,历史1/2次成功; 当前距低点4.96%; 最新日涨幅0.40%; 状态bottom_area; 底部已确认
32,61.31911797854629,51.516747407560025,605286,同力天启,bottom_area,2023-05-08,29.41,2023-05-08,29.28,0.443989071038248,2.390710382513659,27.29078718649119,False,-0.6419,3.2272,1,3,1,33.33333333333333,30.46080191502094,30.46080191502094,19.556010928961754,0.443989071038248,历史1/3次成功; 当前距低点0.44%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
33,59.33150355144656,52.70502745676586,002724,海洋王,bottom_area,2023-05-08,8.59,2023-04-25,8.3,3.493975903614447,8.192771084337345,28.999144568006834,True,-0.5787,1.1417,1,3,1,33.33333333333333,25.204081632653047,25.204081632653047,16.506024096385556,3.493975903614447,历史1/3次成功; 当前距低点3.49%; 最新日涨幅-0.58%; 状态bottom_area; 底部已确认
34,54.8906576869731,49.74780978366209,603232,格尔软件,bottom_area,2023-05-08,14.8,2023-04-27,14.15,4.593639575971734,8.551236749116601,32.29665071770334,True,-2.5033,3.22,1,3,1,33.33333333333333,22.78481012658228,22.78481012658228,15.406360424028268,4.593639575971734,历史1/3次成功; 当前距低点4.59%; 最新日涨幅-2.50%; 状态bottom_area; 底部已确认
